name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Khumbudzo NTSHAVHENI,Q64399456,Person,Khumbudzo NTSHAVHENI,,,za,,,,,,CIA World Leaders,2023-08-24T12:02:27,2023-12-04T21:58:26,2023-08-24T12:02:27
Samson Gwede MANTASHE,Q64399472,Person,Samson Gwede MANTASHE,,,za,,,,,,CIA World Leaders,2023-08-24T12:02:27,2023-12-04T21:58:26,2023-08-24T12:02:27
Pila Kole NININGI,Q64495984,Person,Pila Kole NININGI,,,pg,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jose Manuel ALBARES Bueno,Q64595113,Person,Jose Manuel ALBARES Bueno,,,es,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Liesje SCHREINEMACHER,Q64616136,Person,Liesje SCHREINEMACHER,,,nl,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Maria del Carmen SQUEFF,Q64666096,Person,Maria del Carmen SQUEFF,,,ar,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Cesar Guillermo CASTILLO Reyes,Q64696643,Person,Cesar Guillermo CASTILLO Reyes,,,gt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Barbara Dallas CREECY,Q64711336,Person,Barbara Dallas CREECY,,,za,,,,,,CIA World Leaders,2023-08-24T12:02:27,2023-12-04T21:58:26,2023-08-24T12:02:27
Micky ADRIAANSENS,Q64711678,Person,Micky ADRIAANSENS,,,nl,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Luminita-Teodora ODOBESCU,Q64712013,Person,Luminita-Teodora ODOBESCU,,,ro,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jose Manuel de Gallego ROMUALDEZ,Q64853235,Person,Jose Manuel de Gallego ROMUALDEZ,,,ph,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Cornelius SMITH,Q64853457,Person,Cornelius SMITH,,,bs,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Leonore GEWESSLER,Q64954602,Person,Leonore GEWESSLER,,,at,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ester VILARRUBLA ESCALES,Q65038596,Person,Ester VILARRUBLA ESCALES,,,ad,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jean de Dieu MOMO,Q65158417,Person,Jean de Dieu MOMO,,,cm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Leela Devi DOOKUN-LUCHOOMUN,Q6516249,Person,Leela Devi DOOKUN-LUCHOOMUN,,,mu,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Pernille ROSENKRANTZ-THEIL,Q6517082,Person,Pernille ROSENKRANTZ-THEIL,,,dk,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mohammad Reza ASHTIANI,Q65195083,Person,Mohammad Reza ASHTIANI,,,ir,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ludivine DEDONDER,Q65271469,Person,Ludivine DEDONDER,,,be,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Georgios GERAPETRITIS,Q65273038,Person,Georgios GERAPETRITIS,,,gr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Kyriakos PIERRAKAKIS,Q65273184,Person,Kyriakos PIERRAKAKIS,,,gr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Nicolas DE RIVIERE,Q65386852,Person,Nicolas DE RIVIERE,,,fr,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Inese LIBINA-EGNERE,Q65499282,Person,Inese LIBINA-EGNERE,,,lv,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Giancarlo GIORGETTI,Q659163,Person,Giancarlo GIORGETTI,,,it,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Marija VUCKOVIC,Q65922777,Person,Marija VUCKOVIC,,,hr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Eric JOVER COMAS,Q65938398,Person,Eric JOVER COMAS,,,ad,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Dominika SVARC PIPAN,Q66087643,Person,Dominika SVARC PIPAN,,,si,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mahougnon KAKPO,Q66226631,Person,Mahougnon KAKPO,,,bj,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Romina POURMOKHTARI,Q66493422,Person,Romina POURMOKHTARI,,,se,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
