name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
SOMSAK Thepsuthin,Q13022077,Person,SOMSAK Thepsuthin,,,th,,,,,,CIA World Leaders,2023-09-14T12:01:28,2023-12-04T21:58:26,2023-09-14T12:01:28
Leanid ZAYATS,Q13031225,Person,Leanid ZAYATS,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Albulena HAXHIU,Q13036897,Person,Albulena HAXHIU,,,xk,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Nurul Islam NAHID,Q13058433,Person,Nurul Islam NAHID,,,bd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Denis BECIROVIC,Q13081568,Person,Denis BECIROVIC,,,ba,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
KHAWAJA Saad Rafique,Q13139153,Person,KHAWAJA Saad Rafique,,,pk,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Otunba Adeniyi ADEBAYO,Q13140763,Person,Otunba Adeniyi ADEBAYO,,,ng,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Stephen DONNELLY,Q13157830,Person,Stephen DONNELLY,,,ie,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Yuriy Petrovich TRUTNEV,Q1320356,Person,Yuriy Petrovich TRUTNEV,,,ru,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Erkki NGHIMTINA,Q1325785,Person,Erkki NGHIMTINA,,,na,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Vladimir Aleksandrovich KOLOKOLTSEV,Q1344473,Person,Vladimir Aleksandrovich KOLOKOLTSEV,,,ru,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Konstantinos CHATZIDAKIS,Q1348054,Person,Konstantinos CHATZIDAKIS,,,gr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mahinda SAMARASINGHE,Q13645979,Person,Mahinda SAMARASINGHE,,,lk,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Ramiro VALDES Menendez,Q1388860,Person,Ramiro VALDES Menendez,,,cu,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Joseph Kofi ADDA,Q1451907,Person,Joseph Kofi ADDA,,,gh,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Bernardino SOTO Estigarribia,Q14661202,Person,Bernardino SOTO Estigarribia,,,py,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
LUHUT Binsar Pandjaitan,Q14917375,Person,LUHUT Binsar Pandjaitan,,,id,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Alejandro GERTZ Manero,Q1500199,Person,Alejandro GERTZ Manero,,,mx,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Nkosazana Clarice DLAMINI-ZUMA,Q150276,Person,Nkosazana Clarice DLAMINI-ZUMA,,,za,,,,,,CIA World Leaders,2023-08-24T12:02:27,2023-12-04T21:58:26,2023-08-24T12:02:27
Jean Claude GAKOSSO,Q15046890,Person,Jean Claude GAKOSSO,,,cg,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Valeriy Nikolayevich FALKOV,Q15066166,Person,Valeriy Nikolayevich FALKOV,,,ru,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Karianne Oldernes TUNG,Q15072255,Person,Karianne Oldernes TUNG,,,no,,,,,,CIA World Leaders,2023-10-26T21:57:24,2023-12-04T21:58:26,2023-10-26T21:57:24
Mikayil JABBAROV,Q15090186,Person,Mikayil JABBAROV,,,az,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Luisa Maria ALCALDE Lujan,Q15156389,Person,Luisa Maria ALCALDE Lujan,,,mx,,,,,,CIA World Leaders,2023-11-09T21:58:18,2023-12-04T21:58:26,2023-11-09T21:58:18
Grant ROBERTSON,Q1543207,Person,Grant ROBERTSON,,,nz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Al-Sultan ABDULLAH Ri'ayatuddin Al-Mustafa Billah Shah,Q15467111,Person,Al-Sultan ABDULLAH Ri'ayatuddin Al-Mustafa Billah Shah,,,my,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Aissata Tall SALL,Q15542603,Person,Aissata Tall SALL,,,sn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Gudlaugur Thor THORDARSON,Q1557735,Person,Gudlaugur Thor THORDARSON,,,is,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Wavel RAMKALAWAN,Q1568174,Person,Wavel RAMKALAWAN,,,sc,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
