name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Ali al-SADIQ,us-cia-sudan-ali-al-sadiq-minister-of-foreign-affairs-international-cooperation,Person,Ali al-SADIQ,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Amal SALIH Saad,us-cia-sudan-amal-salih-saad-minister-of-trade-supply,Person,Amal SALIH Saad,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Anan HAMED Muhammad Umar,us-cia-sudan-anan-hamed-muhammad-umar-minister-of-infrastructure,Person,Anan HAMED Muhammad Umar,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Batul ABBAS Awad Allam,us-cia-sudan-batul-abbas-awad-allam-minister-of-industry,Person,Batul ABBAS Awad Allam,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Dhu al-Bayt ABD Al-RAHMAN Mansur,us-cia-sudan-dhu-al-bayt-abd-al-rahman-mansur-minister-of-irrigation-and-water-resources,Person,Dhu al-Bayt ABD Al-RAHMAN Mansur,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
EZZELDIN Al-Sheikh,us-cia-sudan-ezzeldin-al-sheikh-minister-of-interior,Person,EZZELDIN Al-Sheikh,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Graham ABD Al-QADIR,us-cia-sudan-graham-abd-al-qadir-minister-of-information-culture-tourism,Person,Graham ABD Al-QADIR,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Hafiz IBRAHIM Abd al-Nabi,us-cia-sudan-hafiz-ibrahim-abd-al-nabi-minister-of-livestock-fisheries,Person,Hafiz IBRAHIM Abd al-Nabi,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Haitham Muhammad IBRAHIM,us-cia-sudan-haitham-muhammad-ibrahim-minister-of-health,Person,Haitham Muhammad IBRAHIM,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Hazar ABD Al-RASUL al-Ajab,us-cia-sudan-hazar-abd-al-rasul-al-ajab-minister-of-youth-sport,Person,Hazar ABD Al-RASUL al-Ajab,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Hisham Ahmed Ali ABU ZAID,us-cia-sudan-hisham-ahmed-ali-abu-zaid-minister-of-transportation,Person,Hisham Ahmed Ali ABU ZAID,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Husayn Yahia JANGUL,us-cia-sudan-husayn-yahia-jangul-governor-central-bank-of-sudan,Person,Husayn Yahia JANGUL,,,sd,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Ibrahim JABER Ibrahim,us-cia-sudan-ibrahim-jaber-ibrahim-member-sc,Person,Ibrahim JABER Ibrahim,,,sd,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Jibril IBRAHIM,us-cia-sudan-jibril-ibrahim-minister-of-finance-economic-planning,Person,Jibril IBRAHIM,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Khalifa Ahmed KHALIFA,us-cia-sudan-khalifa-ahmed-khalifa-attorney-general,Person,Khalifa Ahmed KHALIFA,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mahmud Siral-Khattam al-HURI,us-cia-sudan-mahmud-siral-khattam-al-huri-minister-of-general-education,Person,Mahmud Siral-Khattam al-HURI,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Malik AGAR,us-cia-sudan-malik-agar-member-sc,Person,Malik AGAR,,,sd,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
