name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Aziz AKHANNOUCH,Q1638114,Person,Aziz AKHANNOUCH,,,ma,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Robert MONTAGUE,Q1640128,Person,Robert MONTAGUE,,,jm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Taina BOFFERDING,Q16438964,Person,Taina BOFFERDING,,,lu,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Marlene Malahoo FORTE,Q16499741,Person,Marlene Malahoo FORTE,,,jm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Bernadette Essossimna LEGZIM-BALOUKI,Q16532266,Person,Bernadette Essossimna LEGZIM-BALOUKI,,,tg,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Francisco Kalbuadi LAY,Q1655831,Person,Francisco Kalbuadi LAY,,,tl,,,,,,CIA World Leaders,2023-11-09T21:58:18,2023-12-04T21:58:26,2023-11-09T21:58:18
Ignatius Baffour AWUAH,Q1657330,Person,Ignatius Baffour AWUAH,,,gh,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Luis ABINADER,Q16594097,Person,Luis ABINADER,,,do,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Lejeune MBELLA MBELLA,Q16654676,Person,Lejeune MBELLA MBELLA,,,cm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Aleksandr Aleksandrovich KOZLOV,Q16664506,Person,Aleksandr Aleksandrovich KOZLOV,,,ru,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Serhiy SHKARLET,Q16723829,Person,Serhiy SHKARLET,,,ua,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
DEMEKE Mekonnen Hassen,Q16728486,Person,DEMEKE Mekonnen Hassen,,,et,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Godwin EMEFIELE,Q16728824,Person,Godwin EMEFIELE,,,ng,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
FARAH Sheikh Abdulqadir,Q16728916,Person,FARAH Sheikh Abdulqadir,,,so,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Khadija Mohamed DIRIE,Q16730772,Person,Khadija Mohamed DIRIE,,,so,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sithembiso NYONI,Q16733535,Person,Sithembiso NYONI,,,zw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ismael Ould Cheikh AHMED,Q16733931,Person,Ismael Ould Cheikh AHMED,,,mr,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Paula GOPEE-SCOON,Q1673889,Person,Paula GOPEE-SCOON,,,tt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Enoch GODONGWANA,Q16746658,Person,Enoch GODONGWANA,,,za,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mondli GUNGUBELE,Q16746664,Person,Mondli GUNGUBELE,,,za,,,,,,CIA World Leaders,2023-08-24T12:02:27,2023-12-04T21:58:26,2023-08-24T12:02:27
Mmamoloko KUBAYI,Q16746680,Person,Mmamoloko KUBAYI,,,za,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Bonginkosi Emmanuel NZIMANDE,Q16765311,Person,Bonginkosi Emmanuel NZIMANDE,,,za,,,,,,CIA World Leaders,2023-08-24T12:02:27,2023-12-04T21:58:26,2023-08-24T12:02:27
ISHIKANE Kimihiro,Q16769574,Person,ISHIKANE Kimihiro,,,jp,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Jagdish KOONJUL,Q1678309,Person,Jagdish KOONJUL,,,mu,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Aurelien AGBENONCI,Q16840908,Person,Aurelien AGBENONCI,,,bj,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jean-Yves DUCLOS,Q1685302,Person,Jean-Yves DUCLOS,,,ca,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Umaro Sissoco EMBALO,Q16855164,Person,Umaro Sissoco EMBALO,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Josue PIERRE-LOUIS,Q16855320,Person,Josue PIERRE-LOUIS,,,ht,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Chris BARYOMUNSI,Q16875907,Person,Chris BARYOMUNSI,,,ug,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
