name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Anatoliy MARKEVICH,us-cia-belarus-anatoliy-markevich-minister-of-culture,Person,Anatoliy MARKEVICH,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Andrey IVANETS,us-cia-belarus-andrey-ivanets-minister-of-education,Person,Andrey IVANETS,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Andrey KHUDYK,us-cia-belarus-andrey-khudyk-minister-of-natural-resources-environmental-protection,Person,Andrey KHUDYK,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Dzmitryy PINEVICH,us-cia-belarus-dzmitryy-pinevich-minister-of-public-health,Person,Dzmitryy PINEVICH,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Henadz TRUBILA,us-cia-belarus-henadz-trubila-minister-of-housing-communal-services,Person,Henadz TRUBILA,,,by,,,,,,CIA World Leaders,2023-08-17T12:02:33,2023-12-04T21:58:26,2023-08-17T12:02:33
Ihar PETRYSHENKA,us-cia-belarus-ihar-petryshenka-deputy-prime-minister,Person,Ihar PETRYSHENKA,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ihar SERHEYENKA,us-cia-belarus-ihar-serheyenka-chief-presidential-admin,Person,Ihar SERHEYENKA,,,by,,,,,,CIA World Leaders,2023-08-17T12:02:33,2023-12-04T21:58:26,2023-08-17T12:02:33
Iryna KASTSEVICH,us-cia-belarus-iryna-kastsevich-minister-of-labor-social-protection,Person,Iryna KASTSEVICH,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ivan KUBRAKOW,us-cia-belarus-ivan-kubrakow-minister-of-internal-affairs,Person,Ivan KUBRAKOW,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ivan TERTEL,us-cia-belarus-ivan-tertel-chairman-ctte-for-state-security-bkgb,Person,Ivan TERTEL,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Kanstantsin MOLASTAW,us-cia-belarus-kanstantsin-molastaw-chairman-state-border-ctte,Person,Kanstantsin MOLASTAW,,,by,,,,,,CIA World Leaders,2023-08-17T12:02:33,2023-12-04T21:58:26,2023-08-17T12:02:33
Kanstantsin SHULHAN,us-cia-belarus-kanstantsin-shulhan-minister-of-communications-informatization,Person,Kanstantsin SHULHAN,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mikalay SNAPKOW,us-cia-belarus-mikalay-snapkow-first-deputy-prime-minister,Person,Mikalay SNAPKOW,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Pavel KALAUR,us-cia-belarus-pavel-kalaur-chairman-national-bank,Person,Pavel KALAUR,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Pyotr PARKHOMCHIK,us-cia-belarus-pyotr-parkhomchik-deputy-prime-minister,Person,Pyotr PARKHOMCHIK,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Raman HALOWCHENKA,us-cia-belarus-raman-halowchenka-prime-minister,Person,Raman HALOWCHENKA,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Syarhey ALEYNIK,us-cia-belarus-syarhey-aleynik-minister-of-foreign-affairs,Person,Syarhey ALEYNIK,,,by,,,,,,CIA World Leaders,2023-08-17T12:02:33,2023-12-04T21:58:26,2023-08-17T12:02:33
Syarhey BARTOSH,us-cia-belarus-syarhey-bartosh-minister-of-agriculture-food,Person,Syarhey BARTOSH,,,by,,,,,,CIA World Leaders,2023-08-17T12:02:33,2023-12-04T21:58:26,2023-08-17T12:02:33
Syarhey KAVALCHUK,us-cia-belarus-syarhey-kavalchuk-minister-of-sports-tourism,Person,Syarhey KAVALCHUK,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Syarhey KHAMENKA,us-cia-belarus-syarhey-khamenka-minister-of-justice,Person,Syarhey KHAMENKA,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Syarhey NALIVAYKA,us-cia-belarus-syarhey-nalivayka-minister-of-taxes-and-duties,Person,Syarhey NALIVAYKA,,,by,,,,,,CIA World Leaders,2023-08-17T12:02:33,2023-12-04T21:58:26,2023-08-17T12:02:33
Uladzimir PYARTSOW,us-cia-belarus-uladzimir-pyartsow-minister-of-information,Person,Uladzimir PYARTSOW,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Vadym SINYAWSKI,us-cia-belarus-vadym-sinyawski-minister-of-emergency-situations,Person,Vadym SINYAWSKI,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Valyantsin RYBAKOW,us-cia-belarus-valyantsin-rybakow-permanent-representative-to-the-un-new-york,Person,Valyantsin RYBAKOW,,,by,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Viktar KARANKEVICH,us-cia-belarus-viktar-karankevich-minister-of-energy,Person,Viktar KARANKEVICH,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Yuryy SELIVERSTAW,us-cia-belarus-yuryy-seliverstaw-minister-of-finance,Person,Yuryy SELIVERSTAW,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
