name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
KISHIDA Fumio,NK-WbviQCCbW3Lsz3vLFR9zdA,Person,KISHIDA Fumio,,,jp,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
OKADA Naoki,NK-WkVWR55UxtFiwqaCsnbhug,Person,OKADA Naoki,,,jp,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Rachel BROOKING,NK-WqjxVkhzYSANAwboCmWTYt,Person,Rachel BROOKING,,,nz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Zukan HELEZ,NK-WwgaPaNHCKH7S6rmpHG9DZ,Person,Zukan HELEZ,,,ba,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Milos VUCEVIC,NK-XbRqNv6kys58QrXeoGG7ep,Person,Milos VUCEVIC,,,rs,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Pat CONROY,NK-XjMSkvTreqaMXViWBmPLeM,Person,Pat CONROY,,,au,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
LEE Ju-ho,NK-XtRjrCQCAS9Hj3EpRSRmkh,Person,LEE Ju-ho,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
KANG Sun Nam,NK-Y3FLLtHwjmF4pj2dGK8sim,Person,KANG Sun Nam,,,kp,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-08-16T06:02:46
Chris HIPKINS,NK-Y7ss6o9oC3YiR6uVvSbN8L,Person,Chris HIPKINS,,,nz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
FADILLAH Yusof,NK-Y8gKrsSshvYej9XAkSUHqx,Person,FADILLAH Yusof,,,my,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-08-16T06:02:46
