name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Albert RAMDIN,us-cia-suriname-albert-ramdin-minister-of-foreign-affairs,Person,Albert RAMDIN,,,sr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Amar RAMADHIN,us-cia-suriname-amar-ramadhin-minister-of-public-health,Person,Amar RAMADHIN,,,sr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
"Chandrikapersad ""Chan"" SANTOKHI",us-cia-suriname-chandrikapersad-chan-santokhi-president,Person,"Chandrikapersad ""Chan"" SANTOKHI",,,sr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
David ABIAMOFO,us-cia-suriname-david-abiamofo-minister-of-natural-resources,Person,David ABIAMOFO,,,sr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Dinotha VORSWIK,us-cia-suriname-dinotha-vorswik-minister-of-land-forest-management,Person,Dinotha VORSWIK,,,sr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Glenn GERSIE,us-cia-suriname-glenn-gersie-governor-central-bank,Person,Glenn GERSIE,,,sr,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Gracia EMANUEL,us-cia-suriname-gracia-emanuel-minister-of-physical-planning-land-forest-management,Person,Gracia EMANUEL,,,sr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Kenneth AMOKSI,us-cia-suriname-kenneth-amoksi-minister-of-justice-police,Person,Kenneth AMOKSI,,,sr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Krishnakoemari MATHOERA,us-cia-suriname-krishnakoemari-mathoera-minister-of-defense,Person,Krishnakoemari MATHOERA,,,sr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Marie LEVENS,us-cia-suriname-marie-levens-minister-of-education-science-culture,Person,Marie LEVENS,,,sr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
