name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Marcio MACEDO,Q10334322,Person,Marcio MACEDO,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Priya MANICKCHAND,Q103393579,Person,Priya MANICKCHAND,,,gy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Paulo PIMENTA,Q10346742,Person,Paulo PIMENTA,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Paulo TEIXEIRA,Q10346852,Person,Paulo TEIXEIRA,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Renan FILHO,Q10359235,Person,Renan FILHO,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
VALASI Luapitofanua To'ogamaga Tafito Selesele,Q103625196,Person,VALASI Luapitofanua To'ogamaga Tafito Selesele,,,ws,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Rui COSTA,Q10365240,Person,Rui COSTA,,,br,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Ali bin Ahmed al-KUWARI,Q103821494,Person,Ali bin Ahmed al-KUWARI,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Javiera TORO,Q103838952,Person,Javiera TORO,,,cl,,,,,,CIA World Leaders,2023-09-21T12:01:52,2023-12-04T21:58:26,2023-09-21T12:01:52
Vinicius CARVALHO,Q10391596,Person,Vinicius CARVALHO,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Alvaro LEYVA Duran,Q10395812,Person,Alvaro LEYVA Duran,,,co,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Petr FIALA,Q104123076,Person,Petr FIALA,,,cz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Amina Prisiclle LONGOH,Q104172784,Person,Amina Prisiclle LONGOH,,,td,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Ali Fahad al-MUDHAF,Q104175573,Person,Ali Fahad al-MUDHAF,,,kw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Abdulrahman Badah al-MUTAIRI,Q104175575,Person,Abdulrahman Badah al-MUTAIRI,,,kw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Paul-Marie GONDJOUT,Q104376994,Person,Paul-Marie GONDJOUT,,,ga,,,,,,CIA World Leaders,2023-09-21T12:01:52,2023-12-04T21:58:26,2023-09-21T12:01:52
Jakov MILATOVIC,Q104417661,Person,Jakov MILATOVIC,,,me,,,,,,CIA World Leaders,2023-10-19T12:03:32,2023-12-04T21:58:26,2023-10-19T12:03:32
Laurent TCHAGBA,Q104437318,Person,Laurent TCHAGBA,,,ci,,,,,,CIA World Leaders,2023-10-26T21:57:24,2023-12-04T21:58:26,2023-10-26T21:57:24
Bogdan-Gruia IVAN,Q104508044,Person,Bogdan-Gruia IVAN,,,ro,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Hassane Baraze MOUSSA,Q104524502,Person,Hassane Baraze MOUSSA,,,ne,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Lazarus Ombai AMAYO,Q104554824,Person,Lazarus Ombai AMAYO,,,ke,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Robeson BENN,Q104581315,Person,Robeson BENN,,,gy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Florin-Ionut BARBU,Q104587521,Person,Florin-Ionut BARBU,,,ro,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Guy LOANDO Mboyo,Q104600997,Person,Guy LOANDO Mboyo,,,cd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mohamed SWARAY,Q104603374,Person,Mohamed SWARAY,,,sl,,,,,,CIA World Leaders,2023-10-19T12:03:32,2023-12-04T21:58:26,2023-10-19T12:03:32
Sonia PARAG,Q104707770,Person,Sonia PARAG,,,gy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Vickram BHARRAT,Q104707794,Person,Vickram BHARRAT,,,gy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Oneidge Walrond ALLICOCK,Q104710307,Person,Oneidge Walrond ALLICOCK,,,gy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Leonardo VILLAR Gomez,Q104783211,Person,Leonardo VILLAR Gomez,,,co,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
