name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Clayton BARTOLO,Q37861005,Person,Clayton BARTOLO,,,mt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Byron CAMILLERI,Q37861044,Person,Byron CAMILLERI,,,mt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Clint CAMILLERI,Q37861054,Person,Clint CAMILLERI,,,mt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Julia FARRUGIA Portelli,Q37861162,Person,Julia FARRUGIA Portelli,,,mt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Stefan ZRINZO Azzopardi,Q37861353,Person,Stefan ZRINZO Azzopardi,,,mt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jean-Pierre BEMBA Gombo,Q379148,Person,Jean-Pierre BEMBA Gombo,,,cd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Abdulwahab Muhammad Al RASHID,Q37996526,Person,Abdulwahab Muhammad Al RASHID,,,kw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Juan Gabriel VALDES,Q3810840,Person,Juan Gabriel VALDES,,,cl,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Andrzej ADAMCZYK,Q381575,Person,Andrzej ADAMCZYK,,,pl,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Edouard NGIRENTE,Q38188115,Person,Edouard NGIRENTE,,,rw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
