name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
THAUNG HAN,us-cia-burma-thaung-han-minister-of-electric-power,Person,THAUNG HAN,,,mm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
THET KHAING WIN,us-cia-burma-thet-khaing-win-minister-of-health,Person,THET KHAING WIN,,,mm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
THET THET KHINE,us-cia-burma-thet-thet-khine-minister-of-social-welfare-relief-resettlement,Person,THET THET KHINE,,,mm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
THIDA OO,us-cia-burma-thida-oo-minister-of-legal-affairs,Person,THIDA OO,,,mm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
TUN TUN NAUNG,us-cia-burma-tun-tun-naung-minister-of-border-affairs,Person,TUN TUN NAUNG,,,mm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
WIN SHEIN,us-cia-burma-win-shein-minister-of-planning-finance,Person,WIN SHEIN,,,mm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
YAN KYAW,us-cia-burma-yan-kyaw-member-state-admin-council,Person,YAN KYAW,,,mm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
YE WIN OO,us-cia-burma-ye-win-oo-secretary-state-admin-council,Person,YE WIN OO,,,mm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Alain Tribert MUTABAZI,us-cia-burundi-alain-tribert-mutabazi-minister-of-national-defense-veteran-affairs,Person,Alain Tribert MUTABAZI,,,bi,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Capitaine Dieudonne DUKUNDANE,us-cia-burundi-capitaine-dieudonne-dukundane-minister-of-infrastructure-equipment-social-housing,Person,Capitaine Dieudonne DUKUNDANE,,,bi,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Edouard-Normand BIGENDAKO,us-cia-burundi-edouard-normand-bigendako-governor-central-bank,Person,Edouard-Normand BIGENDAKO,,,bi,,,,,,CIA World Leaders,2023-11-02T21:57:02,2023-12-04T21:58:26,2023-11-02T21:57:02
Gervais ABAYEHO,us-cia-burundi-gervais-abayeho-minister-of-east-african-community-affairs-youth-sports-culture,Person,Gervais ABAYEHO,,,bi,,,,,,CIA World Leaders,2023-11-02T21:57:02,2023-12-04T21:58:26,2023-11-02T21:57:02
H.E. Gaudence SINDAYIGAYA,us-cia-burundi-h-e-gaudence-sindayigaya-ambassador-to-the-us,Person,H.E. Gaudence SINDAYIGAYA,,,bi,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Ibrahim UWIZEYE,us-cia-burundi-ibrahim-uwizeye-minister-of-water-energy-minerals,Person,Ibrahim UWIZEYE,,,bi,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Imelde SABUSHIMIKE,us-cia-burundi-imelde-sabushimike-minister-of-national-solidarity-social-affairs-human-rights-gender,Person,Imelde SABUSHIMIKE,,,bi,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jeanine NIBIZI,us-cia-burundi-jeanine-nibizi-minister-of-justice-keeper-of-the-government-seals,Person,Jeanine NIBIZI,,,bi,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Liduine BARADAHANA,us-cia-burundi-liduine-baradahana-minister-of-public-health-fight-against-aids,Person,Liduine BARADAHANA,,,bi,,,,,,CIA World Leaders,2023-11-02T21:57:02,2023-12-04T21:58:26,2023-11-02T21:57:02
Prosper DODIKO,us-cia-burundi-prosper-dodiko-minister-of-environment-agriculture-livestock,Person,Prosper DODIKO,,,bi,,,,,,CIA World Leaders,2023-11-02T21:57:02,2023-12-04T21:58:26,2023-11-02T21:57:02
