name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Ibrahim al-Arabi MUNIR,us-cia-libya-ibrahim-al-arabi-munir-minister-of-environment,Person,Ibrahim al-Arabi MUNIR,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ijdid Matuq IJDID,us-cia-libya-ijdid-matuq-ijdid-minister-of-state-for-migration-affairs-immigration,Person,Ijdid Matuq IJDID,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Imran Muhammad al-QAYB,us-cia-libya-imran-muhammad-al-qayb-minister-of-higher-education-scientific-research,Person,Imran Muhammad al-QAYB,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Khalid al-MABRUK,us-cia-libya-khalid-al-mabruk-minister-of-finance,Person,Khalid al-MABRUK,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Khalid al-Tijani MAZIN,us-cia-libya-khalid-al-tijani-mazin-minister-of-interior,Person,Khalid al-Tijani MAZIN,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mabrukah Tufi AWKI,us-cia-libya-mabrukah-tufi-awki-minister-of-culture,Person,Mabrukah Tufi AWKI,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Muhammad al-HUWAYJ,us-cia-libya-muhammad-al-huwayj-minister-of-economy-commerce,Person,Muhammad al-HUWAYJ,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Muhammad AWN,us-cia-libya-muhammad-awn-minister-of-oil-gas,Person,Muhammad AWN,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Muhammad Salim al-SHAHUBI,us-cia-libya-muhammad-salim-al-shahubi-minister-of-transportation,Person,Muhammad Salim al-SHAHUBI,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Muhammad Yunes MANFI,us-cia-libya-muhammad-yunes-manfi-president-gnu-presidency-council,Person,Muhammad Yunes MANFI,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Musa al-KONI,us-cia-libya-musa-al-koni-deputy-president-gnu-presidency-council,Person,Musa al-KONI,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Musa al-MUQARIF,us-cia-libya-musa-al-muqarif-minister-of-education,Person,Musa al-MUQARIF,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Najla al-MANQUSH,us-cia-libya-najla-al-manqush-minister-of-foreign-affairs-international-cooperation,Person,Najla al-MANQUSH,,,ly,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sadiq Abd al-KABIR,us-cia-libya-sadiq-abd-al-kabir-governor-libya-central-bank,Person,Sadiq Abd al-KABIR,,,ly,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
