name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Mohamed KHALED Nordin,Q6891328,Person,Mohamed KHALED Nordin,,,my,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Mohammad Ali ZOLFIGOL,Q6891786,Person,Mohammad Ali ZOLFIGOL,,,ir,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Murray WATT,Q6939517,Person,Murray WATT,,,au,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Tsedenbal TSOGZOLMAA,Q69612964,Person,Tsedenbal TSOGZOLMAA,,,mn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Klaus IOHANNIS,Q701484,Person,Klaus IOHANNIS,,,ro,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Nikol PASHINYAN,Q7035479,Person,Nikol PASHINYAN,,,am,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Nirmala SITHARAMAN,Q7040049,Person,Nirmala SITHARAMAN,,,in,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Belinda BALLUKU,Q70480584,Person,Belinda BALLUKU,,,al,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Stephenson KING,Q708289,Person,Stephenson KING,,,lc,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Oppah MUCHINGURI-KASHIRI,Q7095508,Person,Oppah MUCHINGURI-KASHIRI,,,zw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Robbert DIJKGRAAF,Q710978,Person,Robbert DIJKGRAAF,,,nl,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ouhoumoudou MAHAMADOU,Q7110324,Person,Ouhoumoudou MAHAMADOU,,,ne,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Paul CHAN Mo-po,Q7149777,Person,Paul CHAN Mo-po,,,cn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ioannis STOURNARAS,Q715468,Person,Ioannis STOURNARAS,,,gr,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Hakainde HICHILEMA,Q717185,Person,Hakainde HICHILEMA,,,zm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Peya MUSHELENGA,Q7179569,Person,Peya MUSHELENGA,,,na,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Nana AKUFO-ADDO,Q718601,Person,Nana AKUFO-ADDO,,,gh,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Georges NZONGOLA-NTALAJA,Q72006112,Person,Georges NZONGOLA-NTALAJA,,,cd,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Soraya Martinez FERRADA,Q72012015,Person,Soraya Martinez FERRADA,,,ca,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Abdul Halim ISKANDAR,Q72061441,Person,Abdul Halim ISKANDAR,,,id,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Pohamba SHIFETA,Q7207751,Person,Pohamba SHIFETA,,,na,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Michalis CHATZIGIANNIS,Q720993,Person,Michalis CHATZIGIANNIS,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Prasanna RANATUNGA,Q7238464,Person,Prasanna RANATUNGA,,,lk,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Maria do Ceu ALBUQUERQUE,Q72410716,Person,Maria do Ceu ALBUQUERQUE,,,pt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Laurent ANSELMI,Q72715434,Person,Laurent ANSELMI,,,mc,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ramesh PATHIRANA,Q7289433,Person,Ramesh PATHIRANA,,,lk,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Rana Tanveer HUSSAIN,Q7290664,Person,Rana Tanveer HUSSAIN,,,pk,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Rashed Khan MENON,Q7294828,Person,Rashed Khan MENON,,,bd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Rauf AREGBESOLA,Q7296120,Person,Rauf AREGBESOLA,,,ng,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
