name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Raúl Omar ACOSTA Gregorich,us-cia-cuba-raul-omar-acosta-gregorich-president-institute-of-territorial-planning,Person,Raúl Omar ACOSTA Gregorich,,,cu,,,,,,CIA World Leaders,2023-04-27T12:28:16,2023-12-04T21:58:26,2023-04-27T12:28:16
Rene MESA Villafana,us-cia-cuba-rene-mesa-villafana-minister-of-construction,Person,Rene MESA Villafana,,,cu,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Vicente de la O LEVY,us-cia-cuba-vicente-de-la-o-levy-minister-of-energy-mines,Person,Vicente de la O LEVY,,,cu,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Vladimir REGUEIRO Ale,us-cia-cuba-vladimir-regueiro-ale-minister-of-finance-prices,Person,Vladimir REGUEIRO Ale,,,cu,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Yamila PENA Ojeda,us-cia-cuba-yamila-pena-ojeda-attorney-general,Person,Yamila PENA Ojeda,,,cu,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Alexis VAFEIADIS,us-cia-cyprus-alexis-vafeiadis-minister-of-transport-communications-works,Person,Alexis VAFEIADIS,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Andreas CHATZICHRYSANTHOU,us-cia-cyprus-andreas-chatzichrysanthou-permanent-representative-to-the-un-new-york,Person,Andreas CHATZICHRYSANTHOU,,,cy,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Anna KOUKKIDI-PROKOPIOU,us-cia-cyprus-anna-koukkidi-prokopiou-minister-of-justice-public-order,Person,Anna KOUKKIDI-PROKOPIOU,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Athina MICHAILIDOU,us-cia-cyprus-athina-michailidou-minister-of-education-sport-youth,Person,Athina MICHAILIDOU,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Eirini PIKI,us-cia-cyprus-eirini-piki-deputy-minister-to-the-president,Person,Eirini PIKI,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Filippos CHATZIZACHARIAS,us-cia-cyprus-filippos-chatzizacharias-deputy-minister-of-research-innovation-digital-policy,Person,Filippos CHATZIZACHARIAS,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Giannis PANAGIOTOU,us-cia-cyprus-giannis-panagiotou-minister-of-labor-social-insurance,Person,Giannis PANAGIOTOU,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Giorgos PAPANASTASIOU,us-cia-cyprus-giorgos-papanastasiou-minister-of-energy-commerce-industry,Person,Giorgos PAPANASTASIOU,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Konstantinos IRODOTOU,us-cia-cyprus-konstantinos-irodotou-governor-central-bank-of-cyprus,Person,Konstantinos IRODOTOU,,,cy,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Konstantinos KOMBOS,us-cia-cyprus-konstantinos-kombos-minister-of-foreign-affairs,Person,Konstantinos KOMBOS,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Konstantinos LETYMBIOTIS,us-cia-cyprus-konstantinos-letymbiotis-government-spokesman,Person,Konstantinos LETYMBIOTIS,,,cy,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Kostas KOUMIS,us-cia-cyprus-kostas-koumis-deputy-minister-of-tourism,Person,Kostas KOUMIS,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Makis KERAVNOS,us-cia-cyprus-makis-keravnos-minister-of-finance,Person,Makis KERAVNOS,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Marina CHATZIMANOLI,us-cia-cyprus-marina-chatzimanoli-deputy-minister-of-shipping,Person,Marina CHATZIMANOLI,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Marina EVANGELOU,us-cia-cyprus-marina-evangelou-deputy-minister-of-social-welfare,Person,Marina EVANGELOU,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Marios LYSIOTIS,us-cia-cyprus-marios-lysiotis-ambassador-to-the-us,Person,Marios LYSIOTIS,,,cy,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Petros XENOFONTOS,us-cia-cyprus-petros-xenofontos-minister-of-agriculture-rural-development-environment,Person,Petros XENOFONTOS,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Popi KANARI,us-cia-cyprus-popi-kanari-minister-of-health,Person,Popi KANARI,,,cy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ales MICHL,us-cia-czechia-ales-michl-governor-czech-national-bank,Person,Ales MICHL,,,cz,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
