name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Ghanem bin Shaheen bin Ghanem al-GHANEM,us-cia-qatar-ghanem-bin-shaheen-bin-ghanem-al-ghanem-minister-of-endowments-islamic-affairs,Person,Ghanem bin Shaheen bin Ghanem al-GHANEM,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
HANAN al-Kuwari,us-cia-qatar-hanan-al-kuwari-minister-of-public-health,Person,HANAN al-Kuwari,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jassim Sayf Ahmed Al SULAITI,us-cia-qatar-jassim-sayf-ahmed-al-sulaiti-minister-of-transport,Person,Jassim Sayf Ahmed Al SULAITI,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Maryam bint Ali bin Nasser al-MISNAD,us-cia-qatar-maryam-bint-ali-bin-nasser-al-misnad-minister-of-social-development-family,Person,Maryam bint Ali bin Nasser al-MISNAD,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Masoud al-AMIRI,us-cia-qatar-masoud-al-amiri-minister-of-justice,Person,Masoud al-AMIRI,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
MISHAL bin Hamad bin Muhammad Al Thani,us-cia-qatar-mishal-bin-hamad-bin-muhammad-al-thani-ambassador-to-the-us,Person,MISHAL bin Hamad bin Muhammad Al Thani,,,qa,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Mohammed bin Abdullah bin Mohammed al-SULAITI,us-cia-qatar-mohammed-bin-abdullah-bin-mohammed-al-sulaiti-minister-of-state-for-cabinet-affairs,Person,Mohammed bin Abdullah bin Mohammed al-SULAITI,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Saad al-KABI,us-cia-qatar-saad-al-kabi-minister-of-state-for-energy-affairs,Person,Saad al-KABI,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Salih bin Ghanim bin Nasir al-ALI,us-cia-qatar-salih-bin-ghanim-bin-nasir-al-ali-minister-of-sports-youth,Person,Salih bin Ghanim bin Nasir al-ALI,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Adrian CACIU,us-cia-romania-adrian-caciu-minister-of-investments-european-projects,Person,Adrian CACIU,,,ro,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
