name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Limber CRUZ,us-cia-dominican-republic-limber-cruz-minister-of-agriculture,Person,Limber CRUZ,,,do,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mayra JIMENEZ,us-cia-dominican-republic-mayra-jimenez-minister-of-women,Person,Mayra JIMENEZ,,,do,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Miriam GERMAN Brito,us-cia-dominican-republic-miriam-german-brito-attorney-general,Person,Miriam GERMAN Brito,,,do,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Plutarco ARIAS,us-cia-dominican-republic-plutarco-arias-minister-of-public-health-social-welfare,Person,Plutarco ARIAS,,,do,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Roberto ALVAREZ,us-cia-dominican-republic-roberto-alvarez-minister-of-foreign-affairs,Person,Roberto ALVAREZ,,,do,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Roberto FULCAR,us-cia-dominican-republic-roberto-fulcar-minister-of-education,Person,Roberto FULCAR,,,do,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sonia GUZMAN,us-cia-dominican-republic-sonia-guzman-ambassador-to-the-us,Person,Sonia GUZMAN,,,do,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Victor Ito BISONO,us-cia-dominican-republic-victor-ito-bisono-minister-of-industry-commerce,Person,Victor Ito BISONO,,,do,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Alfredo BORRERO,us-cia-ecuador-alfredo-borrero-vice-president,Person,Alfredo BORRERO,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Andrea MONTALVO Chedraui,us-cia-ecuador-andrea-montalvo-chedraui-secretary-of-education-science-technology,Person,Andrea MONTALVO Chedraui,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Cesar ROHON,us-cia-ecuador-cesar-rohon-minister-of-transportation-public-works,Person,Cesar ROHON,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Cristian Eduardo TORRES Bermeo,us-cia-ecuador-cristian-eduardo-torres-bermeo-secretary-of-risk-management,Person,Cristian Eduardo TORRES Bermeo,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Daniel LEGARDA,us-cia-ecuador-daniel-legarda-minister-of-foreign-trade-investment-fisheries,Person,Daniel LEGARDA,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Diana SALAZAR,us-cia-ecuador-diana-salazar-attorney-general,Person,Diana SALAZAR,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Eduardo IZAGUIRRE,us-cia-ecuador-eduardo-izaguirre-minister-of-agriculture,Person,Eduardo IZAGUIRRE,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Esteban BERNAL,us-cia-ecuador-esteban-bernal-minister-of-economic-social-inclusion,Person,Esteban BERNAL,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Fausto COBO Montalvo,us-cia-ecuador-fausto-cobo-montalvo-secretary-of-intelligence,Person,Fausto COBO Montalvo,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Guillermo AVELLAN SOLINES,us-cia-ecuador-guillermo-avellan-solines-president-central-bank,Person,Guillermo AVELLAN SOLINES,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Henry CUCALON Camacho,us-cia-ecuador-henry-cucalon-camacho-minister-of-government-political-management,Person,Henry CUCALON Camacho,,,ec,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Hernan PEREZ Loose,us-cia-ecuador-hernan-perez-loose-permanent-representative-to-the-un-new-york,Person,Hernan PEREZ Loose,,,ec,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
