name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Mofazzal Hossain Chowdhury MAYA,Q25587313,Person,Mofazzal Hossain Chowdhury MAYA,,,bd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Vahe HOVHANNISYAN,Q25918154,Person,Vahe HOVHANNISYAN,,,am,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Tatyana Alekseyevna GOLIKOVA,Q260432,Person,Tatyana Alekseyevna GOLIKOVA,,,ru,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Tinne VAN DER STRAETEN,Q2613060,Person,Tinne VAN DER STRAETEN,,,be,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Davor BOZINOVIC,Q2619574,Person,Davor BOZINOVIC,,,hr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ana Maria CHOQUEHUANCA,Q26195797,Person,Ana Maria CHOQUEHUANCA,,,pe,,,,,,CIA World Leaders,2023-10-05T12:02:47,2023-12-04T21:58:26,2023-10-05T12:02:47
Muhadjir EFFENDY,Q26236935,Person,Muhadjir EFFENDY,,,id,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ingrid Olga Ghislaine Ebouka BABACKAS,Q26237842,Person,Ingrid Olga Ghislaine Ebouka BABACKAS,,,cg,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Carola SCHOUTEN,Q2625041,Person,Carola SCHOUTEN,,,nl,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Arlette Soudan NONAULT,Q26254130,Person,Arlette Soudan NONAULT,,,cg,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Oleg Vasilyevich MATYTSIN,Q26255418,Person,Oleg Vasilyevich MATYTSIN,,,ru,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Zuzana CAPUTOVA,Q26273268,Person,Zuzana CAPUTOVA,,,sk,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Albert KAN-DAPAAH,Q2638264,Person,Albert KAN-DAPAAH,,,gh,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Alberto FERNANDEZ,Q2642828,Person,Alberto FERNANDEZ,,,ar,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jean Marc Thystere TCHICAYA,Q26689539,Person,Jean Marc Thystere TCHICAYA,,,cg,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
"Surangel WHIPPS, Jr.",Q26703072,Person,"Surangel WHIPPS, Jr.",,,pw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Shirley Ayorkor BOTCHWEY,Q26923626,Person,Shirley Ayorkor BOTCHWEY,,,gh,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
John Panonetsa MANGUDYA,Q26935194,Person,John Panonetsa MANGUDYA,,,zw,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Ali Hassan BAHDON,Q27038707,Person,Ali Hassan BAHDON,,,dj,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
John RWANGOMBWA,Q27063755,Person,John RWANGOMBWA,,,rw,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Jacques PITTELOUD,Q27132579,Person,Jacques PITTELOUD,,,ch,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Evariste NDAYISHIMIYE,Q27329764,Person,Evariste NDAYISHIMIYE,,,bi,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Catherine COLONNA,Q273396,Person,Catherine COLONNA,,,fr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Nina OBULJEN KORZINEK,Q27468700,Person,Nina OBULJEN KORZINEK,,,hr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Beatriz da Consolacao Mateus BUCHILI,Q27480289,Person,Beatriz da Consolacao Mateus BUCHILI,,,mz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Monika NAVICKIENE,Q27537109,Person,Monika NAVICKIENE,,,lt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Simonas GENTVILAS,Q27577960,Person,Simonas GENTVILAS,,,lt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Michael MALCHIELI,Q27670547,Person,Michael MALCHIELI,,,il,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ausrine ARMONAITE,Q27808316,Person,Ausrine ARMONAITE,,,lt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
