name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Ruslan PARKHAMOVICH,Q96059302,Person,Ruslan PARKHAMOVICH,,,by,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Yassin IBRAHIM Yassin,Q96060568,Person,Yassin IBRAHIM Yassin,,,sd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Florentino Fernando DIAS,Q96064501,Person,Florentino Fernando DIAS,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Milciades CONCEPCION,Q96066480,Person,Milciades CONCEPCION,,,pa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Janaina TEWANEY Mencomo,Q96182040,Person,Janaina TEWANEY Mencomo,,,pa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Aime SAKOMBI Molendo,Q96210398,Person,Aime SAKOMBI Molendo,,,cd,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sophia TESFAMARIAM Yohannes,Q96217261,Person,Sophia TESFAMARIAM Yohannes,,,er,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Loreen Ruth BANNIS-ROBERTS,Q96312534,Person,Loreen Ruth BANNIS-ROBERTS,,,dm,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Vera Esperanca dos Santos DAVES de Sousa,Q96441964,Person,Vera Esperanca dos Santos DAVES de Sousa,,,ao,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Geraldo ALCKMIN,Q964493,Person,Geraldo ALCKMIN,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
