name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Marian JURECKA,us-cia-czechia-marian-jurecka-deputy-prime-minister-minister-of-labor-social-affairs,Person,Marian JURECKA,,,cz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Martin BAXA,us-cia-czechia-martin-baxa-minister-of-culture,Person,Martin BAXA,,,cz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Martin DVORAK,us-cia-czechia-martin-dvorak-minister-without-portfolio-for-european-affairs,Person,Martin DVORAK,,,cz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Martin KUPKA,us-cia-czechia-martin-kupka-minister-of-transport,Person,Martin KUPKA,,,cz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mikulas BEK,us-cia-czechia-mikulas-bek-minister-of-education-youth-sports,Person,Mikulas BEK,,,cz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Miloslav STASEK,us-cia-czechia-miloslav-stasek-ambassador-to-the-us,Person,Miloslav STASEK,,,cz,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Pavel BLAZEK,us-cia-czechia-pavel-blazek-minister-of-justice,Person,Pavel BLAZEK,,,cz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Petr HLADIK,us-cia-czechia-petr-hladik-minister-of-the-environment,Person,Petr HLADIK,,,cz,,,,,,CIA World Leaders,2023-11-23T21:57:01,2023-12-04T21:58:26,2023-11-23T21:57:01
Petr PAVEL,us-cia-czechia-petr-pavel-president,Person,Petr PAVEL,,,cz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Christian Kettel THOMSEN,us-cia-denmark-christian-kettel-thomsen-chairman-board-of-governors-danish-national-bank,Person,Christian Kettel THOMSEN,,,dk,,,,,,CIA World Leaders,2023-11-30T21:57:02,2023-12-04T21:58:26,2023-11-30T21:57:02
Christina Markus LASSEN,us-cia-denmark-christina-markus-lassen-permanent-representative-to-the-un-new-york,Person,Christina Markus LASSEN,,,dk,,,,,,CIA World Leaders,2023-11-23T21:57:01,2023-12-04T21:58:26,2023-11-23T21:57:01
Dan JORGENSEN,us-cia-denmark-dan-jorgensen-minister-for-development-cooperation-global-climate-policy,Person,Dan JORGENSEN,,,dk,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jacob JENSEN,us-cia-denmark-jacob-jensen-minister-for-food-agriculture-fisheries,Person,Jacob JENSEN,,,dk,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jesper MOLLER SORENSEN,us-cia-denmark-jesper-moller-sorensen-ambassador-to-the-us,Person,Jesper MOLLER SORENSEN,,,dk,,,,,,CIA World Leaders,2023-11-23T21:57:01,2023-12-04T21:58:26,2023-11-23T21:57:01
