name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Ricardo Daniel Sandao Queiros Viegas de ABREU,Q109984863,Person,Ricardo Daniel Sandao Queiros Viegas de ABREU,,,ao,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Maria do Rosario Braganca SAMBO,Q109984865,Person,Maria do Rosario Braganca SAMBO,,,ao,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Marcy Claudio LOPES,Q109984867,Person,Marcy Claudio LOPES,,,ao,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Eugenio Cesar LABORINHO,Q109984873,Person,Eugenio Cesar LABORINHO,,,ao,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Antonio Francisco de ASSIS,Q109984874,Person,Antonio Francisco de ASSIS,,,ao,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
BINALF Andualem,Q109994204,Person,BINALF Andualem,,,et,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Daniyar AMANGELDIEV,Q110086098,Person,Daniyar AMANGELDIEV,,,kg,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ida WOLDEN BACHE,Q110126862,Person,Ida WOLDEN BACHE,,,no,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Hector Gustavo VILLATORO,Q110164006,Person,Hector Gustavo VILLATORO,,,sv,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Francisco Jose ALABI Montoya,Q110164961,Person,Francisco Jose ALABI Montoya,,,sv,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Roberto CIAVATTA,Q110174519,Person,Roberto CIAVATTA,,,sm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Eliezer FELESHI,Q110178914,Person,Eliezer FELESHI,,,tz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Abdullah bin Abdulaziz bin Turki al-SUBAIE,Q110183209,Person,Abdullah bin Abdulaziz bin Turki al-SUBAIE,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
MOHAMMED bin Hamad bin Qassim Al Abdullah Al Thani,Q110183219,Person,MOHAMMED bin Hamad bin Qassim Al Abdullah Al Thani,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
ABDULRAHMAN bin Hamad bin Jassim bin Hamad Al Thani,Q110183229,Person,ABDULRAHMAN bin Hamad bin Jassim bin Hamad Al Thani,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mohammed bin Ali bin Mohammed al-MANNAI,Q110183236,Person,Mohammed bin Ali bin Mohammed al-MANNAI,,,qa,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mario ROJAS Espino,Q110184154,Person,Mario ROJAS Espino,,,gt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Javier MALDONADO Quinonez,Q110184156,Person,Javier MALDONADO Quinonez,,,gt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Felipe AGUILAR Marroquin,Q110184158,Person,Felipe AGUILAR Marroquin,,,gt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Raul ROMERO Segura,Q110184159,Person,Raul ROMERO Segura,,,gt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Alvaro GONZALEZ RICCI,Q110184164,Person,Alvaro GONZALEZ RICCI,,,gt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sergio Francisco RECINOS Rivera,Q110184207,Person,Sergio Francisco RECINOS Rivera,,,gt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Teresa MARTINEZ Acosta,Q110194082,Person,Teresa MARTINEZ Acosta,,,py,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jose CANTERO Sienra,Q110194351,Person,Jose CANTERO Sienra,,,py,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Edwin Gorataone DIKOLOTI,Q110210162,Person,Edwin Gorataone DIKOLOTI,,,bw,,,,,,CIA World Leaders,2023-09-28T12:01:37,2023-12-04T21:58:26,2023-09-28T12:01:37
Lefoko Maxwell MOAGI,Q110210172,Person,Lefoko Maxwell MOAGI,,,bw,,,,,,CIA World Leaders,2023-09-28T12:01:37,2023-12-04T21:58:26,2023-09-28T12:01:37
Thulagano Merafe SEGOKGO,Q110210180,Person,Thulagano Merafe SEGOKGO,,,bw,,,,,,CIA World Leaders,2023-09-28T12:01:37,2023-12-04T21:58:26,2023-09-28T12:01:37
Kabo Neale Sechele MORWAENG,Q110210182,Person,Kabo Neale Sechele MORWAENG,,,bw,,,,,,CIA World Leaders,2023-09-28T12:01:37,2023-12-04T21:58:26,2023-09-28T12:01:37
Douglas LETSHOLATHEBE,Q110210191,Person,Douglas LETSHOLATHEBE,,,bw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
