name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
YUN Jong Ho,us-cia-korea-north-yun-jong-ho-minister-of-external-economic-relations,Person,YUN Jong Ho,,,kp,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
BANG Moon-kyu,us-cia-korea-south-bang-moon-kyu-minister-of-trade-industry-energy,Person,BANG Moon-kyu,,,kr,,,,,,CIA World Leaders,2023-10-26T21:57:24,2023-12-04T21:58:26,2023-10-26T21:57:24
CHO Hyun-dong,us-cia-korea-south-cho-hyun-dong-ambassador-to-the-us,Person,CHO Hyun-dong,,,kr,,,,,,CIA World Leaders,2023-05-05T03:28:21,2023-12-04T21:58:26,2023-05-05T03:28:21
CHO Kyoo-hong,us-cia-korea-south-cho-kyoo-hong-minister-of-health-welfare,Person,CHO Kyoo-hong,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
CHO Seung-hwan,us-cia-korea-south-cho-seung-hwan-minister-of-oceans-fisheries,Person,CHO Seung-hwan,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
CHO Tae-yong,us-cia-korea-south-cho-tae-yong-director-office-of-national-security-office-of-the-president,Person,CHO Tae-yong,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
CHUNG Hwang-keun,us-cia-korea-south-chung-hwang-keun-minister-of-agriculture-food-rural-affairs,Person,CHUNG Hwang-keun,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
HAN Dong-hoon,us-cia-korea-south-han-dong-hoon-minister-of-justice,Person,HAN Dong-hoon,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
HAN Duck-soo,us-cia-korea-south-han-duck-soo-prime-minister,Person,HAN Duck-soo,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
HAN Wha-jin,us-cia-korea-south-han-wha-jin-minister-of-environment,Person,HAN Wha-jin,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
HWANG Joon-kook,us-cia-korea-south-hwang-joon-kook-permanent-representative-to-the-un-new-york,Person,HWANG Joon-kook,,,kr,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
KIM Dae-ki,us-cia-korea-south-kim-dae-ki-chief-of-staff-office-of-the-president,Person,KIM Dae-ki,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
KIM Kyou-hyun,us-cia-korea-south-kim-kyou-hyun-director-national-intelligence-service-nis,Person,KIM Kyou-hyun,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
KIM Yung-ho,us-cia-korea-south-kim-yung-ho-minister-of-unification,Person,KIM Yung-ho,,,kr,,,,,,CIA World Leaders,2023-10-26T21:57:24,2023-12-04T21:58:26,2023-10-26T21:57:24
LEE Jeong-sik,us-cia-korea-south-lee-jeong-sik-minister-of-employment-labor,Person,LEE Jeong-sik,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
LEE Jong-ho,us-cia-korea-south-lee-jong-ho-minister-of-science-ict-information-communication-technologies,Person,LEE Jong-ho,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
LEE Sang-min,us-cia-korea-south-lee-sang-min-minister-of-the-interior-safety,Person,LEE Sang-min,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
LEE Young,us-cia-korea-south-lee-young-minister-of-smes-small-medium-sized-enterprises-startups,Person,LEE Young,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
PARK Jin,us-cia-korea-south-park-jin-minister-of-foreign-affairs,Person,PARK Jin,,,kr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
SHIN Won-sik,us-cia-korea-south-shin-won-sik-minister-of-national-defense,Person,SHIN Won-sik,,,kr,,,,,,CIA World Leaders,2023-10-26T21:57:24,2023-12-04T21:58:26,2023-10-26T21:57:24
