name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Hakan FIDAN,us-cia-turkey-hakan-fidan-minister-of-foreign-affairs,Person,Hakan FIDAN,,,tr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ibrahim YUMAKLI,us-cia-turkey-ibrahim-yumakli-minister-of-agriculture-forestry,Person,Ibrahim YUMAKLI,,,tr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mehmet Fatih KACIR,us-cia-turkey-mehmet-fatih-kacir-minister-of-industry-technology,Person,Mehmet Fatih KACIR,,,tr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mehmet SIMSEK,us-cia-turkey-mehmet-simsek-minister-of-treasury-finance,Person,Mehmet SIMSEK,,,tr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Omer BOLAT,us-cia-turkey-omer-bolat-minister-of-trade,Person,Omer BOLAT,,,tr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sedat ONAL,us-cia-turkey-sedat-onal-permanent-representative-to-the-un-new-york,Person,Sedat ONAL,,,tr,,,,,,CIA World Leaders,2023-06-23T00:02:48,2023-12-04T21:58:26,2023-06-23T00:02:48
Vedat ISIKHAN,us-cia-turkey-vedat-isikhan-minister-of-labor-social-security,Person,Vedat ISIKHAN,,,tr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Yasar GULER,us-cia-turkey-yasar-guler-minister-of-national-defense,Person,Yasar GULER,,,tr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Yilmaz TUNC,us-cia-turkey-yilmaz-tunc-minister-of-justice,Person,Yilmaz TUNC,,,tr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Yusuf TEKIN,us-cia-turkey-yusuf-tekin-minister-of-national-education,Person,Yusuf TEKIN,,,tr,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Annageldi SAPAROW,us-cia-turkmenistan-annageldi-saparow-minister-of-energy,Person,Annageldi SAPAROW,,,tm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
