name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Abdallah Ali Fadl al-SAADI,us-cia-yemen-abdallah-ali-fadl-al-saadi-permanent-representative-to-the-un-new-york,Person,Abdallah Ali Fadl al-SAADI,,,ye,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Abdullah Al-Alimi BA WAZIR,us-cia-yemen-abdullah-al-alimi-ba-wazir-vice-chairperson-presidential-council,Person,Abdullah Al-Alimi BA WAZIR,,,ye,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Ahmad GHALIB al-Maabqi,us-cia-yemen-ahmad-ghalib-al-maabqi-governor-central-bank,Person,Ahmad GHALIB al-Maabqi,,,ye,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Ahmad Omar Muhammad ARMAN,us-cia-yemen-ahmad-omar-muhammad-arman-minister-of-human-rights-and-legal-affairs,Person,Ahmad Omar Muhammad ARMAN,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Badr Abdo Ahmad al-ARDAH,us-cia-yemen-badr-abdo-ahmad-al-ardah-minister-of-justice,Person,Badr Abdo Ahmad al-ARDAH,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Hussein al-AGHBARI,us-cia-yemen-hussein-al-aghbari-minister-of-local-admin,Person,Hussein al-AGHBARI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ibrahim Ali Ahmad HAYDAN,us-cia-yemen-ibrahim-ali-ahmad-haydan-minister-of-interior,Person,Ibrahim Ali Ahmad HAYDAN,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Khaled Ahmad al-WASABI,us-cia-yemen-khaled-ahmad-al-wasabi-minister-of-higher-education-scientific-research-and-vocational-training,Person,Khaled Ahmad al-WASABI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Maeen Abd al-Malik SAEED,us-cia-yemen-maeen-abd-al-malik-saeed-prime-minister,Person,Maeen Abd al-Malik SAEED,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mana BIN YAMIN,us-cia-yemen-mana-bin-yamin-minister-of-electricity-energy,Person,Mana BIN YAMIN,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Muhammad Abdallah al-HADRAMI,us-cia-yemen-muhammad-abdallah-al-hadrami-ambassador-to-the-us,Person,Muhammad Abdallah al-HADRAMI,,,ye,,,,,,CIA World Leaders,2023-06-29T12:03:33,2023-12-04T21:58:26,2023-06-29T12:03:33
Muhammad al-IRYANI,us-cia-yemen-muhammad-al-iryani-minister-of-information-culture-and-tourism,Person,Muhammad al-IRYANI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Muhammad Edhah Mahdi SHABIBAH,us-cia-yemen-muhammad-edhah-mahdi-shabibah-minister-of-endowments-and-religious-guidance,Person,Muhammad Edhah Mahdi SHABIBAH,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Muhammad Hazm al-ASHWAL,us-cia-yemen-muhammad-hazm-al-ashwal-minister-of-industry-trade,Person,Muhammad Hazm al-ASHWAL,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Muhsin al-DA'IRI,us-cia-yemen-muhsin-al-da-iri-minister-of-defense,Person,Muhsin al-DA'IRI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Najib al-AWJ,us-cia-yemen-najib-al-awj-minister-of-telecommunications-information-technology,Person,Najib al-AWJ,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Nayif al-BAKRI,us-cia-yemen-nayif-al-bakri-minister-of-youth-sports,Person,Nayif al-BAKRI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Qasem BUHAIBEH,us-cia-yemen-qasem-buhaibeh-minister-of-public-health-population,Person,Qasem BUHAIBEH,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sa'id al-SHAMASI,us-cia-yemen-sa-id-al-shamasi-minister-of-oil-minerals,Person,Sa'id al-SHAMASI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Salem Abdullah al-SOQOTRI,us-cia-yemen-salem-abdullah-al-soqotri-minister-of-agriculture-irrigation-and-fisheries,Person,Salem Abdullah al-SOQOTRI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Salim Ahmad Sa'id al KHANBASHI,us-cia-yemen-salim-ahmad-sa-id-al-khanbashi-deputy-prime-minister,Person,Salim Ahmad Sa'id al KHANBASHI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Salim al-HURAYZI,us-cia-yemen-salim-al-hurayzi-minister-of-public-works-roads,Person,Salim al-HURAYZI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Salim Salih BIN BURAYK,us-cia-yemen-salim-salih-bin-burayk-minister-of-finance,Person,Salim Salih BIN BURAYK,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sultan al-ARADA,us-cia-yemen-sultan-al-arada-vice-chairperson-presidential-council,Person,Sultan al-ARADA,,,ye,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Tareq Salem Saleh al-AKBARI,us-cia-yemen-tareq-salem-saleh-al-akbari-minister-of-education,Person,Tareq Salem Saleh al-AKBARI,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Uthman Hussain Faid al-MUJALI,us-cia-yemen-uthman-hussain-faid-al-mujali-vice-chairperson-presidential-council,Person,Uthman Hussain Faid al-MUJALI,,,ye,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Waed Ba-DHIB,us-cia-yemen-waed-ba-dhib-minister-of-planning-international-cooperation,Person,Waed Ba-DHIB,,,ye,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ambrose LUFUMA,us-cia-zambia-ambrose-lufuma-minister-of-defense,Person,Ambrose LUFUMA,,,zm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Charles MILUPI,us-cia-zambia-charles-milupi-minister-of-infrastructure-housing-urban-development,Person,Charles MILUPI,,,zm,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
