name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Peggy VIDOT,Q101038872,Person,Peggy VIDOT,,,sc,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Kitlang KABUA,Q101054208,Person,Kitlang KABUA,,,mh,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Carlos Luciano DIAZ Morfa,Q101068319,Person,Carlos Luciano DIAZ Morfa,,,do,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sylvestre RADEGONDE,Q101110528,Person,Sylvestre RADEGONDE,,,sc,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mircea FECHET,Q101190136,Person,Mircea FECHET,,,ro,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Patricia FRANCOURT,Q101198632,Person,Patricia FRANCOURT,,,sc,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Devika VIDOT,Q101198923,Person,Devika VIDOT,,,sc,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Jurgita SIUGZDINIENE,Q101429324,Person,Jurgita SIUGZDINIENE,,,lt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Edgar MONTANO Rojas,Q101436759,Person,Edgar MONTANO Rojas,,,bo,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Antoine Felix Abdoulaye DIOME,Q101437800,Person,Antoine Felix Abdoulaye DIOME,,,sn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Irek Envarovich FAYZULLIN,Q101444618,Person,Irek Envarovich FAYZULLIN,,,ru,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Fidele SARASSORO,Q101584179,Person,Fidele SARASSORO,,,ci,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Aleksey Olegovich CHEKUNKOV,Q101627335,Person,Aleksey Olegovich CHEKUNKOV,,,ru,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Adolf MKENDA,Q101649229,Person,Adolf MKENDA,,,tz,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Montgomery DANIEL,Q101693621,Person,Montgomery DANIEL,,,vc,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Zubairu DADA,Q101693651,Person,Zubairu DADA,,,ng,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Elmedin KONAKOVIC,Q102101678,Person,Elmedin KONAKOVIC,,,ba,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Rogelio MAYTA Mayta,Q102116482,Person,Rogelio MAYTA Mayta,,,bo,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Moussa BALDE,Q102230968,Person,Moussa BALDE,,,sn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Gail TEIXEIRA,Q102491098,Person,Gail TEIXEIRA,,,gy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Rebecca KADAGA,Q1026465,Person,Rebecca KADAGA,,,ug,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Elvira FORTUNATO,Q10272093,Person,Elvira FORTUNATO,,,pt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Flavio DINO,Q10283063,Person,Flavio DINO,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
TOEOLESULUSULU Cedric Pose Schuster,Q102969894,Person,TOEOLESULUSULU Cedric Pose Schuster,,,ws,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Lindsay GRANT,Q10318591,Person,Lindsay GRANT,,,kn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Luciana SANTOS,Q10320247,Person,Luciana SANTOS,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Luiz MARINHO,Q10320792,Person,Luiz MARINHO,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Manuel Francisco PIZARRO de Sampaio e Castro,Q10324447,Person,Manuel Francisco PIZARRO de Sampaio e Castro,,,pt,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Marcio FRANCA,Q10334305,Person,Marcio FRANCA,,,br,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
