name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Monica BUARO,us-cia-guinea-bissau-monica-buaro-secretary-of-state-for-regional-integration-planning,Person,Monica BUARO,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Nuno NABIAM,us-cia-guinea-bissau-nuno-nabiam-prime-minister,Person,Nuno NABIAM,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Orlando VIEGAS,us-cia-guinea-bissau-orlando-viegas-minister-of-natural-resources-and-energy,Person,Orlando VIEGAS,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Salume Santos ALOUCHE,us-cia-guinea-bissau-salume-santos-alouche-secretary-of-state-for-communities,Person,Salume Santos ALOUCHE,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Sandji FATY,us-cia-guinea-bissau-sandji-faty-minister-of-defense-and-combatants-of-freedom-of-the-homeland-veterans,Person,Sandji FATY,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Soares SAMBU,us-cia-guinea-bissau-soares-sambu-deputy-prime-minister-presidency-of-the-council-of-ministers-and-parliamentary-affairs-coordinator-for-the-economy,Person,Soares SAMBU,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Suzi BARBOSA,us-cia-guinea-bissau-suzi-barbosa-minister-of-foreign-affairs-international-cooperation-communities,Person,Suzi BARBOSA,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Tcherno DJALO,us-cia-guinea-bissau-tcherno-djalo-minister-of-trade-and-industry,Person,Tcherno DJALO,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Timoteo Saba M'BUNDE,us-cia-guinea-bissau-timoteo-saba-m-bunde-minister-of-higher-learning-and-scientific-research,Person,Timoteo Saba M'BUNDE,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Tumane BALDE,us-cia-guinea-bissau-tumane-balde-minister-of-admin-labor-employment-and-social-security,Person,Tumane BALDE,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ude FATI,us-cia-guinea-bissau-ude-fati-secretary-of-state-for-international-cooperation,Person,Ude FATI,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Victor MANDINGA,us-cia-guinea-bissau-victor-mandinga-minister-of-economy,Person,Victor MANDINGA,,,gw,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Blaise CHERIF,us-cia-guinea-blaise-cherif-ambassador-to-the-us,Person,Blaise CHERIF,,,gn,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Diaka SIDIBE,us-cia-guinea-diaka-sidibe-minister-of-higher-education-scientific-research-innovation,Person,Diaka SIDIBE,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Elhadj Gando BARRY,us-cia-guinea-elhadj-gando-barry-minister-of-infrastructure-public-works,Person,Elhadj Gando BARRY,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Felix LAMAH,us-cia-guinea-felix-lamah-minister-of-transportation,Person,Felix LAMAH,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Julien YOMBOUNO,us-cia-guinea-julien-yombouno-minister-of-labor-and-public-administration,Person,Julien YOMBOUNO,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Karamo Diawara MEDIAGUINEE,us-cia-guinea-karamo-diawara-mediaguinee-secretary-general-of-religious-affairs,Person,Karamo Diawara MEDIAGUINEE,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Karamo KABA,us-cia-guinea-karamo-kaba-governor-central-bank,Person,Karamo KABA,,,gn,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
Lancinet CONDE,us-cia-guinea-lancinet-conde-minister-of-budget,Person,Lancinet CONDE,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Lansana Bea DIALLO,us-cia-guinea-lansana-bea-diallo-minister-of-youth-and-sports,Person,Lansana Bea DIALLO,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Louapou LAMAH,us-cia-guinea-louapou-lamah-minister-of-commerce-industry-and-small-and-medium-businesses,Person,Louapou LAMAH,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Morissanda KOUYATE,us-cia-guinea-morissanda-kouyate-minister-of-foreign-affairs-international-cooperation-african-integration-and-guineans-abroad,Person,Morissanda KOUYATE,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Mory CONDE,us-cia-guinea-mory-conde-minister-of-territorial-administration-and-decentralization,Person,Mory CONDE,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Moussa CISSE,us-cia-guinea-moussa-cisse-minister-of-economy-finance-and-planning,Person,Moussa CISSE,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Pola Rose PRICEMOU,us-cia-guinea-pola-rose-pricemou-minister-of-planning-and-international-cooperation,Person,Pola Rose PRICEMOU,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Safiatou DIALLO,us-cia-guinea-safiatou-diallo-minister-of-environment-and-sustainable-development,Person,Safiatou DIALLO,,,gn,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Anil NANDLALL,us-cia-guyana-anil-nandlall-attorney-general-minister-of-legal-affairs,Person,Anil NANDLALL,,,gy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Basil WILLIAMS,us-cia-guyana-basil-williams-minister-of-legal-affairs,Person,Basil WILLIAMS,,,gy,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
