name,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change
Susanne RAAB,us-cia-austria-susanne-raab-minister-for-women-family-integration-media-at-the-federal-chancellery,Person,Susanne RAAB,,,at,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ali AKHMEDOV,us-cia-azerbaijan-ali-akhmedov-deputy-prime-minister,Person,Ali AKHMEDOV,,,az,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ali ASADOV,us-cia-azerbaijan-ali-asadov-prime-minister,Person,Ali ASADOV,,,az,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Anar KARIMOV,us-cia-azerbaijan-anar-karimov-minister-of-culture,Person,Anar KARIMOV,,,az,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Emin AMRULLAYEV,us-cia-azerbaijan-emin-amrullayev-minister-of-education,Person,Emin AMRULLAYEV,,,az,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Farid GAYIBOV,us-cia-azerbaijan-farid-gayibov-minister-of-sports-youth,Person,Farid GAYIBOV,,,az,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Fikret MAMEDOV,us-cia-azerbaijan-fikret-mamedov-minister-of-justice,Person,Fikret MAMEDOV,,,az,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Ilham ALIYEV,us-cia-azerbaijan-ilham-aliyev-president,Person,Ilham ALIYEV,,,az,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Inam KARIMOV,us-cia-azerbaijan-inam-karimov-minister-of-agriculture,Person,Inam KARIMOV,,,az,,,,,,CIA World Leaders,2023-08-16T06:02:46,2023-12-04T21:58:26,2023-08-16T06:02:46
Khazar IBRAHIM,us-cia-azerbaijan-khazar-ibrahim-ambassador-to-the-us,Person,Khazar IBRAHIM,,,az,,,,,,CIA World Leaders,2023-04-20T09:50:23,2023-12-04T21:58:26,2023-04-20T09:50:23
