name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Clapton Library,Northwold Road,,,Hackney,,100023005817.0,E09000012,Cazenove,E05009368,-0.0599268597729027,51.562667454924,534573.9635327441,186648.37216786089,04/11/2021
N4 Library,Blackstock Road,,,Islington,,10001298318.0,E09000019,Highbury West,E05000373,-0.1035224305613082,51.5638356376294,531548.964357424,186698.92220264528,04/11/2021
Archway Library,Highgate Hill,,,Islington,,10012791132.0,E09000019,Junction,E05000376,-0.1356072410226237,51.5656809911148,529319.9649653056,186846.9221647732,04/11/2021
Aldersbrook Library,Park Road,,,Redbridge,,100023583395.0,E09000026,Wanstead Park,E05011254,0.0330062700843924,51.563364969947735,541012.9617837111,186900.92214932176,04/11/2021
Preston,Carlton Avenue East,Wembley,,Brent,,202120286.0,E09000005,Preston,E05000097,-0.2957421058530939,51.57019251358885,518209.9679827304,187077.92210020788,04/11/2021
Ruislip Manor Library,Linden Avenue,Ruislip,,Hillingdon,,10022800920.0,E09000017,Manor,E05000334,-0.4115254907019274,51.57232895267138,510180.9701678706,187134.92208450052,04/11/2021
Seven Kings Library,High Road,Ilford,,Redbridge,,10034922466.0,E09000026,Seven Kings,E05011251,0.0998587318972002,51.56475899337209,545641.9605251472,187186.92207185025,04/11/2021
Leytonstone Library,Church Lane,Leytonstone,,Waltham Forest,,100023583898.0,E09000031,Leytonstone,E05000605,0.0103788339532846,51.568170573122345,539429.9622143274,187391.922015331,04/11/2021
Woodberry Down Library,Kayani Avenue,,,Hackney,,10008328988.0,E09000012,Woodberry Down,E05009387,-0.0913483088444412,51.57008746898808,532374.6140948285,187416.1219591048,04/11/2021
Hornchurch Library,North Street,Hornchurch,,Havering,,100023516053.0,E09000016,St. Andrew's,E05000320,0.2205785126327807,51.564898098469165,554007.9882177925,187449.48199579932,04/11/2021
Stamford Hill Library,Portland Avenue,,,Hackney,,100023159219.0,E09000012,Springfield,E05009383,-0.0724134935241336,51.57036926480263,533685.963773596,187481.92199082312,04/11/2021
Lea Bridge Library,Lea Bridge Road,Leyton,,Waltham Forest,,200001422209.0,E09000031,Lea Bridge,E05000603,-0.0234929182973662,51.570706592610165,537074.9628544527,187609.92195627216,04/11/2021
Manor Farm Library,Bury Street,Ruislip,,Hillingdon,,100023034184.0,E09000017,Eastcote and East Ruislip,E05000329,-0.428429853947923,51.57799691077901,508995.9704895903,187739.92192139907,04/11/2021
Golders Green ,Golders Green Road,,,Barnet,,200049056.0,E09000003,Childs Hill,E05000045,-0.2017551332132488,51.57475828272255,524710.7162152786,187741.55192386775,04/11/2021
Eastcote Library,Field End Road,Ruislip,,Hillingdon,,100023034643.0,E09000017,Eastcote and East Ruislip,E05000329,-0.4005731670311171,51.58037027563353,510920.3799408578,188045.68178487167,04/11/2021
Robert Jeyes Community Library,High Road,Chadwell Heath,,Barking and Dagenham,,100101901.0,E09000002,Whalebone,E05000042,0.1430250081148558,51.57262997285906,548607.9597190745,188148.92180816756,04/11/2021
Stroud Green and Harringay Library,Stapleton Hall Road,,,Haringey,,100023191010.0,E09000014,Stroud Green,E05000279,-0.106386859510426,51.57755056141545,531310.9644191521,188218.9217888897,04/11/2021
Hornsey Library,Haringey Park,,,Haringey,,10022939468.0,E09000014,Crouch End,E05000269,-0.1219153459834166,51.57826789543128,530232.9647139233,188270.9217756732,04/11/2021
Wanstead Library,Spratt Hall Road,,,Redbridge,,100022960264.0,E09000026,Wanstead Village,E05011255,0.0252954407203949,51.57589019959666,540439.961938011,188278.9217756636,04/11/2021
Gayton,St Johns Road,Harrow,,Harrow,,10070263324.0,E09000015,Greenhill,E05000288,-0.3317656452636937,51.58168300773092,515684.36863279,188298.2217566137,04/11/2021
Keith Axon Library,Grove Road,Romford,,Redbridge,,10090503264.0,E09000026,Chadwell,E05011237,0.1213180697291971,51.57438378211518,547098.1700917674,188300.13172967584,04/11/2021
Gants Hill Library,Cranbrook Road,Ilford,,Redbridge,,10034912233.0,E09000026,Barkingside,E05011235,0.0700710597468937,51.57763552083947,543536.9610972314,188559.92169720397,04/11/2021
St Ann's Library,Cissbury Road,,,Haringey,,100023153820.0,E09000014,St. Ann's,E05000277,-0.0829657752894909,51.58091977089422,532923.963985097,188635.9216774724,04/11/2021
Kingsbury,Kingsbury Road,,,Brent,,202078174.0,E09000005,Queensbury,E05000099,-0.2764266705296596,51.5860247490464,519506.9676326654,188869.92161471304,04/11/2021
Garden Suburb Community Library ,Falloden Way,,,Barnet,,200207760.0,E09000003,Garden Suburb,E05000052,-0.1833195725422058,51.586304110042256,525956.2558534791,189057.09154569145,04/11/2021
Gidea Park Library,Balgores Lane,Romford,,Havering,,100023216148.0,E09000016,Squirrel's Heath,E05000322,0.2059126995103548,51.58000018263768,552940.9385220773,189098.02152590308,04/11/2021
Romford Central Library,St Edwards Way,Romford,,Havering,,100023211636.0,E09000016,Romford Town,E05000319,0.1835201474670183,51.58077921154194,551386.9189249516,189138.0415365688,04/11/2021
Walthamstow Library,High Street,Walthamstow,,Waltham Forest,,100022983155.0,E09000031,High Street,E05000599,-0.0210337045283965,51.58447765565975,537203.9628188399,189145.92153727583,04/11/2021
Hendon,The Burroughs,,,Barnet,,200222812.0,E09000003,Hendon,E05000055,-0.2289328300641518,51.5885938480336,522790.1467290656,189234.13147476403,04/11/2021
Pinner,Marsh Road,Pinner,,Harrow,,100023037203.0,E09000015,Pinner South,E05000298,-0.3804714047767071,51.59139964226058,512285.9495714757,189302.85148582672,04/11/2021
Marcus Garvey Library,Philip Lane,,,Haringey,,100023153172.0,E09000014,Tottenham Green,E05000280,-0.0740276283395375,51.58818308651272,533521.9638208551,189459.9214515501,04/11/2021
Kenton,Kenton Lane,Harrow,,Harrow,,200000313248.0,E09000015,Kenton West,E05000295,-0.3112442428550126,51.592645333945576,517077.9682900391,189549.9214294238,04/11/2021
Marks Gate,Rose Lane,Chadwell Heath,,Barking and Dagenham,,10002167212.0,E09000002,Chadwell Heath,E05000029,0.1359034367682291,51.5854127447456,548072.9598618579,189555.92142829008,04/11/2021
Muswell Hill Library,Queens Avenue,,,Haringey,,100023143844.0,E09000014,Fortis Green,E05000270,-0.1433723356327491,51.591126776373095,528709.9651284715,189662.92139858825,04/11/2021
Wealdstone,High Street,Harrow,,Harrow,,200004437046.0,E09000015,Marlborough,E05000296,-0.3349384779612847,51.5941439993017,515432.9687362313,189678.9213911352,04/11/2021
Clayhall Library,Claybury Broadway,Ilford,,Redbridge,,100023051395.0,E09000026,Clayhall,E05011239,0.0494534482609713,51.59029945323227,542068.9614973095,189927.92132458632,04/11/2021
East Finchley,High Road,,,Barnet,,200061457.0,E09000003,East Finchley,E05000049,-0.1675539832828571,51.59392340077762,527027.1755489303,189931.66131304204,04/11/2021
Wood Street Library,Forest Road,Walthamstow,,Waltham Forest,,200001418727.0,E09000031,Wood Street,E05000609,-0.0044410889654585,51.59156124219536,538331.9625146451,189964.92131395807,04/11/2021
Wood Green Central Library and Customer Services,High Road,,,Haringey,,100023178365.0,E09000014,Noel Park,E05000275,-0.1096391072980637,51.595524986872,531033.9644975793,190211.9212488109,04/11/2021
Fullwell Cross Library,High Street,Ilford,,Redbridge,,10013585783.0,E09000026,Fairlop,E05011242,0.0852888790528536,51.5932023725643,544541.960824758,190320.92121754307,04/11/2021
Higham Hill Library,North Countess Road,Walthamstow,,Waltham Forest,,100022981657.0,E09000031,Higham Hill,E05000600,-0.0274737318568816,51.59578142718853,536723.9629505766,190390.92119993613,04/11/2021
Northwood Hills Library,Potter Street,Northwood,,Hillingdon,,100023037608.0,E09000017,Northwood Hills,E05000336,-0.4082816628084901,51.60279660003646,510331.9701250236,190527.9211628979,04/11/2021
Alexandra Park Library,Alexandra Park Road,,,Haringey,,100023179968.0,E09000014,Alexandra,E05000266,-0.1367914376039916,51.59883690935676,529143.9650108692,190531.92116270924,04/11/2021
Church End ,Hendon Lane,,,Barnet,,200218220.0,E09000003,Finchley Church End,E05000051,-0.1972723602660861,51.59982497358951,524952.5561150208,190536.72114771453,04/11/2021
Harefield Library,Park Lane,Harefield,,Hillingdon,,100023564754.0,E09000017,Harefield,E05000330,-0.4829261093893708,51.604396061932064,505158.97153295967,190595.92114358128,04/11/2021
South Woodford Library and Gym,High Road,,,Redbridge,,10034922615.0,E09000026,Churchfields,E05011238,0.021970298008569,51.59713387618441,540144.2620074219,190634.92113291196,04/11/2021
Colindale,The Concourse,,,Barnet,,200222825.0,E09000003,Colindale,E05000046,-0.2450508212338281,51.60179285815856,521638.427010568,190675.04111665767,04/11/2021
South Friern ,Colney Hatch Lane,,,Barnet,,200147125.0,E09000003,Coppetts,E05000047,-0.1485176537689312,51.6004365900837,528327.3452377416,190689.1810689537,04/11/2021
Harold Wood Library,Arundel Road,Romford,,Havering,,100023216526.0,E09000016,Harold Wood,E05000312,0.2354828726423254,51.59452600712589,554940.2579825252,190775.52106957888,04/11/2021
Burnt Oak ,Watling Avenue,Edgware,,Barnet,,200155264.0,E09000003,Burnt Oak,E05000044,-0.2632091442870116,51.60326488366086,520377.0773770541,190808.76105195077,04/11/2021
Collier Row Library,Collier Row Road,Romford,,Havering,,100023217675.0,E09000016,Mawneys,E05000316,0.1608671085323631,51.59847359803534,549759.319392277,191059.02099453227,04/11/2021
Coombes Croft Library,High Road,,,Haringey,,100023165934.0,E09000014,Northumberland Park,E05000276,-0.068289983535064,51.603654597659336,533873.9637240175,191190.92098362453,04/11/2021
Northwood Library,Green Lane,Northwood,,Hillingdon,,100023564110.0,E09000017,Northwood,E05000335,-0.4248318998403248,51.61233586097772,509162.9704437541,191563.9208808549,04/11/2021
Woodford Green Library,Snakes Lane West,Woodford Green,,Redbridge,,200001843478.0,E09000026,Monkhams,E05011249,0.0323525269802545,51.607592878282624,540830.961832603,191817.9208102584,04/11/2021
Hale End Library,Castle Avenue,Chingford,,Waltham Forest,,100023583807.0,E09000031,Hatch Lane,E05000598,0.0011703318205988,51.60920763760316,538666.9624197654,191937.9207797493,04/11/2021
Hainault Library,Manford Way,Chigwell,,Redbridge,,10034923013.0,E09000026,Hainault,E05011245,0.1041566092527724,51.608042910469216,545801.2604696434,192008.6207126174,04/11/2021
Friern Barnet Community Library ,Friern Barnet Road,,,Barnet,,200044867.0,E09000003,Coppetts,E05000047,-0.1534252743039362,51.61353766628043,527950.665283752,192137.4907320519,04/11/2021
Fore Street,Fore Street,Edmonton,,Enfield,,207015248.0,E09000010,Upper Edmonton,E05000212,-0.0652999825619611,51.61216617906342,534055.963674035,192142.92072236488,04/11/2021
Mill Hill ,Hartley Avenue,,,Barnet,,200057669.0,E09000003,Mill Hill,E05000057,-0.243063381030153,51.61538873453429,521739.75700235774,192190.3106655561,04/11/2021
Harold Hill Library,Hilldene Avenue,Romford,,Havering,,100023217029.0,E09000016,Gooshays,E05000310,0.2184294913630692,51.60773918983373,553714.5283395206,192208.78068897827,04/11/2021
Edgware ,Hale Lane,Edgware,,Barnet,,200220766.0,E09000003,Edgware,E05000050,-0.2739981599310401,51.61627530733272,519595.8376027249,192237.94065433816,04/11/2021
Angel Raynham,Raynham Avenue,Edmonton,,Enfield,,207017246.0,E09000010,Upper Edmonton,E05000212,-0.0609707767614719,51.61309285401557,534352.9635940455,192253.920692022,04/11/2021
Bowes Road,Bowes Road,Southgate,,Enfield,,207045509.0,E09000010,Southgate Green,E05000209,-0.1306232842221394,51.61542867912643,529523.9649076755,192387.92065602556,04/11/2021
Stanmore,Stanmore Hill,Stanmore,,Harrow,,100023038856.0,E09000015,Stanmore Park,E05000303,-0.311630032331282,51.61843241840572,516984.9683166025,192416.92064822093,04/11/2021
Palmers Green,Green Lanes,Southgate,,Enfield,,207015887.0,E09000010,Palmers Green,E05000205,-0.1105984235697038,51.61558446405062,530909.8745036832,192440.9106330781,04/11/2021
Millfield House,Silver Street,Edmonton,,Enfield,,207180891.0,E09000010,Haselbury,E05000201,-0.0813273252402187,51.61639525362264,532933.9639776367,192583.92060183556,04/11/2021
North Finchley ,Ravensdale Avenue,,,Barnet,,200097082.0,E09000003,Woodhouse,E05000063,-0.1758910630451006,51.61857502898837,526381.2957160017,192658.60057504495,04/11/2021
South Chingford Community Library,Chingford Mount Road,Chingford,,Waltham Forest,,100023000149.0,E09000031,Valley,E05000607,-0.0177739703318137,51.61659733233112,537332.9627826827,192723.9205645385,04/11/2021
Edmonton Green,South Mall,Edmonton,,Enfield,,207189578.0,E09000010,Edmonton Green,E05000197,-0.0580540230935141,51.6238986794405,534522.9635479609,193460.9203638457,04/11/2021
Winchmore Hill,Green Lanes,Southgate,,Enfield,,207036897.0,E09000010,Winchmore Hill,E05000213,-0.0984182797093767,51.628408772417245,531715.964310097,193888.9202490981,04/11/2021
Osidge,Brunswick Park Road,,,Barnet,,200140830.0,E09000003,Brunswick Park,E05000043,-0.1490403331332565,51.63031909840533,528206.9552548409,194011.36021925847,04/11/2021
Southgate Circus,High Street,Southgate,,Enfield,,207180633.0,E09000010,Southgate,E05000208,-0.1283170253575652,51.630391187207735,529640.9648730215,194055.92020325465,04/11/2021
North Chingford Library,The Green,Chingford,,Waltham Forest,,100022999962.0,E09000031,Chingford Green,E05000593,0.0028661606059374,51.63165101806859,538715.9624057417,194436.9200999117,04/11/2021
Ridge Avenue,Ridge Avenue,Southgate,,Enfield,,207111058.0,E09000010,Bush Hill Park,E05000194,-0.0819509549247652,51.63618000820498,532832.9640089383,194782.92000459865,04/11/2021
East Barnet ,Brookhill Road,Barnet,,Barnet,,200016111.0,E09000003,East Barnet,E05000048,-0.1614838902777277,51.644387780678365,527306.3854929997,195554.129755746,04/11/2021
John Jackson,Agricola Place,Enfield,,Enfield,,207040251.0,E09000010,Southbury,E05000207,-0.0664989077597998,51.64543171276157,533874.9637248865,195839.91971915564,04/11/2021
Ponders End,High Street,Enfield,,Enfield,,207000261.0,E09000010,Ponders End,E05000206,-0.0475440580904492,51.64522561100319,535186.9633704567,195851.91971481888,04/11/2021
Oakwood,Bramley Road,Southgate,,Enfield,,207148238.0,E09000010,Cockfosters,E05000196,-0.1291470541545472,51.64883882246553,529530.9649072589,196105.9196467304,04/11/2021
Enfield Town,Church Street,Enfield,,Enfield,,207011262.0,E09000010,Grange,E05000200,-0.0862106043565995,51.6516897310957,532492.9641002616,196499.91953893803,04/11/2021
Chipping Barnet ,Stapylton Road,Barnet,,Barnet,,200107378.0,E09000003,High Barnet,E05000056,-0.2047442866988839,51.65615432173563,524281.21633110114,196788.17940987693,04/11/2021
Enfield Highway,Hertford Road,Enfield,,Enfield,,207035798.0,E09000010,Enfield Highway,E05000198,-0.0474609642402147,51.65892898754715,535151.9633789391,197375.91930263257,04/11/2021
Enfield Island Village,Island Centre Way,Enfield,,Enfield,,207193973.0,E09000010,Enfield Lock,E05000199,-0.0164371584049882,51.668444150370775,537268.9628018226,198491.9189969304,04/11/2021
Ordnance Unity Centre,Hertford Road,Enfield,,Enfield,,207144176.0,E09000010,Enfield Lock,E05000199,-0.0393174186059332,51.67207504429106,535675.9632324667,198852.91889920985,04/11/2021
Bullsmoor,Kempe Road,Enfield,,Enfield,,207178047.0,E09000010,Turkey Street,E05000211,-0.0494860073898663,51.67641691312967,534959.9634279982,199316.9187724736,04/11/2021
West Norwood Library and Picturehouse,1-7 Norwood High St,,,Lambeth,,10000446790.0,E09000022,Knight's Hill,E05000424,-0.1040911817287714,51.43280264110468,531886.9642649955,172126.9261614668,04/11/2021
