name,borough_name,website,borough_code,address1,address2,address3,os_addressbase_uprn,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Hanmi Gallery,Camden,http://www.hanmigallery.co.uk/#,E09000007,30 Maple Street,,,5088144,Bloomsbury,E05000129,-0.1389409630675663,51.52220043508069,529211.964990893,182005.9234796725,04/11/2021
Gagosian Gallery 1,Camden,http://www.gagosian.com/#,E09000007,6-24 Brittania Street,,,5088316,King's Cross,E05000141,-0.1180013927343225,51.530103753099226,530641.9646051445,182921.92322875152,04/11/2021
L. Ron HubbardÃ¢ÂÂs Fitzroy House,Camden,http://www.fitzroyhouse.org/#,E09000007,37 Fitzroy Street,,,5088512,Bloomsbury,E05000129,-0.1391881718591446,51.52250111600906,529193.9649958417,182038.92347070985,04/11/2021
Novelty Automation,Camden,http://www.novelty-automation.com/#,E09000007,1A Princeton Street,,,5105749,Holborn and Covent Garden,E05000138,-0.1169040722584161,51.51966354381933,530747.9645745027,181762.9235433376,04/11/2021
Charlie Dutton Gallery,Camden,http://www.charlieduttongallery.com/#,E09000007,1a Princeton Street,,,5105749,Holborn and Covent Garden,E05000138,-0.1169040722584161,51.51966354381933,530747.9645745027,181762.9235433376,04/11/2021
Simon Oldfield,Camden,http://simonoldfield.com/#,E09000007,Bloomsbury Square,,,5106153,Holborn and Covent Garden,E05000138,-0.1234213548908111,51.51856294776992,530298.9646957637,181628.92358005172,04/11/2021
The Gallery at 94,Camden,http://www.galleryat94.com/#,E09000007,94 Cleveland Street,,,5109564,Bloomsbury,E05000129,-0.1411588478675426,51.5226043006357,529056.96503283,182046.9234682931,04/11/2021
Tristan Hoare,Camden,http://www.tristanhoare.co.uk/#,E09000007,6 Fitzroy Square,,,5113050,Bloomsbury,E05000129,-0.13939422448342,51.52345761112495,529176.9650007103,182144.92344197404,04/11/2021
Hardy Tree Gallery,Camden,http://hardytreegallery.com/#,E09000007,119 Pancras Road,,,5135046,St. Pancras and Somers Town,E05000143,-0.128880188706023,51.533425200653554,529877.964813056,183271.9231346081,04/11/2021
University College London Museums,Camden,http://www.ucl.ac.uk/museums/#,E09000007,Gower Street,,,5157423,Bloomsbury,E05000129,-0.1340017699149367,51.524541015124136,529547.964901156,182274.92340756964,04/11/2021
Contemporary Applied Arts,Camden,http://www.caa.org.uk/#,E09000007,2 Percy Street,,,5159812,Bloomsbury,E05000129,-0.134013332220865,51.51791356463358,529565.964893397,181537.9236058941,04/11/2021
Architectural Association,Camden,http://www.aaschool.ac.uk/PUBLIC/WHATSON/exhibitions.php#,E09000007,36 Bedford Square,,,5176539,Bloomsbury,E05000129,-0.1306712038183859,51.51822006569438,529796.9648311741,181577.9235947136,04/11/2021
The Crypt Gallery,Camden,http://cryptgallery.org.uk/#,E09000007,St Pancras Church,Euston Road,,5188543,King's Cross,E05000141,-0.1301640666219375,51.52707881467916,529806.9648314815,182563.9233283422,04/11/2021
CubeFuture,Tower Hamlets,http://www.cubefuture.com/#,E09000030,33 Fournier Street,,,6001683,Spitalfields & Banglatown,E05009333,-0.0726651388473254,51.51934936754133,533817.9637391116,181807.9235343412,04/11/2021
Eleven Spitalfields,Tower Hamlets,http://www.elevenspitalfields.com/#,E09000030,11 Princelet Street,,,6001684,Spitalfields & Banglatown,E05009333,-0.0728599502611073,51.519856162371504,533802.9637433107,181863.9235190012,04/11/2021
Leyden Gallery,Tower Hamlets,http://www.leydengallery.com/#,E09000030,9/9a Leyden Street,,,6001837,Spitalfields & Banglatown,E05009333,-0.0762279062232559,51.516898948227926,533577.9638043763,181528.92361061816,04/11/2021
Brick Lane Gallery,Tower Hamlets,http://www.thebricklanegallery.com/#,E09000030,216 Brick Lane,,,6002804,Weavers,E05009335,-0.0713959666786299,51.52448129937768,533890.963720763,182380.92337747867,04/11/2021
Espacio Gallery,Tower Hamlets,http://www.espaciogallery.com/#,E09000030,159 Bethnal Green Road,,,6005162,Weavers,E05009335,-0.0705265545149414,51.525609057356014,533947.9637058304,182507.9233427627,04/11/2021
Whitechapel Gallery,Tower Hamlets,http://www.whitechapel.org/#,E09000030,77-82 Whitechapel High Street,,,6011122,Spitalfields & Banglatown,E05009333,-0.0703634289051102,51.516173036553,533986.963692274,181458.92362910457,04/11/2021
The Mews Project Space,Tower Hamlets,http://the-mews-about.blogspot.co.uk/#,E09000030,15c Osborn Street,,,6015759,Spitalfields & Banglatown,E05009333,-0.0700787431590077,51.51642913671082,534005.963687072,181487.9236213523,04/11/2021
Stolenspace Gallery,Tower Hamlets,https://www.stolenspace.com/#,E09000030,"17 Osborn St,",,,6015771,Spitalfields & Banglatown,E05009333,-0.0701344567218832,51.516475017768265,534001.9636881689,181492.92362001847,04/11/2021
Maureen Paley,Tower Hamlets,http://www.maureenpaley.com/#,E09000030,21 Herald Street,,,6015931,St. Peter's,E05009331,-0.0559822269664148,51.52525490010793,534957.8834152743,182495.27332125383,04/11/2021
Four Corners Gallery,Tower Hamlets,http://www.fourcornersfilm.co.uk/gallery#,E09000030,121 Roman Road,,,6039056,Bethnal Green,E05009317,-0.048991302945874,51.52889594535799,535432.0132912778,182913.0832050836,04/11/2021
Arebyte,Tower Hamlets,http://www.arebyte.com/#,E09000030,Unit 4,49 White Post Lane,,6077533,Bow East,E05009319,-0.0235016256622084,51.54288339666672,537157.9628318317,184515.9227968345,04/11/2021
Proof London,Tower Hamlets,http://prooflondon.com/#,E09000030,26 Cheshire Street,,,6089640,Weavers,E05009335,-0.0703877578580962,51.52345086599552,533963.9236616828,182268.18335707748,04/11/2021
Vilma Gold,Tower Hamlets,http://vilmagold.com/#,E09000030,6 Minerva Street,,,6143359,St. Peter's,E05009331,-0.059704512714282,51.53159921295051,534680.9635077538,183193.92315513804,04/11/2021
Modern Art 2,Tower Hamlets,http://www.modernart.net/#,E09000030,50-58 Vyner Street,,,6146632,St. Peter's,E05009331,-0.0547599884379267,51.53461965551646,535014.9634169801,183538.92306184556,04/11/2021
Chisenhale Gallery,Tower Hamlets,http://www.chisenhale.org.uk/#,E09000030,64 Chisenhale Road,,,6146768,Bow West,E05009320,-0.0397953218638132,51.533076085546526,536057.3931229226,183394.9630780461,04/11/2021
Forman's Smokehouse Gallery,Tower Hamlets,http://smokehousegallery.org/#,E09000030,Stour Road,Fish Island,,6151026,Bow East,E05009319,-0.0212039665099541,51.53962540032962,537327.082781548,184157.93284302787,04/11/2021
The Alexander Miles Gallery,Tower Hamlets,http://www.thealexandermilesgallery.com/,E09000030,"Unit K, The Ivory House",St.Katharine Docks,,6155400,St. Katharine's & Wapping,E05009330,-0.0712086762260059,51.50742805494044,533953.9637015625,180484.92389039436,04/11/2021
Calvert 22,Tower Hamlets,http://calvert22.org/#,E09000030,22 Calvert Avenue,,,6159644,Weavers,E05009335,-0.0762321397283168,51.5260838756287,533550.8037781982,182550.29332595636,04/11/2021
Breese Little,Tower Hamlets,http://www.breeselittle.com/#,E09000030,Unit 1,249-253 Cambridge Heath Road,,6161973,St. Peter's,E05009331,-0.0555528821160805,51.525732384712256,534986.2534028165,182549.16332117352,04/11/2021
Public Exhibitions,Tower Hamlets,http://publicexhibitions.biz/#,E09000030,"Black Gates,",Hassard Street,,6178041,Weavers,E05009335,-0.0722923964901217,51.53065451333914,533810.6837142921,183065.7631557533,04/11/2021
Union Gallery,Tower Hamlets,http://www.union-gallery.com/#,E09000030,94 Teesdale Street,,,6178788,St. Peter's,E05009331,-0.0613209764029715,51.52981451921325,534574.1135000668,182992.4832075839,04/11/2021
Cell Project Space,Tower Hamlets,http://www.cellprojects.org/#,E09000030,258 Cambridge Heath Road,,,6180728,St. Peter's,E05009331,-0.0566041931831266,51.53327970083589,534891.0234483558,183386.51306867728,04/11/2021
Unit 9,Tower Hamlets,http://www.unit9.london/#,E09000030,The Huntingdon Estate,Ebor St / Bethnal Green Rd,,6210892,Weavers,E05009335,-0.0748439419621892,51.52407936693152,533652.963784639,182329.92339126952,04/11/2021
Raven Row,Tower Hamlets,http://www.ravenrow.org/#,E09000030,56 Artillery Lane,,,6653355,Spitalfields & Banglatown,E05009333,-0.076852234775672,51.51815918091642,533530.9638172842,181667.9235727228,04/11/2021
Pitzhanger Manor House & Gallery,Ealing,http://www.pitzhanger.org.uk/#,E09000009,Walpole Park,Mattock Lane,,12141314,Walpole,E05000192,-0.3070922992581676,51.51090756913104,517575.96815388417,180466.92389570983,04/11/2021
Studio 106,Hammersmith and Fulham,http://www.studio106artgallery.org/#,E09000013,106 Dawes Road,,,34055693,Fulham Broadway,E05000254,-0.2040078632064936,51.480499616048014,524811.9661876966,177255.924770798,04/11/2021
Louise T Blouin Institute,Hammersmith and Fulham,http://www.ltbfoundation.org/#,E09000013,3 Olaf Street,,,34115265,Shepherd's Bush Green,E05000263,-0.2177596940616005,51.51008832623464,523776.9664675742,180522.9238806009,04/11/2021
Bhavan Art Gallery,Hammersmith and Fulham,http://www.bhavan.net/art-gallery#,E09000013,4a Castletown Road,,,34140084,North End,E05000258,-0.2070434309138424,51.48976350443796,524575.9662516486,178280.92449157394,04/11/2021
Hidde van Seggelen Gallery,Hammersmith and Fulham,http://www.hiddevanseggelen.com/#,E09000013,2 Michael Road,,,34144768,Sands End,E05000262,-0.1884682431793093,51.47758981129139,525898.9658949017,176958.924849384,04/11/2021
The Cynthia Corbett Gallery,Merton,http://www.thecynthiacorbettgallery.com/#,E09000024,15 Claremont Lodge,,,48022286,Raynes Park,E05000469,-0.2227773271318328,51.41551641903511,523683.966493084,169997.92674050323,04/11/2021
Bank of England Museum,City and County of the City of London,http://www.bankofengland.co.uk/education/Pages/museum/visiting/default.aspx#,E09000001,Bartholomew Lane,,,95511162,Walbrook,E05009312,-0.0876974102798382,51.51423596367373,532789.9640192119,181211.923695588,04/11/2021
Carter Lane Gallery,City and County of the City of London,http://www.carterlanegallery.com/#,E09000001,49 Carter Lane,,,95514285,Castle Baynard,E05009297,-0.1003624376939199,51.51294003695397,531914.9642548618,181044.9237398565,04/11/2021
Pumphouse Gallery,Wandsworth,http://pumphousegallery.org.uk/#,E09000032,Battersea Park,,,121032970,Queenstown,E05000620,-0.1547851554162911,51.47899807201876,528233.9652573657,177173.92479000008,04/11/2021
Brent Artists Resource,Brent,http://www.brentartistsresource.org.uk/#,E09000005,4â5Â QueenÃ¢ÂÂs Parade,,,202054057,Willesden Green,E05000105,-0.2237905909353418,51.54766993458268,523256.96661167673,184691.9227482378,04/11/2021
Crane Kalman,Kensington and Chelsea,http://cranekalman.com/#,E09000020,178 Brompton Road,,,217007694,Brompton & Hans Town,E05009389,-0.1673026860838295,51.4979710461788,527311.9655079299,179261.92422555143,04/11/2021
Hollywood Road Gallery,Kensington and Chelsea,http://www.hollywoodroadgallery.com/#,E09000020,12 Hollywood Road,,,217040769,Redcliffe,E05009402,-0.1846911488702473,51.486038419892495,526137.9658272105,177904.9245909077,04/11/2021
The Rowley Gallery,Kensington and Chelsea,http://www.rowleygallery.co.uk/#,E09000020,115 Kensington Church Street,,,217043176,Campden,E05009390,-0.1947751368386443,51.50677826413238,525380.966031731,180193.92397169385,04/11/2021
Japanese Gallery,Kensington and Chelsea,http://www.japanese-gallery.com/#,E09000020,66D Kensington Church St,,,217043283,Campden,E05009390,-0.1937807325365227,51.50532413088944,525453.9660119428,180033.92401523617,04/11/2021
Northcote Gallery Chelsea,Kensington and Chelsea,http://www.northcotegallery.com/#,E09000020,253 KingÃ¢ÂÂs Road,,,217046439,Chelsea Riverside,E05009391,-0.1719931345288612,51.48604711487272,527019.5255835608,177927.82454965287,04/11/2021
Museum of Brands,Kensington and Chelsea,http://www.museumofbrands.com/#,E09000020,111-117 Lancaster Road,,,217050374,Notting Dale,E05009399,-0.2111004707196598,51.51637172195887,524221.96634821664,181232.92368929237,04/11/2021
James Harvey British Art,Kensington and Chelsea,http://www.jhba.co.uk/#,E09000020,15 Langton Street,,,217051631,Stanley,E05009405,-0.1809198699113876,51.48235595210937,526409.9657536048,177501.92470088857,04/11/2021
Doyle Devere,Kensington and Chelsea,http://www.doyledevere.co.uk/#,E09000020,30 Ledbury Road,,,217052558,Pembridge,E05009400,-0.1987894317489159,51.51387222378175,525082.9661139935,180975.92375970865,04/11/2021
The Orangery,Kensington and Chelsea,http://www.rbkc.gov.uk/subsites/museums/theorangery.aspx#,E09000020,Holland Park,,,217064477,Campden,E05009390,-0.1877656207162116,51.50657125597892,525867.9658994594,180182.92397327645,04/11/2021
Tryon St,Kensington and Chelsea,http://www.tryonst.co.uk/#,E09000020,7-9 Tryon Street,,,217087920,Royal Hospital,E05009403,-0.162927570247624,51.49033075243624,527636.965417878,178419.92445429362,04/11/2021
Lacey Contemporary,Kensington and Chelsea,http://www.laceycontemporarygallery.co.uk/#,E09000020,8 Clarendon Cross,,,217103015,Notting Dale,E05009399,-0.2101779299816522,51.51049445654745,524301.9663251464,180580.92386617983,04/11/2021
The Dot Project,Kensington and Chelsea,http://www.thedotproject.com/#,E09000020,94 Fulham Road,,,217103153,Courtfield,E05009393,-0.1753228189031709,51.48979585178645,526777.9656516023,178338.92447508615,04/11/2021
Offer Waterman & Co,Kensington and Chelsea,http://www.waterman.co.uk/#,E09000020,11 Langton Street,,,217103621,Stanley,E05009405,-0.1808216162380594,51.482291479831545,526416.9657516992,177494.92470280593,04/11/2021
Cadogan Contemporary,Kensington and Chelsea,http://www.cadogancontemporary.com/#,E09000020,87 Old Brompton Road,,,217103741,Courtfield,E05009393,-0.1768995742100637,51.49251817122632,526660.9656832658,178638.924393697,04/11/2021
The Muse,Kensington and Chelsea,http://themuseat269.com/#,E09000020,269 Portobello Rd,,,217103948,Colville,E05009392,-0.206844851165466,51.51793441137311,524512.9662695407,181413.9236403173,04/11/2021
Medici Gallery (south Kensington),Kensington and Chelsea,http://www.medicigallery.co.uk/c/183/Contact,E09000020,26 Thurloe Street,,,217104170,Brompton & Hans Town,E05009389,-0.1736017603515019,51.49429237762958,526884.9656226847,178841.924339424,04/11/2021
GGGallery,Kensington and Chelsea,http://www.gggallery.co.uk/#,E09000020,15b Blenheim Crescent,,,217106096,Colville,E05009392,-0.2056662717493832,51.51565024734415,524600.9662454559,181161.92370896804,04/11/2021
Richard Young Gallery,Kensington and Chelsea,http://www.richardyounggallery.co.uk/#,E09000020,4 Holland Street,,,217106179,Campden,E05009390,-0.1921250728715442,51.503311605461576,525574.3959719792,179812.9640533695,04/11/2021
Hackelbury,Kensington and Chelsea,http://www.hackelbury.co.uk/#,E09000020,4 Launceston Place,,,217106588,Queen's Gate,E05009401,-0.1853417163445101,51.499033895881766,526056.9658481888,179348.92420063418,04/11/2021
Richard Green 2,City of Westminster,http://www.richard-green.com/#,E09000033,33 New Bond Street,,,10033538913,West End,E05000649,-0.1436244012533257,51.51174868489209,528916.5650462508,180835.4237980704,04/11/2021
The Foundry Gallery,Kensington and Chelsea,http://www.thefoundrygallery.org/#,E09000020,39 Old Church Street,,,217106994,Chelsea Riverside,E05009391,-0.1723267456959881,51.48438957011454,527000.9655913399,177742.92463588814,04/11/2021
The Little Black Gallery,Kensington and Chelsea,http://www.thelittleblackgallery.com/#,E09000020,13A Park Walk,,,217107061,Stanley,E05009405,-0.1798275159215542,51.48591807296405,526475.9657347733,177899.92459285457,04/11/2021
Saatchi Gallery,Kensington and Chelsea,http://www.saatchi-gallery.co.uk/#,E09000020,Duke of York's HQ,King's Road,,217110596,Royal Hospital,E05009403,-0.1586958087131313,51.49060611024564,527929.9653384807,178457.9244434932,04/11/2021
Graffik Gallery,Kensington and Chelsea,http://graffikgallery.com/#,E09000020,284 Portobello Road,,,217113237,Golborne,E05009396,-0.2074232388017778,51.51935509320047,524468.9662811921,181570.92359750083,04/11/2021
Flying Colours Gallery,Kensington and Chelsea,http://www.flyingcoloursgallery.com/#,E09000020,6 Burnsall Street,,,217115299,Stanley,E05009405,-0.1661862212369484,51.48881702702945,527414.965478184,178245.92450133612,04/11/2021
Michael Hoppen Gallery,Kensington and Chelsea,http://www.michaelhoppengallery.com/#,E09000020,3 Jubilee Place,,,217120296,Stanley,E05009405,-0.1660217400287086,51.488967330381406,527425.9654751923,178262.9244967649,04/11/2021
Dreamspace Gallery,Islington,https://adremgroup.com/dreamspace-gallery/#,E09000019,3 Dufferin Street,,,5300028758,Bunhill,E05000367,-0.0924072372292085,51.52258598667444,532438.9641139281,182131.9234455058,04/11/2021
Bloomberg Space,Islington,http://www.bloombergspace.com/#,E09000019,50 Finsbury Square,,,5300033404,Bunhill,E05000367,-0.0871387242087446,51.52000016879588,532811.9640128042,181853.92352147677,04/11/2021
Arcade,Islington,http://arcadefinearts.com/#,E09000019,87 Lever Street,,,5300056285,Bunhill,E05000367,-0.0964174076322577,51.52701263768808,532147.9641943168,182616.92331427708,04/11/2021
Sway Gallery,Islington,http://www.sway-gallery.com/#,E09000019,70-72 Old Street,,,5300069554,Bunhill,E05000367,-0.0951779751064024,51.52424073682208,532241.9641678295,182310.9233971576,04/11/2021
Islington Arts Factory,Islington,http://www.islingtonartsfactory.org/#,E09000019,2 Parkhurst Rd,,,5300075947,Holloway,E05000375,-0.1228480512123427,51.55421886757041,530236.9647137888,185594.92250381835,04/11/2021
James Freeman Gallery,Islington,http://www.sesameart.com/#,E09000019,354 Upper Street,,,5300095173,St. Peter's,E05000380,-0.1045067563442477,51.53460763046594,531564.9643548932,183446.9230881838,04/11/2021
Curious Duke Gallery,Islington,http://curiousdukegallery.com/#,E09000019,173 Whitecross Street,,,5300102398,Bunhill,E05000367,-0.0935290257736793,51.523683360992905,532357.9641360305,182251.92341297815,04/11/2021
Space Station 65,Lambeth,http://spacestationsixtyfive.com/#,E09000022,373 Kennington Road,,,10000445110,Prince's,E05000427,-0.1107657251007168,51.48652547728556,531268.9644324739,178088.92454243364,04/11/2021
CGP London,Southwark,http://cgplondon.org/#,E09000028,1 Park Approach,Southwark Park,,10000811263,Rotherhithe,E05011112,-0.0539056987962411,51.49414758259677,535193.963365807,179039.9242869235,04/11/2021
Purdy Hicks,Southwark,http://www.purdyhicks.com/#,E09000028,65 Hopton Street,,,10000811558,Borough & Bankside,E05011095,-0.102016600558656,51.50747222573279,531815.964281091,180433.92390632196,04/11/2021
Bethlem Gallery,Bromley,http://bethlemgallery.com/#,E09000006,Bethlem Royal Hospital,Monks Orchard Road,,10003615210,Kelsey and Eden Park,E05000120,-0.029725744310886,51.38092832778922,537210.9628151646,166494.92769622878,04/11/2021
Sprout Community Arts,Wandsworth,http://www.sproutarts.com/#,E09000032,74 Moyser Road,,,10008157629,Furzedown,E05000615,-0.1472034359933635,51.424031729348286,528914.9650715027,171074.92644952371,04/11/2021
Flowers Gallery East,Hackney,http://www.flowersgallery.com/#,E09000012,82 Kingsland Road,,,10008242588,Haggerston,E05009375,-0.0771464214620505,51.529647625412295,533476.9638336031,182944.9232232186,04/11/2021
Parasol unit,Hackney,http://www.parasol-unit.org/#,E09000012,14 Wharf Road,,,10008244219,Hoxton West,E05009378,-0.0950089487595565,51.530377120881006,532235.9141226999,182993.60320428436,04/11/2021
Five Years,Hackney,http://www.fiveyears.org.uk/#,E09000012,"Unit 66, Regent Studios",8 Andrews Road,,10008244601,London Fields,E05009381,-0.0602162308162057,51.53550144468921,534633.9635197859,183626.92303753243,04/11/2021
Rocket Gallery,Hackney,http://www.rocketgallery.com/#,E09000012,56 Shoreditch High Street,,,10008304903,Hoxton East & Shoreditch,E05009377,-0.0766894152107547,51.52407369943361,533524.96381906,182325.9233922753,04/11/2021
Hoxton Art Gallery,Hackney,http://www.hoxtonartgallery.co.uk/#,E09000012,64 Charlotte Road,,,10008317965,Hoxton East & Shoreditch,E05009377,-0.0810789451057717,51.52630389934748,533213.9639028559,182565.92332639248,04/11/2021
Galerie8,Hackney,http://www.galerie8.co.uk/#,E09000012,203 Richmond Road,,,10008325659,Hackney Central,E05009372,-0.0570884039707175,51.54359430027846,534826.9834232866,184532.63275412424,04/11/2021
The Proud Archivist,Hackney,http://www.theproudarchivist.co.uk/#,E09000012,"The Archivist, Unit V Reliance Wharf",2-10 Hertford Road,,10008329599,De Beauvoir,E05009371,-0.0787071274342672,51.53726349291777,533346.4638692783,183788.98299117864,04/11/2021
Charlie Smith,Hackney,http://charliesmithlondon.com/#,E09000012,336 Old Street,,,10008336390,Hoxton East & Shoreditch,E05009377,-0.0814418013470698,51.52658861238737,533187.9639099931,182596.9233179539,04/11/2021
Unit G Gallery,Hackney,http://unitg.london/gallery/#,E09000012,12A Collent Street,,,10008339282,Homerton,E05009376,-0.0476269716314704,51.54404540250602,535481.683257832,184600.26274123893,04/11/2021
BSMT Space,Hackney,http://www.bsmt.co.uk/#,E09000012,5d Stoke Newington Road,,,10008342181,Shacklewell,E05009382,-0.0754045076167175,51.55077848634022,533535.9638142965,185297.92258389725,04/11/2021
Modern Art 1,Islington,http://www.modernart.net/#,E09000019,4-8 Helmet Row,,,10008977815,Bunhill,E05000367,-0.0945247333764259,51.52503946467612,532284.9641560469,182400.9233726781,04/11/2021
Vibe Gallery,Southwark,https://www.thegalleryguide.co.uk/galleries/vibe-gallery,E09000028,100 ClementÃ¢ÂÂs Road,,,10009799375,North Bermondsey,E05011106,-0.0622353207483533,51.49476219386892,534613.963523729,179092.92427171028,04/11/2021
Royal Observatory,Greenwich,http://www.rmg.co.uk/royal-observatory#,E09000011,Blackheath Avenue,,,10010200750,Greenwich West,E05000222,-0.0008497192490031,51.477347170338845,538927.8523034201,177271.02474039426,04/11/2021
All Visual Arts,Islington,http://www.allvisualarts.org/,E09000019,2 Omega Place,,,10012789978,Caledonian,E05000368,-0.1203963336236463,51.53146407783977,530471.9646514746,183068.9231889132,04/11/2021
Cubitt Gallery,Islington,http://cubittartists.org.uk/#,E09000019,8 Angel Mews,,,10012791474,Barnsbury,E05000366,-0.1078446953551433,51.53235040373963,531339.9644160593,183189.92315761637,04/11/2021
Unit 24,Southwark,http://unit24.info/#,E09000028,20 Great Guildford Street,,,10013527858,Borough & Bankside,E05011095,-0.0978870047584544,51.50593950157251,532106.9642030598,180270.92395025076,04/11/2021
Vitrine,Southwark,http://www.vitrinegallery.co.uk/#,E09000028,15 Bermondsey Square,,,10013529059,London Bridge & West Bermondsey,E05011104,-0.0807512412662026,51.49739118125488,533321.0538416267,179351.3941697855,04/11/2021
Horatio Jr,Southwark,http://www.horatiojr.com/#,E09000028,"The Lord Nelson, 66 Canon Beck Road",,,10013529797,Rotherhithe,E05011112,-0.0495226711970965,51.501149810795205,535477.4432676821,179826.674072541,04/11/2021
The Wandsworth Museum,Wandsworth,http://www.wandsworthmuseum.co.uk/#,E09000032,38 West Hill,,,10024086836,Fairfield,E05000614,-0.2004767752789343,51.457136413584905,525120.9661046766,174663.92547280423,04/11/2021
Skarstedt Gallery,City of Westminster,http://www.skarstedt.com/#,E09000033,8 Bennet Street,,,10033524577,St. James's,E05000644,-0.1406078132444656,51.50711911725937,529138.9650107411,180325.9239363589,04/11/2021
Scream,City of Westminster,http://www.screamlondon.com/#,E09000033,27 - 28 Eastcastle Street,,,10033525838,West End,E05000649,-0.1385303881307377,51.51671735945587,529255.9649775077,181396.9236445561,04/11/2021
Ben Brown Fine Arts,City of Westminster,http://www.benbrownfinearts.com/#,E09000033,12 BrookÃ¢ÂÂs Mews,,,10033526904,West End,E05000649,-0.1460132598946329,51.512402468016255,528748.9651159651,180903.9237796315,04/11/2021
Marlborough Fine Art,City of Westminster,http://www.marlboroughfineart.com/#,E09000033,6 Albemarle Street,,,10033528809,West End,E05000649,-0.1408516737552217,51.50856181680288,529117.9650166916,180485.92389301688,04/11/2021
Messum's,City of Westminster,http://www.messums.com/#,E09000033,28 Cork Street,,,10033532792,West End,E05000649,-0.1414077648867812,51.5104770846591,529073.9650283009,180697.9238353397,04/11/2021
Serpentine Gallery,City of Westminster,http://www.serpentinegallery.org/#,E09000033,Kensington Gardens,,,10033534401,Knightsbridge and Belgravia,E05000637,-0.1749830220386838,51.5047903535116,526759.9656590266,180006.92402174784,04/11/2021
Frith Street Gallery,City of Westminster,http://www.frithstreetgallery.com/#,E09000033,17-18 Golden Square,,,10033534803,West End,E05000649,-0.1369972555049264,51.51119847307912,529377.9649459459,180785.9238109856,04/11/2021
Sprovieri,City of Westminster,http://www.sprovieri.com/london/#,E09000033,23 Heddon Street,,,10033536350,West End,E05000649,-0.1398824792385247,51.51112735891863,529177.9650000524,180772.92381477536,04/11/2021
Berloni,City of Westminster,http://www.berlonigallery.com/#,E09000033,63 Margaret Street,,,10033537907,West End,E05000649,-0.1402629033868067,51.51664592065967,529135.9650102067,181385.9236477479,04/11/2021
Chelsea Space,City of Westminster,http://www.chelseaspace.org/#,E09000033,Chelsea College of Arts,16 John Islip Street,,10033538283,Vincent Square,E05000646,-0.1282358353968019,51.490438663665806,530044.9647639471,178492.92443184194,04/11/2021
Olivier Malingue,City of Westminster,http://oliviermalingue.com/#,E09000033,1st Floor,143 New Bond St,,10033538864,West End,E05000649,-0.1440467280291777,51.511499076024485,528887.96507843,180806.92380586997,04/11/2021
Richard Green 1,City of Westminster,http://www.richard-green.com/#,E09000033,147 New Bond Street,,,10033538867,West End,E05000649,-0.1438668056327597,51.51131637486581,528900.9650749373,180786.9238113023,04/11/2021
Photographers' Gallery,City of Westminster,http://thephotographersgallery.org.uk/#,E09000033,16-18 Ramillies St,Soho,,10033542105,West End,E05000649,-0.1390214024698178,51.51492660926425,529226.9649858592,181196.92369912827,04/11/2021
The Aram Gallery,City of Westminster,http://www.thearamgallery.org/#,E09000033,110 Drury Lane,,,10033550729,St. James's,E05000644,-0.1188797771629647,51.51334635691411,530628.9646054652,181056.92373437612,04/11/2021
White Cube,City of Westminster,http://whitecube.com/#,E09000033,25-26 MasonÃ¢ÂÂs Yard,,,10033550744,St. James's,E05000644,-0.137158000936012,51.50761293237783,529376.9649465696,180386.9239196872,04/11/2021
Willow Gallery,City of Westminster,http://www.willowgallery.com/#,E09000033,40 - 41 Duke Street,St James's,,10033555200,St. James's,E05000644,-0.1379822047443762,51.50734985328702,529320.514949539,180356.21390606085,04/11/2021
Blain Southern,City of Westminster,http://www.blainsouthern.com/#,E09000033,4 Hanover Square,,,10033556658,West End,E05000649,-0.1430140397276997,51.51385680532657,528952.9650604835,181070.9237338637,04/11/2021
Albemarle Gallery,City of Westminster,http://www.albemarlegallery.com/#,E09000033,49 Albemarle Street,,,10033567550,West End,E05000649,-0.1412048653493719,51.508027851964414,529094.9650227961,180425.9239092894,04/11/2021
Queen's Gallery,City of Westminster,http://www.royalcollection.org.uk/default.asp?action=article&ID=32#,E09000033,Buckingham Palace Road,,,10033569645,St. James's,E05000644,-0.142782302975588,51.49971659414313,529008.9650448479,179498.92416009278,04/11/2021
Rosenfeld Porcini,City of Westminster,http://rosenfeldporcini.com/#,E09000033,37 Rathbone Street,,,10033569652,West End,E05000649,-0.1359920485761106,51.51852055731285,529426.9649313301,181601.9235888529,04/11/2021
Lisson Gallery 1,City of Westminster,http://www.lissongallery.com/#,E09000033,67 Lisson St,Marylebone,,10033571495,Church Street,E05000634,-0.1681329654063116,51.521086206482046,527189.9655407292,181830.92352561007,04/11/2021
London Print Studio,City of Westminster,http://www.londonprintstudio.org.uk/#,E09000033,425 Harrow Rd,,,10033572217,Harrow Road,E05000635,-0.2054879066222829,51.5256832855009,524585.9662478651,182277.92340450647,04/11/2021
Eykyn Maclean,City of Westminster,http://www.eykynmaclean.com/#,E09000033,30 St George Street,,,10033579746,West End,E05000649,-0.1427711840269505,51.512387149472886,528973.9650550212,180907.9237782441,04/11/2021
Laurent Delaye Gallery,City of Westminster,http://www.laurentdelaye.com/#,E09000033,11 Savile Row,,,10033580791,West End,E05000649,-0.1399898873689699,51.51096719340946,529170.9650019814,180754.92381969,04/11/2021
