name,borough_name,website,borough_code,address1,address2,address3,os_addressbase_uprn,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Pyms Gallery,City of Westminster,http://www.pymsgallery.com/#,E09000033,9 Mount Street,,,10033584285,West End,E05000649,-0.1484901565295932,51.51031931485576,528582.9651609759,180667.92384409197,04/11/2021
Imitate Modern,City of Westminster,http://imitatemodern.com/#,E09000033,19 Shepherd Market,,,10033585747,West End,E05000649,-0.1468176160543667,51.50643503107427,528709.9651266211,180238.9239599713,04/11/2021
Debut Contemporary,City of Westminster,http://www.debutcontemporary.com/#,E09000033,82 Westbourne Grove,,,10033585998,Bayswater,E05000631,-0.1932394001317131,51.51536058285331,525463.9660103163,181150.92371178843,04/11/2021
Mark Gallery,City of Westminster,http://www.markgallery.co.uk/#,E09000033,9 Porchester Place,,,10033586949,Hyde Park,E05000636,-0.1655285117534178,51.51487653484639,527387.9654878799,181144.92371116043,04/11/2021
Halcyon Gallery I,City of Westminster,http://www.halcyongallery.com/#,E09000033,144-146 New Bond Street,,,10033587866,West End,E05000649,-0.1439787357237954,51.51139908040521,528892.9650770905,180795.923808861,04/11/2021
PM/AM,City of Westminster,http://www.pmam.org/#,E09000033,259-269 Old Marylebone Road,,,10033588738,Bryanston and Dorset Square,E05000632,-0.166762924310415,51.51823211409174,527292.9655129205,181515.92360982177,04/11/2021
Graham Hunter Gallery,City of Westminster,http://www.grahamhuntergallery.co.uk/#,E09000033,81 Baker Street,,,10033590107,Marylebone High Street,E05000641,-0.1569210450390831,51.51994836830315,527970.9653274484,181723.9235553,04/11/2021
Sims Reed Gallery,City of Westminster,http://gallery.simsreed.com/#,E09000033,The Economist Building,30 Bury Street,,10033591023,St. James's,E05000644,-0.1387875096187376,51.50689267564307,529265.9249372766,180303.9539104709,04/11/2021
Getty Images Gallery,City of Westminster,http://www.gettyimagesgallery.com/#,E09000033,46 Eastcastle Street,,,10033592323,West End,E05000649,-0.139137811485731,51.51631333282041,529214.9649887758,181350.92365716427,04/11/2021
Sadie Coles HQ,City of Westminster,http://www.sadiecoles.com/#,E09000033,62 Kingly Street,Mayfair,,10033594510,West End,E05000649,-0.1390704254148747,51.51231050871011,529230.9649854286,180905.923778454,04/11/2021
Waddington Custot Galleries,City of Westminster,http://www.waddingtoncustot.com/#,E09000033,11 Cork Street,,,10033594958,West End,E05000649,-0.1415955920867622,51.51011135964574,529061.9650316128,180656.9238465272,04/11/2021
Heartbreak,City of Westminster,http://www.heart-break.co.uk/#,E09000033,17 Bulstrode Street,,,10033596047,Marylebone High Street,E05000641,-0.1509608246425848,51.51763337698449,528390.9652130576,181476.9236240175,04/11/2021
Bernard Jacobson Gallery,City of Westminster,http://www.jacobsongallery.com/#,E09000033,6 Cork Street,,,10033601869,West End,E05000649,-0.1419236798356135,51.51054820751197,529037.9650380167,180704.9238334765,04/11/2021
St Petersburg Gallery,City of Westminster,http://www.saintpetersburggallery.com/#,E09000033,5A Cork St,Mayfair,,10033601869,West End,E05000649,-0.1419236798356135,51.51054820751197,529037.9650380167,180704.9238334765,04/11/2021
Michael Werner Gallery,City of Westminster,http://www.michaelwerner.com/#,E09000033,22 Upper Brook Street,,,10033602320,West End,E05000649,-0.1560718658334074,51.51135600229848,528053.9653056153,180769.9238158029,04/11/2021
Workplace Gallery,City of Westminster,http://www.workplacegallery.co.uk/#,E09000033,61 Conduit Street,,,10033604984,West End,E05000649,-0.1408708854176668,51.51268977540434,529104.9650194758,180944.9237679889,04/11/2021
Paradise Row,City of Westminster,http://www.paradiserow.com/#,E09000033,74 Newman Street,,,10033614774,West End,E05000649,-0.1359131553909429,51.51762902437512,529434.9649287881,181502.9236155224,04/11/2021
Edel Assanti,City of Westminster,http://www.edelassanti.com/#,E09000033,74A Newman Street,,,10033614780,West End,E05000649,-0.1359131553909429,51.51762902437512,529434.9649287881,181502.9236155224,04/11/2021
Rook & Raven,City of Westminster,http://www.rookandraven.co.uk/#,E09000033,7 Rathbone Place,,,10033616135,West End,E05000649,-0.1330487789677081,51.516828084274856,529635.9648742904,181418.92363793828,04/11/2021
Partners & Mucciaccia,City of Westminster,http://partnersandmucciaccia.net/#,E09000033,45 Dover Street,,,10033616760,West End,E05000649,-0.1418026365944075,51.507857469567234,529053.9650338347,180405.92391473585,04/11/2021
James Hyman Fine Art,City of Westminster,http://www.jameshymanfineart.com/#,E09000033,5 Saville Row,,,10033619032,West End,E05000649,-0.1398173084738624,51.51060474810336,529183.9649985501,180714.92383057787,04/11/2021
Hauser & Wirth 2,City of Westminster,http://www.hauserwirth.com/#,E09000033,23 Saville Row,,,10033621621,West End,E05000649,-0.1407982544830997,51.511996185644506,529111.9650177232,180867.92378896495,04/11/2021
Great Western Studios,City of Westminster,http://www.greatwesternstudios.com/#,E09000033,65 Alfred Street,,,10033624231,Westbourne,E05000648,-0.1963091710524647,51.521199081444,525234.9660721848,181794.92353622377,04/11/2021
Aktis Gallery,City of Westminster,http://aktis-gallery.co.uk/#,E09000033,10-11 Park Place,,,10033625370,St. James's,E05000644,-0.1399513507029763,51.5062544006683,529186.9649975898,180230.9239621013,04/11/2021
Chris Beetles Photographs,City of Westminster,http://www.chrisbeetlesfinephotographs.com/#,E09000033,3-5 Swallow Street,,,10033625765,West End,E05000649,-0.1374085679844605,51.50919944963192,529355.0849478013,180562.90385222045,04/11/2021
Courtauld Institute of Art,City of Westminster,http://courtauld.ac.uk/#,E09000033,StrandÂ ,,,10033626384,St. James's,E05000644,-0.1176824806016359,51.51092608537003,530718.9645803631,180789.92380670592,04/11/2021
"Pertwee,  Anderson & Gold",City of Westminster,http://www.pertweeandersongold.com/#,E09000033,15 Bateman Street,,,10033628259,West End,E05000649,-0.1322435187885283,51.51396457438275,529699.9648577279,181101.92372421693,04/11/2021
David Gill,City of Westminster,http://www.davidgillgallery.com/#,E09000033,2-4 King Street,,,10033629513,St. James's,E05000644,-0.1369184896802281,51.5067728054395,529395.9649412029,180293.923944971,04/11/2021
Whitfield Fine Art,City of Westminster,http://www.whitfieldfineart.com/#,E09000033,1st floor,23 Dering Street,,10033630031,West End,E05000649,-0.1455199919305717,51.51425615935236,528777.9651079362,181110.9237232193,04/11/2021
Thomas Dane Gallery,City of Westminster,http://www.thomasdanegallery.com/#,E09000033,11 Duke Street,,,10033630669,St. James's,E05000644,-0.1375445311329662,51.50732231112251,529350.9649535129,180353.92392867152,04/11/2021
Victoria Miro Gallery II,City of Westminster,http://www.victoria-miro.com/#,E09000033,14 St George Street,,,10033631243,West End,E05000649,-0.1436440487585195,51.512895565662426,528911.9650717449,180962.92376334564,04/11/2021
Alison Jacques Gallery,City of Westminster,http://www.alisonjacquesgallery.com/,E09000033,16-18 Berners Street,,,10033631411,West End,E05000649,-0.1365535506381616,51.51747733048941,529390.9649407107,181484.9236204389,04/11/2021
Fold,City of Westminster,http://www.foldgallery.com/#,E09000033,158 New Cavendish Street,,,10033632030,West End,E05000649,-0.1394412981269541,51.52053572792845,529181.9649985064,181819.9235299981,04/11/2021
Annely Juda Fine Art,City of Westminster,http://www.annelyjudafineart.co.uk/#,E09000033,4th floor,23 Dering Street,,10033633944,West End,E05000649,-0.1455199919305717,51.51425615935236,528777.9651079362,181110.9237232193,04/11/2021
Gagosian Gallery 2,City of Westminster,http://www.gagosian.com/#,E09000033,17-19 Davies Street,,,10033634159,West End,E05000649,-0.1477397815156114,51.51105386177952,528632.9651474411,180750.9238214369,04/11/2021
Medici Gallery,Islington,http://www.medici.co.uk/,E09000019,"19-23 White Lion Street,",,,10090266504,Barnsbury,E05000366,-0.1081187049026036,51.53269654671579,531319.9644215564,183227.92314720008,04/11/2021
Guardian News & Media,Islington,http://www.guardian.co.uk/gnmexhibitions#,E09000019,"Kings Place, 90 York Way",,,10090266525,Caledonian,E05000368,-0.1215483953286914,51.534998686752886,530381.9646755547,183459.9230823645,04/11/2021
The Sunday Painter,Southwark,http://www.thesundaypainter.co.uk/#,E09000028,1st Floor,12-16 Blenheim Grove,,10090286666,Rye Lane,E05011113,-0.069199645910548,51.46973315539435,534203.9636349685,176296.92502834788,04/11/2021
Beers London,Islington,http://beerslondon.com/#,E09000019,1 Baldwin Street,,,10090548970,Bunhill,E05000367,-0.0888920943416495,51.52700709415976,532669.9640510227,182629.92330954265,04/11/2021
Pangolin London,Islington,http://www.pangolinlondon.com/#,E09000019,90 York Way,,,10090550427,Caledonian,E05000368,-0.1215483953286914,51.534998686752886,530381.9646755547,183459.9230823645,04/11/2021
William Benington,Islington,http://williambeningtongallery.co.uk/#,E09000019,20 Arlington Way,,,10091004086,Clerkenwell,E05000370,-0.10610285387224,51.53020001297787,531466.9643811279,182953.9232223153,04/11/2021
Maestro Arts,Wandsworth,http://www.maestroarts.com/#,E09000032,One Eastfields Avenue,,,10091499728,Thamesfield,E05000625,-0.1981313352414506,51.461866574552936,525270.9660642425,175193.92532905017,04/11/2021
Plus One Gallery,Wandsworth,http://www.plusonegallery.com/#,E09000032,89-91 Pimlico Road,,,10091504329,St. Mary's Park,E05000622,-0.1849081093688704,51.46314652287837,526185.9658151063,175358.92528511764,04/11/2021
Son Gallery,Southwark,http://cargocollective.com/songallery/About,E09000028,Unit 9C,133 Copeland Road,,10091666064,Rye Lane,E05011113,-0.0657393088386392,51.47000809956524,534443.483528369,176333.845001493,04/11/2021
ICN,Hackney,http://www.icn-global.com/#,E09000012,96-98 Leonard Street,,,10091782215,Hoxton East & Shoreditch,E05009377,-0.0816903089790548,51.52458740791301,533176.5638882297,182373.933327528,04/11/2021
Amstel Art Gallery,Lambeth,http://amstelart.com/#,E09000022,7 St George Wharf,,,10091846195,Oval,E05000426,-0.1265426287497936,51.48535772871983,530176.9647287838,177930.92458573863,04/11/2021
Pace London 1,City of Westminster,http://www.pacegallery.com/#,E09000033,6 Burlington Gardens,,,10091853844,West End,E05000649,-0.140114997034201,51.509665234044576,529165.9650036219,180609.9238592192,04/11/2021
Pollock's Toy Museum,Camden,http://pollockstoys.com/#,E09000007,1 Scala Street,,,10091857645,Bloomsbury,E05000129,-0.1352836978889292,51.52033482106796,529470.9649201536,181804.9235341663,04/11/2021
Asia House,City of Westminster,http://asiahouse.org/#,E09000033,63 New Cavendish Street,,,10091858261,Marylebone High Street,E05000641,-0.1462209475622201,51.51970782107731,528713.9651252041,181715.92355818697,04/11/2021
Coningsby Gallery,Camden,https://www.coningsbygallery.com/#,E09000007,30 Tottenham Street,Fitzrovia,,10091859525,Bloomsbury,E05000129,-0.1361184628481549,51.52036607311173,529412.9649358799,181806.9235336078,04/11/2021
Blackhall Studios,Hackney,http://www.blackallstudios.com/#,E09000012,73 Leonard Street,,,10091941036,Hoxton East & Shoreditch,E05009377,-0.0829420937274627,51.52485060560033,533088.9639360856,182400.92337134716,04/11/2021
ASC Gallery,Southwark,http://www.ascstudios.co.uk/asc-gallery/#,E09000028,"Taplow House,",Thurlow Street,,10093339547,Faraday,E05011102,-0.0866201876859992,51.48835521926208,532939.9639787868,178335.92447604833,04/11/2021
Newport Street,Lambeth,http://www.newportstreetgallery.com/#,E09000022,3 Newport Street,,,10093376049,Prince's,E05000427,-0.1169773630135305,51.49343133765147,530817.9645547344,178845.7542916488,04/11/2021
Paul McPherson Gallery,Greenwich,http://www.paulmcgallery.com/#,E09000011,77 Lassell Street,,,100020981999,Peninsula,E05000225,0.0018646687152258,51.4847011123714,539093.9623068937,178093.9245410452,04/11/2021
Galleries Goldstein,Hackney,http://galleriesgoldstein.com/#,E09000012,"Goodhood, 20 Coronet Street",,,100021034288,Hoxton East & Shoreditch,E05009377,-0.0822945453396819,51.52722306335659,533126.9639267521,182665.9232991901,04/11/2021
Danielle Arnaud,Lambeth,http://www.daniellearnaud.com/#,E09000022,123 Kennington Road,,,100021856991,Prince's,E05000427,-0.1104523074870075,51.49480273222897,531266.9644323696,179009.92429169634,04/11/2021
Caroline Wiseman,Lambeth,http://www.carolinewiseman.com/#,E09000022,26 Lansdowne Gardens,,,100021862472,Stockwell,E05000429,-0.1264124990280913,51.47657880376012,530210.9647172565,176954.92485149874,04/11/2021
Lisson Gallery 2,City of Westminster,http://www.lissongallery.com/#,E09000033,27 Bell St,Marylebone,,100022725884,Church Street,E05000634,-0.1696538526452971,51.52090311546865,527084.9655692626,181807.9235318374,04/11/2021
Rossi & Rossi,City of Westminster,http://www.rossirossi.com/#,E09000033,"21 Georgian House,",10 Bury Street,,100022730755,St. James's,E05000644,-0.1381710020265954,51.50680168700308,529308.9649647283,180294.92394471768,04/11/2021
