Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,HTTP://WWW.UK.COOP/,Staff Training,Human Resources  ,11.06.2019,16.07.2019,GPC06190000032,300.0
Stockport MBC,Corporate and Support Services,Central Support Costs,PAYPAL  SGSA,Travelling Expenses,Human Resources Travel & Subsistence ,31.05.2019,16.07.2019,GPC06190000033,100.0
Stockport MBC,Corporate and Support Services,Central Services to the public,MPM WRISTBANDS,Furniture and Equipment,Environmental Services Technical Equipment ,27.06.2019,16.07.2019,GPC06190000034,48.0
Stockport MBC,Services to People,Childrens & Educational Services,IZ  ACOUSTIC PERCU,Furniture and Equipment,Environmental Services Technical Equipment ,30.06.2019,16.07.2019,GPC06190000035,50.84
Stockport MBC,Services to People,Childrens & Educational Services,UNIVERSITY OF MANCHEST,Travelling Expenses,Human Resources Travel & Subsistence ,28.06.2019,16.07.2019,GPC06190000036,4.17
Stockport MBC,Services to People,Childrens & Educational Services,KNIGHTS OVERALL PROTEC,Clothing Uniforns and Laundry,Clothing  ,21.06.2019,16.07.2019,GPC06190000037,832.5
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,23.06.2019,16.07.2019,GPC06190000038,20.84
Stockport MBC,Services to People,Childrens & Educational Services,PROFESSIONAL MUSIC,Furniture and Equipment,Environmental Services Technical Equipment ,04.06.2019,16.07.2019,GPC06190000039,68.33
Stockport MBC,Services to People,Childrens & Educational Services,ADOBE  CREATIVE CLOUD,Office Expenses,Facilities & Management Services  ,01.07.2019,16.07.2019,GPC06190000040,70.8
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,01.07.2019,16.07.2019,GPC06190000041,141.9
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,27.06.2019,16.07.2019,GPC06190000042,29.15
Stockport MBC,Services to People,Childrens & Educational Services,THE FLOWER EMPORIUM,Publicity and Promotion,Arts & Leisure Services  ,27.06.2019,16.07.2019,GPC06190000043,25.42
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,21.06.2019,16.07.2019,GPC06190000044,178.5
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,23.06.2019,16.07.2019,GPC06190000045,500.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,20.06.2019,16.07.2019,GPC06190000046,71.1
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,17.06.2019,16.07.2019,GPC06190000047,500.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,10.06.2019,16.07.2019,GPC06190000048,332.5
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON PRIME M63026OQ4,Publicity and Promotion,Arts & Leisure Services  ,05.06.2019,16.07.2019,GPC06190000049,7.99
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,03.06.2019,16.07.2019,GPC06190000050,500.0
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK  4LJDULSRK2,Office Expenses,Facilities & Management Services  ,31.05.2019,16.07.2019,GPC06190000051,28.73
Stockport MBC,Services to People,Childrens & Educational Services,ADOBE  CREATIVE CLOUD,Office Expenses,Facilities & Management Services  ,01.06.2019,16.07.2019,GPC06190000052,70.8
Stockport MBC,Services to People,Childrens & Educational Services,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,21.06.2019,16.07.2019,GPC06190000053,11.6
Stockport MBC,Services to People,Childrens & Educational Services,HEATON CHAPEL SST,Travelling Expenses,Human Resources Travel & Subsistence ,07.06.2019,16.07.2019,GPC06190000054,4.1
Stockport MBC,Services to People,Childrens & Educational Services,HEATON CHAPEL SST,Travelling Expenses,Human Resources Travel & Subsistence ,05.06.2019,16.07.2019,GPC06190000055,5.1
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,19.06.2019,16.07.2019,GPC06190000056,6.3
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,12.06.2019,16.07.2019,GPC06190000057,4.1
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE AMAZON.CO,Office Expenses,Stationery    ,01.07.2019,16.07.2019,GPC06190000058,15.66
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Office Expenses,Stationery    ,01.07.2019,16.07.2019,GPC06190000059,7.26
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Office Expenses,Stationery    ,26.06.2019,16.07.2019,GPC06190000060,13.99
Stockport MBC,Services to People,Childrens & Educational Services,AMZ PERIXX UK,Furniture and Equipment,Environmental Services Technical Equipment ,14.06.2019,16.07.2019,GPC06190000061,-24.99
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON.CO.UK M61DT2TK4,Office Expenses,Stationery    ,13.06.2019,16.07.2019,GPC06190000062,124.6
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON PRIME M67W87TH4,Office Expenses,Stationery    ,13.06.2019,16.07.2019,GPC06190000063,7.99
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Office Expenses,Stationery    ,12.06.2019,16.07.2019,GPC06190000064,19.9
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,11.06.2019,16.07.2019,GPC06190000065,6.99
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,11.06.2019,16.07.2019,GPC06190000066,2.95
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,11.06.2019,16.07.2019,GPC06190000067,169.0
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,01.07.2019,16.07.2019,GPC06190000068,13.29
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,26.06.2019,16.07.2019,GPC06190000069,18.87
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,26.06.2019,16.07.2019,GPC06190000070,9.7
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,25.06.2019,16.07.2019,GPC06190000071,20.89
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,25.06.2019,16.07.2019,GPC06190000072,46.81
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ICO.GOV.UK,Catering Supplies,Catering Food & Beverages ,20.06.2019,16.07.2019,GPC06190000073,40.0
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Fees and Charges,"Works - Construction, Repair & Maintenance  ",21.06.2019,16.07.2019,GPC06190000074,2.13
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,19.06.2019,16.07.2019,GPC06190000075,12.76
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,18.06.2019,16.07.2019,GPC06190000076,7.1
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,13.06.2019,16.07.2019,GPC06190000077,16.05
Stockport MBC,Services to People,Childrens & Educational Services,THE VINERY,Fees and Charges,Education  ,12.06.2019,16.07.2019,GPC06190000078,34.45
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,12.06.2019,16.07.2019,GPC06190000079,16.03
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE AMAZON.CO,Furniture and Equipment,Environmental Services Technical Equipment ,11.06.2019,16.07.2019,GPC06190000080,14.37
Stockport MBC,Services to People,Childrens & Educational Services,ASDA GROCERIES ONLINE,Catering Supplies,Catering Food & Beverages ,11.06.2019,16.07.2019,GPC06190000081,62.72
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Furniture and Equipment,Environmental Services Technical Equipment ,11.06.2019,16.07.2019,GPC06190000082,13.97
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,10.06.2019,16.07.2019,GPC06190000083,17.5
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,10.06.2019,16.07.2019,GPC06190000084,12.0
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,07.06.2019,16.07.2019,GPC06190000085,9.25
Stockport MBC,Services to People,Childrens & Educational Services,EXAM DIVIDERS,Furniture and Equipment,Environmental Services Technical Equipment ,07.06.2019,16.07.2019,GPC06190000086,56.1
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,06.06.2019,16.07.2019,GPC06190000087,8.5
Stockport MBC,Services to People,Childrens & Educational Services,OSCARS CHEADLE HULME,Furniture and Equipment,Environmental Services Technical Equipment ,03.06.2019,16.07.2019,GPC06190000088,25.13
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,03.06.2019,16.07.2019,GPC06190000089,2.76
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,FLYBE.COM N392RA       0,Travelling Expenses,Human Resources Travel & Subsistence ,21.06.2019,16.07.2019,GPC06190000090,125.47
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,AMZNMKTPLACE,Expenses and Allowances,Catering  ,20.06.2019,16.07.2019,GPC06190000091,24.25
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,EB  COMMUNITY WEALTH B,Staff Training,Human Resources  ,13.06.2019,16.07.2019,GPC06190000092,25.0
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TYREWYSE LTD,Repairs and Maintenance,"Works - Construction, Repair & Maintenance  ",07.06.2019,16.07.2019,GPC06190000093,40.0
Stockport MBC,Corporate and Support Services,Central Support Costs,BRITANNIA,Expenses and Allowances,Human Resources Training & Conferences ,01.07.2019,16.07.2019,GPC06190000094,68.0
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,01.07.2019,16.07.2019,GPC06190000095,395.9
Stockport MBC,Services to Place,Highways & Transport Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,01.07.2019,16.07.2019,GPC06190000096,183.5
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.LOCAL.GOV.UK,Expenses and Allowances,Human Resources Training & Conferences ,01.07.2019,16.07.2019,GPC06190000097,654.0
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.LOCAL.GOV.UK,Expenses and Allowances,Human Resources Training & Conferences ,01.07.2019,16.07.2019,GPC06190000098,654.0
Stockport MBC,Corporate and Support Services,Central Support Costs,BRITANNIA,Information and Communications Technology,Information Communication Technology  ,01.07.2019,16.07.2019,GPC06190000099,68.0
Stockport MBC,Services to Place,Environmental & Regulatory Services,EB  TRAMPOLINE AMP INF,Staff Training,Human Resources  ,26.06.2019,16.07.2019,GPC06190000100,130.54
Stockport MBC,Services to Place,Highways & Transport Services,WWW.SHOWDATA.COM,Fees and Charges,UNCLASSIFIED  ,20.06.2019,16.07.2019,GPC06190000101,41.5
Stockport MBC,Services to Place,Planning Services,SP   BATH PUBLISHING L,Library Equipment,Education Library Books ,20.06.2019,16.07.2019,GPC06190000102,90.0
Stockport MBC,Corporate and Support Services,Central Support Costs,PADDLE.NET  SNAPWIDGET,Information and Communications Technology,Information Communication Technology  ,15.06.2019,16.07.2019,GPC06190000103,53.97
Stockport MBC,Corporate and Support Services,Central Support Costs,AMZNMKTPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,04.06.2019,16.07.2019,GPC06190000104,5.16
Stockport MBC,Services to Place,Highways & Transport Services,TRINITY MIRROR PUBLISH,Publicity and Promotion,Facilities & Management Services  ,04.06.2019,16.07.2019,GPC06190000105,166.32
Stockport MBC,Corporate and Support Services,Cultural & Related Services,LIDL GB STOCKPORT,Publicity and Promotion,Arts & Leisure Services  ,25.06.2019,16.07.2019,GPC06190000106,6.54
Stockport MBC,Corporate and Support Services,Cultural & Related Services,ALDI 43 773,Publicity and Promotion,Arts & Leisure Services  ,22.06.2019,16.07.2019,GPC06190000107,5.54
Stockport MBC,Corporate and Support Services,Cultural & Related Services,SAINSBURYS LOC6202,Publicity and Promotion,Arts & Leisure Services  ,18.06.2019,16.07.2019,GPC06190000108,21.2
Stockport MBC,Corporate and Support Services,Cultural & Related Services,ALDI 43 773,Publicity and Promotion,Arts & Leisure Services  ,06.06.2019,16.07.2019,GPC06190000109,9.27
Stockport MBC,Services to People,Childrens & Educational Services,HOTEL IBIS,Office Expenses,Facilities & Management Services  ,01.07.2019,16.07.2019,GPC06190000110,192.0
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Office Expenses,Stationery    ,02.07.2019,16.07.2019,GPC06190000111,26.53
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Office Expenses,Stationery    ,02.07.2019,16.07.2019,GPC06190000112,3.77
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Office Expenses,Stationery    ,01.07.2019,16.07.2019,GPC06190000113,4.14
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON PRIME M650041W4,Office Expenses,Stationery    ,18.06.2019,16.07.2019,GPC06190000114,7.99
Stockport MBC,Services to People,Childrens & Educational Services,B.COM 221134-8YJ2O THE,Office Expenses,Facilities & Management Services  ,11.06.2019,16.07.2019,GPC06190000115,178.5
Stockport MBC,Services to People,Childrens & Educational Services,PAYPAL  CIRCLELIFER,Staff Training,Human Resources  ,10.06.2019,16.07.2019,GPC06190000116,380.0
Stockport MBC,Services to People,Childrens & Educational Services,TVLICENSING.CO.UK,Fees and Charges,Facilities & Management Services  ,11.06.2019,16.07.2019,GPC06190000117,154.5
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,11.06.2019,16.07.2019,GPC06190000118,64.64
Stockport MBC,Services to People,Childrens & Educational Services,THE SAFER FOOD GROUP,Staff Training,Human Resources  ,06.06.2019,16.07.2019,GPC06190000119,14.4
Stockport MBC,Corporate and Support Services,Planning Services,ASDA SUPERSTORE,Publicity and Promotion,Arts & Leisure Services  ,19.06.2019,16.07.2019,GPC06190000120,14.82
Stockport MBC,Corporate and Support Services,Central Support Costs,W M MORRISON STORE,Publicity and Promotion,Arts & Leisure Services  ,18.06.2019,16.07.2019,GPC06190000121,12.9
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE AMAZON.CO,Furniture and Equipment,Furniture & Soft Furnishings  ,21.06.2019,16.07.2019,GPC06190000122,29.94
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Furniture and Equipment,Furniture & Soft Furnishings  ,19.06.2019,16.07.2019,GPC06190000123,10.0
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Furniture and Equipment,Furniture & Soft Furnishings  ,19.06.2019,16.07.2019,GPC06190000124,7.99
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,18.06.2019,16.07.2019,GPC06190000125,58.25
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Furniture and Equipment,Furniture & Soft Furnishings  ,14.06.2019,16.07.2019,GPC06190000126,30.0
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,07.06.2019,16.07.2019,GPC06190000127,9.73
Stockport MBC,Services to People,Childrens & Educational Services,CARD FACTORY,Furniture and Equipment,Furniture & Soft Furnishings  ,06.06.2019,16.07.2019,GPC06190000128,5.73
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,05.06.2019,16.07.2019,GPC06190000129,35.34
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Furniture and Equipment,Furniture & Soft Furnishings  ,05.06.2019,16.07.2019,GPC06190000130,31.76
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,05.06.2019,16.07.2019,GPC06190000131,3.27
Stockport MBC,Services to People,Childrens & Educational Services,AMZNMKTPLACE,Furniture and Equipment,Furniture & Soft Furnishings  ,03.06.2019,16.07.2019,GPC06190000132,5.89
Stockport MBC,Services to People,Adult Social Care,P. BLAGG LTD,Furniture and Equipment,Environmental Services Technical Equipment ,05.06.2019,16.07.2019,GPC06190000133,21.05
Stockport MBC,Services to People,Childrens & Educational Services,TRAVELODGE GB0000,Care Payments,Social Community Care Supplies & Services  ,01.07.2019,16.07.2019,GPC06190000134,49.0
Stockport MBC,Services to People,Childrens & Educational Services,HOLIDAY INN AYLESB,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,29.06.2019,16.07.2019,GPC06190000135,65.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,26.06.2019,16.07.2019,GPC06190000136,7.25
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,26.06.2019,16.07.2019,GPC06190000137,70.5
Stockport MBC,Services to People,Childrens & Educational Services,LIGHT CINEMAS LTD,Publicity and Promotion,Arts & Leisure Services  ,25.06.2019,16.07.2019,GPC06190000138,113.0
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521750,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,24.06.2019,16.07.2019,GPC06190000139,219.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,25.06.2019,16.07.2019,GPC06190000140,547.5
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,25.06.2019,16.07.2019,GPC06190000141,224.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ARGOS.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,24.06.2019,16.07.2019,GPC06190000142,-200.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,24.06.2019,16.07.2019,GPC06190000143,116.6
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,24.06.2019,16.07.2019,GPC06190000144,71.1
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,24.06.2019,16.07.2019,GPC06190000145,87.4
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,24.06.2019,16.07.2019,GPC06190000146,149.5
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,20.06.2019,16.07.2019,GPC06190000147,-40.6
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,20.06.2019,16.07.2019,GPC06190000148,130.2
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,20.06.2019,16.07.2019,GPC06190000149,224.7
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,20.06.2019,16.07.2019,GPC06190000150,398.6
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,20.06.2019,16.07.2019,GPC06190000151,58.1
Stockport MBC,Services to People,Childrens & Educational Services,UNITED UTILITIES,Care Payments,Social Community Care Supplies & Services  ,19.06.2019,16.07.2019,GPC06190000152,20.91
Stockport MBC,Services to People,Childrens & Educational Services,HMCOURTS-SERVICE.G,Care Payments,Social Community Care Supplies & Services  ,19.06.2019,16.07.2019,GPC06190000153,20.0
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521695,Care Payments,Social Community Care Supplies & Services  ,18.06.2019,16.07.2019,GPC06190000154,122.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,19.06.2019,16.07.2019,GPC06190000155,55.3
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,19.06.2019,16.07.2019,GPC06190000156,51.4
Stockport MBC,Services to People,Childrens & Educational Services,TRAVELODGE GB0000,Care Payments,Social Community Care Supplies & Services  ,17.06.2019,16.07.2019,GPC06190000157,59.5
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,12.06.2019,16.07.2019,GPC06190000158,227.5
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,11.06.2019,16.07.2019,GPC06190000159,74.15
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,07.06.2019,16.07.2019,GPC06190000160,20.55
Stockport MBC,Services to People,Childrens & Educational Services,UNITED UTILITIES,Care Payments,Social Community Care Supplies & Services  ,07.06.2019,16.07.2019,GPC06190000161,41.83
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,06.06.2019,16.07.2019,GPC06190000162,217.5
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,06.06.2019,16.07.2019,GPC06190000163,217.5
