ticket_id,issue_type,ticket_created_date_time,ticket_closed_date_time,ticket_status,neighborhood_district,city,state,case_title
101000694942,Trash/Garbage Pickup,06/21/2017 12:10:24 PM,07/17/2017 11:21:27 AM,Closed,UPTOWN,NEW ORLEANS,LA,Replace Trash Cart
101000661839,Trash/Garbage Pickup,03/27/2017 08:17:46 AM,04/04/2017 03:42:54 PM,Closed,AUDUBON,NEW ORLEANS,LA,Change size of Trash Cart
101000062371,Street Light,10/03/2012 04:37:52 PM,10/23/2013 05:00:05 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Non-urgent: Outage Or Cycling
101000468977,General Service Request,10/26/2015 09:31:02 AM,10/27/2015 09:47:24 AM,Closed,,,,Finance - Revenue
101000856245,Street Light,09/11/2018 09:04:07 AM,09/13/2018 01:21:43 PM,Closed,BEHRMAN,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000656289,Residential Recycling Programs,03/10/2017 03:46:13 PM,03/31/2017 09:28:11 AM,Closed,LITTLE WOODS,NEW ORLEANS,LA,New Recycling Cart
101000658925,Abandoned Vehicle Reporting/Removal,03/17/2017 04:17:20 PM,03/21/2017 08:34:11 AM,Closed,BEHRMAN,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000512194,General Service Request,03/02/2016 09:44:19 AM,04/12/2016 11:08:25 AM,Closed,,,,Finance - Revenue
101000573655,Large Item Trash/Garbage Pickup,08/01/2016 04:34:00 PM,08/31/2016 06:28:24 PM,Closed,GARDEN DISTRICT,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000436296,Code Enforcement General Request,08/04/2015 12:24:00 PM,08/04/2015 02:04:29 PM,Closed,PONTCHARTRAIN PARK,NEW ORLEANS,LA,Code Enforcement General Request
101000416904,Abandoned Vehicle Reporting/Removal,06/19/2015 09:41:00 AM,06/24/2015 03:40:05 PM,Closed,AUDUBON,NEW ORLEANS,LA,Vehicle Tires Chalked
101000560772,Code Enforcement General Request,07/01/2016 11:41:00 AM,07/01/2016 04:46:14 PM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Code Enforcement General Request
101000455395,Tree Service Emergency,09/21/2015 09:24:00 AM,09/23/2015 07:49:55 AM,Closed,AUDUBON,NEW ORLEANS,LA,Tree Service Emergency
101000550587,Trash/Garbage Pickup,06/07/2016 01:28:57 PM,06/15/2016 09:08:29 AM,Closed,READ BLVD EAST,NEW ORLEANS,LA,Start Trash Service
101000174348,Abandoned Vehicle Reporting/Removal,08/16/2013 12:30:47 PM,08/19/2013 03:53:41 PM,Closed,TREME - LAFITTE,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000573946,Code Enforcement General Request,08/02/2016 11:50:00 AM,08/02/2016 03:16:48 PM,Closed,CENTRAL CITY,NEW ORLEANS,LA,Code Enforcement General Request
101000220905,Abandoned Vehicle Reporting/Removal,01/24/2014 02:48:57 PM,08/22/2014 09:58:50 AM,Closed,LAKEWOOD,NEW ORLEANS,LA,Junked Vehicle
101000460330,Illegal Dumping Reporting,10/02/2015 03:40:00 PM,10/29/2015 12:23:38 PM,Closed,CENTRAL CITY,NEW ORLEANS,LA,Illegal Dumping Report
101000090573,Code Enforcement General Request,12/27/2012 10:42:41 AM,03/11/2013 10:28:08 AM,Closed,MID-CITY,NEW ORLEANS,LA,Code Enforcement General Request
101000658283,Abandoned Vehicle Reporting/Removal,03/16/2017 01:14:00 PM,03/24/2017 11:52:02 AM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Junked Vehicle
101000097093,Pothole/Roadway Surface Repair,01/17/2013 11:15:29 AM,01/23/2013 09:02:56 AM,Closed,LOWER NINTH WARD,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District E)
101000725047,Subsidence,08/29/2017 02:18:00 PM,09/20/2017 09:38:07 AM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Subsidence (District D)
101000447207,Residential Recycling Programs,08/28/2015 11:24:31 AM,09/11/2015 03:38:28 PM,Closed,DILLARD,NEW ORLEANS,LA,New Recycling Cart
101000183147,Trash/Garbage Pickup,09/10/2013 11:49:52 AM,10/09/2013 11:55:53 AM,Closed,FAIRGROUNDS,NEW ORLEANS,LA,Start Trash Service
101000102381,General Service Request,02/04/2013 12:53:04 PM,12/03/2013 03:26:32 PM,Closed,,,,Public Works
101000190555,Street Light,10/02/2013 12:12:02 PM,01/19/2015 09:20:01 AM,Closed,VIAVANT,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000648061,Code Enforcement General Request,02/16/2017 02:40:00 PM,02/16/2017 04:02:42 PM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Code Enforcement General Request
101000576370,Abandoned Vehicle Reporting/Removal,08/08/2016 09:59:58 AM,08/09/2016 01:55:56 PM,Closed,AUDUBON,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000432870,Large Item Trash/Garbage Pickup,07/27/2015 02:22:41 PM,08/05/2015 09:41:02 AM,Closed,TOURO,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000315728,Street Light,09/30/2014 10:29:20 AM,04/22/2015 04:14:56 PM,Closed,READ BLVD EAST,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000010139,Pothole/Roadway Surface Repair,04/24/2012 08:01:36 AM,,Open,READ BLVD WEST,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District E)
101000371718,Trash/Garbage Pickup,03/09/2015 08:15:20 AM,03/10/2015 11:43:08 AM,Closed,GENTILLY WOODS,NEW ORLEANS,LA,Missed Collection
101000786053,Trash/Garbage Pickup,03/14/2018 12:54:00 PM,03/22/2018 09:34:58 AM,Closed,VILLAGE DE LEST,NEW ORLEANS,LA,Start Trash Service
101000585773,Residential Recycling Programs,08/26/2016 12:58:47 PM,10/17/2016 04:16:01 PM,Closed,BROADMOOR,NEW ORLEANS,LA,New Recycling Cart
101000476136,Residential Recycling Programs,11/12/2015 01:09:31 PM,12/16/2015 10:20:41 AM,Closed,BYWATER,NEW ORLEANS,LA,New Recycling Cart
101000005531,Traffic Signal,04/09/2012 02:59:41 PM,,Open,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Signal Outage
101000685450,Code Enforcement General Request,05/26/2017 09:50:00 AM,06/01/2017 09:15:57 AM,Closed,DESIRE AREA,NEW ORLEANS,LA,Code Enforcement General Request
101000762797,Illegal Dumping Reporting,01/03/2018 02:34:21 PM,02/01/2018 09:28:54 AM,Closed,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Illegal Dumping Report
101000031110,Residential Recycling Programs,07/20/2012 10:28:53 AM,07/31/2012 02:09:26 PM,Closed,MID-CITY,NEW ORLEANS,LA,New Recycling Cart
101000413449,Tree Service Emergency,06/11/2015 04:44:17 PM,06/12/2015 08:32:48 AM,Closed,READ BLVD WEST,NEW ORLEANS,LA,Tree Service Emergency
101000587412,Illegal Dumping Reporting,08/30/2016 04:32:00 PM,08/30/2016 04:32:55 PM,Closed,HOLY CROSS,NEW ORLEANS,LA,Illegal Dumping Report
101000459772,Trash/Garbage Pickup,10/01/2015 02:09:44 PM,10/15/2015 04:25:39 PM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Missed Collection
101000396255,Illegal Dumping Reporting,05/06/2015 12:22:00 PM,05/06/2015 12:23:01 PM,Closed,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Illegal Dumping Report
101000295749,Code Enforcement General Request,08/11/2014 01:57:00 PM,08/12/2014 03:12:02 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Code Enforcement General Request
101000885427,Abandoned Vehicle Reporting/Removal,11/19/2018 04:02:03 PM,11/20/2018 02:29:11 PM,Closed,ST. ROCH,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000105203,Pothole/Roadway Surface Repair,02/13/2013 09:58:21 AM,04/10/2014 08:50:16 AM,Closed,LAKEVIEW,NEW ORLEANS,LA,Roadway Surface Repair - Pothole
101000855457,Tree Service,09/10/2018 09:08:57 AM,09/10/2018 09:56:03 AM,Closed,MID-CITY,NEW ORLEANS,LA,Tree Service
101000302756,Abandoned Vehicle Reporting/Removal,08/28/2014 08:07:00 AM,09/12/2014 03:11:01 PM,Closed,LOWER GARDEN DISTRICT,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000544639,Abandoned Vehicle Reporting/Removal,05/23/2016 03:50:00 PM,07/20/2016 07:59:31 AM,Closed,CENTRAL CITY,NEW ORLEANS,LA,Junked Vehicle
101000438532,Trash/Garbage Pickup,08/10/2015 01:09:40 PM,08/18/2015 10:44:28 AM,Closed,FLORIDA AREA,NEW ORLEANS,LA,Repair Trash Cart
101000201668,Street Light,11/07/2013 12:48:31 PM,10/20/2014 01:26:27 PM,Closed,READ BLVD EAST,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000413251,Street Light,06/11/2015 02:08:33 PM,08/12/2015 11:02:59 AM,Closed,MARLYVILLE - FONTAINBLEAU,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000754027,Abandoned Vehicle Reporting/Removal,11/29/2017 02:12:00 PM,12/16/2017 01:56:47 PM,Closed,FLORIDA AREA,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000439583,Residential Recycling Programs,08/11/2015 04:50:10 PM,10/07/2015 03:48:24 PM,Closed,McDONOGH,NEW ORLEANS,LA,New Recycling Cart
101000219548,Street Light,01/21/2014 01:05:44 PM,08/04/2014 04:43:42 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000322000,Subsidence,10/16/2014 02:02:00 PM,10/17/2014 08:44:00 AM,Closed,ST. ROCH,NEW ORLEANS,LA,Subsidence (District D)
101000628773,Residential Recycling Programs,12/16/2016 10:36:38 AM,03/08/2017 02:22:07 PM,Closed,LAKESHORE - LAKE VISTA,NEW ORLEANS,LA,Repair Recycling Cart
101000408107,Illegal Dumping Reporting,06/02/2015 11:12:00 AM,06/02/2015 11:13:42 AM,Closed,B. W. COOPER,NEW ORLEANS,LA,Illegal Dumping Report
101000608997,Large Item Trash/Garbage Pickup,10/21/2016 12:21:30 PM,11/03/2016 09:59:10 AM,Closed,FRENCH QUARTER,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000684610,Trash/Garbage Pickup,05/24/2017 12:50:35 PM,05/26/2017 08:38:40 AM,Closed,BYWATER,NEW ORLEANS,LA,Replace Trash Cart
101000294478,Abandoned Vehicle Reporting/Removal,08/07/2014 12:38:00 PM,08/27/2014 03:21:33 PM,Closed,CENTRAL CITY,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000225266,Code Enforcement General Request,02/10/2014 11:00:10 AM,02/10/2014 11:32:43 AM,Closed,MARIGNY,NEW ORLEANS,LA,Code Enforcement General Request
101000158719,Street Flooding/Drainage,07/12/2013 03:20:48 PM,07/15/2013 10:04:16 AM,Closed,MILAN,NEW ORLEANS,LA,Catch Basin - Clogged
101000813001,Code Enforcement General Request,05/31/2018 02:20:00 PM,05/31/2018 02:44:13 PM,Closed,GENTILLY TERRACE,NEW ORLEANS,LA,Code Enforcement General Request
101000011629,Code Enforcement General Request,04/27/2012 09:56:00 AM,09/24/2012 03:55:04 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Code Enforcement General Request
101000785787,Code Enforcement General Request,03/14/2018 08:11:00 AM,03/14/2018 09:39:06 AM,Closed,CENTRAL CITY,NEW ORLEANS,LA,Code Enforcement General Request
101000827317,Abandoned Vehicle Reporting/Removal,07/03/2018 04:18:00 PM,,Open,BROADMOOR,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000654571,Abandoned Vehicle Reporting/Removal,03/07/2017 02:34:00 PM,10/11/2017 02:04:15 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Vehicle on Private Property
101000865283,Code Enforcement General Request,10/01/2018 08:12:00 AM,10/02/2018 03:36:26 PM,Closed,DIXON,NEW ORLEANS,LA,Code Enforcement General Request
101000101851,Traffic Signal,01/31/2013 01:38:38 PM,01/31/2013 04:48:20 PM,Closed,MID-CITY,NEW ORLEANS,LA,Traffic Signal Signal Outage
101000272796,Street Light,06/17/2014 01:26:25 PM,10/23/2014 11:22:08 AM,Closed,TREME - LAFITTE,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000705806,Code Enforcement General Request,07/19/2017 08:37:00 AM,07/19/2017 09:39:39 AM,Closed,HOLLYGROVE,NEW ORLEANS,LA,Code Enforcement General Request
101000704370,Abandoned Vehicle Reporting/Removal,07/14/2017 04:07:00 PM,10/12/2017 02:45:02 PM,Closed,LAKEVIEW,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000016670,Code Enforcement General Request,05/14/2012 04:31:31 PM,06/14/2012 03:03:51 PM,Closed,LAKEVIEW,NEW ORLEANS,LA,Code Enforcement General Request
101000009912,General Service Request,04/23/2012 12:50:20 PM,08/10/2012 11:19:34 AM,Closed,FILLMORE,NEW ORLEANS,LA,Code Enforcement
101000582943,Code Enforcement General Request,08/22/2016 09:46:00 AM,08/22/2016 10:10:32 AM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Code Enforcement General Request
101000770536,Code Enforcement General Request,01/29/2018 03:20:31 PM,01/29/2018 03:23:11 PM,Closed,DESIRE AREA,NEW ORLEANS,LA,Code Enforcement General Request
101000725165,Catch Basin Maintenance,08/30/2017 07:52:00 AM,04/06/2018 09:48:20 AM,Closed,DILLARD,NEW ORLEANS,LA,Catch Basin - Clogged
101000754594,Residential Recycling Programs,11/30/2017 04:02:50 PM,12/05/2017 11:30:41 AM,Closed,READ BLVD EAST,NEW ORLEANS,LA,New Recycling Cart
101000528100,Large Item Trash/Garbage Pickup,04/12/2016 09:58:04 AM,04/19/2016 11:05:36 AM,Closed,WEST RIVERSIDE,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000708174,Tree Service Emergency,07/24/2017 02:55:42 PM,07/25/2017 08:45:11 AM,Closed,NAVARRE,NEW ORLEANS,LA,Tree Service Emergency
101000760163,Catch Basin Maintenance,12/20/2017 08:08:00 AM,,Open,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Catch Basin - Clogged
101000867223,Catch Basin Maintenance,10/03/2018 02:21:00 PM,10/18/2018 01:39:48 PM,Closed,WHITNEY,NEW ORLEANS,LA,Catch Basin - Clogged
101000298341,Code Enforcement General Request,08/18/2014 09:15:00 AM,08/18/2014 09:52:54 AM,Closed,PLUM ORCHARD,NEW ORLEANS,LA,Code Enforcement General Request
101000421954,Abandoned Vehicle Reporting/Removal,07/01/2015 11:32:00 AM,09/24/2015 11:13:39 AM,Closed,ST. BERNARD AREA,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000418381,Street Light,06/23/2015 12:05:37 PM,08/20/2015 11:50:53 AM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000395842,Trash/Garbage Pickup,05/05/2015 03:32:25 PM,05/05/2015 05:09:39 PM,Closed,LOWER GARDEN DISTRICT,NEW ORLEANS,LA,Start Trash Service
101000854353,Code Enforcement General Request,09/06/2018 01:09:00 PM,09/06/2018 03:09:15 PM,Closed,LOWER NINTH WARD,NEW ORLEANS,LA,Code Enforcement General Request
101000305271,Code Enforcement General Request,09/04/2014 08:41:00 AM,09/04/2014 01:57:09 PM,Closed,FILLMORE,NEW ORLEANS,LA,Code Enforcement General Request
101000676843,Street Light,05/04/2017 11:19:12 AM,07/11/2017 09:21:04 AM,Closed,FAIRGROUNDS,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000877918,Code Enforcement General Request,10/30/2018 12:25:00 PM,10/30/2018 01:23:37 PM,Closed,OLD AURORA,NEW ORLEANS,LA,Code Enforcement General Request
101000840056,Rodent Complaint,08/02/2018 09:16:53 AM,08/06/2018 03:00:48 PM,Closed,OLD AURORA,NEW ORLEANS,LA,Rodent Complaint
101000821313,Abandoned Vehicle Reporting/Removal,06/20/2018 02:43:00 PM,08/22/2018 12:34:22 PM,Closed,HOLLYGROVE,NEW ORLEANS,LA,Junked Vehicle
101000587784,General Service Request,08/31/2016 12:57:34 PM,09/01/2016 02:48:57 PM,Closed,,,,Finance - Revenue
101000517675,Abandoned Vehicle Reporting/Removal,03/16/2016 09:52:00 AM,04/23/2016 09:12:33 AM,Closed,UPTOWN,NEW ORLEANS,LA,Junked Vehicle
101000316885,Street Light,10/02/2014 10:40:07 AM,05/06/2015 03:38:36 PM,Closed,DESIRE AREA,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000186068,Tree Service,09/18/2013 04:42:04 PM,03/20/2015 07:26:20 AM,Closed,ALGIERS POINT,NEW ORLEANS,LA,Tree Service
101000747038,Trash/Garbage Pickup,11/03/2017 11:51:40 AM,11/06/2017 10:09:57 AM,Closed,DILLARD,NEW ORLEANS,LA,Missed Collection
101000177538,Code Enforcement General Request,08/26/2013 09:05:04 AM,08/26/2013 10:09:13 AM,Closed,ST. ROCH,NEW ORLEANS,LA,Code Enforcement General Request
101000413418,Residential Recycling Programs,06/11/2015 04:06:51 PM,07/23/2015 02:07:36 PM,Closed,CITY PARK,NEW ORLEANS,LA,New Recycling Cart
101000356256,Trash/Garbage Pickup,01/28/2015 01:11:52 PM,01/28/2015 01:55:45 PM,Closed,BROADMOOR,NEW ORLEANS,LA,Start Trash Service
101000477172,Catch Basin Maintenance,11/16/2015 12:53:00 PM,11/20/2015 10:19:00 AM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Catch Basin - Cover Damaged
101000241070,Tree Service,03/25/2014 03:01:00 PM,08/19/2015 01:52:07 PM,Closed,MARIGNY,NEW ORLEANS,LA,Tree Service
101000842397,Large Item Trash/Garbage Pickup,08/08/2018 09:29:28 AM,08/22/2018 12:36:22 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000069867,Street Light,10/19/2012 12:33:29 PM,11/30/2012 04:37:15 PM,Closed,FILMORE,NEW ORLEANS,LA,Non-urgent: Outage Or Cycling
101000731748,Abandoned Vehicle Reporting/Removal,09/19/2017 09:48:00 AM,10/16/2017 01:35:10 PM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000862653,Large Item Trash/Garbage Pickup,09/24/2018 12:17:04 PM,10/04/2018 07:45:25 AM,Closed,UPTOWN,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000635126,Pothole/Roadway Surface Repair,01/10/2017 02:46:00 PM,01/25/2017 03:06:07 PM,Closed,BYWATER,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District C)
101000542370,General Service Request,05/17/2016 02:50:51 PM,05/19/2016 01:42:27 PM,Closed,,,,Finance - Revenue
101000184408,Residential Recycling Programs,09/13/2013 09:34:38 AM,10/30/2013 11:50:51 AM,Closed,OLD AURORA,NEW ORLEANS,LA,New Recycling Cart
101000626056,Code Enforcement General Request,12/07/2016 04:31:00 PM,12/07/2016 04:44:50 PM,Closed,BEHRMAN,NEW ORLEANS,LA,Code Enforcement General Request
101000715870,Trash/Garbage Pickup,08/10/2017 01:25:34 PM,09/21/2017 12:34:00 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Change size of Trash Cart
101000275217,Street Light,06/23/2014 02:28:12 PM,12/18/2014 01:15:35 PM,Closed,TULANE - GRAVIER,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
