"ï»¿""Species""",EspÃ¨ces,Infection,Infection.1,Date Confirmed/Date de confirmation,Location,Lieu,Animal type infected,Type d'animal infectÃ©,Scientific Name,Nom scientifique,Note,Note.1
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2014-05-27,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2014-02-02,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious haematopoietic necrosis,Infectious haematopoietic necrosis,2014-12-12,British Columbia,Colombie-Britannique,Sockeye salmon,Saumon rouge,Oncorhynchus nerka,Oncorhynchus nerka,,
Finfish,Poissons,Infectious haematopoietic necrosis,Infectious haematopoietic necrosis,2014-12-12,British Columbia,Colombie-Britannique,Sockeye salmon,Saumon rouge,Oncorhynchus nerka,Oncorhynchus nerka,,
Finfish,Poissons,Infectious haematopoietic necrosis,Infectious haematopoietic necrosis,2014-12-12,British Columbia,Colombie-Britannique,Chinook salmon,Saumon quinnat,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,,
Finfish,Poissons,Infectious haematopoietic necrosis,Infectious haematopoietic necrosis,2014-01-28,British Columbia,Colombie-Britannique,Steelhead trout,Saumon arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Viral haemorrhagic septicaemia,SepticÃ©mie hÃ©morragique virale,2014-03-26,British Columbia,Colombie-Britannique,Pacific herring,Hareng du Pacifique,Clupea pallasii,Clupea pallasii,,
Finfish,Poissons,Viral haemorrhagic septicaemia,SepticÃ©mie hÃ©morragique virale,2014-03-26,British Columbia,Colombie-Britannique,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Molluscs,Mollusques,Denman Island Disease (Mikrocytos mackini),Maladie de l'Ãle Denman (Mikrocytos mackini),2013-05-28,British Columbia,Colombie-Britannique,Pacific cupped oyster,HuÃ®tre creuse du Pacifique,Crassostrea gigas,Crassostrea gigas,,
Molluscs,Mollusques,Haplosporidium nelsoni,Haplosporidium nelsoni,2013-09-13,Nova Scotia,Nouvelle-Ãcosse,American oyster,HuÃ®tre amÃ©ricaine,Crassostrea virginica,Crassostrea virginica,,
Molluscs,Mollusques,Haplosporidium nelsoni,Haplosporidium nelsoni,2013-09-06,Nova Scotia,Nouvelle-Ãcosse,American oyster,HuÃ®tre amÃ©ricaine,Crassostrea virginica,Crassostrea virginica,,
Molluscs,Mollusques,Haplosporidium nelsoni,Haplosporidium nelsoni,2013-07-26,British Columbia,Colombie-Britannique,Pacific cupped oyster,HuÃ®tre creuse du Pacifique,Crassostrea gigas,Crassostrea gigas,,
Molluscs,Mollusques,Haplosporidium nelsoni,Haplosporidium nelsoni,2013-06-03,Nova Scotia,Nouvelle-Ãcosse,American oyster,HuÃ®tre amÃ©ricaine,Crassostrea virginica,Crassostrea virginica,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2013-09-25,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2013-09-25,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2013-07-04,Quebec,QuÃ©bec,Brook trout,Omble de fontaine,Salvelinus fontinalis,Salvelinus fontinalis,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2013-07-02,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2013-05-15,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2013-03-15,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2013-02-08,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2013-01-03,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-12-06,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-12-05,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-11-07,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-10-25,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-10-25,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-10-18,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-10-10,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-07-26,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-07-15,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-07-04,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-07-04,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-06-05,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-05-29,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-05-29,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-04-12,Newfoundland and Labrador,Terre-Neuve et Labrador,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-04-12,Newfoundland and Labrador,Terre-Neuve et Labrador,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2013-01-10,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Viral haemorrhagic septicaemia,SepticÃ©mie hÃ©morragique virale,2013-08-21,British Columbia,Colombie-Britannique,Pacific Herring,Hareng du Pacifique,Clupea pallasii,Clupea pallasii,,
Molluscs,Mollusques,Haplosporidium nelsoni,Haplosporidium nelsoni,2012-12-19,Nova Scotia,Nouvelle-Ãcosse,American oyster,HuÃ®tre amÃ©ricaine,Crassostrea virginica,Crassostrea virginica,,
Molluscs,Mollusques,Haplosporidium nelsoni,Haplosporidium nelsoni,2012-07-20,Nova Scotia,Nouvelle-Ãcosse,American oyster,HuÃ®tre amÃ©ricaine,Crassostrea virginica,Crassostrea virginica,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-11-19,Quebec,QuÃ©bec,Brook trout,Omble de fontaine,Salvelinus fontinalis,Salvelinus fontinalis,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-11-19,Quebec,QuÃ©bec,Arctic char,Omble chevalier,Salvelinus alpinus,Salvelinus alpinus,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-10-30,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-10-24,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-09-14,Manitoba,Manitoba,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-09-14,Manitoba,Manitoba,Splake trout,Moulac,Salvelinus namaycush X Salvelinus fontinalis,Salvelinus namaycush X Salvelinus fontinalis,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-06-01,Nova Scotia,Nouvelle-Ãcosse,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-06-01,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-05-03,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-03-20,Nova Scotia,Nouvelle-Ãcosse,Rainbow trout,Truite arc-en-ciel,Oncorhynchus mykiss,Oncorhynchus mykiss,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-02-06,Quebec,QuÃ©bec,Brook trout,Omble de fontaine,Salvelinus fontinalis,Salvelinus fontinalis,,
Finfish,Poissons,Infectious pancreatic necrosis,NÃ©crose pancrÃ©atique infectieuse,2012-02-06,Quebec,QuÃ©bec,Brown trout,Truite brune,Salmo trutta,Salmo trutta,,
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2012-12-17,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2012-12-05,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2012-08-28,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2012-08-08,Nova Scotia,Nouvelle-Ãcosse,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2012-07-06,Newfoundland,Terre-Neuve,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2012-07-06,Nova Scotia,Nouvelle-Ãcosse,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2012-04-26,New Brunswick,Nouveau-Brunswick,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2012-04-24,Nova Scotia,Nouvelle-Ãcosse,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,This virus strain is not known to cause disease,La souche virale n'est pas reconnue comme agent causal de maladie
Finfish,Poissons,Infectious salmon anaemia,AnÃ©mie infectieuse du saumon,2012-03-07,Nova Scotia,Nouvelle-Ãcosse,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious haematopoietic necrosis,Infectious haematopoietic necrosis,2012-09-25,British Columbia,Colombie-Britannique,Sockeye salmon,Saumon rouge,Oncorhynchus nerka,Oncorhynchus nerka,,
Finfish,Poissons,Infectious haematopoietic necrosis,Infectious haematopoietic necrosis,2012-08-07,British Columbia,Colombie-Britannique,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious haematopoietic necrosis,Infectious haematopoietic necrosis,2012-08-03,British Columbia,Colombie-Britannique,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
Finfish,Poissons,Infectious haematopoietic necrosis,Infectious haematopoietic necrosis,2012-05-30,British Columbia,Colombie-Britannique,Atlantic salmon,Saumon de l'Atlantique,Salmo salar,Salmo salar,,
