Reference Number,Owning Dept/ALB Department,ALB,Case Name,Case details,Value (£) (excluding VAT),Approval date,Control
HMGC5195,HMRC,,Customs Handling of Import and Export Freight (CHIEF),Extension of the current CHIEF service provided by Fujitsu as contingency in the event of EU Exit and Customs Declaration Service (CDS) (the replacement service) to cover any additional declaration volumes,£22m,01/04/2019,Commercial
