DfENumber,SchoolName,Year,Places,PlaceAllocated,1stPref,2ndPref,3rdPref,4thPref,5thPref,Unplaced,SLE,Catchment,Sibling,Distance,OutsideSpecifiedArea,InsideSpecifiedArea,Religion,Feeder,Other,Total
8164702,All Saints Rc School,2012,178,162,152,9,1,0,0,0,3,0,15,19,0,0,125,0,0,162
8164500,Archbishop Holgates CE School,2012,162,164,162,2,0,0,0,0,6,39,54,33,0,0,32,0,0,164
8164003,Canon Lee School,2012,190,118,114,3,0,0,0,1,2,113,2,0,0,0,0,0,0,118
8164153,Fulford School,2012,208,214,212,2,0,0,0,0,4,207,3,0,0,0,0,0,0,214
8164063,Huntington School,2012,239,238,232,5,0,0,0,1,5,155,20,57,0,0,0,0,0,238
8164508,Joseph Rowntree School,2012,220,183,181,2,0,0,0,0,2,127,11,43,0,0,0,0,0,183
8164602,Manor CE School,2012,180,180,180,0,0,0,0,0,4,0,0,0,0,77,99,0,0,180
8164229,Millthorpe School,2012,204,202,177,21,3,0,0,1,2,139,18,42,0,0,0,0,0,202
8164703,York High School,2012,180,162,144,9,0,0,0,9,4,138,3,8,0,0,0,0,0,162
