COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE,SURFACE LONGITUDE,SURFACE LATITUDE
Pennzoil Products Co.,Allegany,Bolivar,31003700000000,Green 512(G),UL,IW,-78.18249,42.082640000000005
Unknown,Cattaraugus,Allegany,31009700000000,KC 355,UN,NL,-78.51787,42.017475
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 197,UL,OD,-77.70591999999999,42.08899
Unknown,Allegany,Alma,31003700000000,Root F 292,UL,NL,-78.05953000000001,42.065253999999996
Unknown,Cattaraugus,Allegany,31009700000000,KC 484,UM,NL,-78.52291,42.014590999999996
Unknown,Cattaraugus,Allegany,31009700000000,KC 361,UN,NL,-78.51817,42.01984
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 98,UN,NL,-78.15146999999999,42.069901
Unknown,Steuben,Troupsburg,31101000000000,Troupsburg Well,UM,DW,,
Unknown,Cattaraugus,Allegany,31009700000000,KC 554,UM,NL,-78.52521999999999,42.015499
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 114,UN,NL,-78.15196,42.069599
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Fo-10,UL,OD,-78.55376,42.015229999999995
Unknown,Allegany,Wirt,31003700000000,Crockett D 12,UN,NL,-78.17103,42.087547
Penn York Natural Gas,Steuben,West Union,31101000000000,Nixon 1,UM,GW,-77.67634,42.05761
"Yager, Eileen R.",Oswego,Richland,31075100000000,Yager 1,UL,GW,-76.19569,43.508959999999995
Unknown,Allegany,Bolivar,31003700000000,PFG 38,UN,NL,-78.13128,42.076248
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar 14,UL,OD,-78.1118,42.028397999999996
Belmont Quadrangle Drilling,Seneca,Ovid,31099000000000,Chapman 1,UL,DW,-76.78169,42.675740000000005
NY Gas & Elec.,Erie,Lancaster,31029000000000,Klinkman F 2,UN,GD,-78.62234000000001,42.91397
Unknown,Allegany,Wirt,31003700000000,Schamberger J 74,UM,NL,-78.18893,42.088413
Unknown,Allegany,Bolivar,31003700000000,Dunn P 46,UM,NL,-78.15393,42.059315000000005
Unknown,Allegany,Wirt,31003700000000,Reiman L 81,UN,NL,-78.15088,42.09605
Unknown,Allegany,Alma,31003700000000,Root F 249,UL,NL,-78.06728000000001,42.058417999999996
Unknown,Allegany,Bolivar,31003700000000,PFG 74,UN,NL,-78.13464,42.072842
P & G Oil Co.,Allegany,Willing,31003600000000,Minges U3,UL,NL,-77.90168,42.08234
Unknown,Allegany,Wirt,31003700000000,Jakima S 6,UM,NL,-78.14277,42.095043
"Boyce, et al",Wayne,Galen,31117000000000,Ely C D,UM,GD,-76.84987,43.08531
"Lee Oil Company, Inc.",Steuben,West Union,31101100000000,Coleman 0-404,UL,OD,-77.69245,42.09343
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 317,UL,IW,-77.70863,42.097190000000005
Unknown,Seneca,Junius,31099000000000,Pryor,UM,DH,,
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley U3,UL,NL,-77.70721,42.096759999999996
Unknown,Allegany,Scio,31003600000000,M055,UL,IW,-78.02801,42.09539
Wood Oil Co.,Cattaraugus,Olean,31009600000000,68,UL,IW,-78.4196,42.005278999999994
Unknown,Allegany,Genesee,31003600000000,Hughes 5,UL,OD,-78.21955,42.06264
Unknown,Orleans,Murray,31073100000000,T-1,UM,SG,-78.03355,43.21843
Unknown,Allegany,Bolivar,31003700000000,PG 45,UM,NL,-78.07834,42.061523
Unknown,Allegany,Wirt,31003700000000,Crockett D 84,UN,NL,-78.17675,42.083397
Unknown,Allegany,Bolivar,31003700000000,PFG 51,UM,NL,-78.13313000000001,42.072815000000006
Unknown,Allegany,Wirt,31003700000000,Reiman L 115,UN,NL,-78.15393,42.094165999999994
Felmont & Donavan,Steuben,Hartsville,31101000000000,Critchlow 1,UM,DW,-77.68448000000001,42.21248
Unknown,Allegany,Bolivar,31003700000000,PYR 130,UN,NL,-78.18024,42.082848
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 32,UL,IW,-78.11363,42.084412
"Loomis, T.B.",Yates,Middlesex,31123000000000,Loomis 3,UM,DH,-77.23795,42.74637
"Hanes, Merlin",Cattaraugus,Allegany,31009100000000,Roggenbaum 15,UM,OD,-78.5677,42.07996
Seneca Nation of Indians,Erie,Collins,31029700000000,Hoag 1660-I,UN,GD,-78.96218,42.51828
Unknown,Allegany,Bolivar,31003700000000,PG 41,UN,NL,-78.07828,42.062992
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Go-2,UL,OD,-78.56813000000001,42.021029999999996
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead W4,UL,IW,-78.08883,42.064857
Unknown,Allegany,Bolivar,31003700000000,Dunn P 3,UN,NL,-78.15189000000001,42.055634000000005
Unknown,Cattaraugus,Allegany,31009700000000,KC 507,UN,NL,-78.52387,42.006015999999995
Unknown,Erie,Brant,31029000000000,Patterson,UN,NL,-79.07751999999999,42.554790000000004
Geneva Gas,Ontario,Seneca,31069000000000,Stewart Nurseries 1,UM,DW,-77.089,42.896840000000005
Unknown,Allegany,Bolivar,31003700000000,OR 64,UN,NL,-78.09635,42.065727
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Banburg James 1,UM,NL,-76.18842,43.586690000000004
Unknown,Allegany,Bolivar,31003700000000,Dunn J 4,UM,NL,-78.16116,42.056847
NYS Natural Gas Corp.,Ontario,Phelps,31069000000000,Smith Donald 0,UM,GD,-76.97633,42.92139
Unknown,Allegany,Wirt,31003700000000,Reiman L 49,UN,NL,-78.14911,42.096813
Unknown,Cattaraugus,Allegany,31009700000000,KC 917,UN,NL,-78.54199,42.003597
"Capron, Lee H. and Elsie",Chautauqua,Busti,31013100000000,Capron Lee 1,UL,GD,-79.32739000000001,42.04681
Unknown,Ontario,Gorham,31069000000000,Fisher 2,UM,GD,-77.262,42.765159999999995
Unknown,Allegany,Alma,31003700000000,Balcerak G 37,UM,NL,-78.06421999999999,42.063686
Unknown,Cattaraugus,Allegany,31009600000000,Kurty U01,UL,OD,-78.49688,42.02939
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Austin 396,UM,OD,,
Haskins Oil Co.,Allegany,Scio,31003100000000,Gowdy 68,UL,OD,-78.01968000000001,42.09197
Unknown,Allegany,Wirt,31003700000000,Crockett D 42,UN,NL,-78.17355,42.087555
Unknown,Allegany,Alma,31003700000000,Balcerak G 9,UM,NL,-78.06234,42.060627000000004
Unknown,Allegany,Wirt,31003700000000,Schamberger J 47,UM,NL,-78.18744000000001,42.091105999999996
Phoenix Gas Co.,Seneca,Seneca Falls,31099000000000,Well 10,UM,GD,-76.77958000000001,42.91084
Unknown,Allegany,Wirt,31003700000000,PYR 37,UM,NL,-78.1773,42.086696999999994
NYS Natural Gas Corp.,Steuben,Corning,31101000000000,Robinson 1,UM,DW,-77.01519,42.15687
Unknown,Allegany,Alma,31003700000000,Root F 200,UM,NL,-78.06102,42.061642
Alden Batavia Natural Gas Co.,Genesee,Alexander,31037000000000,Kelsey 1,UM,DW,-78.19556,42.90105
Alden Batavia Natural Gas Co.,Genesee,Bethany,31037000000000,Partridge 2,UM,GD,-78.08868000000001,42.88682
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead W11,UL,IW,-78.08885,42.061306
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 012,UL,IW,-77.96904,42.034479
Unknown,Cattaraugus,Carrollton,31009500000000,Roggenbaum U1,UL,OD,-78.609,42.081959999999995
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ho-5,UN,OD,-78.57285,42.01984
"White, Rufus",Jefferson,Adams,31045000000000,White 1,UN,DW,-76.04307,43.81543
Unknown,Allegany,Wirt,31003700000000,Crockett D 40,UM,NL,-78.17354,42.088402
"Lee Oil Company, Inc.",Steuben,West Union,31101200000000,Hamilton 2,UL,OD,-77.70172,42.08229
Unknown,Allegany,Bolivar,31003700000000,Dunn P 43,UM,NL,-78.15392,42.060879
Unknown,Allegany,Bolivar,31003700000000,DF 74,UN,NL,-78.12796999999999,42.035381
"Carpenter, J.",Schuyler,Hector,31097000000000,Shearer 1,UL,DW,-76.83203,42.38889
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley P-29,UL,IW,-77.70461,42.09744
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 54,UL,OD,-78.11403,42.081907
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-16,UL,OD,-77.7065,42.09537
Unknown,Allegany,Wirt,31003700000000,Reiman L 34,UN,NL,-78.14815,42.095046999999994
Unknown,Cattaraugus,Allegany,31009700000000,KC 988,UL,NL,-78.5153,42.011959999999995
Meridian Gas Co.,Onondaga,Elbridge,31067000000000,Ashby Harvey 1,UL,GW,-76.46701999999999,43.071059000000005
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Eo-14,UN,OD,-78.56452,42.013290000000005
Unknown,Cattaraugus,Allegany,31009700000000,KC 524,UM,NL,-78.52444,42.000427
"Lee Oil Company, Inc.",Cattaraugus,Carrollton,31009200000000,McCaffery 6,UL,OD,-78.60521,42.07278
Unknown,Cattaraugus,Allegany,31009700000000,KC 504,UM,NL,-78.5238,42.013611
"Dougherty, F.L.",Chautauqua,Hanover,31013000000000,Ielfield 1,UM,GD,-79.14228,42.53856
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 05,UL,OD,-77.7109,42.09405
Unknown,Allegany,Alma,31003700000000,Root F 272,UM,NL,-78.05566999999999,42.064995
"Strait, J.H. Milling",Steuben,Hornellsville,31101000000000,Amidon Bros & Wright 1,UM,DW,-77.68302,42.28621
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-9,UL,OD,-77.70148,42.0943
Unknown,Allegany,Bolivar,31003700000000,OR 49,UM,NL,-78.0937,42.066208
Bradley Producing Corp.,Allegany,Clarksville,31003100000000,Gray 11,UL,OD,-78.23119,42.121749
Unknown,Allegany,Genesee,31003600000000,Oconnor 28,UL,OD,-78.2326,42.053779999999996
"Lee Oil Company, Inc.",Steuben,West Union,31101100000000,Rex O-412,UL,OD,-77.69548,42.09256
Johnston Drilling Co. et al,Tompkins,Ulysses,31109000000000,Ellis Lloyd 1,UM,DW,-76.69159,42.51704
"Drury, George",Ontario,Richmond,31069000000000,Olmstead 1,UM,DH,-77.5183,42.7939
"Karim, Raja Abdul",Cayuga,Cato,31011100000000,Karim 1,UL,GE,-76.56169,43.108847999999995
"Republic Light, Heat & Power",Genesee,Pavilion,31037100000000,Bradley Robert 1 1,UM,GD,-78.00534,42.9401
Ontario Gas,Ontario,West Bloomfield,31069000000000,Grundman 1,UL,GD,-77.53931,42.858290000000004
Unknown,Erie,Alden,31029700000000,Bicheler 1,UL,NL,-78.52131999999999,42.89671
Lepley and Black,Chautauqua,Busti,31013100000000,Johnson 2,UL,OD,-79.3057,42.01132
Unknown,Cattaraugus,Allegany,31009700000000,KC 204,UN,NL,-78.50533,42.000229
Unknown,Allegany,Wirt,31003700000000,Webb E 15,UM,NL,-78.14649,42.097565
Unknown,Allegany,Alma,31003700000000,Root F 98,UM,NL,-78.05689,42.059074
Unknown,Cattaraugus,Allegany,31009700000000,KC 701,UM,NL,-78.53005,42.010395
"Chris Glade Oil & Gas, LLC",Schuyler,Reading,31097200000000,Anderson 1,UL,GD,-76.93127,42.435331
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease 27,UL,OD,-78.45413,42.02706
Unknown,Allegany,Alma,31003700000000,Root F 54,UM,NL,-78.05475,42.060818
Unknown,Allegany,Alma,31003700000000,Root F 170,UL,NL,-78.05969,42.058937
Unknown,Cattaraugus,Allegany,31009600000000,Kurty U29,UL,OD,-78.49855,42.025859999999994
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Eo-13,UN,OD,-78.56603,42.01211
"Conrad, B.W.",Cattaraugus,Perrysburg,31009000000000,Fee 1,UN,GD,-78.99189,42.51835
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1371,UL,OD,-78.10488000000001,42.068103
Unknown,Cattaraugus,Allegany,31009700000000,KC 219,UN,NL,-78.50741,42.002888
Unknown,Allegany,Alma,31003700000000,Root F 209,UL,NL,-78.06133,42.058921999999995
Unknown,Allegany,Alma,31003700000000,Root F 279,UM,NL,-78.05814000000001,42.065234999999994
Unknown,Steuben,West Union,31101600000000,Fontana U1,UL,OD,-77.72754,42.06994
Appalachian Development,Steuben,Bath,31101000000000,Thompson 1,UL,DW,-77.26557,42.30393
Unknown,Allegany,Alma,31003700000000,Root F 166,UM,NL,-78.05951999999999,42.063412
Maple Gas Co.,Cattaraugus,Red House,31009100000000,Allegany State Park 83,UN,NL,,
Unknown,Allegany,Bolivar,31003700000000,Dunn J 28,UM,NL,-78.15959000000001,42.062973
Unknown,Allegany,Bolivar,31003700000000,Dunn J 6,UM,NL,-78.16125,42.057777
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Barton C H and Rose,UM,GD,-79.22749,42.47916
Unknown,Steuben,West Union,31101600000000,Wallace U1,UL,GD,-77.72414,42.09809
Unknown,Chautauqua,Carroll,31013700000000,JRJ Enterprises 2,UL,NL,-79.15057,42.024809999999995
Unknown,Cattaraugus,Allegany,31009700000000,KC 514,UN,NL,-78.52399,42.006683
Unknown,Erie,Evans,31029000000000,Carpenter Albert 2,UN,GD,-79.10002,42.6153
Newfield Gas & Oil,Livingston,North Dansville,31051000000000,Kridler 5,UM,GD,-77.71524000000001,42.55514
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1328,UL,OD,-78.10007,42.06855
Unknown,Cattaraugus,Allegany,31009700000000,KC 607,UM,NL,-78.52712,42.012051
