Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Furniture and Equipment,Furniture & Soft Furnishings  ,21.08.2018,16.09.2018,GPC08180000033,16.28
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Furniture and Equipment,Furniture & Soft Furnishings  ,21.08.2018,16.09.2018,GPC08180000034,16.13
Stockport MBC,Services to People,Childrens & Educational Services,PSD - FRAUD PERM. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,29.07.2018,16.09.2018,GPC08180000035,-16.13
Stockport MBC,Services to People,Childrens & Educational Services,PSD - FRAUD PERM. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,31.07.2018,16.09.2018,GPC08180000036,-16.32
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Furniture and Equipment,Furniture & Soft Furnishings  ,21.08.2018,16.09.2018,GPC08180000037,16.13
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Furniture and Equipment,Furniture & Soft Furnishings  ,21.08.2018,16.09.2018,GPC08180000038,16.13
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Furniture and Equipment,Furniture & Soft Furnishings  ,21.08.2018,16.09.2018,GPC08180000039,16.32
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Furniture and Equipment,Furniture & Soft Furnishings  ,21.08.2018,16.09.2018,GPC08180000040,16.13
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Furniture and Equipment,Furniture & Soft Furnishings  ,21.08.2018,16.09.2018,GPC08180000041,16.28
Stockport MBC,Services to People,Childrens & Educational Services,PSD - FRAUD PERM. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,01.08.2018,16.09.2018,GPC08180000042,-16.32
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Furniture and Equipment,Furniture & Soft Furnishings  ,21.08.2018,16.09.2018,GPC08180000043,16.32
Stockport MBC,Services to People,Childrens & Educational Services,PSD - FRAUD PERM. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,04.08.2018,16.09.2018,GPC08180000044,-16.28
Stockport MBC,Services to People,Childrens & Educational Services,PSD - FRAUD PERM. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,01.08.2018,16.09.2018,GPC08180000045,-16.32
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Furniture and Equipment,Furniture & Soft Furnishings  ,21.08.2018,16.09.2018,GPC08180000046,16.28
Stockport MBC,Services to People,Childrens & Educational Services,SP   MARNITA LTD,Furniture and Equipment,Environmental Services Technical Equipment ,09.08.2018,16.09.2018,GPC08180000047,45.43
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,29.07.2018,16.09.2018,GPC08180000048,-16.13
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,01.08.2018,16.09.2018,GPC08180000049,-16.32
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,31.07.2018,16.09.2018,GPC08180000050,-16.32
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,27.07.2018,16.09.2018,GPC08180000051,-16.13
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,27.07.2018,16.09.2018,GPC08180000052,-16.13
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,04.08.2018,16.09.2018,GPC08180000053,-16.28
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,04.08.2018,16.09.2018,GPC08180000054,-16.28
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,29.07.2018,16.09.2018,GPC08180000055,-16.13
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,31.07.2018,16.09.2018,GPC08180000056,-16.32
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,04.08.2018,16.09.2018,GPC08180000057,-16.28
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,27.07.2018,16.09.2018,GPC08180000058,-16.13
Stockport MBC,Services to People,Childrens & Educational Services,HTTP://WWW.ROBOKASSA.R,Furniture and Equipment,Furniture & Soft Furnishings  ,08.08.2018,16.09.2018,GPC08180000059,16.28
Stockport MBC,Services to People,Childrens & Educational Services,PSD FRAUD TEMP. CREDIT,Furniture and Equipment,Furniture & Soft Furnishings  ,01.08.2018,16.09.2018,GPC08180000060,-16.32
Stockport MBC,Services to People,Childrens & Educational Services,HTTP://WWW.ROBOKASSA.R,Furniture and Equipment,Furniture & Soft Furnishings  ,04.08.2018,16.09.2018,GPC08180000061,16.28
Stockport MBC,Services to People,Childrens & Educational Services,HTTP://WWW.ROBOKASSA.R,Furniture and Equipment,Furniture & Soft Furnishings  ,04.08.2018,16.09.2018,GPC08180000062,16.28
Stockport MBC,Services to People,Childrens & Educational Services,HTTP://WWW.ROBOKASSA.R,Furniture and Equipment,Furniture & Soft Furnishings  ,04.08.2018,16.09.2018,GPC08180000063,16.28
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,23.08.2018,16.09.2018,GPC08180000064,500.0
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK VTGLWGSSK2,Office Expenses,Facilities & Management Services  ,18.08.2018,16.09.2018,GPC08180000065,400.0
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,13.08.2018,16.09.2018,GPC08180000066,500.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,08.08.2018,16.09.2018,GPC08180000067,34.55
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,06.08.2018,16.09.2018,GPC08180000068,59.5
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,02.08.2018,16.09.2018,GPC08180000069,500.0
Stockport MBC,Services to People,Childrens & Educational Services,HEATON CHAPEL SST,Travelling Expenses,Human Resources Travel & Subsistence ,24.08.2018,16.09.2018,GPC08180000070,3.3
Stockport MBC,Services to People,Childrens & Educational Services,METROLINK TVM,Travelling Expenses,Human Resources Travel & Subsistence ,24.08.2018,16.09.2018,GPC08180000071,4.6
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,20.08.2018,16.09.2018,GPC08180000072,12.2
Stockport MBC,Services to Place,Central Support Costs,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,01.08.2018,16.09.2018,GPC08180000073,6.1
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,AMZN MKTP UK,Furniture and Equipment,Environmental Services Technical Equipment ,28.08.2018,16.09.2018,GPC08180000074,11.99
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,AMZN MKTP UK,Furniture and Equipment,Environmental Services Technical Equipment ,23.08.2018,16.09.2018,GPC08180000075,23.17
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,WWW.WESTMINSTER-BRIEFI,Staff Training,Human Resources  ,23.08.2018,16.09.2018,GPC08180000076,354.0
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,WWW.SIGN-HOLDERS.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,02.08.2018,16.09.2018,GPC08180000077,40.86
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.MONEYCLAIM.GOV,Legal Fees,Legal Services  ,10.08.2018,16.09.2018,GPC08180000078,35.0
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.MONEYCLAIM.GOV,Legal Fees,Legal Services  ,10.08.2018,16.09.2018,GPC08180000079,35.0
Stockport MBC,Corporate and Support Services,Central Support Costs,STOCKPORT M B C,Legal Fees,Legal Services  ,09.08.2018,16.09.2018,GPC08180000080,10.0
Stockport MBC,Corporate and Support Services,Planning Services,AMZN MKTP UK AMAZON.CO,Publicity and Promotion,Arts & Leisure Services  ,09.08.2018,16.09.2018,GPC08180000081,13.96
Stockport MBC,Services to People,Adult Social Care,WWW.ARGOS.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,21.08.2018,16.09.2018,GPC08180000082,506.93
Stockport MBC,Services to People,Adult Social Care,WWW.ARGOS.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,21.08.2018,16.09.2018,GPC08180000083,226.97
Stockport MBC,Services to People,Adult Social Care,STOCKPORT M B C,Cleaning,Cleaning & Janitorial  ,06.08.2018,16.09.2018,GPC08180000084,-180.0
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521425,Expenses and Allowances,Catering  ,29.08.2018,16.09.2018,GPC08180000085,136.5
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,30.08.2018,16.09.2018,GPC08180000086,19.95
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44017325,Care Payments,Social Community Care Supplies & Services  ,23.08.2018,16.09.2018,GPC08180000087,75.5
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521415,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,24.08.2018,16.09.2018,GPC08180000088,41.0
Stockport MBC,Services to People,Childrens & Educational Services,BLACKPOOL DUNGEON ZEUS,Care Payments,Social Community Care Supplies & Services  ,23.08.2018,16.09.2018,GPC08180000089,158.0
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,22.08.2018,16.09.2018,GPC08180000090,29.5
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK AMAZON.CO,Furniture and Equipment,Environmental Services Technical Equipment ,22.08.2018,16.09.2018,GPC08180000091,11.99
Stockport MBC,Services to People,Childrens & Educational Services,WWW.JOHNLEWIS.COM,Care Payments,Social Community Care Supplies & Services  ,21.08.2018,16.09.2018,GPC08180000092,154.95
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,21.08.2018,16.09.2018,GPC08180000093,759.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ARGOS.CO.UK,Care Payments,Social Community Care Supplies & Services  ,21.08.2018,16.09.2018,GPC08180000094,235.96
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,20.08.2018,16.09.2018,GPC08180000095,100.5
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44024355,Care Payments,Social Community Care Supplies & Services  ,17.08.2018,16.09.2018,GPC08180000096,184.5
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521400,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,17.08.2018,16.09.2018,GPC08180000097,307.0
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN 44537615,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,15.08.2018,16.09.2018,GPC08180000098,96.5
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,15.08.2018,16.09.2018,GPC08180000099,28.35
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,15.08.2018,16.09.2018,GPC08180000100,239.7
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,14.08.2018,16.09.2018,GPC08180000101,53.8
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,14.08.2018,16.09.2018,GPC08180000102,53.8
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,13.08.2018,16.09.2018,GPC08180000103,748.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,13.08.2018,16.09.2018,GPC08180000104,28.35
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,10.08.2018,16.09.2018,GPC08180000105,20.0
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,06.08.2018,16.09.2018,GPC08180000106,75.0
Stockport MBC,Services to People,Childrens & Educational Services,HOLIDAY INNS,Care Payments,Social Community Care Supplies & Services  ,10.08.2018,16.09.2018,GPC08180000107,95.0
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44024355,Care Payments,Social Community Care Supplies & Services  ,10.08.2018,16.09.2018,GPC08180000108,144.17
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,10.08.2018,16.09.2018,GPC08180000109,109.7
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,10.08.2018,16.09.2018,GPC08180000110,133.5
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,10.08.2018,16.09.2018,GPC08180000111,217.9
Stockport MBC,Corporate and Support Services,Cultural & Related Services,DISCLOSURE AND BARRING,Fees and Charges,"Works - Construction, Repair & Maintenance  ",05.08.2018,16.09.2018,GPC08180000112,25.0
Stockport MBC,Services to Place,Housing (General Fund) Services,EB  AGE-FRIENDLY HOUSI,Staff Training,Human Resources  ,20.08.2018,16.09.2018,GPC08180000113,50.0
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Fuel,Vehicle Management Fuel ,29.08.2018,16.09.2018,GPC08180000114,764.0
Stockport MBC,Services to People,Childrens & Educational Services,FLYBEF4SN F4SNZB,Travelling Expenses,Human Resources Travel & Subsistence ,28.08.2018,16.09.2018,GPC08180000115,203.97
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Fuel,Vehicle Management Fuel ,24.08.2018,16.09.2018,GPC08180000116,242.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,24.08.2018,16.09.2018,GPC08180000117,160.5
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,24.08.2018,16.09.2018,GPC08180000118,174.3
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Fuel,Vehicle Management Fuel ,07.08.2018,16.09.2018,GPC08180000119,731.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,02.08.2018,16.09.2018,GPC08180000120,19.95
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,29.08.2018,16.09.2018,GPC08180000121,8.0
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK,Cleaning,Cleaning & Janitorial  ,29.08.2018,16.09.2018,GPC08180000122,24.83
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON MUSIC,Fees and Charges,Financial Services  ,29.08.2018,16.09.2018,GPC08180000123,3.99
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,24.08.2018,16.09.2018,GPC08180000124,155.19
Stockport MBC,Services to People,Childrens & Educational Services,NETFLIX.COM,Information and Communications Technology,Information Communication Technology  ,26.08.2018,16.09.2018,GPC08180000125,9.99
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,25.08.2018,16.09.2018,GPC08180000126,192.98
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,18.08.2018,16.09.2018,GPC08180000127,197.99
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK AMAZON.CO,Furniture and Equipment,Environmental Services Technical Equipment ,16.08.2018,16.09.2018,GPC08180000128,18.99
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,17.08.2018,16.09.2018,GPC08180000129,155.67
Stockport MBC,Services to People,Childrens & Educational Services,TEAM KARTING,Publicity and Promotion,Arts & Leisure Services  ,16.08.2018,16.09.2018,GPC08180000130,30.0
Stockport MBC,Services to People,Childrens & Educational Services,WATERWORLD 2000 LIMITE,Publicity and Promotion,Arts & Leisure Services  ,14.08.2018,16.09.2018,GPC08180000131,43.47
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,14.08.2018,16.09.2018,GPC08180000132,24.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,14.08.2018,16.09.2018,GPC08180000133,72.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.TENPIN.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,13.08.2018,16.09.2018,GPC08180000134,67.96
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,13.08.2018,16.09.2018,GPC08180000135,135.0
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,10.08.2018,16.09.2018,GPC08180000136,168.0
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,11.08.2018,16.09.2018,GPC08180000137,249.85
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,09.08.2018,16.09.2018,GPC08180000138,18.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,08.08.2018,16.09.2018,GPC08180000139,24.95
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,04.08.2018,16.09.2018,GPC08180000140,135.0
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,03.08.2018,16.09.2018,GPC08180000141,154.64
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,04.08.2018,16.09.2018,GPC08180000142,17.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,04.08.2018,16.09.2018,GPC08180000143,28.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,04.08.2018,16.09.2018,GPC08180000144,69.0
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,04.08.2018,16.09.2018,GPC08180000145,218.72
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,05.08.2018,16.09.2018,GPC08180000146,28.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,04.08.2018,16.09.2018,GPC08180000147,30.0
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK AMAZON.CO,Repairs and Maintenance,"Works - Construction, Repair & Maintenance  ",02.08.2018,16.09.2018,GPC08180000148,49.0
Stockport MBC,Corporate and Support Services,Cultural & Related Services,SAINSBURYS SACAT 2054,Catering Supplies,Catering  ,24.08.2018,16.09.2018,GPC08180000149,3.0
Stockport MBC,Services to People,Adult Social Care,NORTHERN RAIL LTD-,Travelling Expenses,Human Resources Travel & Subsistence ,23.08.2018,16.09.2018,GPC08180000150,3.9
Stockport MBC,Services to People,Adult Social Care,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,23.08.2018,16.09.2018,GPC08180000151,5.4
Stockport MBC,Services to People,Adult Social Care,STOCKPORT NHS FOUNDATI,Travelling Expenses,Human Resources Travel & Subsistence ,20.08.2018,16.09.2018,GPC08180000152,5.5
Stockport MBC,Services to People,Adult Social Care,CO-OP GROUP 070285,Catering Supplies,Catering Food & Beverages ,30.08.2018,16.09.2018,GPC08180000153,14.5
Stockport MBC,Services to People,Adult Social Care,FARMFOODS- BELMONT,Catering Supplies,Catering Food & Beverages ,27.08.2018,16.09.2018,GPC08180000154,28.2
Stockport MBC,Services to People,Adult Social Care,ASDA STORE 4554,Catering Supplies,Catering Food & Beverages ,27.08.2018,16.09.2018,GPC08180000155,7.12
Stockport MBC,Services to People,Adult Social Care,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,22.08.2018,16.09.2018,GPC08180000156,11.1
