Greener Homes Program - Eligible Ground Source Heat Pumps,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
Note- Direct Expansion systems are not eligible,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CL- Closed loop,,,,,,,,,,,,,,,,
OL - Open loop,,,,,,,,,,,,,,,,
COP - Coefficient of performance,,,,,,,,,,,,,,,,
,,,CLOSED LOOP (CL),,,,,,OPEN LOOP (OL),,,,,,,
AHRI Certified Reference No.,Brand name,Model number,"CL Cooling capacity
kW", CL Cooling capacity Btu/hour,"CL Heating capacity
kW","CL Heating capacity
Btu/hour",CL COP cooling ,CL COP heating,"OL Cooling capacity
kW","OL Cooling capacity
Btu/hour","OL Heating capacity 
kW","OL Heating capacity
Btu/hour",OL COP cooling,OL COP heating,,
10581108,5 Series,NDP026H1*1,7.27,24800,5.66,19300,5.25,3.9,7.68,26200,6.98,23800,6.59,4.7,,
10581109,5 Series,"NDP038H1*(1,2)",11.2,38200,8.29,28300,5.77,4.1,11.72,40000,10.17,34700,7.15,4.8,,
10581110,5 Series,NDP049H1*1,14.77,50400,11.14,38000,5.57,4,15.77,53800,13.75,46900,7.12,4.5,,
10581111,5 Series,NDP064H1*1,18.32,62500,13.57,46300,5.33,3.8,19.78,67500,17.06,58200,6.77,4.5,,
10581112,5 Series,NDP072H1*1,21.01,71700,16.24,55400,4.87,3.7,22.68,77400,20.69,70600,6.3,4.3,,
8849312,5 Series,"NDV/NDH026H1*(1,4)",7.74,26400,5.71,19500,5.74,4,8.12,27700,7,23900,7.03,4.8,,
202350098,5 Series,"NDV/NDH038J1*(1,2,4)",11.2,38200,8.35,28500,5.77,4.2,11.72,40000,10.26,35000,7.15,4.9,,
8560805,5 Series,"NSV/NSH060H1*(1,4)",18.23,62200,14.04,47900,5.39,4,19.61,66900,17.35,59200,7.12,4.7,,
8560797,5 Series,NSV/NSH060H1*0,18.26,62300,13.51,46100,5.1,3.7,19.52,66600,16.79,57300,6.68,4.4,,
206599760,5 Series,"NSV/NSH060J1*(1,4)*",18.23,62200,14.04,47900,5.39,4,19.61,66900,17.35,59200,7.12,4.7,,
206599757,5 Series,NSV/NSH060J1*0*,18.26,62300,13.51,46100,5.1,3.7,19.52,66600,16.79,57300,6.68,4.4,,
10271778,5 Series Indoor Splits,NDZ026H1,6.86,23400,5.39,18400,5.13,3.7,7.56,25800,6.83,23300,6.74,4.6,,
10271930,5 Series Indoor Splits,NDZ026H1,6.86,23400,5.39,18400,5.13,3.7,7.56,25800,6.83,23300,6.74,4.6,,
204835632,5 Series Indoor Splits,NDZ038J1,10.55,36000,8.18,27900,5.57,4,11.2,38200,10.29,35100,7.09,4.7,,
202326797,5 Series Indoor Splits,NDZ038J1,10.55,36000,8.18,27900,5.57,4,11.2,38200,10.29,35100,7.09,4.7,,
203466717,5 Series Indoor Splits,NDZ049J1,13.57,46300,11.05,37700,5.28,3.9,14.95,51000,13.8,47100,7.09,4.6,,
203471325,5 Series Indoor Splits,NDZ049J1,13.57,46300,11.05,37700,5.28,3.9,14.95,51000,13.8,47100,7.09,4.6,,
204100659,5 Series Indoor Splits,NDZ064J1,16.82,57400,13.25,45200,4.98,3.7,18.52,63200,16.41,56000,6.59,4.4,,
204100658,5 Series Indoor Splits,NDZ064J1,16.82,57400,13.25,45200,4.98,3.7,18.52,63200,16.41,56000,6.59,4.4,,
10384620,5 Series Indoor Splits,NDZ072H1,18.4,62800,15.68,53500,4.69,3.5,20.51,70000,19.78,67500,6.45,4.1,,
10271926,5 Series Indoor Splits,NDZ072H1,18.4,62800,15.68,53500,4.69,3.5,20.51,70000,19.78,67500,6.45,4.1,,
10271959,5 Series Indoor Splits,NSZ022H1,5.48,18700,4.1,14000,5.6,3.8,5.98,20400,5.3,18100,7.77,4.8,,
10271961,5 Series Indoor Splits,NSZ022H1,5.48,18700,4.1,14000,5.6,3.8,5.98,20400,5.3,18100,7.77,4.8,,
10271985,5 Series Indoor Splits,NSZ030H1,7.21,24600,5.8,19800,5.54,3.9,7.88,26900,7.3,24900,7.5,4.8,,
10271981,5 Series Indoor Splits,NSZ030H1,7.21,24600,5.8,19800,5.54,3.9,7.88,26900,7.3,24900,7.5,4.8,,
205129920,5 Series Indoor Splits,NSZ036J1,8.97,30600,6.77,23100,5.98,4,9.73,33200,8.67,29600,8.03,4.9,,
202262237,5 Series Indoor Splits,NSZ036J1,8.97,30600,6.77,23100,5.98,4,9.73,33200,8.67,29600,8.03,4.9,,
205782086,5 Series Indoor Splits,NSZ042J1,11.08,37800,8.03,27400,5.72,3.9,12.1,41300,10.55,36000,7.5,4.8,,
202262238,5 Series Indoor Splits,NSZ042J1,11.08,37800,8.03,27400,5.72,3.9,12.1,41300,10.55,36000,7.5,4.8,,
10272008,5 Series Indoor Splits,NSZ048H1,12.46,42500,9.79,33400,5.48,4,13.75,46900,12.28,41900,7.47,4.7,,
10272006,5 Series Indoor Splits,NSZ048H1,12.46,42500,9.79,33400,5.48,4,13.75,46900,12.28,41900,7.47,4.7,,
206608718,5 Series Indoor Splits,NSZ048J1*,12.46,42500,9.79,33400,5.48,4,13.75,46900,12.28,41900,7.47,4.7,,
206608717,5 Series Indoor Splits,NSZ048J1*,12.46,42500,9.79,33400,5.48,4,13.75,46900,12.28,41900,7.47,4.7,,
10272012,5 Series Indoor Splits,NSZ060H1,16.5,56300,12.9,44000,5.19,3.7,18.08,61700,15.97,54500,6.92,4.3,,
10272014,5 Series Indoor Splits,NSZ060H1,16.5,56300,12.9,44000,5.19,3.7,18.08,61700,15.97,54500,6.92,4.3,,
206608722,5 Series Indoor Splits,NSZ060J1*,16.5,56300,12.9,44000,5.19,3.7,18.08,61700,15.97,54500,6.92,4.3,,
206608721,5 Series Indoor Splits,NSZ060J1*,16.5,56300,12.9,44000,5.19,3.7,18.08,61700,15.97,54500,6.92,4.3,,
10272021,5 Series Indoor Splits,NSZ070H1,17.73,60500,14.86,50700,5.01,3.6,19.46,66400,18.2,62100,6.36,4.1,,
10384616,5 Series Indoor Splits,NSZ070H1,17.73,60500,14.86,50700,5.01,3.6,19.46,66400,18.2,62100,6.36,4.1,,
10272215,5 Series Outdoor Splits,NDS026H1,6.86,23400,5.39,18400,5.13,3.7,7.56,25800,6.83,23300,6.74,4.6,,
10272216,5 Series Outdoor Splits,NDS026H1,6.86,23400,5.39,18400,5.13,3.7,7.56,25800,6.83,23300,6.74,4.6,,
202326829,5 Series Outdoor Splits,NDS038J1,10.55,36000,8.18,27900,5.57,4,11.2,38200,10.29,35100,7.09,4.7,,
204835633,5 Series Outdoor Splits,NDS038J1,10.55,36000,8.18,27900,5.57,4,11.2,38200,10.29,35100,7.09,4.7,,
10272220,5 Series Outdoor Splits,NDS049H1,13.57,46300,11.05,37700,5.28,3.9,14.95,51000,13.8,47100,7.09,4.6,,
10272219,5 Series Outdoor Splits,NDS049H1,13.57,46300,11.05,37700,5.28,3.9,14.95,51000,13.8,47100,7.09,4.6,,
10272222,5 Series Outdoor Splits,NDS064H1,16.82,57400,13.25,45200,4.98,3.7,18.52,63200,16.41,56000,6.59,4.4,,
10272221,5 Series Outdoor Splits,NDS064H1,16.82,57400,13.25,45200,4.98,3.7,18.52,63200,16.41,56000,6.59,4.4,,
10272228,5 Series Outdoor Splits,NDS072H1,18.4,62800,15.68,53500,4.69,3.5,20.51,70000,19.78,67500,6.45,4.1,,
10384621,5 Series Outdoor Splits,NDS072H1,18.4,62800,15.68,53500,4.69,3.5,20.51,70000,19.78,67500,6.45,4.1,,
206570649,7 Series,"NVV/NVH036C1*(1,2)",10.49,35800,9.64,32900,6.33,3.5,11.14,38000,12.22,41700,9.14,4.5,,
206570650,7 Series,NVV/NVH048C1*1,13.19,45000,12.75,43500,5.86,3.4,14.36,49000,16.18,55200,8.79,4,,
206570651,7 Series,NVV/NVH060C1*1,16.41,56000,15.15,51700,5.6,3.4,17.58,60000,19.34,66000,7.94,4.3,,
205448524,7 Series Indoor Splits,NVZ033A1,9.76,33300,9.29,31700,5.95,3.4,10.84,37000,11.93,40700,8.56,4.5,,
205448525,7 Series Indoor Splits,NVZ042A1,12.19,41600,12.51,42700,5.77,3.5,13.54,46200,15.86,54100,8.26,4.2,,
205448526,7 Series Indoor Splits,NVZ050A1,14.59,49800,14.89,50800,5.01,3.2,16.18,55200,19.02,64900,7.12,3.8,,
202330513,"Aaon, Inc.",M2-003-1-H-BCAC-V0-10-000-A,10.32,35200,8.53,29100,4.04,3.1,11.2,38200,11.14,38000,5.42,3.6,,
202330514,"Aaon, Inc.",M2-003-1-H-BCBC-V0-10-000-A,12.28,41900,8.47,28900,5.39,3.6,13.54,46200,11.14,38000,7.47,4.3,,
202330515,"Aaon, Inc.",M2-003-1-H-DCAC-S0-10-000-A,9.5,32400,7.68,26200,4.92,3.3,10.32,35200,10.11,34500,6.27,3.8,,
202330516,"Aaon, Inc.",M2-003-1-H-DCBC-S0-10-000-A,9.76,33300,7.71,26300,4.19,3.3,10.61,36200,10.17,34700,5.54,3.8,,
202330517,"Aaon, Inc.",M2-003-2-H-BCAC-V0-10-000-A,10.32,35200,8.53,29100,4.04,3.1,11.2,38200,11.14,38000,5.42,3.6,,
202330518,"Aaon, Inc.",M2-003-2-H-BCBC-V0-10-000-A,12.28,41900,8.47,28900,5.39,3.6,13.54,46200,11.14,38000,7.47,4.3,,
202330519,"Aaon, Inc.",M2-003-2-H-DCAC-S0-10-000-A,9.5,32400,7.68,26200,4.92,3.3,10.32,35200,10.11,34500,6.27,3.8,,
202330520,"Aaon, Inc.",M2-003-2-H-DCBC-S0-10-000-A,9.76,33300,7.71,26300,4.19,3.3,10.61,36200,10.17,34700,5.54,3.8,,
202330521,"Aaon, Inc.",M2-003-3-H-BCAC-V0-10-000-A,10.32,35200,8.53,29100,4.04,3.1,11.2,38200,11.14,38000,5.42,3.6,,
202330522,"Aaon, Inc.",M2-003-3-H-BCBC-V0-10-000-A,12.28,41900,8.47,28900,5.39,3.6,13.54,46200,11.14,38000,7.47,4.3,,
202330523,"Aaon, Inc.",M2-003-3-H-DCAC-S0-10-000-A,9.5,32400,7.68,26200,4.92,3.3,10.32,35200,10.11,34500,6.27,3.8,,
202330524,"Aaon, Inc.",M2-003-3-H-DCBC-S0-10-000-A,9.76,33300,7.71,26300,4.19,3.3,10.61,36200,10.17,34700,5.54,3.8,,
202330525,"Aaon, Inc.",M2-003-4-H-BCAC-V0-10-000-A,10.32,35200,8.53,29100,4.04,3.1,11.2,38200,11.14,38000,5.42,3.6,,
202330526,"Aaon, Inc.",M2-003-4-H-BCBC-V0-10-000-A,12.28,41900,8.47,28900,5.39,3.6,13.54,46200,11.14,38000,7.47,4.3,,
202330527,"Aaon, Inc.",M2-003-4-H-DCAC-S0-10-000-A,9.5,32400,7.68,26200,4.92,3.3,10.32,35200,10.11,34500,6.27,3.8,,
202330528,"Aaon, Inc.",M2-003-4-H-DCBC-S0-10-000-A,9.76,33300,7.71,26300,4.19,3.3,10.61,36200,10.17,34700,5.54,3.8,,
202330529,"Aaon, Inc.",M2-004-1-H-BCAC-V0-10-000-A,14.65,50000,10.26,35000,5.36,3.6,16.18,55200,13.57,46300,7.24,4.3,,
202330530,"Aaon, Inc.",M2-004-1-H-BCBC-V0-10-000-A,15.21,51900,10.32,35200,5.51,3.8,16.85,57500,13.69,46700,7.65,4.4,,
202330531,"Aaon, Inc.",M2-004-1-H-DCAC-S0-10-000-A,14.42,49200,10.2,34800,5.25,3.6,15.88,54200,13.42,45800,6.89,4.2,,
202330532,"Aaon, Inc.",M2-004-1-H-DCBC-S0-10-000-A,14.92,50900,10.29,35100,5.33,3.6,16.47,56200,13.54,46200,7,4.4,,
202330533,"Aaon, Inc.",M2-004-2-H-BCAC-V0-10-000-A,14.65,50000,10.26,35000,5.36,3.6,16.18,55200,13.57,46300,7.24,4.3,,
202330534,"Aaon, Inc.",M2-004-2-H-BCBC-V0-10-000-A,15.21,51900,10.32,35200,5.51,3.8,16.85,57500,13.69,46700,7.65,4.4,,
202330535,"Aaon, Inc.",M2-004-2-H-DCAC-S0-10-000-A,14.42,49200,10.2,34800,5.25,3.6,15.88,54200,13.42,45800,6.89,4.2,,
202330536,"Aaon, Inc.",M2-004-2-H-DCBC-S0-10-000-A,14.92,50900,10.29,35100,5.33,3.6,16.47,56200,13.54,46200,7,4.4,,
202330537,"Aaon, Inc.",M2-004-3-H-BCAC-V0-10-000-A,14.65,50000,10.26,35000,5.36,3.6,16.18,55200,13.57,46300,7.24,4.3,,
202330538,"Aaon, Inc.",M2-004-3-H-BCBC-V0-10-000-A,15.21,51900,10.32,35200,5.51,3.8,16.85,57500,13.69,46700,7.65,4.4,,
202330539,"Aaon, Inc.",M2-004-3-H-DCAC-S0-10-000-A,14.42,49200,10.2,34800,5.25,3.6,15.88,54200,13.42,45800,6.89,4.2,,
202330540,"Aaon, Inc.",M2-004-3-H-DCBC-S0-10-000-A,14.92,50900,10.29,35100,5.33,3.6,16.47,56200,13.54,46200,7,4.4,,
202330541,"Aaon, Inc.",M2-004-4-H-BCAC-V0-10-000-A,14.65,50000,10.26,35000,5.36,3.6,16.18,55200,13.57,46300,7.24,4.3,,
202330542,"Aaon, Inc.",M2-004-4-H-BCBC-V0-10-000-A,15.21,51900,10.32,35200,5.51,3.8,16.85,57500,13.69,46700,7.65,4.4,,
202330543,"Aaon, Inc.",M2-004-4-H-DCAC-S0-10-000-A,14.42,49200,10.2,34800,5.25,3.6,15.88,54200,13.42,45800,6.89,4.2,,
202330544,"Aaon, Inc.",M2-004-4-H-DCBC-S0-10-000-A,14.92,50900,10.29,35100,5.33,3.6,16.47,56200,13.54,46200,7,4.4,,
202330547,"Aaon, Inc.",M2-005-1-H-DCAC-S0-10-000-A,16.97,57900,11.05,37700,5.33,3.19,18.2,62100,14.65,50000,6.95,4.1,,
202330551,"Aaon, Inc.",M2-005-2-H-DCAC-S0-10-000-A,16.97,57900,11.05,37700,5.33,3.19,18.2,62100,14.65,50000,6.95,4.1,,
202330555,"Aaon, Inc.",M2-005-3-H-DCAC-S0-10-000-A,16.97,57900,11.05,37700,5.33,3.19,18.2,62100,14.65,50000,6.95,4.1,,
202330559,"Aaon, Inc.",M2-005-4-H-DCAC-S0-10-000-A,16.97,57900,11.05,37700,5.33,3.19,18.2,62100,14.65,50000,6.95,4.1,,
202330561,"Aaon, Inc.",M2-006-2-H-ACAC-C0-10-000-A,19.43,66300,12.84,43800,5.1,3.5,21.04,71800,15.77,53800,6.59,4,,
202330562,"Aaon, Inc.",M2-006-2-H-ACBC-C0-10-000-A,20.05,68400,12.9,44000,5.16,3.6,21.75,74200,15.91,54300,6.65,4.1,,
202330563,"Aaon, Inc.",M2-006-2-H-BCAC-V0-10-000-A,19.49,66500,12.54,42800,4.98,3.5,21.22,72400,15.68,53500,6.54,3.9,,
202330564,"Aaon, Inc.",M2-006-2-H-BCBC-V0-10-000-A,20.13,68700,12.63,43100,5.07,3.6,21.98,75000,15.83,54000,6.62,4.1,,
202330565,"Aaon, Inc.",M2-006-3-H-ACAC-C0-10-000-A,19.43,66300,12.84,43800,5.1,3.5,21.04,71800,15.77,53800,6.59,4,,
202330566,"Aaon, Inc.",M2-006-3-H-ACBC-C0-10-000-A,20.05,68400,12.9,44000,5.16,3.6,21.75,74200,15.91,54300,6.65,4.1,,
202330567,"Aaon, Inc.",M2-006-3-H-BCAC-V0-10-000-A,19.49,66500,12.54,42800,4.98,3.5,21.22,72400,15.68,53500,6.54,3.9,,
202330568,"Aaon, Inc.",M2-006-3-H-BCBC-V0-10-000-A,20.13,68700,12.63,43100,5.07,3.6,21.98,75000,15.83,54000,6.62,4.1,,
202330569,"Aaon, Inc.",M2-006-4-H-ACAC-C0-10-000-A,19.43,66300,12.84,43800,5.1,3.5,21.04,71800,15.77,53800,6.59,4,,
202330570,"Aaon, Inc.",M2-006-4-H-ACBC-C0-10-000-A,20.05,68400,12.9,44000,5.16,3.6,21.75,74200,15.91,54300,6.65,4.1,,
202330571,"Aaon, Inc.",M2-006-4-H-BCAC-V0-10-000-A,19.49,66500,12.54,42800,4.98,3.5,21.22,72400,15.68,53500,6.54,3.9,,
202330572,"Aaon, Inc.",M2-006-4-H-BCBC-V0-10-000-A,20.13,68700,12.63,43100,5.07,3.6,21.98,75000,15.83,54000,6.62,4.1,,
202350444,"Aaon, Inc.",M2-007-2-H-ACAC-C0-10-000-A,23.56,80400,15.42,52600,5.1,3.6,25.29,86300,18.99,64800,6.39,4,,
202350445,"Aaon, Inc.",M2-007-2-H-ACBC-C0-10-000-A,24.47,83500,15.5,52900,5.19,3.7,26.29,89700,19.2,65500,6.48,4.1,,
202350446,"Aaon, Inc.",M2-007-2-H-BCAC-V0-10-000-A,21.6,73700,16.06,54800,5.07,3.7,22.68,77400,20.75,70800,6.1,4.1,,
202350447,"Aaon, Inc.",M2-007-2-H-BCBC-V0-10-000-A,22.86,78000,15.77,53800,5.33,3.7,23.71,80900,20.05,68400,6.3,4.1,,
202350448,"Aaon, Inc.",M2-007-3-H-ACAC-C0-10-000-A,23.56,80400,15.42,52600,5.1,3.6,25.29,86300,18.99,64800,6.39,4,,
202350449,"Aaon, Inc.",M2-007-3-H-ACBC-C0-10-000-A,24.47,83500,15.5,52900,5.19,3.7,26.29,89700,19.2,65500,6.48,4.1,,
202350450,"Aaon, Inc.",M2-007-3-H-BCAC-V0-10-000-A,21.6,73700,16.06,54800,5.07,3.7,22.68,77400,20.75,70800,6.1,4.1,,
202350451,"Aaon, Inc.",M2-007-3-H-BCBC-V0-10-000-A,22.86,78000,15.77,53800,5.33,3.7,23.71,80900,20.05,68400,6.3,4.1,,
202350452,"Aaon, Inc.",M2-007-4-H-ACAC-C0-10-000-A,23.56,80400,15.42,52600,5.1,3.6,25.29,86300,18.99,64800,6.39,4,,
202350453,"Aaon, Inc.",M2-007-4-H-ACBC-C0-10-000-A,24.47,83500,15.5,52900,5.19,3.7,26.29,89700,19.2,65500,6.48,4.1,,
202350454,"Aaon, Inc.",M2-007-4-H-BCAC-V0-10-000-A,21.6,73700,16.06,54800,5.07,3.7,22.68,77400,20.75,70800,6.1,4.1,,
202350455,"Aaon, Inc.",M2-007-4-H-BCBC-V0-10-000-A,22.86,78000,15.77,53800,5.33,3.7,23.71,80900,20.05,68400,6.3,4.1,,
202350456,"Aaon, Inc.",M2-008-2-H-ACAC-C0-10-000-A,26.96,92000,21.07,71900,4.84,3.5,28.25,96400,26.67,91000,5.92,3.9,,
202350457,"Aaon, Inc.",M2-008-2-H-ACBC-C0-10-000-A,28.72,98000,20.75,70800,5.1,3.5,29.75,101500,25.82,88100,6.13,3.9,,
202350458,"Aaon, Inc.",M2-008-2-H-BCAC-V0-10-000-A,26.96,92000,21.25,72500,4.57,3.4,28.22,96300,26.96,92000,5.48,3.7,,
202350459,"Aaon, Inc.",M2-008-2-H-BCBC-V0-10-000-A,28.69,97900,20.9,71300,4.81,3.4,29.75,101500,26.11,89100,5.69,3.7,,
202350460,"Aaon, Inc.",M2-008-3-H-ACAC-C0-10-000-A,26.96,92000,21.07,71900,4.84,3.5,28.25,96400,26.67,91000,5.92,3.9,,
202350461,"Aaon, Inc.",M2-008-3-H-ACBC-C0-10-000-A,28.72,98000,20.75,70800,5.1,3.5,29.75,101500,25.82,88100,6.13,3.9,,
202350462,"Aaon, Inc.",M2-008-3-H-BCAC-V0-10-000-A,26.96,92000,21.25,72500,4.57,3.4,28.22,96300,26.96,92000,5.48,3.7,,
202350463,"Aaon, Inc.",M2-008-3-H-BCBC-V0-10-000-A,28.69,97900,20.9,71300,4.81,3.4,29.75,101500,26.11,89100,5.69,3.7,,
202350464,"Aaon, Inc.",M2-008-4-H-ACAC-C0-10-000-A,26.96,92000,21.07,71900,4.84,3.5,28.25,96400,26.67,91000,5.92,3.9,,
202350465,"Aaon, Inc.",M2-008-4-H-ACBC-C0-10-000-A,28.72,98000,20.75,70800,5.1,3.5,29.75,101500,25.82,88100,6.13,3.9,,
202350466,"Aaon, Inc.",M2-008-4-H-BCAC-V0-10-000-A,26.96,92000,21.25,72500,4.57,3.4,28.22,96300,26.96,92000,5.48,3.7,,
202350467,"Aaon, Inc.",M2-008-4-H-BCBC-V0-10-000-A,28.69,97900,20.9,71300,4.81,3.4,29.75,101500,26.11,89100,5.69,3.7,,
202350468,"Aaon, Inc.",M2-010-2-H-ACAC-C0-10-000-A,32.03,109300,26.61,90800,4.43,3.3,34.14,116500,34.64,118200,5.54,3.8,,
202350469,"Aaon, Inc.",M2-010-2-H-ACBC-C0-10-000-A,34.47,117600,26.2,89400,4.72,3.4,36.37,124100,33.62,114700,5.8,3.9,,
202350470,"Aaon, Inc.",M2-010-2-H-BCAC-V0-10-000-A,32.03,109300,26.61,90800,4.43,3.3,34.14,116500,34.64,118200,5.54,3.8,,
202350471,"Aaon, Inc.",M2-010-2-H-BCBC-V0-10-000-A,34.05,116200,26.52,90500,4.63,3.4,36.19,123500,34.35,117200,5.74,3.9,,
202350472,"Aaon, Inc.",M2-010-3-H-ACAC-C0-10-000-A,32.03,109300,26.61,90800,4.43,3.3,34.14,116500,34.64,118200,5.54,3.8,,
202350473,"Aaon, Inc.",M2-010-3-H-ACBC-C0-10-000-A,34.47,117600,26.2,89400,4.72,3.4,36.37,124100,33.62,114700,5.8,3.9,,
202350474,"Aaon, Inc.",M2-010-3-H-BCAC-V0-10-000-A,32.03,109300,26.61,90800,4.43,3.3,34.14,116500,34.64,118200,5.54,3.8,,
202350475,"Aaon, Inc.",M2-010-3-H-BCBC-V0-10-000-A,34.05,116200,26.52,90500,4.63,3.4,36.19,123500,34.35,117200,5.74,3.9,,
202350476,"Aaon, Inc.",M2-010-4-H-ACAC-C0-10-000-A,32.03,109300,26.61,90800,4.43,3.3,34.14,116500,34.64,118200,5.54,3.8,,
202350477,"Aaon, Inc.",M2-010-4-H-ACBC-C0-10-000-A,34.47,117600,26.2,89400,4.72,3.4,36.37,124100,33.62,114700,5.8,3.9,,
202350478,"Aaon, Inc.",M2-010-4-H-BCAC-V0-10-000-A,32.03,109300,26.61,90800,4.43,3.3,34.14,116500,34.64,118200,5.54,3.8,,
202350479,"Aaon, Inc.",M2-010-4-H-BCBC-V0-10-000-A,34.05,116200,26.52,90500,4.63,3.4,36.19,123500,34.35,117200,5.74,3.9,,
202350480,"Aaon, Inc.",M2-011-2-H-ACAC-C0-10-000-A,35.05,119600,28.31,96600,4.72,3.5,37.6,128300,37.04,126400,6.07,4,,
202350481,"Aaon, Inc.",M2-011-2-H-ACBC-C0-10-000-A,37.04,126400,28.16,96100,4.92,3.5,39.56,135000,36.66,125100,6.3,4.1,,
202350482,"Aaon, Inc.",M2-011-2-H-BCAC-V0-10-000-A,35.05,119600,28.02,95600,4.69,3.4,37.69,128600,36.9,125900,6.04,4,,
202350495,"Aaon, Inc.",M2-011-2-H-BCBC-V0-10-000-A,37.07,126500,27.84,95000,4.89,3.5,39.56,135000,36.55,124700,6.27,4.1,,
202350483,"Aaon, Inc.",M2-011-3-H-ACAC-C0-10-000-A,35.05,119600,28.31,96600,4.72,3.5,37.6,128300,37.04,126400,6.07,4,,
202350484,"Aaon, Inc.",M2-011-3-H-ACBC-C0-10-000-A,37.04,126400,28.16,96100,4.92,3.5,39.56,135000,36.66,125100,6.3,4.1,,
202350485,"Aaon, Inc.",M2-011-3-H-BCAC-V0-10-000-A,35.05,119600,28.02,95600,4.69,3.4,37.69,128600,36.9,125900,6.04,4,,
202350496,"Aaon, Inc.",M2-011-3-H-BCBC-V0-10-000-A,37.07,126500,27.84,95000,4.89,3.5,39.56,135000,36.55,124700,6.27,4.1,,
202350486,"Aaon, Inc.",M2-011-4-H-ACAC-C0-10-000-A,35.05,119600,28.31,96600,4.72,3.5,37.6,128300,37.04,126400,6.07,4,,
202350487,"Aaon, Inc.",M2-011-4-H-ACBC-C0-10-000-A,37.04,126400,28.16,96100,4.92,3.5,39.56,135000,36.66,125100,6.3,4.1,,
202350488,"Aaon, Inc.",M2-011-4-H-BCAC-V0-10-000-A,35.05,119600,28.02,95600,4.69,3.4,37.69,128600,36.9,125900,6.04,4,,
202350497,"Aaon, Inc.",M2-011-4-H-BCBC-V0-10-000-A,37.07,126500,27.84,95000,4.89,3.5,39.56,135000,36.55,124700,6.27,4.1,,
202350489,"Aaon, Inc.",M2-014-2-H-ACAC-C0-10-000-A,35.96,122700,28.31,96600,4.87,3.5,38.6,131700,37.1,126600,6.27,4.1,,
202350498,"Aaon, Inc.",M2-014-2-H-ACBC-C0-10-000-A,37.66,128500,28.11,95900,5.07,3.6,39.56,135000,36.63,125000,6.48,4.2,,
202350490,"Aaon, Inc.",M2-014-2-H-BCAC-V0-10-000-A,35.96,122700,27.99,95500,4.81,3.5,38.71,132100,36.99,126200,6.24,4.1,,
202350499,"Aaon, Inc.",M2-014-2-H-BCBC-V0-10-000-A,37.72,128700,27.78,94800,5.01,3.6,39.56,135000,36.52,124600,6.45,4.2,,
202350491,"Aaon, Inc.",M2-014-3-H-ACAC-C0-10-000-A,35.96,122700,28.31,96600,4.87,3.5,38.6,131700,37.1,126600,6.27,4.1,,
202350500,"Aaon, Inc.",M2-014-3-H-ACBC-C0-10-000-A,37.66,128500,28.11,95900,5.07,3.6,39.56,135000,36.63,125000,6.48,4.2,,
202350492,"Aaon, Inc.",M2-014-3-H-BCAC-V0-10-000-A,35.96,122700,27.99,95500,4.81,3.5,38.71,132100,36.99,126200,6.24,4.1,,
202350501,"Aaon, Inc.",M2-014-3-H-BCBC-V0-10-000-A,37.72,128700,27.78,94800,5.01,3.6,39.56,135000,36.52,124600,6.45,4.2,,
202350493,"Aaon, Inc.",M2-014-4-H-ACAC-C0-10-000-A,35.96,122700,28.31,96600,4.87,3.5,38.6,131700,37.1,126600,6.27,4.1,,
202350502,"Aaon, Inc.",M2-014-4-H-ACBC-C0-10-000-A,37.66,128500,28.11,95900,5.07,3.6,39.56,135000,36.63,125000,6.48,4.2,,
202350494,"Aaon, Inc.",M2-014-4-H-BCAC-V0-10-000-A,35.96,122700,27.99,95500,4.81,3.5,38.71,132100,36.99,126200,6.24,4.1,,
202350503,"Aaon, Inc.",M2-014-4-H-BCBC-V0-10-000-A,37.72,128700,27.78,94800,5.01,3.6,39.56,135000,36.52,124600,6.45,4.2,,
202330466,"Aaon, Inc.",RN-006-2-0-ACAY-C0-10-000-A,18.17,62000,13.19,45000,4.98,3.4,19.72,67300,17.06,58200,6.65,4.2,,
202330469,"Aaon, Inc.",RN-006-2-0-BCAY-V0-10-000-A,17,58000,11.43,39000,4.89,3.4,18.55,63300,15.3,52200,6.51,4.2,,
202330467,"Aaon, Inc.",RN-006-3-0-ACAY-C0-10-000-A,18.17,62000,13.19,45000,4.98,3.4,19.72,67300,17.06,58200,6.65,4.2,,
202330470,"Aaon, Inc.",RN-006-3-0-BCAY-V0-10-000-A,17,58000,11.43,39000,4.89,3.4,18.55,63300,15.3,52200,6.51,4.2,,
202330468,"Aaon, Inc.",RN-006-4-0-ACAY-C0-10-000-A,18.17,62000,13.19,45000,4.98,3.4,19.72,67300,17.06,58200,6.65,4.2,,
202330471,"Aaon, Inc.",RN-006-4-0-BCAY-V0-10-000-A,17,58000,11.43,39000,4.89,3.4,18.55,63300,15.3,52200,6.51,4.2,,
202330472,"Aaon, Inc.",RN-007-2-0-ACAY-C0-10-000-A,23.12,78900,16.5,56300,4.98,3.5,24.76,84500,21.19,72300,6.33,4.4,,
