Greener Homes Program - Eligible Ground Source Heat Pumps,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
Note- Direct Expansion systems are not eligible,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CL- Closed loop,,,,,,,,,,,,,,,,
OL - Open loop,,,,,,,,,,,,,,,,
COP - Coefficient of performance,,,,,,,,,,,,,,,,
,,,CLOSED LOOP (CL),,,,,,OPEN LOOP (OL),,,,,,,
AHRI Certified Reference No.,Brand name,Model number,"CL Cooling capacity
kW", CL Cooling capacity Btu/hour,"CL Heating capacity
kW","CL Heating capacity
Btu/hour",CL COP cooling ,CL COP heating,"OL Cooling capacity
kW","OL Cooling capacity
Btu/hour","OL Heating capacity 
kW","OL Heating capacity
Btu/hour",OL COP cooling,OL COP heating,,
202434554,Bosch,SV036-4HZC-***P*D-**T/G,11.14,38000,7.94,27100,4.88,3.55,,,,,,,,
202434558,Bosch,SV036-4HZC-***T/A*D-**T/G,11.22,38300,7.82,26700,5.01,3.6,,,,,,,,
202434570,Bosch,SV036-4HZN-***P*D-**T/G,10.99,37500,7.85,26800,4.76,3.45,,,,,,,,
202434574,Bosch,SV036-4HZN-***T/A*D-**T/G,11.08,37800,7.74,26400,4.89,3.5,,,,,,,,
202434546,Bosch,SV036-4VTC-***P*D-**T/G,11.14,38000,7.94,27100,4.88,3.55,,,,,,,,
202434550,Bosch,SV036-4VTC-***T/A*D-**T/G,11.22,38300,7.82,26700,5.01,3.6,,,,,,,,
202434562,Bosch,SV036-4VTN-***P*D-**T/G,10.99,37500,7.85,26800,4.76,3.45,,,,,,,,
202434566,Bosch,SV036-4VTN-***T/A*D-**T/G,11.08,37800,7.74,26400,4.89,3.5,,,,,,,,
202547506,Bosch,SV041-1VTC-***P*D-**T/G,10.93,37300,8.03,27400,4.75,3.3,,,,,,,,
202547512,Bosch,SV041-1VTC-***T/A*D-**T/G,11.22,38300,7.77,26500,4.82,3.45,,,,,,,,
202547509,Bosch,SV041-1VTN-***P*D-**T/G,10.84,37000,7.94,27100,4.62,3.3,,,,,,,,
202547515,Bosch,SV041-1VTN-***T/A*D-**T/G,11.14,38000,7.68,26200,4.69,3.45,,,,,,,,
202547507,Bosch,SV041-3VTC-***P*D-**T/G,10.93,37300,8.03,27400,4.75,3.3,,,,,,,,
202547513,Bosch,SV041-3VTC-***T/A*D-**T/G,11.22,38300,7.77,26500,4.82,3.45,,,,,,,,
202547510,Bosch,SV041-3VTN-***P*D-**T/G,10.84,37000,7.94,27100,4.62,3.3,,,,,,,,
202547516,Bosch,SV041-3VTN-***T/A*D-**T/G,11.14,38000,7.68,26200,4.69,3.45,,,,,,,,
202547508,Bosch,SV041-4VTC-***P*D-**T/G,10.93,37300,8.03,27400,4.75,3.3,,,,,,,,
202547514,Bosch,SV041-4VTC-***T/A*D-**T/G,11.22,38300,7.77,26500,4.82,3.45,,,,,,,,
202547511,Bosch,SV041-4VTN-***P*D-**T/G,10.84,37000,7.94,27100,4.62,3.3,,,,,,,,
202547517,Bosch,SV041-4VTN-***T/A*D-**T/G,11.14,38000,7.68,26200,4.69,3.45,,,,,,,,
202547518,Bosch,SV042-1HZC-***P*D-**T/G,12.07,41200,8.79,30000,4.66,3.25,,,,,,,,
202547530,Bosch,SV042-1HZC-***T/A*D-**T/G,12.34,42100,8.5,29000,4.87,3.4,,,,,,,,
202547524,Bosch,SV042-1HZN-***P*D-**T/G,11.61,39600,8.62,29400,4.56,3.3,,,,,,,,
202547536,Bosch,SV042-1HZN-***T/A*D-**T/G,11.69,39900,8.26,28200,4.56,3.35,,,,,,,,
202547519,Bosch,SV042-1VTC-***P*D-**T/G,12.07,41200,8.79,30000,4.66,3.25,,,,,,,,
202547531,Bosch,SV042-1VTC-***T/A*D-**T/G,12.34,42100,8.5,29000,4.87,3.4,,,,,,,,
202547525,Bosch,SV042-1VTN-***P*D-**T/G,11.61,39600,8.62,29400,4.56,3.3,,,,,,,,
202547537,Bosch,SV042-1VTN-***T/A*D-**T/G,11.69,39900,8.26,28200,4.56,3.35,,,,,,,,
202547520,Bosch,SV042-3HZC-***P*D-**T/G,12.07,41200,8.79,30000,4.66,3.25,,,,,,,,
202547532,Bosch,SV042-3HZC-***T/A*D-**T/G,12.34,42100,8.5,29000,4.87,3.4,,,,,,,,
202547526,Bosch,SV042-3HZN-***P*D-**T/G,11.61,39600,8.62,29400,4.56,3.3,,,,,,,,
202547538,Bosch,SV042-3HZN-***T/A*D-**T/G,11.69,39900,8.26,28200,4.56,3.35,,,,,,,,
202547521,Bosch,SV042-3VTC-***P*D-**T/G,12.07,41200,8.79,30000,4.66,3.25,,,,,,,,
202547533,Bosch,SV042-3VTC-***T/A*D-**T/G,12.34,42100,8.5,29000,4.87,3.4,,,,,,,,
202547527,Bosch,SV042-3VTN-***P*D-**T/G,11.61,39600,8.62,29400,4.56,3.3,,,,,,,,
202547539,Bosch,SV042-3VTN-***T/A*D-**T/G,11.69,39900,8.26,28200,4.56,3.35,,,,,,,,
202547522,Bosch,SV042-4HZC-***P*D-**T/G,12.07,41200,8.79,30000,4.66,3.25,,,,,,,,
202547534,Bosch,SV042-4HZC-***T/A*D-**T/G,12.34,42100,8.5,29000,4.87,3.4,,,,,,,,
202547528,Bosch,SV042-4HZN-***P*D-**T/G,11.61,39600,8.62,29400,4.56,3.3,,,,,,,,
202547540,Bosch,SV042-4HZN-***T/A*D-**T/G,11.69,39900,8.26,28200,4.56,3.35,,,,,,,,
202547523,Bosch,SV042-4VTC-***P*D-**T/G,12.07,41200,8.79,30000,4.66,3.25,,,,,,,,
202547535,Bosch,SV042-4VTC-***T/A*D-**T/G,12.34,42100,8.5,29000,4.87,3.4,,,,,,,,
202547529,Bosch,SV042-4VTN-***P*D-**T/G,11.61,39600,8.62,29400,4.56,3.3,,,,,,,,
202547541,Bosch,SV042-4VTN-***T/A*D-**T/G,11.69,39900,8.26,28200,4.56,3.35,,,,,,,,
202533998,Bosch,SV048-1HZC-***P*D-**T/G,14.18,48400,11.52,39300,4.79,3.4,,,,,,,,
202534002,Bosch,SV048-1HZC-***T/A*D-**T/G,14.45,49300,11.28,38500,4.89,3.45,,,,,,,,
202534012,Bosch,SV048-1HZN-***P*D-**T/G,14.21,48500,11.28,38500,4.67,3.25,,,,,,,,
202534016,Bosch,SV048-1HZN-***T/A*D-**T/G,14.48,49400,11.05,37700,4.7,3.3,,,,,,,,
202533991,Bosch,SV048-1VTC-***P*D-**T/G,14.18,48400,11.52,39300,4.79,3.4,,,,,,,,
202533995,Bosch,SV048-1VTC-***T/A*D-**T/G,14.45,49300,11.28,38500,4.89,3.45,,,,,,,,
202534005,Bosch,SV048-1VTN-***P*D-**T/G,14.21,48500,11.28,38500,4.67,3.25,,,,,,,,
202534009,Bosch,SV048-1VTN-***T/A*D-**T/G,14.48,49400,11.05,37700,4.7,3.3,,,,,,,,
202533999,Bosch,SV048-3HZC-***P*D-**T/G,14.18,48400,11.52,39300,4.79,3.4,,,,,,,,
202534003,Bosch,SV048-3HZC-***T/A*D-**T/G,14.45,49300,11.28,38500,4.89,3.45,,,,,,,,
202534013,Bosch,SV048-3HZN-***P*D-**T/G,14.21,48500,11.28,38500,4.67,3.25,,,,,,,,
202534017,Bosch,SV048-3HZN-***T/A*D-**T/G,14.48,49400,11.05,37700,4.7,3.3,,,,,,,,
202533992,Bosch,SV048-3VTC-***P*D-**T/G,14.18,48400,11.52,39300,4.79,3.4,,,,,,,,
202533996,Bosch,SV048-3VTC-***T/A*D-**T/G,14.45,49300,11.28,38500,4.89,3.45,,,,,,,,
202534006,Bosch,SV048-3VTN-***P*D-**T/G,14.21,48500,11.28,38500,4.67,3.25,,,,,,,,
202534010,Bosch,SV048-3VTN-***T/A*D-**T/G,14.48,49400,11.05,37700,4.7,3.3,,,,,,,,
202534000,Bosch,SV048-4HZC-***P*D-**T/G,14.18,48400,11.52,39300,4.79,3.4,,,,,,,,
202534004,Bosch,SV048-4HZC-***T/A*D-**T/G,14.45,49300,11.28,38500,4.89,3.45,,,,,,,,
202534014,Bosch,SV048-4HZN-***P*D-**T/G,14.21,48500,11.28,38500,4.67,3.25,,,,,,,,
202534018,Bosch,SV048-4HZN-***T/A*D-**T/G,14.48,49400,11.05,37700,4.7,3.3,,,,,,,,
202533993,Bosch,SV048-4VTC-***P*D-**T/G,14.18,48400,11.52,39300,4.79,3.4,,,,,,,,
202533997,Bosch,SV048-4VTC-***T/A*D-**T/G,14.45,49300,11.28,38500,4.89,3.45,,,,,,,,
202534007,Bosch,SV048-4VTN-***P*D-**T/G,14.21,48500,11.28,38500,4.67,3.25,,,,,,,,
202534011,Bosch,SV048-4VTN-***T/A*D-**T/G,14.48,49400,11.05,37700,4.7,3.3,,,,,,,,
202534001,Bosch,SV048-5HZC-***P*D-**T/G,14.18,48400,11.52,39300,4.79,3.4,,,,,,,,
202534015,Bosch,SV048-5HZN-***P*D-**T/G,14.21,48500,11.28,38500,4.67,3.25,,,,,,,,
202533994,Bosch,SV048-5VTC-***P*D-**T/G,14.18,48400,11.52,39300,4.79,3.4,,,,,,,,
202534008,Bosch,SV048-5VTN-***P*D-**T/G,14.21,48500,11.28,38500,4.67,3.25,,,,,,,,
205350086,Bosch,TW025-1***-****CB,6.86,23400,5.48,18700,4.95,3.05,7.44,25400,6.98,23800,6.48,3.7,,
205350087,Bosch,TW035-1***-****CB,9.99,34100,8.29,28300,4.72,3.05,10.9,37200,10.49,35800,6.24,3.7,,
205230418,Bosch,TW049-1***-****CB,13.13,44800,10.93,37300,4.89,3.05,14.21,48500,13.54,46200,6.48,3.6,,
205350594,Bosch,TW061-1***-****CB,15.94,54400,13.31,45400,4.75,3.05,17.14,58500,16.38,55900,6.15,3.6,,
205350085,Bosch,TW122-1***-****CB,33.35,113800,28.08,95800,4.69,3.05,36.02,122900,35.34,120600,6.02,3.7,,
202732914,Bosch-Geo,BP018-1HZ*******C,6.01,20500,4.34,14800,5.25,3.65,6.24,21300,5.19,17700,7.24,4.4,,
202272873,Bosch-Geo,BP018-1VT*******C,6.01,20500,4.34,14800,5.42,3.7,6.24,21300,5.19,17700,7.42,4.4,,
4510474,Bosch-Geo,BP030-1HZ/VT,8.35,28500,5.95,20300,5.69,3.95,9.09,31000,7.33,25000,7.91,4.95,,
202921915,Bosch-Geo,BP036-1HZ*-*****B,10.99,37500,7.62,26000,5.48,3.9,11.78,40200,10.08,34400,7.12,4.7,,
202921911,Bosch-Geo,BP036-1VT*-*****B,10.99,37500,7.62,26000,5.77,3.9,11.78,40200,10.08,34400,7.59,4.9,,
203238019,Bosch-Geo,BP042-1HZ*******B,11.9,40600,7.85,26800,5.72,4,12.92,44100,10.26,35000,7.97,5,,
202667081,Bosch-Geo,BP042-1VT*******B,11.9,40600,7.85,26800,5.69,3.7,12.92,44100,10.26,35000,7.5,4.65,,
203303751,Bosch-Geo,BP048-1HZ*******B,13.72,46800,9.79,33400,5.22,3.7,14.98,51100,11.87,40500,7.03,4.5,,
202541572,Bosch-Geo,BP048-1VT*******B,13.72,46800,9.79,33400,5.2,3.7,14.98,51100,11.87,40500,7.03,4.3,,
203337768,Bosch-Geo,CE025-1VT/HZ/CF*-*****B,8.06,27500,5.57,19000,5.19,3.6,8.5,29000,6.86,23400,6.8,4.5,,
203303750,Bosch-Geo,CE035-1VT/HZ/CF*-*****B,11.14,38000,8.21,28000,4.6,3.6,12.31,42000,10.55,36000,6.23,4.2,,
203343530,Bosch-Geo,CE049-1VT/HZ/CF*-*****B,14.36,49000,11.14,38000,4.54,3.6,15.83,54000,14.07,48000,5.57,4.2,,
203817319,Bosch-Geo,CE061-1HZC-*****B,18.17,62000,14.36,49000,4.92,3.6,19.93,68000,17.88,61000,6.21,4.3,,
203343531,Bosch-Geo,CE061-1VT/HZ/CFN-*****B,18.17,62000,14.36,49000,4.72,3.6,19.93,68000,17.88,61000,6.01,4.2,,
203364181,Bosch-Geo,CE061-1VTC-*****B,18.17,62000,14.36,49000,4.6,3.6,19.93,68000,17.88,61000,5.77,4.2,,
203324559,Bosch-Geo,CE071-1VT/HZ/CF*-*****B,21.69,74000,15.53,53000,4.57,3.5,22.57,77000,19.93,68000,5.74,4.2,,
205503120,Bosch-Geo,LM024-1CS*******A,7.47,25500,5.54,18900,5.3,3.95,8.03,27400,7.03,24000,6.8,4.8,,
205503119,Bosch-Geo,LM024-1CS*******A,7.77,26500,5.57,19000,4.87,4,8.38,28600,7.09,24200,6.48,4.8,,
203459712,Bosch-Geo,LM036-1CSC-*****B,11.11,37900,8.03,27400,5.03,3.8,11.99,40900,10.32,35200,6.51,4.5,,
203459710,Bosch-Geo,LM036-1CSC-*****B,11.11,37900,8.03,27400,4.76,3.65,11.99,40900,10.32,35200,6.17,4.4,,
205503122,Bosch-Geo,LM036-1CSC-*****B,10.87,37100,8.73,29800,4.81,4.05,11.61,39600,10.55,36000,6.01,4.6,,
205503121,Bosch-Geo,LM036-1CSC-*****B,10.67,36400,8.56,29200,4.92,3.95,11.25,38400,10.7,36500,6.24,4.5,,
203459713,Bosch-Geo,LM036-1CSN-*****B,11.11,37900,8.03,27400,4.97,3.8,11.99,40900,10.32,35200,6.51,4.5,,
203459711,Bosch-Geo,LM036-1CSN-*****B,11.11,37900,8.03,27400,4.76,3.65,11.99,40900,10.32,35200,6.17,4.4,,
205652459,Bosch-Geo,LM048-1CS*-*****A,14.74,50300,10.9,37200,5.13,3.9,15.24,52000,13.33,45500,6.33,4.5,,
205652457,Bosch-Geo,LM048-1CS*-*****A,15.15,51700,11.14,38000,5.3,4,15.83,54000,13.77,47000,6.77,4.8,,
203459714,Bosch-Geo,LM048-1CSC-*****A,14.33,48900,11.08,37800,4.75,3.9,15.47,52800,13.66,46600,6.23,4.6,,
203459715,Bosch-Geo,LM048-1CSN-*****A,14.33,48900,11.08,37800,4.66,3.85,15.47,52800,13.66,46600,5.96,4.5,,
205652460,Bosch-Geo,LM060-1CS*-*****A,18.11,61800,13.98,47700,4.95,3.8,18.64,63600,17.17,58600,6.01,4.4,,
205652458,Bosch-Geo,LM060-1CS*-*****A,18.43,62900,14.68,50100,5.19,4,18.99,64800,18.26,62300,6.39,4.6,,
203459716,Bosch-Geo,LM060-1CSC-*****A,17.26,58900,14.36,49000,4.72,3.8,18.9,64500,17.73,60500,6.01,4.4,,
203459717,Bosch-Geo,LM060-1CSN-*****A,17.26,58900,14.36,49000,4.72,3.8,18.9,64500,17.73,60500,6.01,4.4,,
203343532,Bosch-Geo,SM024-1CS*******A,7.68,26200,5.19,17700,4.98,3.75,8.35,28500,6.51,22200,6.51,4.5,,
205503116,Bosch-Geo,SM024-1CS*******A,7.47,25500,5.54,18900,5.3,3.95,8.03,27400,7.03,24000,6.8,4.8,,
205503115,Bosch-Geo,SM024-1CS*******A,7.77,26500,5.57,19000,4.87,4,8.38,28600,7.09,24200,6.48,4.8,,
203238923,Bosch-Geo,SM024-1HZC-*****A,7.8,26600,5.28,18000,5.83,3.7,8.5,29000,6.89,23500,7.55,5,,
203238926,Bosch-Geo,SM024-1HZN-*****A,7.8,26600,5.28,18000,5.36,3.7,8.5,29000,6.89,23500,7.06,5,,
203260718,Bosch-Geo,SM024-1VT/CFC******A,7.8,26600,5.28,18000,5.54,3.7,8.5,29000,6.89,23500,7.24,4.3,,
203238919,Bosch-Geo,SM024-1VT/CFN-*****A,7.8,26600,5.28,18000,5.33,3.7,8.5,29000,6.89,23500,6.95,4.6,,
5599272,Bosch-Geo,SM036-1CF/HZ/VT,11.96,40800,8.32,28400,5.92,3.95,12.69,43300,10.52,35900,7.62,4.55,,
202319675,Bosch-Geo,SM036-1CSC-*****B,11.11,37900,8.03,27400,4.76,3.65,11.99,40900,10.32,35200,6.17,4.4,,
205503118,Bosch-Geo,SM036-1CSC-*****B,10.87,37100,8.73,29800,4.81,4.05,11.61,39600,10.55,36000,6.01,4.6,,
202679205,Bosch-Geo,SM036-1CSC-*****B,11.11,37900,8.03,27400,5.03,3.8,11.99,40900,10.32,35200,6.51,4.5,,
205503117,Bosch-Geo,SM036-1CSC-*****B,10.67,36400,8.56,29200,4.92,3.95,11.25,38400,10.7,36500,6.24,4.5,,
202732913,Bosch-Geo,SM036-1CSN-*****B,11.11,37900,8.03,27400,4.97,3.8,11.99,40900,10.32,35200,6.51,4.5,,
202319679,Bosch-Geo,SM036-1CSN-*****B,11.11,37900,8.03,27400,4.76,3.65,11.99,40900,10.32,35200,6.17,4.4,,
205652453,Bosch-Geo,SM048-1CS*-*****A,15.15,51700,11.14,38000,5.3,4,15.83,54000,13.77,47000,6.77,4.8,,
204283848,Bosch-Geo,SM048-1CS*-*****A,14.33,48900,11.08,37800,4.75,3.7,15.47,52800,13.66,46600,6.2,4.4,,
205652455,Bosch-Geo,SM048-1CS*-*****A,14.74,50300,10.9,37200,5.13,3.9,15.24,52000,13.33,45500,6.33,4.5,,
202319683,Bosch-Geo,SM048-1CSC-*****A,14.33,48900,11.08,37800,4.75,3.9,15.47,52800,13.66,46600,6.23,4.6,,
202427216,Bosch-Geo,SM048-1CSN-*****A,14.33,48900,11.08,37800,4.66,3.85,15.47,52800,13.66,46600,5.96,4.5,,
5599275,Bosch-Geo,SM060-1CF/HZ/VT,19.08,65100,13.33,45500,5.16,3.7,20.57,70200,17.67,60300,6.54,4.35,,
204088622,Bosch-Geo,SM060-1CS*-*****A,17.26,58900,14.36,49000,4.76,3.65,18.9,64500,17.73,60500,6.01,4.3,,
205652454,Bosch-Geo,SM060-1CS*-*****A,18.43,62900,14.68,50100,5.19,4,18.99,64800,18.26,62300,6.39,4.6,,
205652456,Bosch-Geo,SM060-1CS*-*****A,18.11,61800,13.98,47700,4.95,3.8,18.64,63600,17.17,58600,6.01,4.4,,
202319688,Bosch-Geo,SM060-1CSC-*****A,17.26,58900,14.36,49000,4.72,3.8,18.9,64500,17.73,60500,6.01,4.4,,
202319692,Bosch-Geo,SM060-1CSN-*****A,17.26,58900,14.36,49000,4.72,3.8,18.9,64500,17.73,60500,6.01,4.4,,
5599276,Bosch-Geo,SM070-1CF/HZ/VT,21.6,73700,16.21,55300,4.81,3.6,23.06,78700,20.51,70000,6.21,4.35,,
203254061,Bosch-Geo,SM070-1VT*-*****C,20.95,71500,16.41,56000,5.07,3.7,23.12,78900,21.28,72600,6.48,4.4,,
205347302,Bosch-Geo,TW025-1***-****CB,6.86,23400,5.48,18700,4.95,3.05,7.44,25400,6.98,23800,6.48,3.7,,
205129402,Bosch-Geo,TW035-1***-****CB,9.99,34100,8.29,28300,4.72,3.05,10.9,37200,10.49,35800,6.24,3.7,,
204629745,Bosch-Geo,TW049-1***-****CB,13.13,44800,10.93,37300,4.89,3.05,14.21,48500,13.54,46200,6.48,3.6,,
205129403,Bosch-Geo,TW061-1***-****CB,15.94,54400,13.31,45400,4.75,3.05,17.14,58500,16.38,55900,6.15,3.6,,
205347303,Bosch-Geo,TW122-1***-****CB,33.35,113800,28.08,95800,4.69,3.05,36.02,122900,35.34,120600,6.02,3.7,,
202732918,Bryant,GB018H******1**2,6.01,20500,4.34,14800,5.25,3.65,6.24,21300,5.19,17700,7.24,4.4,,
202543171,Bryant,GB018V******1**2,6.01,20500,4.34,14800,5.42,3.7,6.24,21300,5.19,17700,7.42,4.4,,
7167377,Bryant,GB030H/V******1*X1,8.35,28500,5.95,20300,5.69,3.95,9.09,31000,7.33,25000,7.91,4.95,,
202922697,Bryant,GB036H******1**1,10.99,37500,7.62,26000,5.48,3.9,11.78,40200,10.08,34400,7.12,4.7,,
202922728,Bryant,GB036V******1**1,10.99,37500,7.62,26000,5.77,3.9,11.78,40200,10.08,34400,7.59,4.9,,
203254607,Bryant,GB042H******1**1,11.9,40600,7.85,26800,5.72,4,12.92,44100,10.26,35000,7.97,5,,
202732302,Bryant,GB042V******1**1,11.9,40600,7.85,26800,5.69,3.7,12.92,44100,10.26,35000,7.5,4.65,,
203303778,Bryant,GB048H******1**1,13.72,46800,9.79,33400,5.22,3.7,14.98,51100,11.87,40500,7.03,4.5,,
202541575,Bryant,GB048V******1**1,13.72,46800,9.79,33400,5.2,3.7,14.98,51100,11.87,40500,7.03,4.3,,
203254624,Bryant,GC024H**C***1*X1,7.8,26600,5.28,18000,5.83,3.7,8.5,29000,6.89,23500,7.55,5,,
203254626,Bryant,GC024H**N***1*X1,7.8,26600,5.28,18000,5.36,3.7,8.5,29000,6.89,23500,7.06,5,,
203260867,Bryant,GC024V/C**C***1*X1+UI,7.8,26600,5.28,18000,5.54,3.7,8.5,29000,6.89,23500,7.24,4.3,,
203254620,Bryant,GC024V/C**N***1*X1,7.8,26600,5.28,18000,5.33,3.7,8.5,29000,6.89,23500,6.95,4.6,,
8964157,Bryant,GC036C/H/V******1*X1+UI,11.96,40800,8.32,28400,5.92,3.95,12.69,43300,10.52,35900,7.62,4.55,,
8964161,Bryant,GC060C/H/V******1*X1+UI,19.08,65100,13.33,45500,5.16,3.7,20.57,70200,17.67,60300,6.54,4.35,,
8964163,Bryant,GC072C/H/V******1*X1+UI,21.6,73700,16.21,55300,4.81,3.6,23.06,78700,20.51,70000,6.21,4.35,,
203337771,Bryant,GP024V/H/C******1**1,8.06,27500,5.57,19000,5.19,3.6,8.5,29000,6.86,23400,6.8,4.5,,
203303786,Bryant,GP036V/H/C******1**1,11.14,38000,8.21,28000,4.6,3.6,12.31,42000,10.55,36000,6.23,4.2,,
203343537,Bryant,GP048V/H/C******1**1,14.36,49000,11.14,38000,4.54,3.6,15.83,54000,14.07,48000,5.57,4.2,,
203818210,Bryant,GP060H**C***1**1,18.17,62000,14.36,49000,4.92,3.6,19.93,68000,17.88,61000,6.21,4.3,,
203364184,Bryant,GP060V**C***1**1,18.17,62000,14.36,49000,4.6,3.6,19.93,68000,17.88,61000,5.77,4.2,,
203343545,Bryant,GP060V/H/C**N***1**1,18.17,62000,14.36,49000,4.72,3.6,19.93,68000,17.88,61000,6.01,4.2,,
203325112,Bryant,GP072V/H/C******1**1,21.69,74000,15.53,53000,4.57,3.5,22.57,77000,19.93,68000,5.74,4.2,,
205349298,Bryant,GW024W**D/G***1**2,6.86,23400,5.48,18700,4.95,3.05,7.44,25400,6.98,23800,6.48,3.7,,
205349632,Bryant,GW036W**D/G***1**2,9.99,34100,8.29,28300,4.72,3.05,10.9,37200,10.49,35800,6.24,3.7,,
205230411,Bryant,GW048W**D/G***1**2,13.13,44800,10.93,37300,4.89,3.05,14.21,48500,13.54,46200,6.48,3.6,,
205349640,Bryant,GW060W**D/G***1**2,15.94,54400,13.31,45400,4.75,3.05,17.14,58500,16.38,55900,6.15,3.6,,
205349295,Bryant,GW120W**D/G***1**2,33.35,113800,28.08,95800,4.69,3.05,36.02,122900,35.34,120600,6.02,3.7,,
204140571,Bryant,GZ024*******1**1,7.65,26100,5.57,19000,4.66,3.45,8.21,28000,7,23900,6.59,4.3,,
8714941,Bryant,GZ024******1*X1,7.62,26000,5.54,18900,4.92,3.75,8.26,28200,6.89,23500,6.45,4.45,,
204595319,Bryant,GZ036*******1**2,10.96,37400,8.12,27700,4.95,3.65,11.84,40400,10.7,36500,6.07,4.35,,
203254575,Bryant,GZ036***C***1**2,11.49,39200,8.03,27400,5.16,3.4,12.13,41400,10.76,36700,6.67,4.4,,
203325120,Bryant,GZ036***N***1**2,10.79,36800,7.88,26900,4.51,3.4,11.81,40300,10.76,36700,5.79,4.2,,
203254583,Bryant,GZ036***N***1**2,11.49,39200,8.03,27400,4.76,3.6,12.13,41400,10.76,36700,5.95,4.2,,
203818219,Bryant,GZ048*******1**1,14.36,49000,10.58,36100,4.54,3.55,15.24,52000,13.66,46600,5.95,4.2,,
8714949,Bryant,GZ048******1*X1,14.24,48600,11.11,37900,4.54,3.6,15.33,52300,13.89,47400,5.99,4.2,,
204433794,Bryant,GZ060*******1**1,18.73,63900,13.48,46000,4.7,3.6,19.46,66400,17.23,58800,5.66,3.95,,
8714953,Bryant,GZ060******1*X1,17.82,60800,13.19,45000,4.92,3.4,18.84,64300,16.85,57500,6.07,4,,
204543145,Bryant,GZ072*******1**1,20.51,70000,16.18,55200,4.66,3.6,21.83,74500,19.96,68100,5.92,4.15,,
8779229,Bryant,GZ072******1X*1,20.08,68500,15.47,52800,4.54,3.3,21.13,72100,19.28,65800,5.63,3.8,,
205145526,Calorek Technologies,HOCWTA036,9.83,33530,8.71,29719,4.33,3.46,,,,,,,,
202833830,Carrier,50H/VQP072**C3B,22.27,76000,15.88,54200,4.57,3.5,24.12,82300,20.13,68700,5.83,4.25,,
202833837,Carrier,50H/VQP072**C5B,22.27,76000,15.88,54200,4.57,3.5,24.12,82300,20.13,68700,5.83,4.25,,
202833838,Carrier,50H/VQP072**C6B,22.27,76000,15.88,54200,4.57,3.5,24.12,82300,20.13,68700,5.83,4.25,,
202833826,Carrier,50H/VQP072**N3B,22.42,76500,15.77,53800,4.7,3.45,24.09,82200,19.64,67000,5.91,4.2,,
202833827,Carrier,50H/VQP072**N5B,22.42,76500,15.77,53800,4.7,3.45,24.09,82200,19.64,67000,5.91,4.2,,
202833828,Carrier,50H/VQP072**N6B,22.42,76500,15.77,53800,4.7,3.45,24.09,82200,19.64,67000,5.91,4.2,,
202833831,Carrier,50H/VQP096**C3B,29.48,100600,22.13,75500,4.73,3.55,31.59,107800,28.22,96300,6.45,4.35,,
202833839,Carrier,50H/VQP096**C5B,29.48,100600,22.13,75500,4.73,3.55,31.59,107800,28.22,96300,6.45,4.35,,
202833840,Carrier,50H/VQP096**C6B,29.48,100600,22.13,75500,4.73,3.55,31.59,107800,28.22,96300,6.45,4.35,,
202833829,Carrier,50H/VQP096**N3B,28.72,98000,22.01,75100,4.57,3.5,31.21,106500,27.75,94700,6.2,4.3,,
202833835,Carrier,50H/VQP096**N5B,28.72,98000,22.01,75100,4.57,3.5,31.21,106500,27.75,94700,6.2,4.3,,
202833836,Carrier,50H/VQP096**N6B,28.72,98000,22.01,75100,4.57,3.5,31.21,106500,27.75,94700,6.2,4.3,,
201854594,Carrier,50PCH007Z/B/S/E*C3/CD*A/J/D/F,1.99,6800,1.44,4900,4.43,3.4,,,,,,,,
201854596,Carrier,50PCH007Z/B/S/E*C4/DD*A/J/D/F,1.99,6800,1.44,4900,4.43,3.4,,,,,,,,
201829601,Carrier,50PCH012Z/B/S/E**3/CD*A/J/D/F,3.46,11800,2.55,8700,4.13,3.2,,,,,,,,
201829607,Carrier,50PCH012Z/B/S/E**4/DD*A/J/D/F,3.46,11800,2.55,8700,4.13,3.2,,,,,,,,
202274810,Carrier,50PCH015N/P/W/Y*C3/CD*A/J/D/F,4.22,14400,3.14,10700,4.75,3.3,,,,,,,,
202274794,Carrier,50PCH015N/P/W/Y*C4/DD*A/J/D/F,4.22,14400,3.14,10700,4.75,3.3,,,,,,,,
202274802,Carrier,50PCH015N/P/W/Y*N3/CD*A/J/D/F,4.22,14400,3.14,10700,4.75,3.3,,,,,,,,
202274786,Carrier,50PCH015N/P/W/Y*N4/DD*A/J/D/F,4.22,14400,3.14,10700,4.75,3.3,,,,,,,,
202274811,Carrier,50PCH015Z/B/S/E*C3/CD*A/J/D/F,4.16,14200,3.31,11300,4.28,3.3,,,,,,,,
202274795,Carrier,50PCH015Z/B/S/E*C4/DD*A/J/D/F,4.16,14200,3.31,11300,4.28,3.3,,,,,,,,
202274803,Carrier,50PCH015Z/B/S/E*N3/CD*A/J/D/F,4.16,14200,3.31,11300,4.28,3.3,,,,,,,,
