Key-Clé,CoAppNm,CoAppRoleCD,CoAppRoleEN,CoAppRoleFR,CoAppOrgID,CoAppOrgNm,ProvinceEN,ProvinceFR,CountryEN,PaysFR,FiscalYear-AnnéeFinancière
274354,"Duronio, Vincent",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
250211,"Li, Yung-Hua",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200708
295586,"Mackay, Alexander L",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
295586,"Kopec, Jacek A",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
295586,"Wilson, David R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
295586,"Cibere, Jolanda",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
715658,"Alain, Claude",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ABPI,Baycrest Centre for Geriatric Care (Toronto),Ontario,Ontario,Canada,Canada,200708
584859,"Kumar, Ujendra",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
818231,"Butterworth, Roger F",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADWY,Centre hospitalier de l'Université de Montréal (CHUM),Québec,Québec,Canada,Canada,200708
511101,"Rosenberg, Lawrence",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAF,CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General/CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Hôpital juif,Québec,Québec,Canada,Canada,200708
816,"Averill-Bates, Diana A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFEB,Université du Québec à Montréal,Québec,Québec,Canada,Canada,200708
314114,"Pencharz, Paul B",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200708
314114,"Ball, Ronald O",CO,Co-Investigator,Co-chercheur,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
404172,"Light, Bruce R",PI,Principal Investigator,Chercheur principal,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200708
404172,"Mink, Steven N",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200708
404172,"Bose, Deepak",PI,Principal Investigator,Chercheur principal,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200708
404172,"Jacobs, Hans K",PI,Principal Investigator,Chercheur principal,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200708
771732,"Nguyen, Minh Dang",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200708
931872,"Connors, Sean P",PI,Principal Investigator,Chercheur principal,CJAA,Memorial University of Newfoundland,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Canada,Canada,200708
931872,"Parfrey, Patrick S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CJAA,Memorial University of Newfoundland,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Canada,Canada,200708
931872,"Young, Terry-Lynn",PI,Principal Investigator,Chercheur principal,CJAA,Memorial University of Newfoundland,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Canada,Canada,200708
705968,"Marcoux, Sylvie",CO,Co-Investigator,Co-chercheur,CFBA,Université Laval,Québec,Québec,Canada,Canada,200708
705968,"Tardif, Robert",CO,Co-Investigator,Co-chercheur,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
705968,"Levallois, Patrick J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFBA,Université Laval,Québec,Québec,Canada,Canada,200708
705968,"Rodriguez, Manuel J",CO,Co-Investigator,Co-chercheur,CFBA,Université Laval,Québec,Québec,Canada,Canada,200708
344074,"Bognar, Andrew L",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200708
631087,"Carbonetto, Salvatore T",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
69209,"Piedboeuf, Bruno",CO,Co-Investigator,Co-chercheur,IOAJ,Gouvernement du Québec-Tourisme Québec,Québec,Québec,Canada,Canada,200708
69209,"Tremblay, Yves",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFBA,Université Laval,Québec,Québec,Canada,Canada,200708
69209,"Khan, Paul A",CO,Co-Investigator,Co-chercheur,CFBA,Université Laval,Québec,Québec,Canada,Canada,200708
686738,"De Bold, Adolfo J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CECA,University of Ottawa/Université d'Ottawa,Ontario,Ontario,Canada,Canada,200708
764736,"Hollenberg, Morley D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200708
247200,"Baltz, Jay M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADYP,Ottawa Hospital Research Institute/Institut de recherche de l'Hôpital d'Ottawa,Ontario,Ontario,Canada,Canada,200708
283468,"Beaulieu, Marie-Dominique",CO,Co-Investigator,Co-chercheur,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
283468,"Laurier, Claudine",CO,Co-Investigator,Co-chercheur,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
283468,"Doucet, Hubert",CO,Co-Investigator,Co-chercheur,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
283468,"Collin, Johanne",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
283468,"Monnais-Rousselot, Laurence A",CO,Co-Investigator,Co-chercheur,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
283468,"Proulx, Michelle",CO,Co-Investigator,Co-chercheur,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
977629,"Ditto, Blaine",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
977629,"France, Christopher R",CO,Co-Investigator,Co-chercheur,ABIA,Ohio University,Ohio,Ohio,United States,États-Unis,200708
695678,"Laporte, Stéphane A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
531657,"Mcrory, John E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200708
672567,"Nyomba, Bulangu Lukuki G",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200708
626826,"Janssen, Ian M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEDA,"Queen's University (Kingston, Ontario)",Ontario,Ontario,Canada,Canada,200708
466034,"Kawaja, Michael D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEDA,"Queen's University (Kingston, Ontario)",Ontario,Ontario,Canada,Canada,200708
231633,"Bernier, Suzanne M",PI,Principal Investigator,Chercheur principal,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200708
231633,"Kidder, Gerald M",PI,Principal Investigator,Chercheur principal,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200708
231633,"Laird, Dale W",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200708
231633,"Bai, Donglin",PI,Principal Investigator,Chercheur principal,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200708
448807,"Lehner, Richard",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
20645,"Hirasawa, Kensuke",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CJAA,Memorial University of Newfoundland,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Canada,Canada,200708
588678,"Colbourne, Frederick",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
387712,"Morales, Carlos R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
511966,"McBurney, Michael W",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADYP,Ottawa Hospital Research Institute/Institut de recherche de l'Hôpital d'Ottawa,Ontario,Ontario,Canada,Canada,200708
214431,"Li, Gang",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
459673,"Harden, Nicholas",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CACA,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Colombie-Britannique,Canada,Canada,200708
80576,"Adeli, Khosrow",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200708
16678,"Lavoie, Jean-Pierre",PI,Principal Investigator,Chercheur principal,INVX,CIUSSS de l'Ouest de-l'Ile-de-Montréal-Cavendish,Québec,Québec,Canada,Canada,200708
16678,"Guberman, Nancy",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFEB,Université du Québec à Montréal,Québec,Québec,Canada,Canada,200708
16678,"Grenier, Amanda M",PI,Principal Investigator,Chercheur principal,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200708
16678,"Olazabal, Jean-Ignace",PI,Principal Investigator,Chercheur principal,INVX,CIUSSS de l'Ouest de-l'Ile-de-Montréal-Cavendish,Québec,Québec,Canada,Canada,200708
16678,"Silverman, Marjorie L",CO,Co-Investigator,Co-chercheur,CECA,University of Ottawa/Université d'Ottawa,Ontario,Ontario,Canada,Canada,200708
933573,"Brissette, Louise",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFEB,Université du Québec à Montréal,Québec,Québec,Canada,Canada,200708
855875,"Brownstone, Robert M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,AAFO,University College London (UK),Unknown/Inconnu,Unknown/Inconnu,United Kingdom,Royaume-Uni,200708
783233,"Sergio, Lauren E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEPA,"York University (Toronto, Ontario)",Ontario,Ontario,Canada,Canada,200708
323274,"Da Costa, Deborah M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
323274,"Marchand, André",CO,Co-Investigator,Co-chercheur,CFEB,Université du Québec à Montréal,Québec,Québec,Canada,Canada,200708
323274,"Khalife, Samir",CO,Co-Investigator,Co-chercheur,CFSA,Royal Victoria Hospital (Montreal)/Hôpital Royal Victoria,Québec,Québec,Canada,Canada,200708
323274,"Rahme, Elham",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
415372,"Erickson, Patricia G",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200708
415372,"Pawluch, Dorothy",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200708
415372,"Hathaway, Andrew D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEHA,University of Guelph,Ontario,Ontario,Canada,Canada,200708
527724,"Honer, William G",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
527724,"Williams, Richard",CO,Co-Investigator,Co-chercheur,CPVZ,"Royal Jubilee Hospital (Victoria, BC)",British Columbia,Colombie-Britannique,Canada,Canada,200708
527724,"Lecomte, Tania",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
527724,"Goldner, Elliot M",CO,Co-Investigator,Co-chercheur,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,200708
527724,"Mueser, Kim T",CO,Co-Investigator,Co-chercheur,AAKL,Geisel School of Medicine at Dartmouth,New Hampshire,New Hampshire,United States,États-Unis,200708
527724,"Thornton, Allen E",CO,Co-Investigator,Co-chercheur,CACA,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Colombie-Britannique,Canada,Canada,200708
527724,"Lang, Donna J",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
527724,"Macewan, William G",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
874187,"Servant, Marc",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
730374,"Hadjistavropoulos, Thomas",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CCBA,University of Regina (Saskatchewan),Saskatchewan,Saskatchewan,Canada,Canada,200708
730374,"Asmundson, Gordon J",CO,Co-Investigator,Co-chercheur,CCBA,University of Regina (Saskatchewan),Saskatchewan,Saskatchewan,Canada,Canada,200708
730374,"Mccreary, Donald R",CO,Co-Investigator,Co-chercheur,CEPA,"York University (Toronto, Ontario)",Ontario,Ontario,Canada,Canada,200708
650001,"Ducharme, Francine C",CO,Co-Investigator,Co-chercheur,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
650001,"Caron, Chantal D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFDA,Université de Sherbrooke,Québec,Québec,Canada,Canada,200708
650001,"Duhamel, André",CO,Co-Investigator,Co-chercheur,CFDA,Université de Sherbrooke,Québec,Québec,Canada,Canada,200708
464819,"Dumaine, Robert",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFDA,Université de Sherbrooke,Québec,Québec,Canada,Canada,200708
23707,"Wang, Jun-Feng",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200708
746755,"Chappell, Neena L",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CABA,University of Victoria (British Columbia),British Columbia,Colombie-Britannique,Canada,Canada,200708
746755,"Reid, Robert C",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
746755,"Kadlec, Helena",CO,Co-Investigator,Co-chercheur,CABA,University of Victoria (British Columbia),British Columbia,Colombie-Britannique,Canada,Canada,200708
755926,"Szechtman, Henry",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200708
755926,"Woody, Erik Z",CO,Co-Investigator,Co-chercheur,CENA,University of Waterloo (Ontario),Ontario,Ontario,Canada,Canada,200708
49452,"Ptito, Maurice",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
49452,"Casanova, Christian F",CO,Co-Investigator,Co-chercheur,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
952808,"Shizgal, Peter",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFGA,"Concordia University (Montreal, Quebec)/Université Concordia",Québec,Québec,Canada,Canada,200708
255501,"Forsyth, Peter A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBC,"Tom Baker Cancer Centre, Calgary",Alberta,Alberta,Canada,Canada,200708
255501,"Senger, Donna L",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200708
736831,"Honer, William G",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
736831,"Woodward, Todd S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
149650,"Nagy, James I",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200708
149650,"Perreault, Helene",CO,Co-Investigator,Co-chercheur,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200708
149650,"Li, Xinbo",CO,Co-Investigator,Co-chercheur,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unknown,Inconnu,Unspecified/Non Spécifié,Unspecified/Non Spécifié,200708
419323,"Heathcote, Elizabeth Jane J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200708
419323,"Siminovitch, Katherine A",CO,Co-Investigator,Co-chercheur,CEAD,Sinai Health System (Toronto),Ontario,Ontario,Canada,Canada,200708
435374,"Mortola, Jacopo P",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
555994,"Peng, Chun",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEPA,"York University (Toronto, Ontario)",Ontario,Ontario,Canada,Canada,200708
5202,"Hislop, T. Gregory",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
5202,"Harris, Susan R",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
5202,"Thorne, Sally E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
5202,"Stajduhar, Kelli I",CO,Co-Investigator,Co-chercheur,CABA,University of Victoria (British Columbia),British Columbia,Colombie-Britannique,Canada,Canada,200708
5202,"Kim-Sing, Charmaine",CO,Co-Investigator,Co-chercheur,BCAV,"BC Cancer, part of PHSA (Vancouver)",British Columbia,Colombie-Britannique,Canada,Canada,200708
5202,"Oliffe, John L",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
17466,"Pausova, Zdenka V",CO,Co-Investigator,Co-chercheur,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200708
17466,"Abrahamowicz, Michal M",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
17466,"Gaudet, Daniel",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
17466,"Leal, Suzanne",CO,Co-Investigator,Co-chercheur,AEHX,Texas Medical Center,Texas,Texas,United States,États-Unis,200708
87759,"Zochodne, Douglas W",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
42489,"Kennedy, Timothy E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
657675,"Dyck, Jason R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
443659,"Bradley, Douglas T",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200708
443659,"Floras, John S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAD,Sinai Health System (Toronto),Ontario,Ontario,Canada,Canada,200708
443659,"Dzavik, Vladimir",CO,Co-Investigator,Co-chercheur,ADHD,University Health Network (Toronto),Ontario,Ontario,Canada,Canada,200708
443659,"Chan, Christopher T",CO,Co-Investigator,Co-chercheur,ADHD,University Health Network (Toronto),Ontario,Ontario,Canada,Canada,200708
201877,"Avoli, Massimo",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADBC,Montreal Neurological Institute/Institut neurologique de Montréal,Québec,Québec,Canada,Canada,200708
201877,"Ragsdale, David S",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
794880,"Saunders, Duncan",CO,Co-Investigator,Co-chercheur,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
794880,"Houston, Stan C",CO,Co-Investigator,Co-chercheur,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
794880,"Kaler, Amy K",CO,Co-Investigator,Co-chercheur,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
794880,"Kipp, Walter E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
794880,"Konde-Lule, Joseph",CO,Co-Investigator,Co-chercheur,AASI,"Makerere University (Kampala, Uganda)",Unknown/Inconnu,Unknown/Inconnu,Uganda,Ouganda,200708
794880,"Karamagi, Ednah A",CO,Co-Investigator,Co-chercheur,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
794880,"Kamya, Moses R",CO,Co-Investigator,Co-chercheur,AASI,"Makerere University (Kampala, Uganda)",Unknown/Inconnu,Unknown/Inconnu,Uganda,Ouganda,200708
794880,"Luckert, Martin K",CO,Co-Investigator,Co-chercheur,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
794880,"Kabagambe, Geoffrey",CO,Co-Investigator,Co-chercheur,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200708
273018,"Dobson, Keith S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200708
872261,"Ciliska, Donna K",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200708
872261,"Cameron, Roy",CO,Co-Investigator,Co-chercheur,CENA,University of Waterloo (Ontario),Ontario,Ontario,Canada,Canada,200708
872261,"Lavis, John N",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200708
872261,"Mills, Christina J",CO,Co-Investigator,Co-chercheur,HCGC,Health Canada (Ottawa)/Santé Canada (Ottawa),Ontario,Ontario,Canada,Canada,200708
872261,"Mercer, Shawna L",CO,Co-Investigator,Co-chercheur,BABM,Centers for Disease Control and Prevention (Georgia),Georgia,Géorgie,United States,États-Unis,200708
872261,"Manske, Steve R",CO,Co-Investigator,Co-chercheur,CENA,University of Waterloo (Ontario),Ontario,Ontario,Canada,Canada,200708
872261,"Thomas, Helen",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200708
872261,"Jack, Susan M",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200708
872261,"Dobbins, Maureen J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200708
872261,"O'Mara, Linda M",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200708
872261,"Micucci, Sandra R",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200708
205878,"Wong, Sui-Lam",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200708
420177,"Gossard, Jean-Pierre",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200708
466044,"Sarret, Philippe",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFDA,Université de Sherbrooke,Québec,Québec,Canada,Canada,200708
427723,"Anisman, Hymie",CO,Co-Investigator,Co-chercheur,CEGA,Carleton University (Ottawa),Ontario,Ontario,Canada,Canada,200708
427723,"Szyf, Moshe",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
427723,"Merali, Zulfiquar",CO,Co-Investigator,Co-chercheur,IMHR,University of Ottawa Institute of Mental Health Research/Institut de recherche en santé mentale de l'Université d'Ottawa,Ontario,Ontario,Canada,Canada,200708
427723,"Poulter, Michael O",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,XXXX,Undetermined/Indeterminé,Unknown,Inconnu,Unknown,Inconnu,200708
427723,"Du, Lisheng",CO,Co-Investigator,Co-chercheur,CECF,Royal Ottawa Hospital,Ontario,Ontario,Canada,Canada,200708
615761,"Katz, Joel D",CO,Co-Investigator,Co-chercheur,CEPA,"York University (Toronto, Ontario)",Ontario,Ontario,Canada,Canada,200708
615761,"Stevens, Bonnie J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200708
615761,"Asztalos, Elizabeth V",CO,Co-Investigator,Co-chercheur,CEAF,"Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Ontario,Canada,Canada,200708
615761,"McKeever, Patricia D",CO,Co-Investigator,Co-chercheur,CEAS,Holland Bloorview Kids Rehabilitation Hospital (Toronto),Ontario,Ontario,Canada,Canada,200708
615761,"Gibbins, Sharyn A",CO,Co-Investigator,Co-chercheur,DHMC,"Dartmouth-Hitchcock Medical Center (Lebanon, USA)",New Hampshire,New Hampshire,United States,États-Unis,200708
615761,"Pillai Riddell, Rebecca Rita E",CO,Co-Investigator,Co-chercheur,CEAD,Sinai Health System (Toronto),Ontario,Ontario,Canada,Canada,200708
800860,"Birch, Gary E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
593485,"Collins, Donald L",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
593485,"Goulet, Benoit",PI,Principal Investigator,Chercheur principal,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200708
815995,"Guiraudon, Gerard M",CO,Co-Investigator,Co-chercheur,LHSI,London Health Sciences Centre Res. Inc. (Ont.),Ontario,Ontario,Canada,Canada,200708
815995,"Drangova, Maria",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200708
815995,"Jones, Douglas L",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200708
815995,"Peters, Terence M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200708
46822,"Woodhouse, Kimberly A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEDA,"Queen's University (Kingston, Ontario)",Ontario,Ontario,Canada,Canada,200708
46822,"Zandstra, Peter W",PI,Principal Investigator,Chercheur principal,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
46822,"Rabolt, John F",CO,Co-Investigator,Co-chercheur,BAHX,University of Delaware (Newark),Delaware,Delaware,United States,États-Unis,200708
623505,"Whitman, Stewart C",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CECA,University of Ottawa/Université d'Ottawa,Ontario,Ontario,Canada,Canada,200708
804322,"Ruth, Thomas J",CO,Co-Investigator,Co-chercheur,ABBI,"TRIUMF (Vancouver, BC)",British Columbia,Colombie-Britannique,Canada,Canada,200708
804322,"Doudet, Doris J",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
804322,"Lee, Chong S",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200708
