Month,Hours
2019-06,158805.5
2019-07,126482.25
2019-08,130599.0
2019-09,158316.25
2019-10,128703.25
2019-11,131688.5
2019-12,161098.75
2020-01,122777.5
2020-02,126637.5
2020-03,160139.5
2020-04,121808.75
2020-05,154618.5
