animal_id,animal_type,primary_color,secondary_color,breed_group,animal_identity,age_now,age_long,tag_no,tag_type,vaccine
A622481,DOG,WHITE,,SHEPHERD,537206.0,4Y,4 YEARS,L17-034080,LIC ALTERED,
A592300,DOG,CREAM,,SETTER/RETRIEVE,507217.0,4Y,4 YEARS,L17-008031,LIC ALTERED,HURSTBOURN
A062985,CAT,CREAM,BUFF,SHORTHAIR,47012.0,21Y,21 YEARS,C06-007922,LIC ALTERED,GRIME/WOOD
A595010,DOG,BROWN,BLACK,TOY,509904.0,6Y,6 YEARS,L16-040944,LIC SR,
A607024,CAT,BLACK,WHITE,SHORTHAIR,521881.0,1Y 10M,1 YEAR 10 MONTHS,L16-022361,LIC 3Y,STONYBROOK
A631628,DOG,UNKNOWN,,TOY,546250.0,,NO AGE,,,
A592561,CAT,BRN TABBY,,LONGHAIR,507486.0,10Y,10 YEARS,L16-007008,LIC ALTERED,KHS
A577308,CAT,GRAY TIGER,,SHORTHAIR,492259.0,3Y,3 YEARS,,,
A583119,DOG,BLACK,,SETTER/RETRIEVE,498076.0,2Y,2 YEARS,L16-036257,LIC ALTERED,
A597434,DOG,BROWN,WHITE,MASTIFF,512344.0,2Y,2 YEARS,,,
A407782,DOG,BR BRINDLE,,MASTIFF,320915.0,8Y,8 YEARS,D12-046270,LIC ALTERED,CHEROKEE
A553606,CAT,,,SHORTHAIR,468520.0,3Y,3 YEARS,L15-027353,LIC ALTERED,
A549497,DOG,BLACK,,SPITZ,464391.0,9Y,9 YEARS,4A6B4F280C,MICROCHIP,
A622145,DOG,BLACK,,TOY,536869.0,1Y 6M,1 YEAR 6 MONTHS,L17-004803,LIC ALTERED,
A503054,DOG,BROWN,,TOY,417718.0,7Y,7 YEARS,L17-013142,LIC ALTERED,DOWNTOWN
A578774,DOG,BR BRINDLE,WHITE,MASTIFF,493726.0,3Y,3 YEARS,L15-053437,LIC ALTERED,LMAS
A506133,CAT,GRAY TABBY,WHITE,SHORTHAIR,420839.0,4Y,4 YEARS,L15-023568,LIC ALTERED,MAS
A621693,DOG,GOLD,,TOY,536416.0,9Y,9 YEARS,R17-0724285,RAB VAC CERT.,BANFIELD
A610494,CAT,TORTIE,,SHORTHAIR,525303.0,1Y 5M,1 YEAR 5 MONTHS,L16-023237,LIC ALTERED,KHS
A574982,CAT,ORG TABBY,WHITE,SHORTHAIR,489929.0,3Y,3 YEARS,L15-050275,LIC ALTERED,LMAS
A580014,DOG,WHITE,BROWN,MASTIFF,494966.0,3Y,3 YEARS,L16-041854,LIC ALTERED,
A560327,DOG,BROWN,,TOY,475239.0,11Y,11 YEARS,R15-001952,RAB VAC CERT.,
A576686,DOG,TAN,BLACK,TERRIER,491635.0,8Y,8 YEARS,981010001615672,MICROCHIP,
A619216,CAT,ORG TABBY,,SHORTHAIR,533941.0,,NO AGE,,,
A617108,CAT,BLACK,,SHORTHAIR,531864.0,1Y 9M,1 YEAR 9 MONTHS,L16-031183,LIC ALTERED,GOOSE CREE
A251626,DOG,TRICOLOR,,HOUND,94578.0,13Y,13 YEARS,D07-058219,LIC ALTERED,FAIRDALE
A599569,DOG,GOLD,,TOY,514473.0,10Y,10 YEARS,L16-047611,LIC 3YSR,
A622475,DOG,BROWN,TAN,TERRIER,537200.0,4Y,4 YEARS,L16-023278,LIC ALTERED,
A423547,CAT,BLACK,,SHORTHAIR,337008.0,7Y,7 YEARS,L15-134107,LIC ALTERED,
A592648,DOG,WHITE,,TOY,507574.0,7Y,7 YEARS,L17-043827,LIC ALTERED,
A581200,CAT,GRAY,,LONGHAIR,496156.0,4Y,4 YEARS,,,
A316502,DOG,CHOCOLATE,,SETTER/RETRIEVE,214093.0,15Y,15 YEARS,D09-037892,LIC ALTERED,STONEFIELD
A609637,DOG,FAWN,,,524472.0,1Y 6M,1 YEAR 6 MONTHS,U17-008882,RABIES CERT,
A582010,DOG,BLACK,,MASTIFF,496967.0,,INCORRECT AGE,L17-006200,LIC UNALTERED,
A598811,DOG,BLACK,WHITE,SHEPHERD,513725.0,1Y 10M,1 YEAR 10 MONTHS,L16-007955,LIC ALTERED,
A557835,DOG,ORANGE,WHITE,TOY,472750.0,5Y,5 YEARS,L15-002293,LIC SR,PETS PLUS
A557842,CAT,TORTIE,,SHORTHAIR,472757.0,,NO AGE,L15-059543,LIC ALTERED,KHS
A453682,CAT,GRAY TABBY,,SHORTHAIR,367781.0,,NO AGE,C14-023479,LIC ALTERED,GAILOR
A554683,DOG,TRICOLOR,,HOUND,469600.0,3Y,3 YEARS,L16-035983,LIC SR,
A599256,DOG,WHITE,,MASTIFF,514162.0,4Y,4 YEARS,L16-018504,LIC ALTERED,
A630045,DOG,TRICOLOR,,TOY,544676.0,17Y,17 YEARS,,,
A555543,DOG,WHITE,BL BRINDLE,POINTER,470455.0,4Y,4 YEARS,L14-039604,LIC ALTERED,
A610615,DOG,BROWN,,TOY,525425.0,5Y,5 YEARS,RAB0145012,RABIES CERT,BANFIELD
A570841,DOG,BL BRINDLE,,MASTIFF,485784.0,3Y,3 YEARS,L17-028465,REJECT,
A260409,DOG,BLACK,GRAY,SIGHTHOUND,163754.0,13Y,13 YEARS,L06-000007,LIC ALTERED,SHIVELY
A607178,DOG,RED,,TOY,522010.0,12Y,12 YEARS,L17-033368,LIC ALTERED,
A607184,DOG,BLACK,BROWN,SETTER/RETRIEVE,522015.0,12Y,12 YEARS,L16-051283,LIC ALTERED,LMAS
A615609,DOG,BLACK,TAN,SHEPHERD,530356.0,3Y,3 YEARS,RAB0373740,RABIES CERT,BANFIELD
A280616,DOG,BLACK,,TERRIER,40529.0,12Y,12 YEARS,D14-025909,LIC SR,DIXIE
A574608,DOG,TAN,BLACK,TOY,489554.0,2Y,2 YEARS,U15-004835,RABIES CERT,
A580648,DOG,BLACK,,POODLE,495602.0,2Y,2 YEARS,U16-005947,RABIES CERT,
A560383,DOG,BLACK,WHITE,MASTIFF,475295.0,3Y,3 YEARS,L15-003064,LIC ALTERED,
A558614,CAT,ORG TABBY,,SHORTHAIR,473532.0,2Y,2 YEARS,,,
A599543,DOG,,,POODLE,514447.0,12Y,12 YEARS,L16-012478,LIC 3Y,
A482702,DOG,WHITE,,TOY,397219.0,11Y,11 YEARS,L15-004225,LIC ALTERED,
A624045,CAT,GRAY,WHITE,LONGHAIR,538766.0,11M,11 MONTHS,L17-041882,LIC ALTERED,
A566414,DOG,WHITE,TAN,MASTIFF,481349.0,3Y,3 YEARS,L17-019132,LIC ALTERED,
A609871,DOG,RED MERLE,,COLLIE,524705.0,1Y 11M,1 YEAR 11 MONTHS,L16-010049,LIC ALTERED,KHS
A575896,DOG,BL BRINDLE,,TERRIER,490844.0,8Y,8 YEARS,047037514,MICROCHIP,
A558194,DOG,BLACK,TAN,SHEPHERD,473112.0,9Y,9 YEARS,L17-030832,LIC ALTERED,CHEROKEE
A600998,DOG,GRAY,,TOY,515907.0,11Y,11 YEARS,985112008103405,MICROCHIP ADO,MAS
A457127,DOG,TAN,BLACK,TOY,371259.0,10Y,10 YEARS,L15-032183,LIC ALTERED,CHEROKEE
A558886,DOG,TAN,,SETTER/RETRIEVE,473805.0,3Y,3 YEARS,L16-008564,LIC ALTERED,MAS
A625860,CAT,BLACK,WHITE,SHORTHAIR,540596.0,5Y,5 YEARS,985113001193581,MICROCHIP ADO,
A602278,DOG,TAN,,MASTIFF,517179.0,3Y,3 YEARS,R17-1311,RAB VAC CERT.,LMAS
A586889,DOG,BLACK,TAN,TOY,501843.0,2Y,2 YEARS,L16-049458,LIC ALTERED,MAS
A502390,DOG,WHITE,TAN,MASTIFF,417046.0,5Y,5 YEARS,L14-014505,LIC ALTERED,SNIP
A610031,CAT,BLACK,,SHORTHAIR,524866.0,3Y,3 YEARS,,,
A563938,DOG,BLACK,,TOY,478864.0,3Y,3 YEARS,L15-014547,LIC 3YSR,
A584256,LIVESTOCK,GRAY,BLACK,SWINE,499215.0,2Y,2 YEARS,,,
A584629,DOG,CHOCOLATE,,SETTER/RETRIEVE,499588.0,5Y,5 YEARS,985112006609884,MICROCHIP,
A619627,DOG,TRICOLOR,,TERRIER,534352.0,9Y,9 YEARS,L17-014833,LIC ALTERED,KHS
A567530,DOG,WHITE,,POODLE,482469.0,2Y,2 YEARS,L15-005309,LIC UNALTERED,
A570673,CAT,GRAY,,LONGHAIR,485616.0,19Y,19 YEARS,L16-001872,LIC ALTERED,
A552864,DOG,BLUE,,MASTIFF,467776.0,3Y,3 YEARS,L14-043203,LIC UNALTERED,
A577432,DOG,BLACK,WHITE,SETTER/RETRIEVE,492383.0,5Y,5 YEARS,,,
A554129,DOG,BLACK,TAN,HOUND,469043.0,,NO AGE,L14-007565,LIC ALTERED,
A521376,DOG,TRICOLOR,,TOY,436166.0,5Y,5 YEARS,U14-002834,RABIES CERT,AUBURNDALE
A579861,CAT,WHITE,,SHORTHAIR,494813.0,2Y,2 YEARS,985112006926051,MICROCHIP ADO,
A592119,DOG,BLACK,,TOY,507036.0,5Y,5 YEARS,L16-039853,LIC ALTERED,
A578411,DOG,UNKNOWN,,,493363.0,3Y,3 YEARS,L15-020753,LIC ALTERED,
A593362,DOG,TRICOLOR,,COLLIE,508285.0,7Y,7 YEARS,L15-059275,LIC UNALTERED,JEFFERSON
A577665,DOG,BLACK,WHITE,SIGHTHOUND,492617.0,4Y,4 YEARS,L17-045608,LIC ALTERED,
A621873,DOG,BLACK,,TERRIER,536596.0,10Y,10 YEARS,R17-0373869,RAB VAC CERT.,BANFIELD
A580237,CAT,CALICO,,LONGHAIR,495189.0,14Y,14 YEARS,L15-065327,LIC ALTERED,KHS
A589940,CAT,BLK TABBY,,LONGHAIR,504857.0,14Y,14 YEARS,L16-025644,LIC ALTERED,AUBURNDALE
A608889,DOG,TAN,CREAM,TOY,523724.0,1Y 5M,1 YEAR 5 MONTHS,L16-050560,LIC ALTERED,BANFIELD
A567615,CAT,ORG TABBY,,SHORTHAIR,482554.0,,NO AGE,L15-200265,LIC 3Y,
A555571,DOG,WHITE,BROWN,TERRIER,470483.0,6Y,6 YEARS,L16-037743,LIC ALTERED,
A435038,DOG,BL BRINDLE,BL BRINDLE,MASTIFF,348813.0,7Y,7 YEARS,9851210077220667,MICROCHIP,
A068213,CAT,ORANGE,AGOUTI,SHORTHAIR,71972.0,19Y,19 YEARS,C11-009252,LIC SR,
A568582,CAT,GRAY,,SHORTHAIR,483523.0,4Y,4 YEARS,U15-44624,RAB VAC CERT.,SENECA
A590390,DOG,TRICOLOR,,SETTER/RETRIEVE,505306.0,3Y,3 YEARS,982000363911230,MICROCHIP,MAS
A462089,DOG,SABLE,,SPANIEL,376311.0,6Y,6 YEARS,L17-031911,LIC SR,
A617984,DOG,SILVER,,TOY,532743.0,6Y,6 YEARS,RAB0378143,RABIES CERT,BANFIELD
A595759,DOG,TAN,,TOY,510675.0,2Y,2 YEARS,L16-033879,LIC SR,SHIVELY
A584324,CAT,ORG TABBY,,SHORTHAIR,499283.0,2Y,2 YEARS,L15-065412,LIC ALTERED,KHS
A602046,DOG,GOLD,,SETTER/RETRIEVE,516960.0,17Y,17 YEARS,,,
A563101,DOG,BLACK,WHITE,TOY,478026.0,3Y,3 YEARS,985112004329359,MICROCHIP,
A550601,DOG,UNKNOWN,,TOY,465496.0,,NO AGE,,,
A558735,CAT,BLACK,,,473653.0,,NO AGE,U15-001808,RABIES CERT,
A584200,DOG,GRAY,WHITE,MASTIFF,499159.0,3Y,3 YEARS,,,
A571026,DOG,BLACK,,TERRIER,485969.0,,NO AGE,L15-011366,LIC ALTERED,
A608505,CAT,BRN TABBY,,LONGHAIR,523340.0,1Y 7M,1 YEAR 7 MONTHS,L16-023010,LIC ALTERED,
A568407,DOG,TAN,,TERRIER,483348.0,2Y,2 YEARS,L15-052058,LIC UNALTERED,PETS PLUS
A553868,DOG,TRICOLOR,,TOY,468783.0,8Y,8 YEARS,L16-049724,LIC 3YSR,
A594390,DOG,TRICOLOR,,COLLIE,509313.0,3Y,3 YEARS,L16-000874,LIC UNALTERED,EAST LOUIS
A557254,DOG,BLACK,WHITE,COLLIE,472168.0,5Y,5 YEARS,0A13491659,MICROCHIP,
A374351,DOG,BROWN,WHITE,MASTIFF,286909.0,9Y,9 YEARS,L17-013690,LIC ALTERED,
A479644,DOG,BROWN,RED,TOY,394077.0,10Y,10 YEARS,L16-043271,LIC ALTERED,
A570851,DOG,UNKNOWN,,,485794.0,,NO AGE,982000364391856,MICROCHIP,
A556817,CAT,WHITE,,SHORTHAIR,471730.0,,NO AGE,L14-018897,LIC ALTERED,KHS
A571727,DOG,RED,,TOY,486670.0,3Y,3 YEARS,L15-014999,LIC ALTERED,
A599405,DOG,WHITE,BLACK,HOUND,514309.0,3Y,3 YEARS,L16-042098,LIC SR,
A363650,DOG,BLUE,WHITE,MASTIFF,276031.0,11Y,11 YEARS,D13-039738,LIC ALTERED,SHIVELY
A609420,CAT,GRAY,WHITE,LONGHAIR,524254.0,1Y 5M,1 YEAR 5 MONTHS,L16-023091,LIC ALTERED,
A612749,CAT,BLACK,WHITE,SHORTHAIR,527515.0,17Y,17 YEARS,,,
A623015,DOG,GOLD,,COLLIE,537743.0,4Y,4 YEARS,L17-029349,LIC ALTERED,
A625565,DOG,FAWN,,TOY,540300.0,12Y,12 YEARS,L17-005828,LIC ALTERED,
A576774,DOG,TRICOLOR,,HOUND,491723.0,2Y,2 YEARS,U15-005226,RABIES CERT,
A559238,DOG,BLACK,,MIX,474156.0,12Y,12 YEARS,L14-044546,LIC ALTERED,
A617187,DOG,GRAY,TAN,POODLE,531943.0,12Y,12 YEARS,R17-2884,RAB VAC CERT.,LMAS
A625573,DOG,BLACK,,HOUND,540308.0,14Y,14 YEARS,L17-005834,LIC ALTERED,
A597784,CAT,BRN TABBY,,SHORTHAIR,512697.0,2Y,2 YEARS,,,
A608248,DOG,BLACK,,SHEPHERD,523082.0,,NO AGE,,,
A579104,DOG,BLACK,,TERRIER,494055.0,5Y,5 YEARS,L15-035170,LIC ALTERED,
A579088,DOG,BLACK,,TOY,494039.0,4Y,4 YEARS,L17-010759,LIC ALTERED,
A544196,DOG,BLACK,TAN,HOUND,459063.0,5Y,5 YEARS,985112004548693,MICROCHIP ADO,MAS
A566273,CAT,ORANGE,,LONGHAIR,481208.0,11Y,11 YEARS,L15-056862,LIC ALTERED,KHS
A572113,DOG,BR BRINDLE,,MIX,487056.0,6Y,6 YEARS,U15-004398,RABIES CERT,
A600497,CAT,BUFF,,SHORTHAIR,515402.0,2Y,2 YEARS,985112008099232,MICROCHIP ADO,
A611887,DOG,BLACK,BROWN,MASTIFF,526670.0,5Y,5 YEARS,,,
A594292,DOG,CREAM,,,509218.0,12Y,12 YEARS,L16-001657,LIC ALTERED,
A602487,DOG,BLACK,WHITE,SPITZ,517388.0,3Y,3 YEARS,L16-004226,LIC ALTERED,SNIP
A564546,CAT,ORANGE,,SHORTHAIR,479473.0,2Y,2 YEARS,,,
A620608,CAT,UNKNOWN,,LONGHAIR,535336.0,,NO AGE,,,
A558698,DOG,BLACK,,,473616.0,,NO AGE,U15-001737,RABIES CERT,
A400049,CAT,TORTIE,GRAY TABBY,SHORTHAIR,313014.0,9Y,9 YEARS,L17-009399,LIC ALTERED,MAS
A631475,DOG,WHITE,TAN,TOY,546097.0,2Y,2 YEARS,,,
A594963,DOG,YELLOW,,SETTER/RETRIEVE,509856.0,7Y,7 YEARS,L15-083197,LIC ALTERED,LYNDON
A612549,DOG,BLACK,,SPANIEL,527313.0,1Y 11M,1 YEAR 11 MONTHS,985113000383061,MICROCHIP,
A621125,DOG,BLACK,,TERRIER,535847.0,6Y,6 YEARS,985112003956104,MICROCHIP,BANFIELD
A571535,CAT,TORTIE,,SHORTHAIR,486478.0,3Y,3 YEARS,,,
A616090,CAT,ORG TABBY,,SHORTHAIR,530842.0,1Y 9M,1 YEAR 9 MONTHS,,,
A557134,DOG,BR BRINDLE,WHITE,MASTIFF,472047.0,5Y,5 YEARS,L15-013031,LIC ALTERED,BARDSTOWN
A591011,DOG,CHOCOLATE,,SETTER/RETRIEVE,505928.0,2Y,2 YEARS,L17-018729,LIC ALTERED,
A569214,CAT,BRN TABBY,,SHORTHAIR,484156.0,2Y,2 YEARS,985112006051716,MICROCHIP ADO,
A577608,DOG,WHITE,BROWN,MASTIFF,492559.0,5Y,5 YEARS,956000009316744,MICROCHIP ADO,MAS
A550642,DOG,BLACK,,MASTIFF,465537.0,,NO AGE,L16-026656,LIC ALTERED,
A594789,DOG,BROWN,,TOY,509681.0,14Y,14 YEARS,RAB45713,RABIES CERT,SENECA
A556763,DOG,BLACK,WHITE,MASTIFF,471676.0,3Y,3 YEARS,L15-020462,LIC ALTERED,MAS
A562581,CAT,BRN TABBY,,SHORTHAIR,477506.0,5Y,5 YEARS,985112005218208,MICROCHIP ADO,
A532606,CAT,BLACK,TORTIE,LONGHAIR,447439.0,13Y,13 YEARS,L17-005046,LIC ALTERED,
A557663,DOG,BROWN,WHITE,SPANIEL,472578.0,3Y,3 YEARS,L15-002195,LIC UNALTERED,
A505610,DOG,RED,,HOUND,420313.0,5Y,5 YEARS,L17-044909,LIC ALTERED,COUNTRY
A616133,DOG,BLACK,WHITE,SETTER/RETRIEVE,530885.0,7Y,7 YEARS,L16-023253,LIC ALTERED,KHS
A600511,DOG,YELLOW,,SETTER/RETRIEVE,515418.0,2Y,2 YEARS,985112007776217,MICROCHIP RTO,
A595808,DOG,WHITE,,TOY,510729.0,8Y,8 YEARS,U16-008377,RABIES CERT,
A623688,DOG,BLUE,WHITE,MASTIFF,538418.0,4Y,4 YEARS,L17-009914,LIC ALTERED,LMAS
A295586,DOG,RED,,TERRIER,80061.0,13Y,13 YEARS,D08-018780,LIC ALTERED,SHIVELY
A610578,DOG,BLACK,,MASTIFF,525387.0,3Y,3 YEARS,L17-044174,LIC UNALTERED,
A596076,DOG,BLUE,,MASTIFF,510992.0,2Y,2 YEARS,L16-005747,LIC ALTERED,MAS
A607641,CAT,WHITE,BLK TABBY,SHORTHAIR,522472.0,6Y,6 YEARS,,,
A578630,DOG,BLACK,BROWN,TOY,493582.0,2Y,2 YEARS,U15-005657,RABIES CERT,
A577955,DOG,BLACK,WHITE,COLLIE,492907.0,3Y,3 YEARS,985112005225305,MICROCHIP,
A561292,CAT,BLACK,,SHORTHAIR,476212.0,12Y,12 YEARS,L15-037059,LIC ALTERED,ST MATTHEW
A599579,DOG,TRICOLOR,,COLLIE,514482.0,2Y,2 YEARS,L17-021065,LIC 3Y,
A507251,DOG,BR BRINDLE,,MASTIFF,421960.0,4Y,4 YEARS,3275,RAB VAC CERT.,LMAS
A557048,DOG,RED,WHITE,SPITZ,471961.0,3Y,3 YEARS,L16-051098,LIC ALTERED,
A553434,DOG,,,TOY,468348.0,9Y,9 YEARS,L14-058025.,LIC ALTERED,
A607412,DOG,WHITE,,TOY,522243.0,6Y,6 YEARS,L17-044612,LIC ALTERED,
A523415,DOG,WHITE,,POODLE,438207.0,6Y,6 YEARS,L14-012591,LIC ALTERED,MAS
A556007,DOG,BLACK,,SETTER/RETRIEVE,470919.0,4Y,4 YEARS,L15-001421,LIC ALTERED,
A574481,DOG,BLACK,WHITE,SETTER/RETRIEVE,489426.0,3Y,3 YEARS,L17-022872,LIC ALTERED,
A606837,DOG,BLACK,WHITE,TOY,521692.0,13Y,13 YEARS,R16-5855,RAB VAC CERT.,MAS
A577656,CAT,ORANGE,,SHORTHAIR,492608.0,5Y,5 YEARS,U15-45034,RAB VAC CERT.,SENECA
A595159,DOG,BLACK,BROWN,TERRIER,510053.0,13Y,13 YEARS,L16-045871,LIC ALTERED,SNIP
A557782,CAT,BUFF,,LONGHAIR,472697.0,6Y,6 YEARS,L16-029171,LIC ALTERED,CHEROKEE
A571124,DOG,UNKNOWN,,,486067.0,,NO AGE,L15-057946,LIC 3Y,
A444048,DOG,GOLD,,SETTER/RETRIEVE,357970.0,8Y,8 YEARS,L14-009279,LIC ALTERED,
A568631,CAT,BLACK,WHITE,SHORTHAIR,483572.0,17Y,17 YEARS,L15-053703,LIC ALTERED,
A556999,DOG,APRICOT,,SETTER/RETRIEVE,471912.0,3Y,3 YEARS,985112004482545,MICROCHIP,
A582283,CAT,BLACK,WHITE,SHORTHAIR,497240.0,,NO AGE,,,
A606156,DOG,BLACK,BROWN,SETTER/RETRIEVE,521007.0,1Y 8M,1 YEAR 8 MONTHS,L17-021245,LIC ALTERED,
A620149,DOG,BROWN,BLACK,TOY,534878.0,7Y,7 YEARS,1066,RAB VAC CERT.,SHIVELY
A558022,DOG,TRICOLOR,,HOUND,472938.0,,NO AGE,104393,RAB VAC CERT.,GOOSE CREE
A567463,DOG,BROWN,TAN,TERRIER,482402.0,,NO AGE,L14-039735,LIC ALTERED,DR JOHNS
A591663,DOG,RED,WHITE,HOUND,506579.0,2Y,2 YEARS,L16-039721,LIC ALTERED,
A296401,DOG,BLACK,WHITE,TOY,190438.0,18Y,18 YEARS,3Y13-001617,LIC 3Y,SALT RIVER
A627604,DOG,BLACK,WHITE,COLLIE,542274.0,2Y,2 YEARS,U17-047043,RAB VAC CERT.,
A608366,CAT,GRAY,,SHORTHAIR,523201.0,4Y,4 YEARS,L16-024169,LIC ALTERED,CHEROKEE
A527079,CAT,GRAY,,SHORTHAIR,441882.0,4Y,4 YEARS,L17-007201,LIC ALTERED,
A597206,DOG,BLACK,BROWN,MASTIFF,512118.0,15Y,15 YEARS,L17-009635,LIC ALTERED,DAVIS
A597857,DOG,RED,WHITE,SPITZ,512775.0,5Y,5 YEARS,,,
A592229,DOG,BROWN,,SETTER/RETRIEVE,507146.0,2Y,2 YEARS,985113000355737,MICROCHIP,
A601163,CAT,UNKNOWN,,SHORTHAIR,516072.0,,NO AGE,,,
A578662,DOG,GRAY,BROWN,COLLIE,493614.0,2Y,2 YEARS,U15-005712,RABIES CERT,
A559720,DOG,TAN,,COLLIE,474637.0,3Y,3 YEARS,RAB9722150,RABIES CERT,BANFIELD
A591059,CAT,BRN TABBY,,SHORTHAIR,505976.0,1Y 8M,1 YEAR 8 MONTHS,985112007776817,MICROCHIP ADO,MAS
A576107,CAT,BLACK,,SHORTHAIR,491056.0,3Y,3 YEARS,L15-039646,LIC ALTERED,KHS
A559022,DOG,TRICOLOR,,TOY,473942.0,3Y,3 YEARS,L16-055213,LIC ALTERED,
A609662,DOG,BLACK,,SETTER/RETRIEVE,524496.0,1Y 5M,1 YEAR 5 MONTHS,U17-008915,RABIES CERT,
A578001,DOG,BROWN,BLACK,SHEPHERD,492953.0,9Y,9 YEARS,L17-046771,LIC ALTERED,
A580841,CAT,BLACK,GREY,LONGHAIR,495795.0,8Y,8 YEARS,U16-006113,RABIES CERT,
A623558,DOG,BLACK,,MIX,538287.0,2Y,2 YEARS,L17-028345,LIC 3Y,
A582493,DOG,BLACK,,SETTER/RETRIEVE,497450.0,,NO AGE,,,
A480379,DOG,BLACK,WHITE,MASTIFF,394829.0,9Y,9 YEARS,0A131B4353,MICROCHIP,
A562513,DOG,TRICOLOR,,TOY,477438.0,10Y,10 YEARS,L15-055226,LIC ALTERED,
A560665,DOG,BLACK,,TOY,475580.0,7Y,7 YEARS,L15-013853,LIC ALTERED,
A609165,DOG,RED,WHITE,MASTIFF,524001.0,1Y 8M,1 YEAR 8 MONTHS,L17-044222,LIC UNALTERED,SHIVELY
A556101,DOG,BROWN,WHITE,HOUND,471015.0,7Y,7 YEARS,L14-018755,LIC ALTERED,KHS
A604094,DOG,TAN,,MIX,518957.0,4Y,4 YEARS,L16-011886,LIC ALTERED,
A570357,DOG,BLACK,TAN,TOY,485301.0,14Y,14 YEARS,L17-025294,LIC ALTERED,BARBOUR
A599973,CAT,BLUE,WHITE,SHORTHAIR,514877.0,1Y 7M,1 YEAR 7 MONTHS,,,
A569094,DOG,BLACK,TAN,TOY,484036.0,5Y,5 YEARS,L16-016188,LIC ALTERED,DIXIE
A623061,DOG,BLACK,GRAY,TOY,537790.0,2Y,2 YEARS,L17-009845,LIC ALTERED,LMAS
A567461,DOG,BLACK,WHITE,SETTER/RETRIEVE,482400.0,3Y,3 YEARS,985112006050782,MICROCHIP ADO,
A509685,DOG,WHITE,TAN,TOY,424408.0,4Y,4 YEARS,3254,RABIES CERT,LMAS
A552426,CAT,TAN,,SHORTHAIR,467335.0,11Y,11 YEARS,U15-000734,RABIES CERT,
A596534,DOG,BLACK,,MASTIFF,511459.0,9Y,9 YEARS,RAB9124056,RABIES CERT,BANFIELD
A587106,DOG,WHITE,BLACK,TERRIER,502063.0,5Y,5 YEARS,L16-048178,LIC ALTERED,EAST LOUIS
A572713,DOG,BROWN,BLACK,SHEPHERD,487654.0,12Y,12 YEARS,L15-056981,LIC ALTERED,KHS
A605177,DOG,WHITE,BROWN,MASTIFF,520028.0,,NO AGE,,,
A558144,CAT,BLACK,,SHORTHAIR,473062.0,3Y,3 YEARS,985112005142269,MICROCHIP ADO,
A579312,DOG,BLACK,,MASTIFF,494264.0,6Y,6 YEARS,U17-008887,RABIES CERT,
A456646,DOG,GRAY,WHITE,SPITZ,370775.0,,NO AGE,D14-040402,LIC ALTERED,FAIRLEIGH
A595078,DOG,TAN,,SETTER/RETRIEVE,509972.0,11Y,11 YEARS,L16-040964,LIC ALTERED,
A617279,CAT,GRAY TABBY,,SHORTHAIR,532036.0,2Y,2 YEARS,985113001005895,MICROCHIP ADO,
A623045,CAT,ORG TIGER,,SHORTHAIR,537774.0,7M,7 MONTHS,L17-028538,LIC ALTERED,MAS
A577357,DOG,BLACK,BR BRINDLE,MASTIFF,492308.0,3Y,3 YEARS,L15-060068,LIC UNALTERED,DIXIE
A588649,DOG,WHITE,,TOY,503564.0,2Y,2 YEARS,L16-045662,LIC ALTERED,SNIP
A619529,DOG,TAN,WHITE,COLLIE,534254.0,2Y,2 YEARS,985113000996011,MICROCHIP ADO,
A567828,DOG,BLACK,,SETTER/RETRIEVE,482768.0,6Y,6 YEARS,L16-039777,LIC ALTERED,
A588360,DOG,BROWN,WHITE,TERRIER,503281.0,,NO AGE,L16-014315,LIC SR,METRO
A553042,CAT,BLACK,,,467956.0,,NO AGE,U15-001031,RABIES CERT,
A569804,DOG,BROWN,,COLLIE,484747.0,10Y,10 YEARS,L15-030443,LIC ALTERED,
A581882,DOG,BLACK,WHITE,MASTIFF,496839.0,7Y,7 YEARS,L15-060063,LIC ALTERED,CRESCENT
A328047,DOG,BROWN,TAN,MASTIFF,217471.0,10Y,10 YEARS,31598,RAB VAC CERT.,SENECA
A629542,DOG,BLACK,TAN,SHEPHERD,544176.0,7Y,7 YEARS,L17-049058,LIC ALTERED,
A577334,DOG,RED,,MASTIFF,492285.0,4Y,4 YEARS,R15-1257,RAB VAC CERT.,MAS
A605006,DOG,WHITE,BROWN,MASTIFF,519857.0,3Y,3 YEARS,,,
A564050,DOG,BLACK,,TOY,478976.0,13Y,13 YEARS,L15-014655,LIC UNALTERED,
A614924,DOG,BLACK,,TERRIER,529669.0,4Y,4 YEARS,L17-044738,LIC ALTERED,LMAS
A629493,DOG,SABLE,,SHEPHERD,544128.0,1Y 10M,1 YEAR 10 MONTHS,L17-013849,LIC ALTERED,
A557190,DOG,BROWN,,MASTIFF,472103.0,3Y,3 YEARS,L15-013789,LIC ALTERED,METRO
A620035,DOG,TAN,,SETTER/RETRIEVE,534764.0,2Y,2 YEARS,L16-007548,LIC ALTERED,SHIVELY
A558140,DOG,BLACK,WHITE,SETTER/RETRIEVE,473058.0,4Y,4 YEARS,L15- 056424,LIC ALTERED,MAS
A572000,DOG,CREAM,,TERRIER,486943.0,5Y,5 YEARS,U15-004217,RABIES CERT,
A627494,DOG,YELLOW,,SETTER/RETRIEVE,542164.0,2Y,2 YEARS,L17-005942,LIC ALTERED,
