COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE,SURFACE LONGITUDE,SURFACE LATITUDE
Unknown,Cattaraugus,Allegany,31009700000000,KC 749,UN,NL,-78.5322,42.01054
Unknown,Cattaraugus,Allegany,31009700000000,KC 84,UN,NL,-78.49019,42.020775
Unknown,Chautauqua,Pomfret,31013700000000,Fitzgerald 1,UM,NL,-79.3252,42.448209999999996
Unknown,Steuben,West Union,31101600000000,Allen U1,UL,OD,-77.73695,42.0643
Unknown,Allegany,Wirt,31003700000000,PYR 16,UL,NL,-78.17659,42.09026
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 422(G),UM,OD,-78.18271999999999,42.07864
Unknown,Allegany,Alma,31003700000000,Root F 101,UL,NL,-78.05691999999999,42.059703999999996
Belmont Quadrangle Drilling,Steuben,West Union,31101000000000,Hamilton 1,UM,DH,-77.6756,42.054190000000006
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Mitchell 0,UL,GD,-76.15253,43.56134
Leiderbach-French,Tompkins,Groton,31109000000000,Ronan Mary,UN,GD,-76.3964,42.55535
Hickory Oil,Allegany,Genesee,31003600000000,Hickory 4,UL,OD,-78.20648,42.066714000000005
Unknown,Allegany,Alma,31003700000000,Root F 226,UL,NL,-78.06182,42.05853
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Hollis/Robbins,UM,GD,-76.0484,43.646656
Unknown,Cattaraugus,Allegany,31009700000000,KC 899,UN,NL,-78.54088,42.003192999999996
Valley Drilling Corp. of America,Chautauqua,Busti,31013200000000,D Eckstrom 6,UL,OD,-79.2966,42.0057
Unknown,Allegany,Wirt,31003700000000,Schamberger J 97,UM,NL,-78.19069,42.087624
NY Gas & Elec.,Erie,Lancaster,31029000000000,Stutzman,UM,GD,-78.62196999999999,42.92113
Akron Natural Gas,Erie,Alden,31029000000000,Fox Albert Dittman 1,UN,GD,-78.56512,42.868320000000004
Unknown,Cattaraugus,Allegany,31009700000000,KC 426,UN,NL,-78.52131999999999,42.004761
"Nerreter, Eleanor G",Erie,Orchard Park,31029700000000,Macamara 2,UL,GD,-78.7167,42.801140000000004
