Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,02.05.2018,16.06.2018,GPC05180000031,180.00
Stockport MBC,Services to People,Childrens & Educational Services,ACT THE CONFERENCE PEO,Expenses and Allowances,Human Resources Training & Conferences ,30.05.2018,16.06.2018,GPC05180000032,80.00
Stockport MBC,Services to People,Childrens & Educational Services,ACT THE CONFERENCE PEO,Expenses and Allowances,Human Resources Training & Conferences ,30.05.2018,16.06.2018,GPC05180000033,80.00
Stockport MBC,Services to People,Childrens & Educational Services,AWESOME WALLS CLIMBING,Publicity and Promotion,Arts & Leisure Services  ,23.05.2018,16.06.2018,GPC05180000034,35.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.MANCHESTER.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,22.05.2018,16.06.2018,GPC05180000035,11.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,WWW.PMGLTD.CO.UK,Staff Training,Human Resources  ,23.05.2018,16.06.2018,GPC05180000036,912.00
Stockport MBC,Services to People,Childrens & Educational Services,SUK RETAIL LTD,Office Expenses,Stationery    ,24.05.2018,16.06.2018,GPC05180000037,74.98
Stockport MBC,Services to People,Childrens & Educational Services,PRINTMYTICKETS.CO.,Printing and Photocopying,Facilities & Management Services Printing ,23.05.2018,16.06.2018,GPC05180000038,44.49
Stockport MBC,Services to People,Childrens & Educational Services,BRIAN S POPE LTD,Cleaning,Cleaning & Janitorial  ,16.05.2018,16.06.2018,GPC05180000039,6.00
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,16.05.2018,16.06.2018,GPC05180000040,7.50
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Library Equipment,Education Library Books ,11.05.2018,16.06.2018,GPC05180000041,20.01
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Library Equipment,Education Library Books ,10.05.2018,16.06.2018,GPC05180000042,42.80
Stockport MBC,Services to People,Childrens & Educational Services,VIKING,Office Expenses,Stationery    ,09.05.2018,16.06.2018,GPC05180000043,119.99
Stockport MBC,Services to People,Childrens & Educational Services,ABRSM,Fees and Charges,Education Examinational Fees ,03.05.2018,16.06.2018,GPC05180000044,11.00
Stockport MBC,Corporate and Support Services,Cultural & Related Services,W M MORRISON PLC,Publicity and Promotion,Arts & Leisure Services  ,19.05.2018,16.06.2018,GPC05180000045,20.00
Stockport MBC,Corporate and Support Services,Cultural & Related Services,W M MORRISON PLC,Publicity and Promotion,Arts & Leisure Services  ,18.05.2018,16.06.2018,GPC05180000046,35.40
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,25.05.2018,16.06.2018,GPC05180000047,213.95
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADWS8179771860,Office Expenses,Stationery    ,24.05.2018,16.06.2018,GPC05180000048,259.77
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE SHOP,Office Expenses,Stationery    ,22.05.2018,16.06.2018,GPC05180000049,36.65
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,14.05.2018,16.06.2018,GPC05180000050,22.95
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.05.2018,16.06.2018,GPC05180000051,145.70
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.05.2018,16.06.2018,GPC05180000052,87.90
Stockport MBC,Services to People,Childrens & Educational Services,WWW.TONERPRINTERCOPIER,Office Expenses,Stationery    ,03.05.2018,16.06.2018,GPC05180000053,257.97
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,02.05.2018,16.06.2018,GPC05180000054,69.40
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,02.05.2018,16.06.2018,GPC05180000055,248.20
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,29.05.2018,16.06.2018,GPC05180000056,7.50
Stockport MBC,Services to People,Childrens & Educational Services,VERIFONE TAXI/PRIVATE,Travelling Expenses,Human Resources Travel & Subsistence ,23.05.2018,16.06.2018,GPC05180000057,26.50
Stockport MBC,Services to People,Childrens & Educational Services,CAFFE NERO,Travelling Expenses,Human Resources Travel & Subsistence ,17.05.2018,16.06.2018,GPC05180000058,5.05
Stockport MBC,Services to People,Childrens & Educational Services,NORTHERN RAIL,Travelling Expenses,Human Resources Travel & Subsistence ,15.05.2018,16.06.2018,GPC05180000059,4.90
Stockport MBC,Services to People,Childrens & Educational Services,PP METROTAXISL,Travelling Expenses,Human Resources Travel & Subsistence ,11.05.2018,16.06.2018,GPC05180000060,14.90
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,31.05.2018,16.06.2018,GPC05180000061,6.10
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,21.05.2018,16.06.2018,GPC05180000062,12.20
Stockport MBC,Services to Place,Central Support Costs,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,17.05.2018,16.06.2018,GPC05180000063,6.50
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,11.05.2018,16.06.2018,GPC05180000064,6.10
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,10.05.2018,16.06.2018,GPC05180000065,6.10
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,03.05.2018,16.06.2018,GPC05180000066,54.40
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,23.05.2018,16.06.2018,GPC05180000067,41.38
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,AMAZON SVCS EU-UK AMAZ,Furniture and Equipment,Environmental Services Technical Equipment ,16.05.2018,16.06.2018,GPC05180000068,11.99
Stockport MBC,Services to People,Public Health,PUBLIC HEALTH ENGLAND,Publicity and Promotion,Arts & Leisure Services  ,30.05.2018,16.06.2018,GPC05180000069,260.00
Stockport MBC,Services to People,Public Health,FLYBE.COM BC13MG       0,Travelling Expenses,Human Resources Travel & Subsistence ,08.05.2018,16.06.2018,GPC05180000070,363.74
Stockport MBC,Services to People,Public Health,FTPE WEBTIS 1,Travelling Expenses,Human Resources Travel & Subsistence ,03.05.2018,16.06.2018,GPC05180000071,24.10
Stockport MBC,Services to People,Public Health,EAST MIDLANDS TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,03.05.2018,16.06.2018,GPC05180000072,4.50
Stockport MBC,Services to People,Public Health,EAST MIDLANDS TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,03.05.2018,16.06.2018,GPC05180000073,4.50
Stockport MBC,Corporate and Support Services,Planning Services,RYMAN,Publicity and Promotion,Arts & Leisure Services  ,17.05.2018,16.06.2018,GPC05180000074,9.87
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Office Expenses,Stationery    ,11.05.2018,16.06.2018,GPC05180000075,28.47
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Furniture & Soft Furnishings  ,10.05.2018,16.06.2018,GPC05180000076,79.92
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Furniture & Soft Furnishings  ,09.05.2018,16.06.2018,GPC05180000077,20.98
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Furniture & Soft Furnishings  ,09.05.2018,16.06.2018,GPC05180000078,33.99
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Furniture & Soft Furnishings  ,09.05.2018,16.06.2018,GPC05180000079,19.98
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Furniture and Equipment,Environmental Services Technical Equipment ,09.05.2018,16.06.2018,GPC05180000080,23.98
Stockport MBC,Services to People,Childrens & Educational Services,MOSAIC HOSPITALITY,Staff Training,Human Resources  ,08.05.2018,16.06.2018,GPC05180000081,77.30
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Staff Training,Human Resources  ,08.05.2018,16.06.2018,GPC05180000082,135.00
Stockport MBC,Services to People,Adult Social Care,WWW.STOCKPORT.GOV.UK,Cleaning,Cleaning & Janitorial  ,22.05.2018,16.06.2018,GPC05180000083,180.00
Stockport MBC,Services to People,Childrens & Educational Services,FRANCOTYP,Office Expenses,Mail Services   ,17.05.2018,16.06.2018,GPC05180000084,120.00
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU,Furniture and Equipment,Environmental Services Technical Equipment ,10.05.2018,16.06.2018,GPC05180000085,20.62
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,15.05.2018,16.06.2018,GPC05180000086,2.97
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,09.05.2018,16.06.2018,GPC05180000087,2.11
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,04.05.2018,16.06.2018,GPC05180000088,12.75
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GROUPON.CO.UK,Furniture and Equipment,Furniture & Soft Furnishings  ,04.05.2018,16.06.2018,GPC05180000089,-69.98
Stockport MBC,Services to People,Childrens & Educational Services,LIFE LEISURE,Fees and Charges,Education  ,14.05.2018,16.06.2018,GPC05180000090,20.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.SAFELINCS.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,10.05.2018,16.06.2018,GPC05180000091,85.18
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN40012835,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,25.05.2018,16.06.2018,GPC05180000092,-61.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,21.05.2018,16.06.2018,GPC05180000093,14.55
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,15.05.2018,16.06.2018,GPC05180000094,417.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Staff Training,Human Resources  ,14.05.2018,16.06.2018,GPC05180000095,21.65
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,14.05.2018,16.06.2018,GPC05180000096,43.30
Stockport MBC,Services to People,Childrens & Educational Services,HOLIDAY INN LEICES,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,11.05.2018,16.06.2018,GPC05180000097,197.00
Stockport MBC,Services to People,Childrens & Educational Services,FLEDGLINGS LTD,Care Payments,Social Community Care Supplies & Services  ,11.05.2018,16.06.2018,GPC05180000098,192.40
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN40012835,Care Payments,Social Community Care Supplies & Services  ,10.05.2018,16.06.2018,GPC05180000099,71.00
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,10.05.2018,16.06.2018,GPC05180000100,93.60
Stockport MBC,Services to People,Childrens & Educational Services,LANCASHIRE CC CALL CEN,Care Payments,Social Community Care Supplies & Services  ,10.05.2018,16.06.2018,GPC05180000101,10.00
Stockport MBC,Services to People,Childrens & Educational Services,FLYBEBLDM BLDMGR,Travelling Expenses,Human Resources Travel & Subsistence ,10.05.2018,16.06.2018,GPC05180000102,272.97
Stockport MBC,Services to People,Childrens & Educational Services,BEST WESTERN PALACE HO,Care Payments,Social Community Care Supplies & Services  ,08.05.2018,16.06.2018,GPC05180000103,88.20
Stockport MBC,Services to People,Childrens & Educational Services,BEST WESTERN PALACE HO,Care Payments,Social Community Care Supplies & Services  ,08.05.2018,16.06.2018,GPC05180000104,88.20
Stockport MBC,Services to People,Childrens & Educational Services,RENTALCARS.COM,Care Payments,Social Community Care Supplies & Services  ,05.05.2018,16.06.2018,GPC05180000105,50.90
Stockport MBC,Services to People,Childrens & Educational Services,FLYBE.COM ALR825       0,Care Payments,Social Community Care Supplies & Services  ,04.05.2018,16.06.2018,GPC05180000106,241.96
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,03.05.2018,16.06.2018,GPC05180000107,"1,976.00"
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,25.05.2018,16.06.2018,GPC05180000108,75.00
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,02.05.2018,16.06.2018,GPC05180000109,75.00
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,22.05.2018,16.06.2018,GPC05180000110,72.55
Stockport MBC,Services to People,Childrens & Educational Services,POUNDSTRETCHER 793,Furniture and Equipment,Furniture & Soft Furnishings  ,14.05.2018,16.06.2018,GPC05180000111,3.98
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,14.05.2018,16.06.2018,GPC05180000112,32.81
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,08.05.2018,16.06.2018,GPC05180000113,88.16
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,30.05.2018,16.06.2018,GPC05180000114,103.30
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44023785,Staff Training,Human Resources  ,29.05.2018,16.06.2018,GPC05180000115,307.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Staff Training,Human Resources  ,25.05.2018,16.06.2018,GPC05180000116,80.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,25.05.2018,16.06.2018,GPC05180000117,154.30
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,10.05.2018,16.06.2018,GPC05180000118,195.70
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,08.05.2018,16.06.2018,GPC05180000119,43.30
Stockport MBC,Services to People,Childrens & Educational Services,ASHTON ROAD SERVICE ST,Fees and Charges,Education  ,21.05.2018,16.06.2018,GPC05180000120,4.00
Stockport MBC,Services to People,Childrens & Educational Services,MARPLE GARDEN CTR,Fees and Charges,Education  ,21.05.2018,16.06.2018,GPC05180000121,34.00
Stockport MBC,Services to People,Childrens & Educational Services,LIFESTYLE EXPRESS,Fees and Charges,Education  ,21.05.2018,16.06.2018,GPC05180000122,5.90
Stockport MBC,Services to People,Childrens & Educational Services,HOME BARGAINS,Fees and Charges,Education  ,15.05.2018,16.06.2018,GPC05180000123,23.90
Stockport MBC,Services to People,Childrens & Educational Services,B&M RETAIL LTD,Fees and Charges,Education  ,04.05.2018,16.06.2018,GPC05180000124,29.95
Stockport MBC,Services to People,Childrens & Educational Services,B&M RETAIL,Fees and Charges,Education  ,03.05.2018,16.06.2018,GPC05180000125,14.95
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES,Fees and Charges,Education  ,03.05.2018,16.06.2018,GPC05180000126,17.45
Stockport MBC,Corporate and Support Services,Cultural & Related Services,SAINSBURYS SUPERMARKET,Catering Supplies,Catering Food & Beverages ,25.05.2018,16.06.2018,GPC05180000127,2.00
Stockport MBC,Corporate and Support Services,Cultural & Related Services,CO-OP GROUP 070280,Catering Supplies,Catering Food & Beverages ,09.05.2018,16.06.2018,GPC05180000128,3.87
Stockport MBC,Services to Place,Central Support Costs,PAYPAL  RTPI,Staff Training,Human Resources  ,16.05.2018,16.06.2018,GPC05180000129,114.00
Stockport MBC,Services to Place,Planning Services,INSIDERMEDI,Expenses and Allowances,Catering  ,14.05.2018,16.06.2018,GPC05180000130,468.00
Stockport MBC,Services to Place,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,02.05.2018,16.06.2018,GPC05180000131,77.50
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Furniture and Equipment,Environmental Services Technical Equipment ,11.05.2018,16.06.2018,GPC05180000132,144.99
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU,Library Equipment,Education Library Books ,17.05.2018,16.06.2018,GPC05180000133,40.34
Stockport MBC,Services to People,Childrens & Educational Services,FLYBE   B8XFSD-2672167,Travelling Expenses,Human Resources Travel & Subsistence ,10.05.2018,16.06.2018,GPC05180000134,189.88
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN 44531780,Expenses and Allowances,Human Resources Training & Conferences ,09.05.2018,16.06.2018,GPC05180000135,183.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.05.2018,16.06.2018,GPC05180000136,121.00
Stockport MBC,Services to People,Childrens & Educational Services,YHA ENGLAND AND WALES,Expenses and Allowances,Human Resources Training & Conferences ,09.05.2018,16.06.2018,GPC05180000137,101.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,02.05.2018,16.06.2018,GPC05180000138,33.85
Stockport MBC,Services to People,Childrens & Educational Services,WWW.MANCHESTER.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,31.05.2018,16.06.2018,GPC05180000139,11.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,30.05.2018,16.06.2018,GPC05180000140,25.45
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44010600,Care Payments,Social Community Care Supplies & Services  ,29.05.2018,16.06.2018,GPC05180000141,172.00
Stockport MBC,Services to People,Childrens & Educational Services,HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,29.05.2018,16.06.2018,GPC05180000142,54.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,29.05.2018,16.06.2018,GPC05180000143,160.50
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,01.05.2018,16.06.2018,GPC05180000144,-9.25
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Fuel,Vehicle Management Fuel ,21.05.2018,16.06.2018,GPC05180000145,590.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,21.05.2018,16.06.2018,GPC05180000146,26.75
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Fuel,Vehicle Management Fuel ,18.05.2018,16.06.2018,GPC05180000147,814.00
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,17.05.2018,16.06.2018,GPC05180000148,32.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.PLAYDALE.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,09.05.2018,16.06.2018,GPC05180000149,"1,438.95"
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,08.05.2018,16.06.2018,GPC05180000150,-93.60
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,08.05.2018,16.06.2018,GPC05180000151,93.60
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,04.05.2018,16.06.2018,GPC05180000152,-93.60
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STOCKPORT.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,04.05.2018,16.06.2018,GPC05180000153,10.00
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,04.05.2018,16.06.2018,GPC05180000154,230.00
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,04.05.2018,16.06.2018,GPC05180000155,93.60
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,02.05.2018,16.06.2018,GPC05180000156,144.30
Stockport MBC,Services to People,Childrens & Educational Services,HUB BY PREMIER INN 496,Expenses and Allowances,Human Resources Training & Conferences ,29.05.2018,16.06.2018,GPC05180000157,336.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.SJA.ORG.UK,Furniture and Equipment,Furniture & Soft Furnishings  ,04.05.2018,16.06.2018,GPC05180000158,74.40
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Furniture and Equipment,Furniture & Soft Furnishings  ,02.05.2018,16.06.2018,GPC05180000159,87.82
Stockport MBC,Services to People,Childrens & Educational Services,METACOGNITION COURSE 2,Furniture and Equipment,Furniture & Soft Furnishings  ,02.05.2018,16.06.2018,GPC05180000160,295.00
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 40 773,Catering Supplies,Catering Food & Beverages ,22.05.2018,16.06.2018,GPC05180000161,6.18
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,21.05.2018,16.06.2018,GPC05180000162,99.57
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS,Catering Supplies,Catering Food & Beverages ,14.05.2018,16.06.2018,GPC05180000163,49.49
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 84 773,Catering Supplies,Catering Food & Beverages ,09.05.2018,16.06.2018,GPC05180000164,10.67
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,08.05.2018,16.06.2018,GPC05180000165,134.42
