Reference Number,Owning Dept/ALB Department,ALB,Case Name,Case details,Value (£) (excluding VAT),Approval date,Control
HMGCONS5164,HMRC,,Sourcing 2020 Commercial Consultancy,Acquisition of commercial expertise to support HMRC in the implementation of the CDIO IT Sourcing strategy (major IT contracts) - phase 1 and phase 2,£1.5m,24/06/2019,Consultancy
,,,,,,,
