CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
50065325,TASTE OF CHINA,Queens,4501,BROADWAY,11103.0,7187281614,Chinese,U,04L,Cycle Inspection / Re-inspection,QN70
41235437,SOLO PIZZA,Manhattan,27,AVENUE B,10009.0,2124207656,Pizza,D,10C,Cycle Inspection / Re-inspection,MN28
50068646,SHIRAZI CAFE AND GRILL,Queens,18402,HORACE HARDING EXPY,11365.0,7188862940,Turkish,D,09B,Cycle Inspection / Re-inspection,QN41
50018738,KISS MY SLICE,Manhattan,274,WEST   40 STREET,10018.0,2123919524,Pizza,D,10F,Cycle Inspection / Initial Inspection,MN17
50010848,PIZZA ITALIA,Manhattan,307,WEST   17 STREET,10011.0,2122424242,Pizza,D,09C,Cycle Inspection / Initial Inspection,MN13
41595300,CAFE SOUL JAMAICAN RESTAURANT,Brooklyn,875,RUTLAND ROAD,11203.0,7187739353,Caribbean,P,06D,Cycle Inspection / Initial Inspection,BK60
41640858,EL PORTON BAR & MEXICAN RESTAURANT,Bronx,576,SOUTHERN BOULEVARD,10455.0,7184503399,Mexican,U,10H,Cycle Inspection / Initial Inspection,BX33
41445505,THE VANDERBILT,Brooklyn,570,VANDERBILT AVENUE,11238.0,7186230570,American,D,06D,Cycle Inspection / Re-inspection,BK64
50007127,GREGORY'S COFFEE,Manhattan,42,BROADWAY,10004.0,6466829225,Coffee/Tea,D,06C,Cycle Inspection / Re-inspection,MN25
50081388,May Kaidee East Broadway,Manhattan,215,EAST BROADWAY,10002.0,9174437885,Thai,B,,Inter-Agency Task Force / Initial Inspection,MN28
50017360,MOZZARELLA,Brooklyn,264,LEE AVENUE,11206.0,7187835555,Jewish/Kosher,U,10F,Cycle Inspection / Re-inspection,BK75
50033491,COMMONS CAFE,Brooklyn,388,ATLANTIC AVENUE,11217.0,9172168754,American,F,08A,Cycle Inspection / Re-inspection,BK38
50054340,HABANERO BLUES,Manhattan,29,WEST   36 STREET,10018.0,646259399_,Tex-Mex,U,04M,Cycle Inspection / Initial Inspection,MN17
50088843,RED HOUSE,Manhattan,203,EAST   14 STREET,10003.0,2122288288,Chinese,F,08A,Cycle Inspection / Initial Inspection,MN21
50063454,WAFELS & DINGES,Manhattan,000,BROADWAY PLAZA,,2017230073,Other,D,09C,Cycle Inspection / Initial Inspection,
41326216,NONNA'S OLD FASHIONED PIZZERIA,Staten Island,27,BROWER COURT,10308.0,7182278844,Pizza,F,02B,Cycle Inspection / Initial Inspection,SI54
50067482,"CLEO RESTAURANT, YOURS TRULY BAR & LOUNGE",Manhattan,444,PARK AVENUE SOUTH,10016.0,2124810200,Mediterranean,D,10F,Pre-permit (Operational) / Re-inspection,MN17
50010102,DAIRY QUEEN GRILL & CHILL,Manhattan,54,WEST   14 STREET,10011.0,2129291440,Sandwiches,D,04N,Cycle Inspection / Re-inspection,MN23
50007746,BURGER KING,Bronx,6007,BROADWAY,10471.0,7185499637,Hamburgers,D,06A,Cycle Inspection / Initial Inspection,BX22
41405889,FISH MARKET RESTAURANT,Manhattan,111,SOUTH STREET,10038.0,9173638101,Seafood,F,04K,Cycle Inspection / Initial Inspection,MN25
40397775,BAMBOO GARDEN,Queens,10704,ATLANTIC AVENUE,11416.0,7188491611,Caribbean,D,02H,Cycle Inspection / Initial Inspection,QN54
50042549,VANESSA DUMPLINGS,Manhattan,118A,ELDRIDGE STREET,10002.0,2126258008,Chinese,D,06C,Cycle Inspection / Re-inspection,MN27
50060321,TAMASHII RAMEN,Queens,4736,VERNON BLVD,11101.0,7184722142,Japanese,D,10F,Cycle Inspection / Initial Inspection,QN31
50096595,ICHIGO SUSHI,Brooklyn,7308,3 AVENUE,11209.0,9177806969,Japanese,P,10F,Pre-permit (Operational) / Initial Inspection,BK31
40513416,BURGER KING,Staten Island,950,JEWETT AVENUE,10314.0,7187208498,Hamburgers,D,08A,Cycle Inspection / Re-inspection,SI07
50073811,KING SUNSHINE #2 JERK CENTER,Bronx,1294,WESTCHESTER AVENUE,10459.0,3478624020,Caribbean,D,09B,Cycle Inspection / Initial Inspection,BX27
50072079,SANFRANCISCO RESTAURANT,Manhattan,2166,AMSTERDAM AVENUE,10032.0,2129270651,Latin American,F,04A,Cycle Inspection / Initial Inspection,MN36
50059551,BLOSSOM ICE CREAM & THE POKE,Brooklyn,54,N 6TH ST,11249.0,9179091865,Asian/Asian Fusion,F,08A,Cycle Inspection / Initial Inspection,BK73
41586413,CORNERSTONE CAFE,Manhattan,17,AVENUE B,10009.0,2122281260,American,F,08A,Cycle Inspection / Initial Inspection,MN28
50015385,PIZZA D'AMORE,Brooklyn,3003,AVENUE U,11229.0,9293339553,Pizza,D,08C,Cycle Inspection / Re-inspection,BK44
50040305,U-ME SUSHI,Queens,8509,JAMAICA AVE,11421.0,7188496868,Asian/Asian Fusion,F,02B,Cycle Inspection / Initial Inspection,QN53
41456436,MARINA BIZCOCHOS,Queens,9308,CORONA AVENUE,11373.0,7185927222,Bakery Products/Desserts,P,04A,Cycle Inspection / Initial Inspection,QN29
50078666,DUCK WONG,Brooklyn,2341,86 STREET,11214.0,7184839687,Chinese,U,10F,Cycle Inspection / Initial Inspection,BK29
50000290,SNOWDONIA PUB,Queens,34-55,32 STREET,11106.0,3477305783,English,D,09B,Cycle Inspection / Re-inspection,QN70
50105101,THE GOOD BATCH CREAMERY,Brooklyn,995A,FULTON STREET,11238.0,7186224000,,,,,BK69
50046813,RED HOUSE,Bronx,1229,FRANKLIN AVENUE,10456.0,3473999251,Chinese,D,10F,Cycle Inspection / Initial Inspection,BX35
41221266,THAI SON,Queens,40-10,74 STREET,11373.0,7184766805,Southeast Asian,D,08A,Cycle Inspection / Initial Inspection,QN50
40383737,CANLON'S RESTAURANT,Staten Island,1825,NORTH RAILROAD AVENUE,10306.0,7186673013,Italian,F,06D,Cycle Inspection / Initial Inspection,SI25
50068078,UGLY BABY,Brooklyn,407,SMITH STREET,11231.0,3476893075,Thai,U,02G,Pre-permit (Operational) / Re-inspection,BK33
41372630,KATSUNO,Queens,103-01,METROPOLITAN AVENUE,11375.0,7185754033,Japanese,D,10B,Cycle Inspection / Initial Inspection,QN17
50073787,MI BAKERY & CAFE,Bronx,58A,WEST  183 STREET,10453.0,7184503377,Bakery Products/Desserts,P,10E,Pre-permit (Operational) / Initial Inspection,BX36
50084441,CAVA GRILL,Manhattan,1385,BROADWAY,10018.0,7185029282,Mediterranean,D,06C,Cycle Inspection / Re-inspection,MN17
50061065,DR SMOOD,Manhattan,285,MADISON AVENUE,10017.0,5162428036,American,D,10F,Pre-permit (Non-operational) / Initial Inspection,MN20
40927017,OTTO ENOTECA PIZZERIA,Manhattan,1,5 AVENUE,10003.0,2129959559,Pizza,D,08A,Cycle Inspection / Re-inspection,MN23
40393303,DEMARCHELIER RESTAURANT,Manhattan,50,EAST   86 STREET,10028.0,2122496300,French,P,02B,Cycle Inspection / Initial Inspection,MN40
41605870,CAKOR RESTAURANT,Bronx,632,EAST  186 STREET,10458.0,7187332300,Eastern European,D,10F,Cycle Inspection / Initial Inspection,BX06
50033010,LI'S GARDEN,Queens,4287,MAIN ST,11355.0,7183592108,Chinese,F,04A,Cycle Inspection / Initial Inspection,QN22
41514880,DON PANCHO'S STEAK HOUSE,Bronx,43,BRUCKNER BOULEVARD,10454.0,7185855855,Steakhouse,P,06B,Cycle Inspection / Initial Inspection,BX39
41539993,FU MUN LOU,Brooklyn,5405,8 AVENUE,11220.0,7186868999,Chinese,D,03A,Cycle Inspection / Re-inspection,BK34
41597918,STEEPLECHASE COFFEE,Brooklyn,3013,FORT HAMILTON PARKWAY,11218.0,3477992640,Coffee/Tea,D,10B,Cycle Inspection / Initial Inspection,BK40
50004740,THAI CAFE,Brooklyn,925,MANHATTAN AVENUE,11222.0,7183833562,Thai,F,16B,Trans Fat / Initial Inspection,BK76
50057253,CHAMPIGNON CAFE,Manhattan,1389,MADISON AVENUE,10029.0,2129871706,American,U,04C,Cycle Inspection / Initial Inspection,MN33
50053926,HOT N JUICY CRAWFISH,Manhattan,243,WEST   14 STREET,10011.0,6466829492,Seafood,P,02G,Cycle Inspection / Initial Inspection,MN13
50068274,GREAT WALL,Queens,8712,ASTORIA BLVD,11369.0,7184786433,Chinese,F,04L,Cycle Inspection / Initial Inspection,QN28
41086217,MIKES OLYMPIC GRILL,Staten Island,1637,FOREST AVENUE,10302.0,7184428685,American,D,08A,Cycle Inspection / Initial Inspection,SI28
50064213,MAD TROPICAL,Brooklyn,236,TROUTMAN STREET,11237.0,7184566969,Caribbean,U,10D,Cycle Inspection / Initial Inspection,BK77
41322562,MARGARITA'S RESTAURANT & SPORT BAR,Queens,8322,37 AVENUE,11372.0,7182051705,Latin American,U,08A,Cycle Inspection / Initial Inspection,QN28
50058388,SPOT DESSERT BAR,Queens,3916,PRINCE ST,11354.0,7184828712,Coffee/Tea,D,06A,Pre-permit (Operational) / Re-inspection,QN22
50070043,TACOS Y MAS,Queens,1831,MOTT AVE,11691.0,9177330149,Tex-Mex,U,04L,Cycle Inspection / Initial Inspection,QN15
50003214,WILLIAMSBURG PIZZA,Manhattan,277,BROOME STREET,10002.0,2122264455,Pizza,U,10B,Cycle Inspection / Initial Inspection,MN27
50090861,DRINK TEA,Brooklyn,4722,8 AVENUE,11220.0,9179091001,"Juice, Smoothies, Fruit Salads",U,02G,Cycle Inspection / Initial Inspection,BK34
41599283,EAST DRAGON,Queens,9517,57 AVENUE,11368.0,7186990888,Chinese,D,06C,Cycle Inspection / Re-inspection,QN25
50089409,KA LOK KITCHEN,Queens,13418,NORTHERN BLVD,11354.0,7184633333,Chinese,D,10F,Pre-permit (Operational) / Initial Inspection,QN22
50047547,CHINA GARDEN,Brooklyn,133,IRVING AVENUE,11237.0,7184182888,Chinese,P,06D,Cycle Inspection / Initial Inspection,BK77
50014481,MAMAN,Manhattan,239,CENTRE STREET,10013.0,2122260700,French,P,10I,Cycle Inspection / Initial Inspection,MN24
50039069,MON AMOUR COFFEE & WINE,Bronx,234,WEST  238 STREET,10463.0,7187087804,Sandwiches/Salads/Mixed Buffet,D,10H,Cycle Inspection / Initial Inspection,BX29
40363427,BAGELS N BUNS,Staten Island,2491,VICTORY BOULEVARD,10314.0,7187611900,Sandwiches,D,04C,Cycle Inspection / Re-inspection,SI07
41713447,NYC GENTLEMEN'S CLUB,Queens,2650,B Q E WEST,11377.0,7182670800,American,F,04L,Cycle Inspection / Initial Inspection,QN63
40922958,NICE MATIN,Manhattan,201,WEST   79 STREET,10024.0,2128736423,American,P,02B,Cycle Inspection / Initial Inspection,MN12
40729582,UNITED GROCERY & DELI,Manhattan,177,HUDSON STREET,10013.0,2123343379,Sandwiches,D,02G,Cycle Inspection / Re-inspection,MN24
41078097,HAE WOON DAE RESTAURANT,Queens,75-32,BROADWAY,11373.0,7183975834,Korean,U,10H,Cycle Inspection / Initial Inspection,QN29
50041695,PARTY POINT,Queens,4033,MAIN ST,11354.0,7188382527,Chinese,P,04L,Cycle Inspection / Initial Inspection,QN22
50086642,MI TEA,Manhattan,101,MACDOUGAL STREET,10012.0,2123803998,"Juice, Smoothies, Fruit Salads",D,06C,Cycle Inspection / Initial Inspection,MN23
50049031,YVES,Manhattan,385,GREENWICH STREET,10013.0,2124313385,American,D,04C,Cycle Inspection / Re-inspection,MN24
50072789,CROWN FRIED CHICKEN,Brooklyn,580,ALBANY AVENUE,11203.0,9173613272,Chicken,P,04A,Pre-permit (Operational) / Initial Inspection,BK60
41386380,FRANK'S,Brooklyn,465,COURT STREET,11231.0,7182540327,American,P,02B,Cycle Inspection / Initial Inspection,BK33
50079937,Crown Fried Chicken,Queens,14620,ROCKAWAY BLVD,11436.0,5168305153,Chicken,G,04N,Cycle Inspection / Re-inspection,QN76
50066453,GYRO WORLD,Queens,3602,30TH AVE,11103.0,7182784976,Mediterranean,F,10E,Cycle Inspection / Initial Inspection,QN70
50058248,NACHO MACHO TACO,Brooklyn,82,5 AVENUE,11217.0,7186228282,Tex-Mex,D,02H,Cycle Inspection / Initial Inspection,BK37
40752294,DALLAS BBQ,Manhattan,3956,BROADWAY,10032.0,2125683700,Barbecue,D,04H,Cycle Inspection / Initial Inspection,MN36
50051746,PENG'S NOODLE FOLK,Manhattan,1659,1 AVENUE,10028.0,2123482878,Asian/Asian Fusion,D,02G,Cycle Inspection / Initial Inspection,MN32
50004389,ROXY DINER,Manhattan,694,8 AVENUE,10036.0,2125759700,American,D,10F,Cycle Inspection / Initial Inspection,MN17
40394701,THE END ZONE BAR,Queens,14944,14 AVENUE,11357.0,7187469654,American,P,08A,Cycle Inspection / Initial Inspection,QN49
50072745,DEJA VU,Staten Island,297,PORT RICHMOND AVENUE,10302.0,9178567068,Mexican,S,20A,Administrative Miscellaneous / Re-inspection,SI28
40815605,CHOP'T,Manhattan,24,EAST   17 STREET,10003.0,6463365523,Salads,P,04L,Cycle Inspection / Initial Inspection,MN13
40676801,IGUANA RESTAURANT,Manhattan,240,WEST   54 STREET,10019.0,2127655454,Mexican,D,06D,Cycle Inspection / Initial Inspection,MN17
50060258,HOLE IN THE WALL,Manhattan,15,CLIFF STREET,10038.0,2126029991,American,U,09C,Cycle Inspection / Initial Inspection,MN25
41128262,BRUNO'S CATERING & CAFE,Manhattan,282284,1 AVENUE,,2122542156,American,F,20D,Administrative Miscellaneous / Initial Inspection,
41662314,JUSTINOS PIZZERIA,Staten Island,89,GUYON AVENUE,10306.0,7186682020,Pizza,U,02G,Cycle Inspection / Initial Inspection,SI25
50056438,KABAYAN FILIPINO RESTAURANT,Queens,69-12,ROOSEVELT AVENUE,11377.0,7182054010,Filipino,G,06A,Pre-permit (Operational) / Initial Inspection,QN63
41482516,SHANGERILA RESTAURANT,Bronx,289395,BUHRE AVENUE,,7188286080,Japanese,U,04L,Cycle Inspection / Re-inspection,
41685035,HADJA MARLEY RESTAURANT,Brooklyn,1139,FULTON STREET,11238.0,7186367422,African,U,02G,Cycle Inspection / Initial Inspection,BK69
41690753,696 GOURMET DELI,Manhattan,696,3 AVENUE,10017.0,2124907115,Sandwiches,D,10F,Cycle Inspection / Re-inspection,MN19
50002557,SOMM TIME A WINE BAR,Manhattan,959,2 AVENUE,10022.0,2128887404,American,D,15F6,Smoke-Free Air Act / Initial Inspection,MN19
41493180,ARTICHOKE BASILLE'S PIZZA & BAR,Manhattan,457,WEST   17 STREET,10011.0,2127929200,Pizza,D,10F,Cycle Inspection / Initial Inspection,MN13
50039878,AMA COFFEE,Queens,6047,MYRTLE AVE,11385.0,3472738189,Coffee/Tea,F,10F,Cycle Inspection / Initial Inspection,QN20
50032905,PUNDA TIBETAN RESTAURANT,Queens,3935,47TH AVE,11104.0,7188061485,Asian/Asian Fusion,F,22C,Administrative Miscellaneous / Initial Inspection,QN31
50109865,,Manhattan,1850,AMSTERDAM AVENUE,10031.0,9174733839,,,,,MN04
41395419,CITI FIELD STAND 402,Queens,000,126 ST & ROOSEVELT AVENUE,,7185958146,American,D,10F,Cycle Inspection / Initial Inspection,
40694764,MANNY'S GRILL,Brooklyn,1089,GRAND STREET,11211.0,7184868225,American,D,06C,Cycle Inspection / Initial Inspection,BK90
50012550,WENDY'S,Manhattan,714,3 AVENUE,10017.0,2126822568,American,D,08A,Cycle Inspection / Initial Inspection,MN19
50043186,AMITY HALL,Manhattan,982,AMSTERDAM AVENUE,10025.0,6469302501,American,F,08A,Cycle Inspection / Initial Inspection,MN09
41251040,THE BOILER ROOM,Manhattan,86,EAST    4 STREET,10003.0,2122547536,American,F,04H,Cycle Inspection / Initial Inspection,MN22
40366742,TAMAQUA,Brooklyn,84,EBONY COURT,11229.0,7186469212,Bottled Beverages,D,08A,Cycle Inspection / Initial Inspection,BK17
41696848,TEADO TEA SHOP,Manhattan,145D,HESTER STREET,10002.0,2122267687,Coffee/Tea,D,10F,Cycle Inspection / Initial Inspection,MN27
41168101,MUSCAT CAFE,Queens,17805,UNION TURNPIKE,11366.0,7185914060,Jewish/Kosher,D,06E,Cycle Inspection / Re-inspection,QN41
41135075,FUEL,Brooklyn,1715,SHEEPSHEAD BAY ROAD,11235.0,7187433333,American,F,08A,Cycle Inspection / Initial Inspection,BK17
50056635,NEW DOUBLE HAPPINESS,Brooklyn,2637,86 STREET,11223.0,7182669898,Chinese,U,06C,Cycle Inspection / Re-inspection,BK29
50012068,GREGORY'S COFFEE,Manhattan,48,EAST   33 STREET,10016.0,9174751677,Coffee/Tea,P,04N,Cycle Inspection / Initial Inspection,MN17
50048644,GREGORY'S COFFEE,Manhattan,327,PARK AVENUE SOUTH,10010.0,2129798600,Coffee/Tea,D,06D,Cycle Inspection / Re-inspection,MN21
40511771,PIZZA PARK,Manhattan,1233,FIRST AVENUE,10065.0,2128796444,Pizza,F,04L,Cycle Inspection / Initial Inspection,MN31
41187577,HANSOL NUTRITION CENTER,Queens,160-26,NORTHERN BOULEVARD,11358.0,7188880200,Korean,F,20F,Administrative Miscellaneous / Initial Inspection,QN51
41279614,BLUE RIBBON SUSHI BAR & GRILL,Manhattan,6,COLUMBUS CIRCLE,10019.0,2123970404,Japanese,D,09B,Cycle Inspection / Initial Inspection,MN15
50033000,LAS MARGARITAS RESTAURANT,Brooklyn,7206,3 AVENUE,11209.0,7182383972,Mexican,8,10B,Cycle Inspection / Reopening Inspection,BK31
41720461,LA COCINA DE ALEX,Queens,102-03,JAMAICA AVENUE,11418.0,7188497509,Spanish,D,04L,Cycle Inspection / Re-inspection,QN54
41629759,PL LOUNGE RESTAURANT,Queens,38123816,65 STREET,,6463265165,Latin American,F,10F,Cycle Inspection / Initial Inspection,
50036711,MALLY'S,Brooklyn,199,KNICKERBOCKER AVENUE,11237.0,3474069964,Mexican,O,06D,Cycle Inspection / Reopening Inspection,BK77
50032783,GINZA,Manhattan,800,LEXINGTON AVENUE,10065.0,2128887898,Japanese,F,04M,Cycle Inspection / Initial Inspection,MN40
41680201,EMPIRE EXPRESS,Queens,3308,QUEENS BOULEVARD,11101.0,7183910588,Chinese,G,02G,Cycle Inspection / Initial Inspection,QN31
41434246,SILVER KITCHEN,Queens,4301,21 STREET,11101.0,7184331327,American,U,06C,Cycle Inspection / Re-inspection,QN31
41629218,THE GARAGE,Bronx,2260,TILLOTSON AVENUE,10475.0,7182317123,American,C,08A,Inter-Agency Task Force / Initial Inspection,BX13
41642860,DELTA SKY CLUB,Queens,0,LAGUARDIA AIRPORT,11369.0,7185654686,American,D,10F,Cycle Inspection / Initial Inspection,QN98
41488055,GUACUCO,Brooklyn,44,IRVING AVENUE,11237.0,3473053300,Latin American,D,04N,Cycle Inspection / Re-inspection,BK77
50044543,BONUS ROOM,Queens,991,WYCKOFF AVENUE,11385.0,6469248488,American,D,04N,Cycle Inspection / Initial Inspection,QN20
50047762,BALADE EASTERN MEDITERRANEAN,Manhattan,144,WEST   37 STREET,10018.0,2126956969,Middle Eastern,P,06C,Pre-permit (Operational) / Initial Inspection,MN17
41721961,DICHTER PHARMACY,Manhattan,4953,B'WAY,10034.0,2125691230,Coffee/Tea,D,10B,Cycle Inspection / Initial Inspection,MN01
50014114,OLIVE GARDEN,Bronx,200,BAYCHESTER AVENUE,10475.0,7189311045,Italian,P,06E,Cycle Inspection / Initial Inspection,BX13
41228760,THE KITCHEN SINK,Manhattan,88,2 AVENUE,10003.0,2124208050,American,D,06C,Cycle Inspection / Initial Inspection,MN22
41680367,JOYFUL DRAGON CHINESE RESTAURANT,Bronx,2829,EDSON AVENUE,10469.0,7183203988,Chinese,D,10F,Cycle Inspection / Re-inspection,BX13
50072115,SIRI THAI,Manhattan,641,10 AVENUE,10036.0,2122454601,Thai,U,06B,Cycle Inspection / Initial Inspection,MN15
50068749,FESTAC GRILL AND LOUNGE,Brooklyn,263,HENDRIX STREET,11207.0,3477393015,African,U,22G,Cycle Inspection / Initial Inspection,BK82
40714371,LE PETIT CAFE,Brooklyn,502,COURT STREET,11231.0,7185967060,American,D,02G,Cycle Inspection / Initial Inspection,BK33
50052545,MING GARDEN CHINESE,Queens,7068,KISSENA BLVD,11367.0,7185206706,Chinese,F,10F,Cycle Inspection / Re-inspection,QN37
50051810,BROOKLYN ROASTING COMPANY,Brooklyn,67,WEST STREET,11222.0,7188551000,Coffee/Tea,U,06C,Cycle Inspection / Re-inspection,BK76
40927513,ISLA OF VERDE CAFE,Bronx,1859,WESTCHESTER AVENUE,10472.0,7188281200,Latin American,P,04L,Cycle Inspection / Initial Inspection,BX08
41177892,LAKE COMO PIZZA,Manhattan,2549,AMSTERDAM AVENUE,10033.0,2127400110,Pizza,G,04K,Cycle Inspection / Initial Inspection,MN35
50052663,SET BAR LOUNGE & BILLARDS,Brooklyn,1828,MCDONALD AVENUE,11223.0,7187585999,American,D,04L,Pre-permit (Operational) / Re-inspection,BK29
50033725,SOUTH SLOPE EATERY & JUICEBAR,Brooklyn,486,5 AVENUE,11215.0,7184990005,American,F,02B,Cycle Inspection / Initial Inspection,BK37
41567540,WIMPY'S RESTAURANT,Manhattan,2334,2 AVENUE,10035.0,2128283661,American,U,02B,Cycle Inspection / Initial Inspection,MN34
50007581,AIG 31ST FLOOR CAFE,Manhattan,175,WATER STREET,10038.0,2127708303,American,D,10F,Cycle Inspection / Initial Inspection,MN25
41593479,SKY FOOD COURT(SKY MALL),Queens,40-24,COLLEGE POINT BOULEVARD,11354.0,7189396688,Chinese,U,02B,Cycle Inspection / Re-inspection,QN22
50018800,FRIEDMAN'S,Manhattan,450,10 AVENUE,10018.0,2122681100,American,D,06D,Cycle Inspection / Re-inspection,MN13
41677452,GYRO UNO,Queens,2801,STEINWAY STREET,11103.0,7182744870,Greek,D,10E,Cycle Inspection / Initial Inspection,QN70
50052221,MEI LAI WAH COFFEE SHOP,Manhattan,62-64,BAYARD ST,10013.0,2129667866,Chinese,G,04M,Pre-permit (Operational) / Compliance Inspection,MN27
50050686,CHASE TASTE BUFFET 2,Queens,16626,JAMAICA AVE,11432.0,6468860677,Chinese,F,10B,Cycle Inspection / Initial Inspection,QN61
41406214,KING'S PIZZA,Manhattan,110,WEST  145 STREET,10039.0,2122830182,Pizza,F,20F,Administrative Miscellaneous / Initial Inspection,MN03
41596469,AVENITA DINER,Queens,8323,PARSONS BOULEVARD,11432.0,7182978540,American,F,10F,Cycle Inspection / Initial Inspection,QN35
50049996,LENA'S ITALIAN KITCHEN,Manhattan,551,2 AVENUE,10016.0,6468465362,Italian,U,02H,Cycle Inspection / Re-inspection,MN20
40376735,PJ CARNEY'S,Manhattan,906,7 AVENUE,10019.0,2126640056,Irish,U,06D,Cycle Inspection / Initial Inspection,MN17
50078082,LAMANO,Manhattan,39,CHRISTOPHER STREET,10014.0,2122433200,Spanish,U,06A,Cycle Inspection / Re-inspection,MN23
50107421,EL SAZON DEL MUJERON RESTAURANT,Bronx,760,GRAND CONCOURSE,10451.0,7189757373,,,,,BX14
40396906,FLANNERY'S BAR,Manhattan,205,WEST   14 STREET,10011.0,2122292122,American,D,06C,Cycle Inspection / Initial Inspection,MN13
41692813,GOLDEN YEARS,Brooklyn,221,NORTH    4 STREET,11211.0,7183025100,American,P,02G,Cycle Inspection / Initial Inspection,BK73
40560074,M & M BAR & GRILL INC,Manhattan,1218,ST NICHOLAS AVENUE,10032.0,6462046415,American,F,04N,Cycle Inspection / Initial Inspection,MN36
50087577,THREE BROTHERS FAMOUS PIZZA,Staten Island,189,BROAD STREET,10304.0,7187272682,Pizza,F,02B,Pre-permit (Operational) / Initial Inspection,SI37
50070550,JU SHUI YUAN RESTAURANT,Queens,136-77,41 AVENUE,11355.0,7189390008,Chinese,G,06D,Pre-permit (Operational) / Compliance Inspection,QN22
40622601,A-1 PIZZA SHOP,Manhattan,505,GRAND STREET,10002.0,2125330214,Pizza,U,04L,Cycle Inspection / Initial Inspection,MN28
50019119,FOUNTAIN OF SPA,Queens,3202,LINDEN PL,11354.0,7184451231,"Juice, Smoothies, Fruit Salads",D,06C,Cycle Inspection / Initial Inspection,QN22
50002780,HOU YI HOT POT,Manhattan,92,HESTER STREET,10002.0,2129663420,Chinese,D,10B,Cycle Inspection / Re-inspection,MN27
40662495,JOE'S PUB,Manhattan,425,LAFAYETTE STREET,10003.0,2125398778,American,F,10B,Cycle Inspection / Initial Inspection,MN23
50058819,FAMOUS FAMIGLIA PIZZA,Manhattan,1248,LEXINGTON AVENUE,10028.0,2127377777,Pizza,D,08A,Cycle Inspection / Re-inspection,MN40
40978782,ROYAL BROOKLYN,Brooklyn,1025,MANHATTAN AVENUE,11222.0,7183492340,American,P,06E,Cycle Inspection / Initial Inspection,BK76
50012569,CASA MEXICANA,Manhattan,898,AMSTERDAM AVENUE,10025.0,2122223151,Mexican,D,02B,Cycle Inspection / Initial Inspection,MN12
41709604,TEXAS CHICKEN & BURGERS,Manhattan,3486,BROADWAY,10031.0,6469186207,Chicken,D,02D,Cycle Inspection / Re-inspection,MN04
50059621,MANGAL KEBAB,Queens,4620,QUEENS BLVD,11104.0,7187060605,Turkish,F,05D,Cycle Inspection / Initial Inspection,QN31
50075166,NEW CAMELLIA CAFE,Queens,4001,149TH PL,11354.0,7183591100,Korean,P,06C,Inter-Agency Task Force / Initial Inspection,QN51
50036272,NEW CHINA RESTAURANT,Brooklyn,271,NEPTUNE AVENUE,11235.0,7187697429,Chinese,U,09B,Cycle Inspection / Re-inspection,BK19
50004057,UNITED MINERS SOCCER CLUB,Queens,34-01,45 STREET,11101.0,7187865833,Eastern European,D,10B,Cycle Inspection / Initial Inspection,QN70
41305003,HOTEL DELMANO,Brooklyn,82,BERRY STREET,11249.0,7183871945,American,D,06C,Cycle Inspection / Initial Inspection,BK73
41629759,PL LOUNGE RESTAURANT,Queens,38123816,65 STREET,,6463265165,Latin American,F,04N,Inter-Agency Task Force / Initial Inspection,
41340437,ROMA BAR & GRILL,Brooklyn,2001,STILLWELL AVENUE,11223.0,3478200792,Eastern European,D,10C,Cycle Inspection / Re-inspection,BK29
41635504,EL CAPRI RESTAURANT,Manhattan,1342,ST NICHOLAS AVENUE,10033.0,2127403110,Spanish,F,04N,Cycle Inspection / Initial Inspection,MN36
50018085,EARTH CAFE,Manhattan,2580,BROADWAY,10025.0,6469645167,American,D,10B,Cycle Inspection / Initial Inspection,MN12
50074071,JIN MA BAKERY,Queens,8622,BROADWAY,11373.0,9175183802,Chinese,F,06B,Cycle Inspection / Initial Inspection,QN29
50045971,GT KINGSTON RESTAURANT & BAR,Queens,11445,LEFFERTS BLVD,11420.0,7188486006,Caribbean,F,04L,Cycle Inspection / Initial Inspection,QN55
50032768,La Dinastia Latin-Chinese Cuisine,Manhattan,145,WEST   72 STREET,10023.0,2123623801,Chinese/Cuban,D,10B,Cycle Inspection / Re-inspection,MN14
41257879,METROPOLITAN OPERA,Manhattan,0,LINCOLN CENTER PLAZA,10023.0,2127993401,American,D,09C,Cycle Inspection / Initial Inspection,MN14
50105868,CAFE VOLKAN,Brooklyn,85,BERGEN STREET,11201.0,5162367702,,,,,BK38
50043694,DAR 525,Brooklyn,168,DRIGGS AVENUE,11222.0,7183890003,Mediterranean,D,10F,Cycle Inspection / Re-inspection,BK76
41674628,MANHATTAN PROPER,Manhattan,6,MURRAY STREET,10007.0,6465594445,American,D,10F,Cycle Inspection / Re-inspection,MN24
41698643,NORTHERN DUMPLING KING,Queens,41-42,MAIN STREET,11355.0,6466965532,Chinese,D,10E,Cycle Inspection / Initial Inspection,QN22
41699249,LE MIDI BISTRO,Manhattan,9,EAST   13 STREET,10003.0,6464863255,French,D,10B,Cycle Inspection / Re-inspection,MN23
41436770,PIZZA HAVEN,Manhattan,4942,BROADWAY,10034.0,2125693720,Pizza,D,08A,Cycle Inspection / Re-inspection,MN01
