Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,22.04.2017,16.05.2017,GPC04170000043,4.17
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,21.04.2017,16.05.2017,GPC04170000044,7.5
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,07.04.2017,16.05.2017,GPC04170000045,10.0
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,12.04.2017,16.05.2017,GPC04170000046,17.0
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Furniture and Equipment,Environmental Services Technical Equipment ,31.03.2017,16.05.2017,GPC04170000047,4.51
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,19.04.2017,16.05.2017,GPC04170000048,44.41
Stockport MBC,Services to People,Childrens & Educational Services,TRENTHAM MONKEY FOREST,Fees and Charges,Education  ,20.04.2017,16.05.2017,GPC04170000049,77.0
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,20.04.2017,16.05.2017,GPC04170000050,6.16
Stockport MBC,Services to People,Childrens & Educational Services,ADOBE  PHOTOGPHY PLAN,Furniture and Equipment,Environmental Services Technical Equipment ,21.04.2017,16.05.2017,GPC04170000051,120.64
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Office Expenses,Mail Services   ,24.04.2017,16.05.2017,GPC04170000052,77.18
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,24.04.2017,16.05.2017,GPC04170000053,45.43
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORE 2629,Catering Supplies,Catering Food & Beverages ,26.04.2017,16.05.2017,GPC04170000054,3.0
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,26.04.2017,16.05.2017,GPC04170000055,25.42
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,28.04.2017,16.05.2017,GPC04170000056,2.6
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.GOV.UK,Legal Fees,Legal Services  ,06.04.2017,16.05.2017,GPC04170000057,10.0
Stockport MBC,Corporate and Support Services,Central Support Costs,Amazon Prime,Library Equipment,Education Library Books ,12.04.2017,16.05.2017,GPC04170000058,7.99
Stockport MBC,Corporate and Support Services,Central Support Costs,Amazon Prime,Library Equipment,Education Library Books ,18.04.2017,16.05.2017,GPC04170000059,-7.99
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.GOV.UK,Legal Fees,Legal Services  ,18.04.2017,16.05.2017,GPC04170000060,10.0
Stockport MBC,Corporate and Support Services,Central Support Costs,CHARTERED INST OF LEGA,Fees and Charges,Financial Services  ,21.04.2017,16.05.2017,GPC04170000061,364.0
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.MONEYCLAIM.GOV,Expenses and Allowances,Catering  ,12.04.2017,16.05.2017,GPC04170000062,60.0
Stockport MBC,Corporate and Support Services,Central Support Costs,EVERSHEDS LLP,Expenses and Allowances,Human Resources Training & Conferences ,18.04.2017,16.05.2017,GPC04170000063,30.0
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,Q PARK PIAZZA,Expenses and Allowances,Human Resources Travel & Subsistence ,31.03.2017,16.05.2017,GPC04170000064,7.92
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,Q PARK PIAZZA,Expenses and Allowances,Human Resources Travel & Subsistence ,03.04.2017,16.05.2017,GPC04170000065,10.42
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,Q PARK PIAZZA,Expenses and Allowances,Human Resources Travel & Subsistence ,04.04.2017,16.05.2017,GPC04170000066,10.42
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED,Expenses and Allowances,Human Resources Travel & Subsistence ,05.04.2017,16.05.2017,GPC04170000067,15.0
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED,Expenses and Allowances,Human Resources Travel & Subsistence ,06.04.2017,16.05.2017,GPC04170000068,10.84
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED,Expenses and Allowances,Human Resources Travel & Subsistence ,10.04.2017,16.05.2017,GPC04170000069,15.0
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,Q PARK PIAZZA,Expenses and Allowances,Human Resources Travel & Subsistence ,11.04.2017,16.05.2017,GPC04170000070,10.42
Stockport MBC,Services to People,Public Health,gov.uk/phe,Expenses and Allowances,Human Resources Training & Conferences ,18.04.2017,16.05.2017,GPC04170000071,230.0
Stockport MBC,Services to People,Public Health,PAYPAL  BARGAINACCE,Office Expenses,Stationery    ,20.04.2017,16.05.2017,GPC04170000072,10.97
Stockport MBC,Services to People,Public Health,SP  ALIVECOR UK,Care Payments,Social Community Care Supplies & Services  ,21.04.2017,16.05.2017,GPC04170000073,498.96
Stockport MBC,Corporate and Support Services,Central Support Costs,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,04.04.2017,16.05.2017,GPC04170000074,183.35
Stockport MBC,Services to People,Childrens & Educational Services,WAITROSE DIRECT,Furniture and Equipment,Environmental Services Technical Equipment ,20.04.2017,16.05.2017,GPC04170000075,27.95
Stockport MBC,Services to People,Childrens & Educational Services,B&M RETAIL LTD,Furniture and Equipment,Furniture & Soft Furnishings  ,31.03.2017,16.05.2017,GPC04170000076,50.91
Stockport MBC,Services to People,Childrens & Educational Services,CARD FACTORY,Furniture and Equipment,Furniture & Soft Furnishings  ,31.03.2017,16.05.2017,GPC04170000077,6.71
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Furniture and Equipment,Furniture & Soft Furnishings  ,31.03.2017,16.05.2017,GPC04170000078,10.0
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,31.03.2017,16.05.2017,GPC04170000079,20.62
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,27.04.2017,16.05.2017,GPC04170000080,5.78
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,31.03.2017,16.05.2017,GPC04170000081,26.37
Stockport MBC,Services to People,Childrens & Educational Services,TRAVELODGE GB0257,Care Payments,Social Community Care Supplies & Services  ,30.03.2017,16.05.2017,GPC04170000082,55.75
Stockport MBC,Services to People,Childrens & Educational Services,TRAVELODGE GB0257,Care Payments,Social Community Care Supplies & Services  ,29.03.2017,16.05.2017,GPC04170000083,63.75
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,31.03.2017,16.05.2017,GPC04170000084,-20.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.MANCHESTER.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,06.04.2017,16.05.2017,GPC04170000085,28.5
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,07.04.2017,16.05.2017,GPC04170000086,39.73
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,07.04.2017,16.05.2017,GPC04170000087,58.55
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,10.04.2017,16.05.2017,GPC04170000088,172.89
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,10.04.2017,16.05.2017,GPC04170000089,53.4
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,11.04.2017,16.05.2017,GPC04170000090,9.25
Stockport MBC,Services to People,Childrens & Educational Services,HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,11.04.2017,16.05.2017,GPC04170000091,75.5
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,11.04.2017,16.05.2017,GPC04170000092,47.23
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,11.04.2017,16.05.2017,GPC04170000093,47.23
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,12.04.2017,16.05.2017,GPC04170000094,67.63
Stockport MBC,Services to People,Childrens & Educational Services,Ergo2Work B.V,Information and Communications Technology,Information Communication Technology  ,13.04.2017,16.05.2017,GPC04170000095,69.89
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,13.04.2017,16.05.2017,GPC04170000096,77.21
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,18.04.2017,16.05.2017,GPC04170000097,10.0
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,18.04.2017,16.05.2017,GPC04170000098,10.0
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,19.04.2017,16.05.2017,GPC04170000099,96.49
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,20.04.2017,16.05.2017,GPC04170000100,77.21
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,20.04.2017,16.05.2017,GPC04170000101,16.68
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,20.04.2017,16.05.2017,GPC04170000102,16.68
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Prime,Furniture and Equipment,Environmental Services Technical Equipment ,22.04.2017,16.05.2017,GPC04170000103,7.99
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,21.04.2017,16.05.2017,GPC04170000104,28.1
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,24.04.2017,16.05.2017,GPC04170000105,53.04
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,25.04.2017,16.05.2017,GPC04170000106,20.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,25.04.2017,16.05.2017,GPC04170000107,-22.8
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Prime,Furniture and Equipment,Environmental Services Technical Equipment ,26.04.2017,16.05.2017,GPC04170000108,7.99
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,26.04.2017,16.05.2017,GPC04170000109,20.0
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,26.04.2017,16.05.2017,GPC04170000110,142.29
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,26.04.2017,16.05.2017,GPC04170000111,81.29
Stockport MBC,Services to People,Childrens & Educational Services,NATIONAL EXPRESS LIMIT,Care Payments,Social Community Care Supplies & Services  ,27.04.2017,16.05.2017,GPC04170000112,240.8
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,27.04.2017,16.05.2017,GPC04170000113,30.0
Stockport MBC,Services to People,Childrens & Educational Services,MANCHESTER CC - REGIST,Care Payments,Social Community Care Supplies & Services  ,28.04.2017,16.05.2017,GPC04170000114,33.0
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44016350,Care Payments,Social Community Care Supplies & Services  ,28.04.2017,16.05.2017,GPC04170000115,342.97
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Staff Training,Human Resources  ,28.04.2017,16.05.2017,GPC04170000116,69.87
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,28.04.2017,16.05.2017,GPC04170000117,85.58
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,28.04.2017,16.05.2017,GPC04170000118,436.05
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,10.04.2017,16.05.2017,GPC04170000119,20.0
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,19.04.2017,16.05.2017,GPC04170000120,38.89
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,26.04.2017,16.05.2017,GPC04170000121,44.25
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,27.04.2017,16.05.2017,GPC04170000122,20.11
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,18.04.2017,16.05.2017,GPC04170000123,31.87
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,26.04.2017,16.05.2017,GPC04170000124,148.41
Stockport MBC,Services to People,Childrens & Educational Services,JUMP HEAVEN ONLINE,Publicity and Promotion,Arts & Leisure Services  ,06.04.2017,16.05.2017,GPC04170000125,50.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.TENPIN.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,06.04.2017,16.05.2017,GPC04170000126,292.95
Stockport MBC,Services to People,Childrens & Educational Services,JUMP HEAVEN,Publicity and Promotion,Arts & Leisure Services  ,18.04.2017,16.05.2017,GPC04170000127,-20.0
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,27.04.2017,16.05.2017,GPC04170000128,4.8
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,27.04.2017,16.05.2017,GPC04170000129,9.0
Stockport MBC,Services to People,Childrens & Educational Services,FLYBE.COM AE46HD       0,Travelling Expenses,Human Resources Travel & Subsistence ,27.04.2017,16.05.2017,GPC04170000130,177.12
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK RETAIL AMAZO,Furniture and Equipment,Environmental Services Technical Equipment ,28.04.2017,16.05.2017,GPC04170000131,34.43
Stockport MBC,Services to People,Childrens & Educational Services,BRITISH A 12582244072170,Travelling Expenses,Human Resources Travel & Subsistence ,27.04.2017,16.05.2017,GPC04170000132,10.0
Stockport MBC,Services to People,Childrens & Educational Services,BRITISH A 12582244073070,Travelling Expenses,Human Resources Travel & Subsistence ,27.04.2017,16.05.2017,GPC04170000133,10.0
Stockport MBC,Services to People,Childrens & Educational Services,BRITISH A 12587562928970,Travelling Expenses,Human Resources Travel & Subsistence ,27.04.2017,16.05.2017,GPC04170000134,167.04
Stockport MBC,Services to People,Childrens & Educational Services,BRITISH A 12587562960400,Travelling Expenses,Human Resources Travel & Subsistence ,27.04.2017,16.05.2017,GPC04170000135,167.04
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK RETAIL AMAZO,Furniture and Equipment,Environmental Services Technical Equipment ,01.05.2017,16.05.2017,GPC04170000136,53.95
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,14.03.2017,16.05.2017,GPC04170000137,-9.25
Stockport MBC,Services to People,Childrens & Educational Services,PAYPAL  YOUTHINMIND,Care Payments,Social Community Care Supplies & Services  ,27.04.2017,16.05.2017,GPC04170000138,120.39
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Furniture and Equipment,Furniture & Soft Furnishings  ,19.04.2017,16.05.2017,GPC04170000139,44.11
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Furniture and Equipment,Furniture & Soft Furnishings  ,26.04.2017,16.05.2017,GPC04170000140,2.0
Stockport MBC,Services to People,Childrens & Educational Services,ALDI,Catering Supplies,Catering Food & Beverages ,31.03.2017,16.05.2017,GPC04170000141,4.03
Stockport MBC,Services to People,Childrens & Educational Services,ALDI,Catering Supplies,Catering Food & Beverages ,18.04.2017,16.05.2017,GPC04170000142,34.77
Stockport MBC,Services to People,Childrens & Educational Services,SAINSBURYS 2051,Catering Supplies,Catering Food & Beverages ,20.04.2017,16.05.2017,GPC04170000143,5.83
Stockport MBC,Services to People,Childrens & Educational Services,EAST GB LTD,Staff Training,Human Resources  ,20.04.2017,16.05.2017,GPC04170000144,55.0
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,24.04.2017,16.05.2017,GPC04170000145,144.25
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,25.04.2017,16.05.2017,GPC04170000146,7.75
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,27.04.2017,16.05.2017,GPC04170000147,6.15
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,02.04.2017,16.05.2017,GPC04170000148,214.5
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,03.04.2017,16.05.2017,GPC04170000149,8.9
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,03.04.2017,16.05.2017,GPC04170000150,12.97
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,03.04.2017,16.05.2017,GPC04170000151,21.89
Stockport MBC,Services to People,Childrens & Educational Services,NET WORLD SPORTS,Furniture and Equipment,Environmental Services Technical Equipment ,03.04.2017,16.05.2017,GPC04170000152,25.94
Stockport MBC,Services to People,Childrens & Educational Services,TESCO DIRECT,Furniture and Equipment,Environmental Services Technical Equipment ,03.04.2017,16.05.2017,GPC04170000153,149.99
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GARDENGAMES.COM,Furniture and Equipment,Environmental Services Technical Equipment ,03.04.2017,16.05.2017,GPC04170000154,124.94
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,04.04.2017,16.05.2017,GPC04170000155,21.94
Stockport MBC,Services to People,Childrens & Educational Services,BLACKPOOL PLEASURE BEA,Publicity and Promotion,Arts & Leisure Services  ,03.04.2017,16.05.2017,GPC04170000156,115.0
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Environmental Services Technical Equipment ,04.04.2017,16.05.2017,GPC04170000157,4.4
Stockport MBC,Services to People,Childrens & Educational Services,SHELL BLACKPOOL,Care Payments,Social Community Care Supplies & Services  ,04.04.2017,16.05.2017,GPC04170000158,3.5
Stockport MBC,Services to People,Childrens & Educational Services,TESCO PFS 4032,Care Payments,Social Community Care Supplies & Services  ,04.04.2017,16.05.2017,GPC04170000159,7.99
Stockport MBC,Services to People,Childrens & Educational Services,TESCO PFS 4032,Fuel,Vehicle Management Fuel ,04.04.2017,16.05.2017,GPC04170000160,85.55
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,05.04.2017,16.05.2017,GPC04170000161,34.99
Stockport MBC,Services to People,Childrens & Educational Services,PRIMARK 669,Care Payments,Social Community Care Supplies & Services  ,08.04.2017,16.05.2017,GPC04170000162,25.0
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,08.04.2017,16.05.2017,GPC04170000163,191.03
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,15.04.2017,16.05.2017,GPC04170000164,150.46
