ï»¿FSCL_YR,MINC,MINE,DepartmentNumber-NumÃ©ro-de-MinistÃ¨re,DEPT_EN_DESC,OBJ_CD,OBJ_EN_NM,AGRG_PYMT_AMT
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1221,Voice communications equipment,59.98
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1221,Voice communications equipment,404.97
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1221,Voice communications equipment,349.99
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1221,Voice communications equipment,31002.59
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1222,"Data(message/text, & computer)comm.equip",99.99
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1222,"Data(message/text, & computer)comm.equip",50899.22
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1223,Image/video equipment,285.52
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1223,Image/video equipment,3358.83
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1224,"Dig.com.equ.int.voice,data or video/imag",377.99
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1225,Telecommunication equipment parts,59.98
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1225,Telecommunication equipment parts,61736.7
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1227,Computer equip.small-desktop/pers./port.,2415.7
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1227,Computer equip.small-desktop/pers./port.,458.25
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1227,Computer equip.small-desktop/pers./port.,305960.13
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1228,Computer software,1692.34
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1228,Computer software,946804.52
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1229,Computer equipment parts,49.49
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1229,Computer equipment parts,127396.85
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",488.04
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",5271.28
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",5096.37
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",25638.54
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",436667.18
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1239,Other office equipment and parts,5910.0
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1239,Other office equipment and parts,6210.1
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1239,Other office equipment and parts,10263.16
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1261,Road motor vehicles,145009.5
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1263,Road motor vehicles parts,200.0
2010/2011,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1263,Road motor vehicles parts,3687.67
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1211,Special industry machinery,32818.53
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1211,Special industry machinery,168687.32
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1211,Special industry machinery,16875.0
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",17181.72
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",4048.34
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",70.87
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",2163.05
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",53356.62
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",66371.04
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",1255.17
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",97298.35
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",109959.51
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",1583.18
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",2024.98
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,77980.0
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,286514.52
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,103951.86
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,82520.66
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,724967.95
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,297932.19
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,64116.08
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,12295.0
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,1454736.36
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,108914.0
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",147555.0
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",35539.36
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",1500.0
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",69.97
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",69.5
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",4427.95
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",231.98
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",81.96
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",49526.21
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",20425.0
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",6995.07
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",53051.44
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",14944.76
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",317.7
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",3308.4
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",1150.0
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,333146.52
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,784.32
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,10050.39
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,9947.61
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,4265.66
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,1108.35
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,2744.57
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,45831.89
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,29375.68
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,681.89
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,63862.08
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,5290.52
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,474769.04
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,4879.6
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,194.98
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,174.7
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,9477.93
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,2430.67
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,18848.06
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,3237.29
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,4892.57
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,11445.07
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,22623.17
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,1141.15
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,19365.07
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,9094.34
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1225,Telecommunication equipment parts,351606.33
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1226,Computer equip.-large/med.mainframe-mini,281822.6
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1226,Computer equip.-large/med.mainframe-mini,101399.17
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1226,Computer equip.-large/med.mainframe-mini,711140.24
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1226,Computer equip.-large/med.mainframe-mini,187010.55
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1226,Computer equip.-large/med.mainframe-mini,632264.24
2010/2011,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1226,Computer equip.-large/med.mainframe-mini,941.84
