Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,LocationGroup
Leeds Originals,Commercial Street at Sharps,2019,June,22,Saturday,01-Jun-19,23:00,412,0,412,412,0,412,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,00:00,383,0,383,383,0,383,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,01:00,256,0,256,256,0,256,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,02:00,157,0,157,157,0,157,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,03:00,75,0,75,75,0,75,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,04:00,27,0,27,27,0,27,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,05:00,57,0,57,57,0,57,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,06:00,48,0,48,48,0,48,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,07:00,60,0,60,60,0,60,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,08:00,93,0,93,93,0,93,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,09:00,227,0,227,227,0,227,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,10:00,616,0,616,616,0,616,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,11:00,1326,0,1326,1326,0,1326,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,12:00,2093,0,2093,2093,0,2093,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,13:00,2405,0,2405,2405,0,2405,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,14:00,2569,0,2569,2569,0,2569,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,15:00,2211,0,2211,2211,0,2211,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,16:00,1430,0,1430,1430,0,1430,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,17:00,706,0,706,706,0,706,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,18:00,402,0,402,402,0,402,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,19:00,347,0,347,347,0,347,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,20:00,224,0,224,224,0,224,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,21:00,178,0,178,178,0,178,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,22:00,95,0,95,95,0,95,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,22,Sunday,02-Jun-19,23:00,77,0,77,77,0,77,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,00:00,47,0,47,47,0,47,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,01:00,8,0,8,8,0,8,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,02:00,6,0,6,6,0,6,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,03:00,7,0,7,7,0,7,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,04:00,25,0,25,25,0,25,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,05:00,80,0,80,80,0,80,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,06:00,161,0,161,161,0,161,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,07:00,532,0,532,532,0,532,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,08:00,901,0,901,901,0,901,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,09:00,1019,0,1019,1019,0,1019,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,10:00,1286,0,1286,1286,0,1286,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,11:00,1680,0,1680,1680,0,1680,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,12:00,3680,0,3680,3680,0,3680,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,13:00,3622,0,3622,3622,0,3622,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,14:00,2643,0,2643,2643,0,2643,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,15:00,2309,0,2309,2309,0,2309,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,16:00,2333,0,2333,2333,0,2333,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,17:00,2554,0,2554,2554,0,2554,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,18:00,1471,0,1471,1471,0,1471,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,19:00,745,0,745,745,0,745,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,20:00,358,0,358,358,0,358,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,21:00,195,0,195,195,0,195,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,22:00,157,0,157,157,0,157,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Monday,03-Jun-19,23:00,108,0,108,108,0,108,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,00:00,38,0,38,38,0,38,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,01:00,16,0,16,16,0,16,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,02:00,29,0,29,29,0,29,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,03:00,13,0,13,13,0,13,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,04:00,27,0,27,27,0,27,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,05:00,84,0,84,84,0,84,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,06:00,136,0,136,136,0,136,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,07:00,417,0,417,417,0,417,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,08:00,879,0,879,879,0,879,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,09:00,848,0,848,848,0,848,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,10:00,1387,0,1387,1387,0,1387,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,11:00,1931,0,1931,1931,0,1931,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,12:00,3599,0,3599,3599,0,3599,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,13:00,3822,0,3822,3822,0,3822,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,14:00,2052,0,2052,2052,0,2052,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,15:00,1656,0,1656,1656,0,1656,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,16:00,1817,0,1817,1817,0,1817,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,17:00,1502,0,1502,1502,0,1502,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,18:00,660,0,660,660,0,660,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,19:00,323,0,323,323,0,323,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,20:00,219,0,219,219,0,219,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,21:00,136,0,136,136,0,136,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,22:00,119,0,119,119,0,119,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Tuesday,04-Jun-19,23:00,98,0,98,98,0,98,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,00:00,91,0,91,91,0,91,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,01:00,41,0,41,41,0,41,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,02:00,16,0,16,16,0,16,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,03:00,18,0,18,18,0,18,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,04:00,63,0,63,63,0,63,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,05:00,53,0,53,53,0,53,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,06:00,178,0,178,178,0,178,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,07:00,399,0,399,399,0,399,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,08:00,1013,0,1013,1013,0,1013,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,09:00,965,0,965,965,0,965,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,10:00,1291,0,1291,1291,0,1291,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,11:00,1868,0,1868,1868,0,1868,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,12:00,3653,0,3653,3653,0,3653,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,13:00,3682,0,3682,3682,0,3682,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,14:00,2457,0,2457,2457,0,2457,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,15:00,2149,0,2149,2149,0,2149,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,16:00,2277,0,2277,2277,0,2277,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,17:00,2289,0,2289,2289,0,2289,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,18:00,1492,0,1492,1492,0,1492,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,19:00,752,0,752,752,0,752,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,20:00,412,0,412,412,0,412,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,21:00,257,0,257,257,0,257,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,22:00,187,0,187,187,0,187,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Wednesday,05-Jun-19,23:00,129,0,129,129,0,129,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,00:00,74,0,74,74,0,74,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,01:00,33,0,33,33,0,33,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,02:00,15,0,15,15,0,15,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,03:00,23,0,23,23,0,23,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,04:00,29,0,29,29,0,29,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,05:00,96,0,96,96,0,96,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,06:00,188,0,188,188,0,188,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,07:00,514,0,514,514,0,514,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,08:00,1170,0,1170,1170,0,1170,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,09:00,1114,0,1114,1114,0,1114,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,10:00,1262,0,1262,1262,0,1262,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,11:00,1687,0,1687,1687,0,1687,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,12:00,3424,0,3424,3424,0,3424,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,13:00,3461,0,3461,3461,0,3461,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,14:00,2505,0,2505,2505,0,2505,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,15:00,2115,0,2115,2115,0,2115,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,16:00,2191,0,2191,2191,0,2191,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,17:00,2105,0,2105,2105,0,2105,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,18:00,1373,0,1373,1373,0,1373,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,19:00,636,0,636,636,0,636,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,20:00,363,0,363,363,0,363,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,21:00,218,0,218,218,0,218,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,22:00,176,0,176,176,0,176,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Thursday,06-Jun-19,23:00,103,0,103,103,0,103,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,00:00,108,0,108,108,0,108,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,01:00,70,0,70,70,0,70,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,02:00,41,0,41,41,0,41,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,03:00,26,0,26,26,0,26,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,04:00,74,0,74,74,0,74,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,05:00,100,0,100,100,0,100,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,06:00,175,0,175,175,0,175,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,07:00,521,0,521,521,0,521,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,08:00,1021,0,1021,1021,0,1021,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,09:00,1169,0,1169,1169,0,1169,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,10:00,1531,0,1531,1531,0,1531,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,11:00,2047,0,2047,2047,0,2047,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,12:00,3587,0,3587,3587,0,3587,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,13:00,3385,0,3385,3385,0,3385,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,14:00,2001,0,2001,2001,0,2001,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,15:00,1894,0,1894,1894,0,1894,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,16:00,2073,0,2073,2073,0,2073,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,17:00,1532,0,1532,1532,0,1532,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,18:00,707,0,707,707,0,707,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,19:00,481,0,481,481,0,481,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,20:00,356,0,356,356,0,356,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,21:00,205,0,205,205,0,205,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,22:00,203,0,203,203,0,203,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Friday,07-Jun-19,23:00,175,0,175,175,0,175,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,00:00,175,0,175,175,0,175,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,01:00,129,0,129,129,0,129,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,02:00,77,0,77,77,0,77,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,03:00,34,0,34,34,0,34,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,04:00,33,0,33,33,0,33,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,05:00,72,0,72,72,0,72,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,06:00,57,0,57,57,0,57,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,07:00,122,0,122,122,0,122,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,08:00,353,0,353,353,0,353,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,09:00,765,0,765,765,0,765,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,10:00,1567,0,1567,1567,0,1567,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,11:00,2478,0,2478,2478,0,2478,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,12:00,3178,0,3178,3178,0,3178,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,13:00,2587,0,2587,2587,0,2587,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,14:00,3254,0,3254,3254,0,3254,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,15:00,2868,0,2868,2868,0,2868,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,16:00,3041,0,3041,3041,0,3041,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,17:00,2334,0,2334,2334,0,2334,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,18:00,1404,0,1404,1404,0,1404,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,19:00,829,0,829,829,0,829,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,20:00,570,0,570,570,0,570,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,21:00,365,0,365,365,0,365,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,22:00,388,0,388,388,0,388,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Saturday,08-Jun-19,23:00,319,0,319,319,0,319,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,00:00,246,0,246,246,0,246,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,01:00,229,0,229,229,0,229,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,02:00,154,0,154,154,0,154,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,03:00,39,0,39,39,0,39,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,04:00,49,0,49,49,0,49,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,05:00,40,0,40,40,0,40,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,06:00,61,0,61,61,0,61,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,07:00,123,0,123,123,0,123,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,08:00,148,0,148,148,0,148,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,09:00,259,0,259,259,0,259,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,10:00,575,0,575,575,0,575,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,11:00,1337,0,1337,1337,0,1337,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,12:00,1883,0,1883,1883,0,1883,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,13:00,2436,0,2436,2436,0,2436,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,14:00,2217,0,2217,2217,0,2217,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,15:00,2125,0,2125,2125,0,2125,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,16:00,1606,0,1606,1606,0,1606,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,17:00,1002,0,1002,1002,0,1002,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,18:00,569,0,569,569,0,569,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,19:00,218,0,218,218,0,218,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,20:00,183,0,183,183,0,183,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,21:00,155,0,155,155,0,155,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,22:00,167,0,167,167,0,167,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,23,Sunday,09-Jun-19,23:00,89,0,89,89,0,89,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,00:00,66,0,66,66,0,66,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,01:00,27,0,27,27,0,27,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,02:00,40,0,40,40,0,40,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,03:00,17,0,17,17,0,17,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,04:00,30,0,30,30,0,30,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,05:00,72,0,72,72,0,72,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,06:00,116,0,116,116,0,116,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,07:00,564,0,564,564,0,564,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,08:00,1032,0,1032,1032,0,1032,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,09:00,979,0,979,979,0,979,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,10:00,1388,0,1388,1388,0,1388,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,11:00,1900,0,1900,1900,0,1900,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,12:00,3918,0,3918,3918,0,3918,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,13:00,3786,0,3786,3786,0,3786,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,14:00,2287,0,2287,2287,0,2287,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,15:00,1730,0,1730,1730,0,1730,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,16:00,1848,0,1848,1848,0,1848,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,17:00,1903,0,1903,1903,0,1903,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,18:00,1011,0,1011,1011,0,1011,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,19:00,503,0,503,503,0,503,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,20:00,314,0,314,314,0,314,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,21:00,179,0,179,179,0,179,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,22:00,147,0,147,147,0,147,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Monday,10-Jun-19,23:00,122,0,122,122,0,122,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Tuesday,11-Jun-19,00:00,47,0,47,47,0,47,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Tuesday,11-Jun-19,01:00,20,0,20,20,0,20,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Tuesday,11-Jun-19,02:00,28,0,28,28,0,28,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Tuesday,11-Jun-19,03:00,9,0,9,9,0,9,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Tuesday,11-Jun-19,04:00,38,0,38,38,0,38,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Tuesday,11-Jun-19,05:00,94,0,94,94,0,94,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Tuesday,11-Jun-19,06:00,181,0,181,181,0,181,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Tuesday,11-Jun-19,07:00,390,0,390,390,0,390,No Group
Leeds Originals,Commercial Street at Sharps,2019,June,24,Tuesday,11-Jun-19,08:00,887,0,887,887,0,887,No Group
