ï»¿Title,"All staff (excluding non-academic atypical) by academic contract marker, activity standard occupational classification, atypical marker, nationality, mode of employment and sex and academic year",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Location,UK,,,,,,
Academic years,2014/15 to 2018/19,,,,,,
Data source,HESA,,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals. Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2014/15 non-atypical total,"403,835",,,,,,
2015/16 non-atypical total,"410,515",,,,,,
2016/17 non-atypical total,"419,710",,,,,,
2017/18 non-atypical total,"429,560",,,,,,
2018/19 non-atypical total,"439,955",,,,,,
2014/15 atypical total,"75,560",,,,,,
2015/16 atypical total,"72,020",,,,,,
2016/17 atypical total,"71,960",,,,,,
2017/18 atypical total,"68,845",,,,,,
2018/19 atypical total,"70,410",,,,,,
Last updated,Jan-20,,,,,,
,,,,,,,
,,,,,,,
Academic contract marker,Activity standard occupational classification,Mode of employment,Sex,Atypical marker,Nationality,Academic Year,Number
Non-academic contract,Professional occupations,All,Female,Non-atypical,Non-European Union,2016/17,1125
Non-academic contract,Professional occupations,All,Female,Non-atypical,Non-European Union,2017/18,1160
Non-academic contract,Professional occupations,All,Female,Non-atypical,Non-European Union,2018/19,1210
Non-academic contract,Professional occupations,All,Male,Non-atypical,Non-European Union,2014/15,695
Non-academic contract,Professional occupations,All,Male,Non-atypical,Non-European Union,2015/16,725
Non-academic contract,Professional occupations,All,Male,Non-atypical,Non-European Union,2016/17,785
Non-academic contract,Professional occupations,All,Male,Non-atypical,Non-European Union,2017/18,785
Non-academic contract,Professional occupations,All,Male,Non-atypical,Non-European Union,2018/19,875
Non-academic contract,Professional occupations,All,Other,Non-atypical,Non-European Union,2014/15,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Non-European Union,2015/16,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Non-European Union,2016/17,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Non-European Union,2017/18,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Non-European Union,2018/19,0
Non-academic contract,Professional occupations,All,All,Non-atypical,Other European Union,2014/15,2375
Non-academic contract,Professional occupations,All,All,Non-atypical,Other European Union,2015/16,2725
Non-academic contract,Professional occupations,All,All,Non-atypical,Other European Union,2016/17,2960
Non-academic contract,Professional occupations,All,All,Non-atypical,Other European Union,2017/18,3105
Non-academic contract,Professional occupations,All,All,Non-atypical,Other European Union,2018/19,3360
Non-academic contract,Professional occupations,All,Female,Non-atypical,Other European Union,2014/15,1560
Non-academic contract,Professional occupations,All,Female,Non-atypical,Other European Union,2015/16,1765
Non-academic contract,Professional occupations,All,Female,Non-atypical,Other European Union,2016/17,1910
Non-academic contract,Professional occupations,All,Female,Non-atypical,Other European Union,2017/18,2055
Non-academic contract,Professional occupations,All,Female,Non-atypical,Other European Union,2018/19,2255
Non-academic contract,Professional occupations,All,Male,Non-atypical,Other European Union,2014/15,815
Non-academic contract,Professional occupations,All,Male,Non-atypical,Other European Union,2015/16,960
Non-academic contract,Professional occupations,All,Male,Non-atypical,Other European Union,2016/17,1050
Non-academic contract,Professional occupations,All,Male,Non-atypical,Other European Union,2017/18,1055
Non-academic contract,Professional occupations,All,Male,Non-atypical,Other European Union,2018/19,1105
Non-academic contract,Professional occupations,All,Other,Non-atypical,Other European Union,2014/15,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Other European Union,2015/16,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Other European Union,2016/17,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Other European Union,2017/18,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Other European Union,2018/19,0
Non-academic contract,Professional occupations,All,All,Non-atypical,UK,2014/15,34345
Non-academic contract,Professional occupations,All,All,Non-atypical,UK,2015/16,36000
Non-academic contract,Professional occupations,All,All,Non-atypical,UK,2016/17,37745
Non-academic contract,Professional occupations,All,All,Non-atypical,UK,2017/18,39755
Non-academic contract,Professional occupations,All,All,Non-atypical,UK,2018/19,41480
Non-academic contract,Professional occupations,All,Female,Non-atypical,UK,2014/15,19340
Non-academic contract,Professional occupations,All,Female,Non-atypical,UK,2015/16,20265
Non-academic contract,Professional occupations,All,Female,Non-atypical,UK,2016/17,21195
Non-academic contract,Professional occupations,All,Female,Non-atypical,UK,2017/18,22535
Non-academic contract,Professional occupations,All,Female,Non-atypical,UK,2018/19,23605
Non-academic contract,Professional occupations,All,Male,Non-atypical,UK,2014/15,15005
Non-academic contract,Professional occupations,All,Male,Non-atypical,UK,2015/16,15735
Non-academic contract,Professional occupations,All,Male,Non-atypical,UK,2016/17,16550
Non-academic contract,Professional occupations,All,Male,Non-atypical,UK,2017/18,17200
Non-academic contract,Professional occupations,All,Male,Non-atypical,UK,2018/19,17850
Non-academic contract,Professional occupations,All,Other,Non-atypical,UK,2014/15,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,UK,2015/16,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,UK,2016/17,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,UK,2017/18,20
Non-academic contract,Professional occupations,All,Other,Non-atypical,UK,2018/19,20
Non-academic contract,Professional occupations,All,All,Non-atypical,Unknown,2014/15,450
Non-academic contract,Professional occupations,All,All,Non-atypical,Unknown,2015/16,325
Non-academic contract,Professional occupations,All,All,Non-atypical,Unknown,2016/17,220
Non-academic contract,Professional occupations,All,All,Non-atypical,Unknown,2017/18,170
Non-academic contract,Professional occupations,All,All,Non-atypical,Unknown,2018/19,185
Non-academic contract,Professional occupations,All,Female,Non-atypical,Unknown,2014/15,245
Non-academic contract,Professional occupations,All,Female,Non-atypical,Unknown,2015/16,180
Non-academic contract,Professional occupations,All,Female,Non-atypical,Unknown,2016/17,105
Non-academic contract,Professional occupations,All,Female,Non-atypical,Unknown,2017/18,90
Non-academic contract,Professional occupations,All,Female,Non-atypical,Unknown,2018/19,105
Non-academic contract,Professional occupations,All,Male,Non-atypical,Unknown,2014/15,200
Non-academic contract,Professional occupations,All,Male,Non-atypical,Unknown,2015/16,145
Non-academic contract,Professional occupations,All,Male,Non-atypical,Unknown,2016/17,115
Non-academic contract,Professional occupations,All,Male,Non-atypical,Unknown,2017/18,75
Non-academic contract,Professional occupations,All,Male,Non-atypical,Unknown,2018/19,80
Non-academic contract,Professional occupations,All,Other,Non-atypical,Unknown,2014/15,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Unknown,2015/16,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Unknown,2016/17,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Unknown,2017/18,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,Unknown,2018/19,0
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Non-European Union,2014/15,680
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Non-European Union,2015/16,700
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Non-European Union,2016/17,735
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Non-European Union,2017/18,735
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Non-European Union,2018/19,770
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Non-European Union,2014/15,290
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Non-European Union,2015/16,290
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Non-European Union,2016/17,295
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Non-European Union,2017/18,285
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Non-European Union,2018/19,290
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Non-European Union,2014/15,515
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Non-European Union,2015/16,505
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Non-European Union,2016/17,525
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Non-European Union,2017/18,510
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Non-European Union,2018/19,520
Non-academic contract,Associate professional and technical occupations,Part-time,Male,Non-atypical,Non-European Union,2014/15,135
Non-academic contract,Associate professional and technical occupations,Part-time,Male,Non-atypical,Non-European Union,2015/16,130
Non-academic contract,Associate professional and technical occupations,Part-time,Male,Non-atypical,Non-European Union,2016/17,135
Non-academic contract,Associate professional and technical occupations,Part-time,Male,Non-atypical,Non-European Union,2017/18,130
Non-academic contract,Associate professional and technical occupations,Part-time,Male,Non-atypical,Non-European Union,2018/19,120
Non-academic contract,Associate professional and technical occupations,Full-time,Other,Non-atypical,Non-European Union,2014/15,0
Non-academic contract,Associate professional and technical occupations,Full-time,Other,Non-atypical,Non-European Union,2015/16,0
Non-academic contract,Associate professional and technical occupations,Full-time,Other,Non-atypical,Non-European Union,2016/17,0
Non-academic contract,Associate professional and technical occupations,Full-time,Other,Non-atypical,Non-European Union,2017/18,0
Non-academic contract,Associate professional and technical occupations,Full-time,Other,Non-atypical,Non-European Union,2018/19,0
Non-academic contract,Associate professional and technical occupations,Part-time,Other,Non-atypical,Non-European Union,2014/15,0
Non-academic contract,Associate professional and technical occupations,Part-time,Other,Non-atypical,Non-European Union,2015/16,0
Non-academic contract,Associate professional and technical occupations,Part-time,Other,Non-atypical,Non-European Union,2016/17,0
Non-academic contract,Associate professional and technical occupations,Part-time,Other,Non-atypical,Non-European Union,2017/18,0
Non-academic contract,Associate professional and technical occupations,Part-time,Other,Non-atypical,Non-European Union,2018/19,0
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Other European Union,2014/15,1070
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Other European Union,2015/16,1240
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Other European Union,2016/17,1380
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Other European Union,2017/18,1505
Non-academic contract,Associate professional and technical occupations,Full-time,Female,Non-atypical,Other European Union,2018/19,1605
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Other European Union,2014/15,425
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Other European Union,2015/16,440
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Other European Union,2016/17,470
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Other European Union,2017/18,490
Non-academic contract,Associate professional and technical occupations,Part-time,Female,Non-atypical,Other European Union,2018/19,530
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Other European Union,2014/15,715
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Other European Union,2015/16,830
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Other European Union,2016/17,865
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Other European Union,2017/18,910
Non-academic contract,Associate professional and technical occupations,Full-time,Male,Non-atypical,Other European Union,2018/19,955
Non-academic contract,Associate professional and technical occupations,Part-time,Male,Non-atypical,Other European Union,2014/15,130
Non-academic contract,Associate professional and technical occupations,Part-time,Male,Non-atypical,Other European Union,2015/16,135
Non-academic contract,Associate professional and technical occupations,Part-time,Male,Non-atypical,Other European Union,2016/17,135
