Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant
Yorkshire Dales National Park Authority,02/01/2018,CDC 50006368789 10/2018,275.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,02/01/2018,PCARD-2018/10,19.69,J T ATKINSON & SONS LTD,S0045,DCM Redevelopment,Materials,Y,,,
Yorkshire Dales National Park Authority,02/01/2018,PCARD-2018/10,91.67,NASA MARINE INSTRUMENTS,,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,02/01/2018,RDC N044090007  10/2018,156.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Aysgarth Falls NPC,Rates,,,,
Yorkshire Dales National Park Authority,02/01/2018,RDC N044090007  10/2018,432.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Aysgarth Falls NPC,Rates,,,,
Yorkshire Dales National Park Authority,02/01/2018,RDC N044090007 10/2018,336.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,02/01/2018,RDC N003069007 10/2018,450.4,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,02/01/2018,RDC N04569000 10/2018,228.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Contracts - Access Rangers,Rates,,,,
Yorkshire Dales National Park Authority,02/01/2018,RDC N003069007 10/2018,1801.6,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Dales Countryside Museum,Rates,,,,
Yorkshire Dales National Park Authority,02/01/2018,RDC N084911002 10/2018,2283.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Office Accomodation,Rates,,,,
Yorkshire Dales National Park Authority,02/01/2018,RDC N051177005  10/2018,133.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,02/01/2018,RDC N044090007  10/2018,276.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,03/01/2018,PCARD-2018/10,87.01,BRADY CORPORATION LIMITED,,Office Accomodation,Health & Safety Equipment,Y,,,
Yorkshire Dales National Park Authority,03/01/2018,PCARD-2018/10,36.0,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Green Lanes,Materials,Y,,,
Yorkshire Dales National Park Authority,03/01/2018,PCARD-2018/10,1.6,J T ATKINSON & SONS LTD,S0045,Western Dales (Cumbria),Materials,Y,,,
Yorkshire Dales National Park Authority,03/01/2018,PCARD-2018/10,5.0,MY HERMES,,National Trails,Postage,Y,,,
Yorkshire Dales National Park Authority,03/01/2018,PCARD-2018/10,33.5,ROOTS AND SHOOTS,,Member Costs,Hospitality (External),Y,,,
Yorkshire Dales National Park Authority,04/01/2018,PCARD-2018/10,39.96,AMAZON.CO.UK,S1426,Outreach,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,04/01/2018,PCARD-2018/10,29.99,AMAZON.CO.UK,S1426,Planned Maintenance NPC's,Contractors (Construction),Y,,,
Yorkshire Dales National Park Authority,04/01/2018,PCARD-2018/10,8.32,CURTISWARD LTD,,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,04/01/2018,PI131727,87.33,EE LIMITED - DD,S3004,Support Services,Mobile Phones,,,,
Yorkshire Dales National Park Authority,04/01/2018,PCARD-2018/10,26.0,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,04/01/2018,PCARD-2018/10,42.65,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,04/01/2018,PCARD-2018/10,13.0,MILLETS ,,Outreach,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,04/01/2018,PCARD-2018/10,25.99,MILLETS ,,Outreach,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,04/01/2018,PCARD-2018/10,46.0,SIMON WINSTANLEY LTD,S0123,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,04/01/2018,PC131934,-300.0,W A DINSDALE & SON,S1378,Northern Dales (Richmondshire),Property Rental,,,,
Yorkshire Dales National Park Authority,05/01/2018,PCARD-2018/10,32.71,AMAZON.CO.UK,S1426,Green Lanes,Materials,Y,,,
Yorkshire Dales National Park Authority,05/01/2018,PI131784,599.6,FIREQUEST UK LTD / JUST FIRE DOORS,S4845,DCM Redevelopment,Materials,,,,
Yorkshire Dales National Park Authority,05/01/2018,PCARD-2018/10,13.98,J T ATKINSON & SONS LTD,S0045,DCM Redevelopment,Materials,Y,,,
Yorkshire Dales National Park Authority,05/01/2018,PCARD-2018/10,6.54,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,05/01/2018,PCARD-2018/10,60.0,THE WILDLIFE TRUST,,Training,Training,Y,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131969,3190.0,A & P CHAMBERS LTD,S4576,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131937,100.0,A A & H M CAPSTICK & SONS,S5007,Western Dales (Cumbria),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131937,150.0,A A & H M CAPSTICK & SONS,S5007,Western Dales (Cumbria),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131937,600.0,A A & H M CAPSTICK & SONS,S5007,Western Dales (Cumbria),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131868,40.0,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131960,84.08,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131869,159.3,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131961,327.73,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131870,625.6,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131936,261.0,ANDREW LATHWELL DESIGN LTD,S2556,Farmed Land,Printing,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131889,100.0,ANGLEZARKE DIXON ASSOCIATES LTD,S3239,Historic Landscapes,Printing,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131889,230.0,ANGLEZARKE DIXON ASSOCIATES LTD,S3239,Historic Landscapes,Printing,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131890,240.0,ANGLEZARKE DIXON ASSOCIATES LTD,S3239,Historic Landscapes,Signage and Displays,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131891,400.0,ANGLEZARKE DIXON ASSOCIATES LTD,S3239,Historic Landscapes,Signage and Displays,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131886,138.6,ASHTEAD PLANT HIRE  T/A LIVE TRAKWAY LTD,S4959,Western Dales (Cumbria),Equipment Hire,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131886,693.0,ASHTEAD PLANT HIRE  T/A LIVE TRAKWAY LTD,S4959,Western Dales (Cumbria),Equipment Hire,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131886,1386.0,ASHTEAD PLANT HIRE  T/A LIVE TRAKWAY LTD,S4959,Western Dales (Cumbria),Equipment Hire,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131886,4851.0,ASHTEAD PLANT HIRE  T/A LIVE TRAKWAY LTD,S4959,Western Dales (Cumbria),Equipment Hire,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132006,105.0,AUSTWICK PARISH HALL,S4964,Parish Wildlife Project,Venue Hire,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131852,30.0,B & J METALS (SKIP HIRE) LTD,S4886,Contracts - Access Rangers,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131851,130.0,B & J METALS (SKIP HIRE) LTD,S4886,Contracts - Access Rangers,Contractors (Others),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131852,130.0,B & J METALS (SKIP HIRE) LTD,S4886,Contracts - Access Rangers,Contractors (Others),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132005,80.0,BALTIC TRAINING SERVICES LIMITED,S4949,Apprenticeships,Training,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131883,333.33,BARBARA RUMSBY T/A SILVER YARD,S4640,Contracts - Access Rangers,Property Rental,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131974,80.0,BECKS GARDEN MACHINERY LTD,S3217,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131943,1514.09,BILLINGTON BIOENERGY LIMITED,S4141,Dales Countryside Museum,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131995,128.0,BORDER LOOS GROUP,S3864,Western Dales (Cumbria),Equipment Hire,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132017,8879.0,BOW HOUSE DIGITAL LIMITED,S4664,Communications,Contractors (Others),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131920,1922.3,BRAMPTON WOODWORKS LTD,S1816,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131964,901.33,BULLOUGHS CLEANING SERVICES LTD,S0260,Office Accomodation,Cleaning,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131965,1278.33,BULLOUGHS CLEANING SERVICES LTD,S0260,Office Accomodation,Cleaning,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131949,4.56,CANNON HYGIENE,S0259,Aysgarth Falls NPC,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131954,4.56,CANNON HYGIENE,S0259,Grassington NPC,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131959,7.29,CANNON HYGIENE,S0259,Toilets,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131956,13.65,CANNON HYGIENE,S0259,Toilets,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131957,13.65,CANNON HYGIENE,S0259,Toilets,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131958,13.65,CANNON HYGIENE,S0259,Toilets,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131955,18.21,CANNON HYGIENE,S0259,Toilets,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131950,22.74,CANNON HYGIENE,S0259,Toilets,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131953,22.74,CANNON HYGIENE,S0259,Toilets,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131951,53.82,CANNON HYGIENE,S0259,Toilets,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131952,71.76,CANNON HYGIENE,S0259,Toilets,Waste Collection,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131922,562.5,CARTER TOWLER LTD,S2905,Contracts - Access Rangers,Property Rental,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131846,1100.0,CASTLE DRIVER TRAINING LTD,S5504,Outreach,Training,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132031,154.6,CLARITY TRAVEL MANAGEMENT,S4217,Employees,Public Transport,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132031,220.83,CLARITY TRAVEL MANAGEMENT,S4217,Employees,Subsistence,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132031,36.4,CLARITY TRAVEL MANAGEMENT,S4217,Land Management Salaries,Public Transport,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132027,2310.0,COAL FACE DEVELOPMENT LTD,S4954,IT Development,IT- Software/Licence Purchases,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131925,36850.0,CONSERVEFOR LIMITED,S3918,Northern Dales (Richmondshire),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132016,72.0,COUNTRY PRIVATE HIRE,S4977,Outreach,Vehicle Hire,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131972,75.0,CUMBERLAND & WESTMORLAND HERALD,S4669,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131888,743.65,DALE HEAD COMMUNITY GARAGE,S5006,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132002,5.5,DALES NEWSAGENTS,S0271,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132001,35.25,DALES NEWSAGENTS,S0271,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131887,90.0,ELLIOTT-SMITH VALETING,S4700,Contracts - Access Rangers,Vehicle Repairs and Maint,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131938,88.35,FAIRHURST STONE MERCHANTS LTD,S3038,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131938,150.0,FAIRHURST STONE MERCHANTS LTD,S3038,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131938,1073.04,FAIRHURST STONE MERCHANTS LTD,S3038,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PCARD-2018/10,7.03,FAST TRACK WHOLESALERS LTD,,Retail Services O/H,Consumables,Y,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131860,5.0,GUY MACHINERY LTD,S3138,Contracts - Access Rangers,Vehicle Repairs and Maint,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131860,14.8,GUY MACHINERY LTD,S3138,Contracts - Access Rangers,Vehicle Repairs and Maint,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131860,26.5,GUY MACHINERY LTD,S3138,Contracts - Access Rangers,Vehicle Repairs and Maint,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131860,30.0,GUY MACHINERY LTD,S3138,Contracts - Access Rangers,Vehicle Repairs and Maint,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131853,185.0,HARGREAVES COACHES,S0345,CEO Administration,Vehicle Hire,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131788,40.0,HARRISON & CROSS LTD,S1687,DCM Redevelopment,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131788,51.19,HARRISON & CROSS LTD,S1687,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131947,220.0,HARRISON & CROSS LTD,S1687,Planned Maintenance NPC's,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131872,450.5,HARTLINGTON FENCING SUPPLIES,S0058,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131872,149.1,HARTLINGTON FENCING SUPPLIES,S0058,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131872,450.5,HARTLINGTON FENCING SUPPLIES,S0058,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131871,25.0,HARTLINGTON FENCING SUPPLIES,S0058,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131871,25.0,HARTLINGTON FENCING SUPPLIES,S0058,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131871,305.5,HARTLINGTON FENCING SUPPLIES,S0058,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131872,424.0,HARTLINGTON FENCING SUPPLIES,S0058,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131999,34.95,HONEY BROTHERS LTD,S5003,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131999,597.36,HONEY BROTHERS LTD,S5003,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131884,6.75,H'S OF HELLIFIELD,S4344,Malham NPC,Books and Publications,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132012,30.12,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132012,30.12,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132012,60.24,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132011,2186.23,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131945,8.49,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131945,14.33,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131945,243.0,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131945,553.88,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,08/01/2018,PCARD-2018/10,68.24,J T ATKINSON & SONS LTD,S0045,DCM Redevelopment,Materials,Y,,,
Yorkshire Dales National Park Authority,08/01/2018,PCARD-2018/10,51.29,J T ATKINSON & SONS LTD,S0045,Office Accomodation,Materials,Y,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132025,31.5,J T ATKINSON & SONS LTD,S0045,Pennine way,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131896,2.79,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132025,3.2,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132025,4.25,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131896,5.25,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132025,6.72,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132025,8.24,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132025,8.48,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132025,22.08,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PCARD-2018/10,8.13,J4 PACKAGING,,Retail Services O/H,Consumables,Y,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131854,500.0,REDACTED PERSONAL DATA,S4698,Historic Landscapes,Contractors (Others),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131855,408.0,JIM THOMPSON TRANSPORT LTD,S3565,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131863,229.7,KACAO CHOCOLATERIE,S4830,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132000,569.17,KETTLEWELL GARAGE,S4140,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131975,17610.01,LANCASHIRE COUNTY COUNCIL,S1823,National Trails,Grants Paid,,,2017 - 2018,Pennine Bridleway Ranger
Yorkshire Dales National Park Authority,08/01/2018,PI132020,12.0,LAND REGISTRY - DD,S3091,Development Management,Research & Surveys,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131991,2830.0,LEACH,S4938,DCM Redevelopment,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132018,208.2,LEN PORTER FENCING,S0141,Parish Wildlife Project,Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131859,76.91,LOGO AND STITCH,S4622,Trading Account,Retail Stock Clothing VAT,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131990,75.0,M W WASTE SERVICES,S0034,Toilets,Materials,,,,
Yorkshire Dales National Park Authority,08/01/2018,PCARD-2018/10,42.6,MAGNET EXPERT LTD,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131866,316.8,MARK DENTON PHOTOGRAPHIC,S4445,Trading Account,Retail Stock Posters and Postcards VAT,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131921,160.0,MUKER PUBLIC HALL,S4374,Historic Landscapes,Venue Hire,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132010,2502.0,N G BAILEY LTD,S3098,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131979,1136.0,NETHERGILL FARM,S3575,Sustainable Development,Grants Paid,,,2017 - 2018,National Vegitation Classification Survey Report
Yorkshire Dales National Park Authority,08/01/2018,PI131897,317.4,NEWSQUEST (NORTH WEST) LTD,S3342,Definitive Map,Advertising,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131971,148.12,NEWSQUEST (NORTH WEST) LTD,S3342,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131878,193.34,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131970,279.2,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132024,314.1,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI132023,322.24,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131876,229.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Member Costs,Printing,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131877,356.86,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Support Services,Audit,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131928,50.0,NORTHUMBERLAND NPA,S0003,Tourism,Public Transport,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131927,540.0,NORTHUMBERLAND NPA,S0003,Training,Training,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131908,242.8,NPOWER LTD,S0225,Aysgarth Falls NPC,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131907,309.63,NPOWER LTD,S0225,Aysgarth Falls NPC,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131906,23.56,NPOWER LTD,S0225,Contracts - Access Rangers,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131919,188.65,NPOWER LTD,S0225,Contracts - Access Rangers,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131913,305.82,NPOWER LTD,S0225,Contracts - Access Rangers,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PC131898,-214.05,NPOWER LTD,S0225,Dales Countryside Museum,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131918,2.82,NPOWER LTD,S0225,Dales Countryside Museum,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131900,205.28,NPOWER LTD,S0225,Dales Countryside Museum,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131905,176.88,NPOWER LTD,S0225,Grassington NPC,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131912,38.34,NPOWER LTD,S0225,Malham NPC,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131912,59.32,NPOWER LTD,S0225,Malham NPC,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131901,13.85,NPOWER LTD,S0225,Office Accomodation,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131916,27.56,NPOWER LTD,S0225,Office Accomodation,Electricity,,,,
Yorkshire Dales National Park Authority,08/01/2018,PI131902,353.99,NPOWER LTD,S0225,Office Accomodation,Electricity,,,,
