name,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,address1,address2,address3,longitude,latitude,easting,northing,runtime
The Red Lion,Greenwich,,10010201622.0,E09000011,Shooters Hill,E05000227,6 Red Lion Place,Greenwich,,0.0602444497492811,51.47069513849984,543190.9611925666,176648.92493425042,04/11/2021
Long Pond,Greenwich,,100000000000.0,E09000011,Eltham North,E05000218,110 Westmount Road,Greenwich,,0.0596247949671764,51.4569379681387,543190.9611920071,175117.9253506724,04/11/2021
The Prince Albert,Bexley,www.theprincealbert.pub,100000000000.0,E09000004,Bexleyheath,E05011219,2 Broadway,Bexley,,0.1528347795544848,51.45548790071239,549670.9594280452,175142.92534271872,04/11/2021
East Dulwich Tavern,Southwark,www.eastdulwichtavern.com,10091912263.0,E09000028,Goose Green,E05011103,1 Lordship Lane,Southwark,,-0.0748921122294519,51.46037530661615,533835.9637331294,175245.92531346274,04/11/2021
Upstairs At The Ritzy,Lambeth,www.picturehouses.com/cinema/Ritzy_Picturehouse/Whats_On?filter=Upstairs,100023387982.0,E09000022,Coldharbour,E05000420,Brixton Rd London,,,-0.1144228489086918,51.46140471168854,531086.964480496,175288.92530378787,04/11/2021
So.uk,Lambeth,www.soukclapham.co.uk/,100000000000.0,E09000022,Clapham Town,E05000419,165 Clapham High Street,Lambeth,,-0.1369444216822377,51.46195366186845,529520.9649068386,175309.92529654893,04/11/2021
The Prince Of Wales,Lambeth,,100000000000.0,E09000022,Coldharbour,E05000420,467-469 Brixton Road,Lambeth,,-0.1149185931637041,51.46160153521044,531051.9644899636,175309.9252981383,04/11/2021
Dogstar,Lambeth,www.dogstarbrixton.com/,100000000000.0,E09000022,Coldharbour,E05000420,389 Coldharbour Lane,Lambeth,,-0.1118952461087987,51.46160682454843,531261.9644333741,175315.92529606813,04/11/2021
Studio Voltaire,Lambeth,,100000000000.0,E09000022,Clapham Town,E05000419,1a Nelsons Row,Lambeth,,-0.1342227594307588,51.46197333079722,529709.9648550838,175316.92529458326,04/11/2021
Stane Street Syndicate,Lambeth,www.thestanestreetsyndicate.co.uk,100000000000.0,E09000022,Clapham Town,E05000419,196 Clapham High Street,Lambeth,,-0.1380434337305076,51.46218694402101,529443.9649280746,175333.92529014836,04/11/2021
Chip Shop Brixton,Lambeth,www.chipshopbxtn.com/home,200000000000.0,E09000022,Coldharbour,E05000420,380 Coldharbour Lane,Lambeth,,-0.112111707856067,51.46194304538005,531245.9644377225,175352.92528603505,04/11/2021
The Clapham Grand,Wandsworth,www.claphamgrand.com,100000000000.0,E09000032,Northcote,E05000619,21-25 St. John's Hill,Wandsworth,,-0.1693242410012859,51.46295826208897,527268.965518678,175364.92528281518,04/11/2021
Revolution,Lambeth,,100000000000.0,E09000022,Clapham Town,E05000419,95-97 Clapham High Street,Lambeth,,-0.1342676919763191,51.4629902201434,529703.9648573596,175429.92526402627,04/11/2021
Infernos,Lambeth,www.infernos.co.uk,100000000000.0,E09000022,Clapham Town,E05000419,146 Clapham High Street,Lambeth,,-0.135888676094881,51.46313290895535,529590.9648883236,175442.92526052025,04/11/2021
Sheen Lane Centre,Richmond Upon Thames,https://www.richmond.gov.uk/services/hall_and_venue_bookings/sheen_lane_centre_venue_hire,0.0,E09000027,East Sheen,E05000517,74 Sheen Laneeast Sheen ,,,-0.2675609994744303,51.46537800043272,520438.8553786158,175468.09603186854,04/11/2021
Waterfront,Wandsworth,www.thewaterfrontlondon.co.uk,0.0,E09000032,St. Mary's Park,E05000622,Baltimore House Juniper Dr,London,,-0.1856607275404112,51.46449808401224,526129.9658310632,175507.9252435348,04/11/2021
The Four Thieves,Wandsworth,www.fourthieves.pub,0.0,E09000032,Shaftesbury,E05000623,51 Lavender Gardens London,,,-0.1625530377681966,51.46415629138826,527735.9653926401,175509.92524312483,04/11/2021
Lotus,Lambeth,www.lotusbar.co.uk,100000000000.0,E09000022,Clapham Town,E05000419,76 Clapham High Street,Lambeth,,-0.1336330246291921,51.46372651152362,529745.9648463553,175512.92524164414,04/11/2021
Pop Brixton,Lambeth,www.popbrixton.org,10093056849.0,E09000022,Coldharbour,E05000420,Unit S05 Pop Brixton,49,Brixton Station Road,-0.112337150753087,51.46345746763181,531225.9644432903,175520.92524036457,04/11/2021
Royal Oak,Hounslow,www.royaloakisleworth.co.uk,100000000000.0,E09000018,Isleworth,E05000362,128 Worton Road,Hounslow,,-0.3406476955357204,51.46709872787926,515357.96876095806,175541.92523474206,04/11/2021
Simulacra Studio,Lambeth,www.simulacrastudio.com,100000000000.0,E09000022,Coldharbour,E05000420,302-304 Barrington Road,Lambeth,,-0.1076226124528037,51.463624247809626,531552.9643548931,175547.92523253453,04/11/2021
Fu Manchu,Lambeth,,200000000000.0,E09000022,Larkhall,E05000425,15-16 Lendal Terrace,Lambeth,,-0.1298625958845047,51.46439483668228,530005.9647757225,175593.9252200403,04/11/2021
Anchor,Wandsworth,,100000000000.0,E09000032,Latchmere,E05000617,61 Holgate Avenue,Wandsworth,,-0.1792525072800063,51.46526207170981,526572.965710057,175603.9252170443,04/11/2021
Battersea Arts Centre,Wandsworth,www.bac.org.uk,121015942.0,E09000032,Shaftesbury,E05000623,Lavender Hill Wandsworth,,,-0.160813765458983,51.46516317901825,527853.9653608176,175624.9252117757,04/11/2021
Phonox,Lambeth,www.phonox.co.uk/,100000000000.0,E09000022,Ferndale,E05000421,418 Brixton Road,Lambeth,,-0.1147005130216525,51.46444874354095,531058.9644886206,175626.9252117285,04/11/2021
Club K Hounslow,Hounslow,,100000000000.0,E09000018,Hounslow Central,E05000358,236a High Street,Hounslow,,-0.3654810879690607,51.4683648209,513629.9692283512,175643.92520855065,04/11/2021
Joiners Arms,Lewisham,,100000000000.0,E09000023,Lewisham Central,E05000448,66 Lewisham High Street,Lewisham,,-0.0108955317286509,51.46321843929007,538272.9625295546,175680.92519720196,04/11/2021
Suburb Sw11,Wandsworth,,100000000000.0,E09000032,Latchmere,E05000617,148 Falcon Road,Wandsworth,,-0.1694210947672496,51.465936342308034,527253.9655235988,175695.9251915075,04/11/2021
Castle,Hounslow,,100000000000.0,E09000018,Isleworth,E05000362,18 Upper Square,Hounslow,,-0.324605516401502,51.46837237637158,516468.9684575855,175708.92518839508,04/11/2021
Landor,Lambeth,www.thelandorpub.com,100000000000.0,E09000022,Larkhall,E05000425,70 Landor Road,Lambeth,,-0.1260530109825929,51.465664931126,530266.9647049839,175741.92518013122,04/11/2021
Bread & Roses,Lambeth,www.breadandrosespub.com,100000000000.0,E09000022,Clapham Town,E05000419,68 Clapham Manor Street,Lambeth,,-0.1365403496035098,51.46586805045457,529537.964904327,175745.92517868086,04/11/2021
The Half Moon Putney,Wandsworth,www.halfmoon.co.uk,121002857.0,E09000032,Thamesfield,E05000625,93 Lower Richmond Road,Wandsworth,,-0.2201046348427591,51.46729191252095,523729.9664807572,175759.9251774691,04/11/2021
O2 Academy Brixton,Lambeth,www.academymusicgroup.com/o2academybrixton,100000000000.0,E09000022,Ferndale,E05000421,211 Stockwell Road,Lambeth,,-0.1151116647233831,51.46565139752463,531026.9644975244,175759.92517551314,04/11/2021
Dukes Head,Wandsworth,www.dukesheadputney.com,100000000000.0,E09000032,Thamesfield,E05000625,The Dukes Head 8,Lower Richmond Road,Wandsworth,-0.2171243298214036,51.46729161772385,523936.96642454894,175764.92517590517,04/11/2021
Cafe Cairo,Lambeth,,100000000000.0,E09000022,Larkhall,E05000425,88 Landor Road,Lambeth,,-0.1250078804252506,51.46587304046033,530338.9646853729,175766.92517339357,04/11/2021
Old Nuns Head,Southwark,www.theoldnunshead.co.uk,200000000000.0,E09000028,Nunhead & Queen's Road,E05011108,15 Nunhead Green,Southwark,,-0.0596122070668763,51.46527617292241,534882.9634495934,175818.92515878243,04/11/2021
Blackheath Halls,Greenwich,www.blackheathhalls.com,100000000000.0,E09000011,Blackheath Westcombe,E05000215,23 Lee Road,Lewisham,,0.0096273362541728,51.46437941439745,539694.9621414375,175848.92515009682,04/11/2021
Canavan's Peckham Pool Club,Southwark,,200000000000.0,E09000028,Rye Lane,E05011113,Flat 188,Rye Lane,Southwark,-0.066597956628901,51.46724419144311,534391.9635838101,176024.92510117026,04/11/2021
Block 336,Lambeth,www.block336.com,10091845237.0,E09000022,Ferndale,E05000421,336 Brixton Road,Lambeth,,-0.113223471579434,51.468147986482585,531150.9644639213,176040.9250990359,04/11/2021
Tasty Bakery,Southwark,,200000000000.0,E09000028,Rye Lane,E05011113,207 Rye Lane,Southwark,,-0.0665653355629637,51.4676753114326,534392.9635835673,176072.92508825596,04/11/2021
Phoenix,Lambeth,www.phoenixclapham.com,200000000000.0,E09000022,Larkhall,E05000425,348 Clapham Road,Lambeth,,-0.1271756803833116,51.46883930868983,530179.9647286909,176092.9250848326,04/11/2021
O'neills,Lewisham,www.oneills.co.uk/national-search/london/blackheath,200000000000.0,E09000023,Blackheath,E05000438,52 Tranquil Vale,Lewisham,,0.0080374327687314,51.466861685432605,539576.9621734152,176121.9250752384,04/11/2021
John The Unicorn,Southwark,www.johntheunicorn.com,0.0,E09000028,Rye Lane,E05011113,157-159 Rye Ln London,,,-0.0675265350561439,51.46877930753352,534322.9636027613,176193.9250555341,04/11/2021
Red Lion,Hounslow,www.red-lion.info,100000000000.0,E09000018,Syon,E05000364,92-94 Linkfield Road,Hounslow,,-0.33394904139377,51.47353231967196,515806.96863831015,176267.92503734294,04/11/2021
Copeland Gallery,Southwark,,10091904160.0,E09000028,Rye Lane,E05011113,Unit C2 Industrial Park,133,Copeland Road,-0.0657323713689154,51.47000870461542,534443.9635698397,176333.9250180712,04/11/2021
Copeland Park & Bussey Building,Southwark,,10091904160.0,E09000028,Rye Lane,E05011113,Unit C2 Industrial Park,133,Copeland Road,-0.0657323713689154,51.47000870461542,534443.9635698397,176333.9250180712,04/11/2021
Brixton Jamm,Lambeth,www.brixtonjamm.org/,100000000000.0,E09000022,Vassall,E05000436,261 Brixton Road,Lambeth,,-0.1118615499132602,51.4707969001147,531237.9644398823,176337.9250186375,04/11/2021
The Bulls Head Barnes,Richmond Upon Thames,www.thebullsheadbarnes.com,100000000000.0,E09000027,Barnes,E05000516,373 Lonsdale Road,Richmond Upon Thames,,-0.2508261596774861,51.47377009475886,521578.96706390695,176428.9249924518,04/11/2021
Longfield Hall,Lambeth,,10091908880.0,E09000022,Vassall,E05000436,50 Knatchbull Road,Lambeth,,-0.104982733746071,51.47174705795402,531712.964311232,176455.92498738604,04/11/2021
Bull Hotel,Greenwich,,100000000000.0,E09000011,Shooters Hill,E05000227,151 Shooters Hill,Greenwich,,0.0666033149412668,51.46929720918605,543636.9610717907,176505.92497254116,04/11/2021
Le Quecumbar And Brasserie,Wandsworth,www.quecumbar.co.uk,100000000000.0,E09000032,St. Mary's Park,E05000622,42-44 Battersea High Street,Wandsworth,,-0.1739660030654203,51.47399266205063,526915.9656153574,176583.92495117954,04/11/2021
The White Horse,Hammersmith And Fulham,www.whitehorsesw6.com,34069416.0,E09000013,Parsons Green And Walham,E05000260,42795 Parsons Green,Hammersmith And Fulham,,-0.2000531584577918,51.47449486934361,525102.9661122946,176594.92495019257,04/11/2021
Jazzlive At The Crypt,Southwark,www.jazzlive.co.uk,0.0,E09000028,St. Giles,E05011115,St. Giles Church Camberwell Church St,London,,-0.0868424607263329,51.47306209767418,532968.9639680948,176634.92493712035,04/11/2021
Grove,Wandsworth,www.thegrovebattersea.co.uk/contactfind-us,100000000000.0,E09000032,Queenstown,E05000620,279 Battersea Park Road,Wandsworth,,-0.153019946742227,51.47456389205679,528368.9652191869,176683.92492303468,04/11/2021
The Tiger,Southwark,,200000000000.0,E09000028,Camberwell Green,E05011096,18 Camberwell Green,Southwark,,-0.0924577436844447,51.473765128513335,532576.9640754273,176702.9249196757,04/11/2021
Prince Of Peckham,Southwark,,200000000000.0,E09000028,Rye Lane,E05011113,1 Clayton Road,Southwark,,-0.0653076864227942,51.47358085750396,534462.9635650155,176731.92491076648,04/11/2021
Tap On The Line,Richmond Upon Thames,www.tapontheline.co.uk,0.0,E09000027,Kew,E05000524,Kew Garden Station Station Approach,Richmond,,-0.2851883071233392,51.47710103334991,519183.9677176188,176742.92490926728,04/11/2021
The Magic Garden,Wandsworth,,10024085883.0,E09000032,Queenstown,E05000620,231 Battersea Park Road,Wandsworth,,-0.1507865445472735,51.47531105422452,528521.9651774387,176770.92489914043,04/11/2021
The White Horse,Hillingdon,www.oldenglishpub.com,100000000000.0,E09000017,Heathrow Villages,E05000331,530 Bath Road,Hillingdon,,-0.4902820039235254,51.48094685163452,504932.9715918374,176856.92487874394,04/11/2021
Bunker Club,Lewisham,,100000000000.0,E09000023,Brockley,E05000439,46 Deptford Broadway,Lewisham,,-0.0252485020895902,51.474558296022565,537241.9628071014,176914.92486126645,04/11/2021
Royal Albert,Lewisham,www.royalalbertpub.com,100000000000.0,E09000023,Brockley,E05000439,460 New Cross Road,Lewisham,,-0.0287234840911724,51.47512040324416,536998.962872891,176970.9248458653,04/11/2021
Five Bells,Lewisham,,100000000000.0,E09000023,New Cross,E05000449,155 New Cross Road,Lewisham,,-0.046720421127411,51.47553868030656,535747.963215414,176983.92484127014,04/11/2021
The Amersham Arms,Lewisham,www.theamershamarms.co.uk,100000000000.0,E09000023,Brockley,E05000439,388 New Cross Road,Lewisham,,-0.0325928924310766,51.475554136830425,536728.9629461085,177011.92483458086,04/11/2021
New Cross Inn,Lewisham,www.newcrossinn.com,100000000000.0,E09000023,New Cross,E05000449,323 New Cross Road,Lewisham,,-0.0371305130269448,51.475855054446384,536412.9630324711,177036.92482756492,04/11/2021
The Venue,Lewisham,www.thevenuelondon.com,100000000000.0,E09000023,New Cross,E05000449,42827 Clifton Rise,Lewisham,,-0.0367521198660334,51.47594763738938,536438.9630253293,177047.9248246047,04/11/2021
Royal Oak,Bexley,www.theroyaloakpub.com,100000000000.0,E09000004,Northumberland Heath,E05011228,270 Bexley Road,Bexley,,0.1619096861771957,51.47266837815497,550244.9592756156,177071.92481868214,04/11/2021
Birds Nest,Lewisham,www.thebirdsnestpub.com,100000000000.0,E09000023,New Cross,E05000449,32 Deptford Church Street,Lewisham,,-0.0225300257230786,51.47614916368606,537425.9627572815,177096.92481171608,04/11/2021
Chelsea Ram,Kensington And Chelsea,www.thechelsearam.co.uk,217008187.0,E09000020,Chelsea Riverside,E05009391,32 Burnaby Street,Kensington And Chelsea,,-0.1825737550770921,51.47915325032428,526303.9657838193,177142.9247981792,04/11/2021
Number3london,Lewisham,,100000000000.0,E09000023,New Cross,E05000449,3 Creekside,Lewisham,,-0.0218906284078431,51.47661499633355,537468.9627458609,177149.92479733948,04/11/2021
British Oak,Greenwich,www.britishoakblackheath.com,100000000000.0,E09000011,Kidbrooke With Hornfair,E05000223,109 Old Dover Road,Greenwich,,0.0261595085089559,51.47618137776629,540806.961839387,177192.9247871993,04/11/2021
Broadway House,Hammersmith And Fulham,,34069886.0,E09000013,Fulham Broadway,E05000254,474-476 Fulham Road,Hammersmith And Fulham,,-0.1956539499634482,51.48015556766705,525392.966030457,177231.92477588158,04/11/2021
O'briens,Hounslow,,100000000000.0,E09000018,Syon,E05000364,11 London Road,Hounslow,,-0.3127353179940559,51.482212670056,517257.9682428778,177266.92476596794,04/11/2021
Bar 48,Lambeth,,100000000000.0,E09000022,Oval,E05000426,48 Brixton Road,Lambeth,,-0.1119819143626189,51.47939587003646,531204.9644488775,177293.92475926684,04/11/2021
Brewery Tap,Hounslow,www.brewery-tap-brentford.co.uk,100000000000.0,E09000018,Syon,E05000364,Catherine Wheel Road Hounslow,,,-0.3062173563661252,51.482433478976816,517709.96811870986,177301.9247561586,04/11/2021
Job Centre,Lewisham,www.jobcentredeptford.com,0.0,E09000023,New Cross,E05000449,120 Deptford High St London,,,-0.025876084778489,51.47836387524804,537186.9628229393,177336.92474642873,04/11/2021
Under The Bridge,Hammersmith And Fulham,www.underthebridge.co.uk,0.0,E09000013,Parsons Green And Walham,E05000260,Stanford Bridge Fulham Road,Fulham,London,-0.1909280789741254,51.48166546030265,525716.9659421326,177407.92472691124,04/11/2021
Queens Head,Hounslow,www.queens-head-cranford.co.uk,200000000000.0,E09000018,Heston West,E05000357,123 High Street,Hounslow,,-0.4053006255682642,51.48500985121144,510823.96999127656,177433.92471980205,04/11/2021
Watermans Arms,Hounslow,www.watermans-arms.co.uk,100000000000.0,E09000018,Syon,E05000364,1 Ferry Lane,Hounslow,,-0.3009461079097265,51.48398492923208,518071.9680191309,177482.92470634793,04/11/2021
Brown Derby,Lambeth,www.thebrownderby.co.uk,100000000000.0,E09000022,Oval,E05000426,336 Kennington Park Road,Lambeth,,-0.113461037983142,51.48124518892448,531096.9644781693,177496.92470425402,04/11/2021
Olivers Jazz Bar,Greenwich,www.oliversjazzbar.co.uk,10010246216.0,E09000011,Greenwich West,E05000222,9 Nevada Street,Greenwich,,-0.0079771740078507,51.47964384184211,538425.9624877997,177512.92469840922,04/11/2021
The Battersea Barge,Wandsworth,www.batterseabarge.com,10024084698.0,E09000032,Queenstown,E05000620,Tideway Dock Tideway Walk,Kirtling Street,Wandsworth,-0.1381138181028826,51.48275428001617,529380.964947179,177620.92466780666,04/11/2021
The Duke,Greenwich,www.thedukedeptford.com,100000000000.0,E09000011,Greenwich West,E05000222,125 Creek Road,Greenwich,,-0.0203961299203499,51.48119412215676,537558.9627240056,177661.92465836904,04/11/2021
The Coach And Horses,Greenwich,www.the-coach-and-horses.co.uk,10010200567.0,E09000011,Greenwich West,E05000222,13 Greenwich Market,Greenwich,,-0.0090435480434276,51.4812806713569,538346.9625102738,177692.9246494691,04/11/2021
Admiral Hardy,Greenwich,www.admiralhardy.co.uk,100000000000.0,E09000011,Greenwich West,E05000222,7 College Approach,Greenwich,,-0.0094525751549984,51.48180920264162,538316.9625187512,177750.92463371105,04/11/2021
Juju,Kensington And Chelsea,www.jujulondon.com,217112650.0,E09000020,Stanley,E05009405,Flat A-C 316-318,Kings Road,Kensington And Chelsea,-0.1739310920204837,51.48569152080525,526885.9656227414,177884.92459706427,04/11/2021
Old Mill,Greenwich,,10010194001.0,E09000011,Glyndon,E05000221,1 Old Mill Road,Greenwich,,0.0840734919992393,51.481712864158965,544810.9607499224,177920.92458702862,04/11/2021
Trinity Laban Faculty Of Music,Greenwich,https:/www.trinitylaban.ac.uk/whats-on,0.0,E09000011,Greenwich West,E05000222,King Charles Court Old Royal Naval College,London,,-0.006951998235447,51.48354800006536,538485.3188583453,177949.0005684028,04/11/2021
Finborough Theatre,Kensington And Chelsea,www.finboroughtheatre.co.uk,217112560.0,E09000020,Redcliffe,E05009402,118 Finborough Road,Kensington And Chelsea,,-0.1900580784442766,51.486544026300656,525763.965928307,177951.92457867652,04/11/2021
One Over The Ait,Hounslow,www.oneovertheait.co.uk,10093259940.0,E09000018,Brentford,E05000347,Unit 4 8,Kew Bridge Road,Hounslow,-0.2883212598021342,51.48804596860322,518937.9677864558,177954.92458018294,04/11/2021
Fox,Bexley,www.thefoxpubbelvedere.co.uk,100000000000.0,E09000004,Belvedere,E05011218,79 Nuxley Road,Bexley,,0.1445951532101091,51.48112509935335,549014.9596059525,177976.92457272275,04/11/2021
The Eagle,Lambeth,www.eaglelondon.com/,100000000000.0,E09000022,Oval,E05000426,349 Kennington Lane,Lambeth,,-0.1193204459843574,51.486204349892894,530675.9645921639,178037.92455725285,04/11/2021
Royal Vauxhall Tavern,Lambeth,www.vauxhalltavern.com,100000000000.0,E09000022,Prince's,E05000427,372 Kennington Lane,Lambeth,,-0.1218047521905417,51.48638804730302,530502.9646395418,178053.92455237964,04/11/2021
Grosvenor,City Of Westminster,,200000000000.0,E09000033,Tachbrook,E05000645,79 Grosvenor Road,City Of Westminster,,-0.1316616298039938,51.48662643070376,529817.9648269026,178062.92454824416,04/11/2021
The Old Dairy At Vauxhall City Farm,Lambeth,https://www.facebook.com/musicatthefarm,0.0,E09000022,Prince's,E05000427,Vauxhall City Farm165 Tyers Street,,,-0.1192619983095893,51.48740900068809,530676.5813524486,178171.98732538265,04/11/2021
The Globe,Hounslow,www.theglobebrentford.com,100000000000.0,E09000018,Brentford,E05000347,104 Windmill Road,Hounslow,,-0.3097636347501412,51.49052407011647,517442.9681921133,178195.92451476876,04/11/2021
The Troubadour,Kensington And Chelsea,www.troubadourlondon.com,217114565.0,E09000020,Redcliffe,E05009402,263-267 Old Brompton Road,Kensington And Chelsea,,-0.1915663079327627,51.48883344055589,525652.9659583892,178203.92451056256,04/11/2021
Distillers,Hammersmith And Fulham,www.distillershammersmith.co.uk,34030273.0,E09000013,Hammersmith Broadway,E05000256,64 Fulham Palace Road,Hammersmith And Fulham,,-0.2232790715077976,51.48935410622951,523449.9665586195,178207.92450940493,04/11/2021
Pilot,Hounslow,www.pilot-chiswick.co.uk,200000000000.0,E09000018,Turnham Green,E05000365,56 Wellesley Road,Hounslow,,-0.2777374217634052,51.49025614904671,519666.9675882944,178217.9245086605,04/11/2021
The Hammersmith Club,Hammersmith And Fulham,,34149712.0,E09000013,Hammersmith Broadway,E05000256,11 Rutland Grove,Hammersmith And Fulham,,-0.2301633405513333,51.48975493636872,522970.9666882036,178240.9245013176,04/11/2021
The Pheasantry,Kensington And Chelsea,www.pizzaexpresslive.com/venues/chelsea-the-pheasantry,217047024.0,E09000020,Stanley,E05009405,152 King's Rd Chelsea,London,,-0.1654552637554671,51.48908436784744,527464.9654647431,178276.92449243402,04/11/2021
Pelton Arms,Greenwich,www.peltonarms.com,10010201122.0,E09000011,Peninsula,E05000225,23-25 Pelton Road,Greenwich,,0.002564510189156,51.48686543730334,539135.9622946633,178335.92447450513,04/11/2021
Eventim Apollo,Hammersmith And Fulham,www.eventimapollo.com,34030384.0,E09000013,Hammersmith Broadway,E05000256,Queen Caroline Street Hammersmith And Fulham,,,-0.2244226140922387,51.49069333971465,523366.9665806902,178354.9244696073,04/11/2021
Old Red Lion,Lambeth,www.theoldredlion.com,100000000000.0,E09000022,Prince's,E05000427,42 Kennington Park Road,Lambeth,,-0.1051984065445971,51.48948419235335,531646.9643300953,178427.9244484465,04/11/2021
Eclipse,Kensington And Chelsea,www.eclipsebars.com,217103754.0,E09000020,Redcliffe,E05009402,158 Old Brompton Road,Kensington And Chelsea,,-0.1832286404673526,51.490943748385575,526225.9658022387,178452.92444171733,04/11/2021
George Iv,Hounslow,www.georgeiv.co.uk,100000000000.0,E09000018,Turnham Green,E05000365,185 Chiswick High Road,Hounslow,,-0.2570778608295681,51.49222618897827,521095.9671975189,178470.9244395226,04/11/2021
Hammersmith Ram,Hammersmith And Fulham,www.thehammersmithram.co.uk,34029868.0,E09000013,Hammersmith Broadway,E05000256,81 King Street,Hammersmith And Fulham,,-0.2283501767579791,51.49230845228841,523089.9666552245,178527.924423373,04/11/2021
Old Pack Horse,Hounslow,www.oldpackhorsechiswick.co.uk,100000000000.0,E09000018,Turnham Green,E05000365,434 Chiswick High Road,Hounslow,,-0.2666888636697294,51.4929171268552,520426.9673804463,178531.92442269932,04/11/2021
Cask Pub And Kitchen,City Of Westminster,www.caskpubandkitchen.com,100000000000.0,E09000033,Tachbrook,E05000645,6 Charlwood Street,City Of Westminster,,-0.1372846427682332,51.49108632593833,529414.9649346385,178548.92441638786,04/11/2021
Nell's Jazz & Blues,Hammersmith And Fulham,www.nellsjazzandblues.com,34151679.0,E09000013,Avonmore And Brook Green,E05000252,3 North End Crescent,Hammersmith And Fulham,,-0.2072487879565929,51.49223961795832,524554.966257881,178555.92441639403,04/11/2021
Brasserie & Wine Bar Toulouse Lautrec,Lambeth,www.toulouselautrec.co.uk,200000000000.0,E09000022,Prince's,E05000427,140 Newington Butts,Lambeth,,-0.1034463043514594,51.49109254733166,531763.9642977985,178609.9243988057,04/11/2021
Albert's Club,Kensington And Chelsea,,217060804.0,E09000020,Courtfield,E05009393,92 Old Brompton Road,Kensington And Chelsea,,-0.1779192335894363,51.49259696578386,526589.965702744,178645.92439098604,04/11/2021
Hampton Court Palace,Southwark,www.hrp.org.uk/hampton-court-palace,200000000000.0,E09000028,Newington,E05011105,35 Hampton Street,Southwark,,-0.1005428949463291,51.49163008625592,531963.9642431483,178674.92438128148,04/11/2021
Ealing Park Tavern,Ealing,www.ealingparktavern.co.uk,12080010.0,E09000009,Northfield,E05000182,222 South Ealing Road,Hounslow,,-0.3060765336105435,51.49556069459185,517685.9681269912,178761.92436005955,04/11/2021
Albion,Hammersmith And Fulham,www.thealbionpub.com,34056955.0,E09000013,Avonmore And Brook Green,E05000252,121 Hammersmith Road,Hammersmith And Fulham,,-0.2126847271393783,51.494318951811486,524171.9663619553,178777.9243554332,04/11/2021
Montezuma London Club,Kensington And Chelsea,www.montezumalondon.com,217036855.0,E09000020,Brompton & Hans Town,E05009389,17 Harrington Road,Kensington And Chelsea,,-0.1757318011268063,51.49398380632825,526737.965662716,178803.9243487306,04/11/2021
Cadogan Hall,Kensington And Chelsea,www.cadoganhall.com,217078765.0,E09000020,Royal Hospital,E05009403,5 Sloane Terrace,Kensington And Chelsea,,-0.1572678720560693,51.49386601478688,528019.9653137679,178822.9243438632,04/11/2021
Lamb,Ealing,www.sizzlingpubs.co.uk/findapub/london/thecrownnortholt,12025543.0,E09000009,Norwood Green,E05000186,137 Norwood Road,Ealing,,-0.3757312476326365,51.49717539137995,512846.9694411248,178831.92434167338,04/11/2021
Bollo House,Ealing,www.thebollohouse.com,12097755.0,E09000009,Southfield,E05000191,13 Bollo Lane,Ealing,,-0.2700524842128216,51.495772456231975,520185.96744588914,178843.92433822004,04/11/2021
R&v Music Ltd,Tower Hamlets,,6078489.0,E09000030,Blackwall & Cubitt Town,E05009318,10 Sextant Avenue,Tower Hamlets,,-0.0046624378064018,51.49156598626861,538619.962433754,178844.9243350582,04/11/2021
The Space,Tower Hamlets,www.space.org.uk,6060149.0,E09000030,Island Gardens,E05009324,269 Westferry Road,Tower Hamlets,,-0.0241806789735602,51.49192355747027,537263.9628047083,178847.9243352965,04/11/2021
CinÃÂ© LumiÃÂ¨re,Kensington And Chelsea,www.institut-francais.org.uk/cine-lumiere,217107579.0,E09000020,Brompton & Hans Town,E05009389,17 Queensberry Place,Kensington And Chelsea,,-0.1771928337180499,51.49455507648505,526634.9656908803,178864.92433182802,04/11/2021
Corsica Studios,Southwark,www.corsicastudios.com,10013530837.0,E09000028,North Walworth,E05011107,Southwark ,,,-0.0987213417156399,51.49351602717893,532084.964209942,178887.9243239907,04/11/2021
Plough,Ealing,www.ploughnorthfields.co.uk,12153213.0,E09000009,Northfield,E05000182,297 Northfield Avenue,Ealing,,-0.3125574075802827,51.49717380632392,517231.9682497413,178930.9243141563,04/11/2021
Apollo Victoria Theatre,City Of Westminster,www.theapollovictoria.com,100000000000.0,E09000033,Warwick,E05000647,17 Wilton Road,City Of Westminster,,-0.1426544221027509,51.49577575990635,529028.9650392873,179060.92427824048,04/11/2021
St John Smiths Square,City Of Westminster,https://www.sjss.org.uk/,0.0,E09000033,St. James's,E05000644,St John's Smith Square ,,,-0.1270509984584118,51.49596000065695,530111.5027095883,179109.00605237,04/11/2021
Bianca Road Brew Co,Southwark,,200000000000.0,E09000028,London Bridge & West Bermondsey,E05011104,19 Pages Walk,Southwark,,-0.0797719345965654,51.495356533277246,533394.9638550351,179126.92426019575,04/11/2021
Victoria Palace Theatre,City Of Westminster,www.victoriapalacetheatre.co.uk,200002349882.0,E09000033,St. James's,E05000644,Victoria St Westminster,London,,-0.1424957474636754,51.49684338022124,529036.965037168,179179.924246017,04/11/2021
Studio 338,Greenwich,www.studio338.co.uk/,100000000000.0,E09000011,Peninsula,E05000225,338 Tunnel Avenue,Greenwich,,0.0047844504479741,51.49543364577304,539263.9622593453,179292.9242135319,04/11/2021
