Month,Hours
2020-03,160220.0
2020-04,121774.75
2020-05,154848.25
2020-06,125117.5
2020-07,125811.75
2020-08,160534.25
2020-09,124082.0
2020-10,125081.75
2020-11,161590.75
2020-12,126458.5
2021-01,148840.0
2021-02,123298.0
