COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE,SURFACE LONGITUDE,SURFACE LATITUDE
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 52,UN,NL,-78.1499,42.071259000000005
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 42,UN,NL,-78.07687,42.072472
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 098,UL,IW,-78.0531,42.0787
Unknown,Wyoming,Arcade,31121000000000,None,UL,DW,-78.38972,42.569998999999996
Unknown,Allegany,Genesee,31003600000000,Oconnor 32,UL,IW,-78.23262,42.052198
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-32,UL,IW,-77.70137,42.09782
Unknown,Allegany,Bolivar,31003700000000,DF 20,UN,NL,-78.11917,42.046291
Unknown,Cattaraugus,Allegany,31009700000000,KC 669,UM,NL,-78.52911,42.000397
Unknown,Allegany,Alma,31003700000000,Fisher J 26,UN,NL,-78.06119,42.066471
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 0132,UL,IW,-78.05490999999999,42.07606
Unknown,Cattaraugus,Allegany,31009700000000,KC 124,UN,NL,-78.49408000000001,42.019775
Unknown,Allegany,Alma,31003700000000,Balcerak G 53,UL,NL,-78.06522,42.062915999999994
Unknown,Allegany,Bolivar,31003700000000,PFG 27,UN,NL,-78.13036,42.074329
Unknown,Cattaraugus,Allegany,31009700000000,KC 813,UN,NL,-78.53516,42.006752
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Tollner 3,UM,GD,-76.12816,43.57462
Unknown,Oneida,Rome,31065000000000,Brass & Copper 1,UM,GD,-75.45366,43.20882
NY Gas & Elec.,Erie,Lancaster,31029000000000,Wannamaker 5,UM,GD,-78.60552,42.90187
Unknown,Cattaraugus,Allegany,31009700000000,KC 45,UN,NL,-78.48664000000001,42.022403999999995
Unknown,Allegany,Wirt,31003700000000,Schamberger J 96,UM,NL,-78.19059,42.089611
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 54,UM,IW,-78.18285999999999,42.08132
"State Line Oil & Gas Co.,Inc.",Chautauqua,Ripley,31013000000000,Steadman 1,UN,GD,-79.66709,42.25391
Unknown,Allegany,Bolivar,31003700000000,DF 109,UN,NL,-78.142,42.037315
Unknown,Allegany,Bolivar,31003700000000,PYR 106,UM,NL,-78.17938000000001,42.086418
Unknown,Oswego,Hastings,31075000000000,Rice Central Sq 1,UN,DW,-76.15222,43.29834
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Warfield 017,UM,IW,-77.96234,42.051359999999995
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Eo-13,UN,OD,-78.56603,42.01211
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 100,UN,NL,-78.15149,42.070786
Unknown,Allegany,Bolivar,31003700000000,Dunn P 75,UN,NL,-78.1556,42.061527000000005
Unknown,Allegany,Bolivar,31003700000000,Dunn P 69,UN,NL,-78.15521,42.057915
Unknown,Allegany,Bolivar,31003700000000,Dunn J 15,UM,NL,-78.16184,42.058853000000006
Unknown,Allegany,Genesee,31003600000000,GPS Unknown 2,UL,OD,-78.20649,42.065368
"Breene, S. Trustee",Chemung,Erin,31015000000000,Young 1,UM,DW,-76.6454,42.16318
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 27,UN,NL,-78.14889000000001,42.072094
Unknown,Allegany,Wirt,31003700000000,PYR 78,UN,NL,-78.17854,42.082718
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 5,UL,OD,-78.06,42.07741
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 44,UN,NL,-78.07741999999999,42.072136
Unknown,Steuben,West Union,31101000000000,Unnamed,UM,DW,,
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case 29o,UL,OD,-78.10233000000001,42.069487
Unknown,Cattaraugus,Allegany,31009700000000,KC 662,UN,NL,-78.52879,42.001865
Olean Freres Corp.,Cattaraugus,Allegany,31009100000000,Bryer-Kinley 47,UM,OD,-78.48021999999999,42.10411
Unknown,Allegany,Alma,31003700000000,Fisher J 30,UN,NL,-78.06132,42.066105
Unknown,Cattaraugus,Allegany,31009700000000,KC 883,UN,NL,-78.53985,42.009258
"Dearth, G. et al",Chemung,Veteran,31015000000000,Turner 1,UL,DW,-76.7989,42.22235
Unknown,Cattaraugus,Allegany,31009700000000,KC 145,UN,NL,-78.49519000000001,42.005054
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Gw-20,UN,IW,-78.57009000000001,42.01709
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 3,UL,OD,-77.70466,42.09021
Unknown,Cattaraugus,Allegany,31009700000000,KC 387,UN,NL,-78.51961999999999,42.014851
Unknown,Cattaraugus,Allegany,31009700000000,KC 542,UN,NL,-78.52501,42.007244
Unknown,Allegany,Wirt,31003700000000,Crockett D 56,UM,NL,-78.17494,42.09024
South Penn Oil Co.,Cattaraugus,Carrollton,31009100000000,Allegany State Park 135,UN,GD,-78.63425,42.062909999999995
Page,Yates,Middlesex,31123000000000,Savage 4,UM,GD,-77.24094000000001,42.75418
Unknown,Monroe,Riga,31055100000000,Keck 2,UM,GD,-77.84919000000001,43.0933
Unknown,Cattaraugus,Allegany,31009700000000,KC 616,UN,NL,-78.52736999999999,42.001781
Unknown,Chautauqua,Hanover,31013000000000,Clothier F B 1,UM,GD,-79.15269,42.520140000000005
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 800(G),UL,OD,-78.18094,42.07378
Carey Oil,Cattaraugus,Allegany,31009600000000,Carey 286(G),UL,OD,-78.50443,42.07679
NYS Natural Gas Corp.,Ontario,Phelps,31069000000000,Smith Donald 0,UM,GD,-76.97633,42.92139
Unknown,Allegany,Bolivar,31003700000000,PYR 150,UN,NL,-78.18276,42.084106
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 40,UL,OD,-78.11402,42.083897
Belmont Quadrangle Drilling,Tompkins,Groton,31109000000000,Mount Cora 1,UN,GD,-76.40086,42.55012
Unknown,Allegany,Bolivar,31003700000000,OR 16,UM,NL,-78.09071,42.065498
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-24,UL,OD,-77.70135,42.096920000000004
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1365,UN,OD,-78.10839,42.059937
Unknown,Allegany,Alma,31003700000000,Root F 182,UM,NL,-78.06023,42.06419
Unknown,Allegany,Wirt,31003700000000,Reiman L 82,UN,NL,-78.15089,42.095657
Unknown,Allegany,Bolivar,31003700000000,Dunn P 122,UM,NL,-78.15774,42.058731
Unknown,Allegany,Bolivar,31003700000000,Dunn P 126,UM,NL,-78.15805999999999,42.060093
Unknown,Allegany,Alma,31003700000000,Root F 122,UM,NL,-78.05774,42.061890000000005
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 81,UN,NL,-78.15096,42.069618
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Beldrock 0,UN,GD,-76.08354,43.63436
Unknown,Allegany,Genesee,31003600000000,Oconnor 33,UL,OD,-78.23315,42.051778000000006
Mayrock Oil Co.,Allegany,Scio,31003700000000,Holton 945(G),UM,OD,-78.03873,42.096470000000004
Unknown,Allegany,Bolivar,31003700000000,DF 105,UN,NL,-78.13505,42.039883
"Lee Oil Company, Inc.",Steuben,West Union,31101100000000,Rex O-408,UL,OD,-77.69524,42.09352
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Phillips Wallace 0,UL,GD,-76.19386999999999,43.56326
Unknown,Cattaraugus,Allegany,31009700000000,KC 147,UN,NL,-78.49535,42.008526
M & W Oil Co.,Cattaraugus,Allegany,31009600000000,Wilbur 1,UL,OD,-78.51453000000001,42.074639000000005
Finance Oil & Gas,Erie,Collins,31029100000000,B Jennie ECLS R-104 (I-1670),UN,GD,-78.96458,42.505266
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-212,UL,IW,-78.57996999999999,42.01713
Belmont Quadrangle Drilling,Steuben,West Union,31101000000000,Dailey 1,UL,DW,-77.6526,42.0658
Unknown,Cattaraugus,Allegany,31009700000000,KC 101,UN,NL,-78.49188000000001,42.018669
Unknown,Allegany,Bolivar,31003700000000,Dunn P 20,UM,NL,-78.15275,42.059090000000005
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 0-19,UL,OD,-77.71752,42.09384
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 01,UL,OD,-77.71016,42.09163
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Hollis H Robbins 7,UL,GD,-76.04314000000001,43.655409999999996
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Hamilton 129,UL,OD,-77.70203000000001,42.0894
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley P-31,UL,IW,-77.7059,42.098420000000004
Appalachian Development,Steuben,Bath,31101000000000,Faucett 1,UM,DW,-77.23409000000001,42.31008
Meridian Gas Co.,Onondaga,Lysander,31067000000000,Brooks,UM,GD,-76.31873,43.155609999999996
Unknown,Allegany,Wirt,31003700000000,Schamberger J 86,UM,NL,-78.18961999999999,42.090443
Unknown,Allegany,Bolivar,31003700000000,DF 91,UN,NL,-78.1323,42.037689
Unknown,Allegany,Bolivar,31003700000000,PG 43,UM,NL,-78.07831,42.062241
Unknown,Allegany,Bolivar,31003700000000,DF 70,UN,NL,-78.1276,42.037102000000004
Unknown,Cattaraugus,Allegany,31009700000000,KC 146,UN,NL,-78.49526,42.006413
