animal_id,animal_type,secondary_color,breed_group,primary_breed,tag_no,tag_type,tag_subtype,vaccine,serial_no,vet_id,location (1)
A429316,DOG,TAN,TOY,SHIH TZU,D11-060295,LIC UNALTERED,MAIL,BLUE CROSS,JF,,SHELTER
A586414,DOG,WHITE,MASTIFF,PIT BULL,L16-0VOID 21,LIC ALTERED,COUNTER,,AMC,G000372,SHELTER
A598439,DOG,,MASTIFF,BOXER,L16-019270,LIC ALTERED,HLP SCAN,,4841314,G000067,LOCKBOX
A605494,CAT,,SHORTHAIR,DOMESTIC SH,U16-1109,RAB VAC CERT.,VET,,ARL,G000251,SHELTER
A521106,CAT,ORG TIGER,SHORTHAIR,DOMESTIC SH,L14-012601,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A067944,CAT,,SHORTHAIR,DOMESTIC SH,D11-072529,LIC MULTIPLE,,JOHNSON,NB,,SHELTER
A558404,DOG,BLACK,COLLIE,AUST CATTLE DOG,R15-5501,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A429866,DOG,,MASTIFF,PIT BULL,L17-047824,LIC ALTERED,COUNTER,SHIVELY,,G000338,SHELTER
A545923,CAT,GRAY,SHORTHAIR,DOMESTIC SH,L16-024064,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A405944,DOG,WHITE,MASTIFF,PIT BULL,D14-044239,LIC ALTERED,VET,MIDDLETOWN,TE,G000074,SHELTER
A626065,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L17-032432,LIC ALTERED,HLP SCAN,,6357532,G000075,LOCKBOX
A615685,DOG,WHITE,TERRIER,SCHNAUZER MIN,L17-025429,LIC ALTERED,VET,BARBOUR,LB,G000059,SHELTER
A610876,DOG,,SETTER/RETRIEVE,GOLDEN RETR,U17-008968,RABIES CERT,HLP SCAN,,5472806,G000064,LOCKBOX
A617742,DOG,,COLLIE,AUST SHEPHERD,,,,,,,
A308543,DOG,,TOY,MALTESE,L16-012125,LIC ALTERED,HLP SCAN,,4684313,G000060,LOCKBOX
A249947,DOG,BLACK,TOY,YORKSHIRE TERR,D13-032685,LIC ALTERED,VET,GAILOR,KLC,G000069,SHELTER
A599415,DOG,,TOY,MALTESE,,,,,,,
A164177,DOG,,TOY,CHIHUAHUA SH,D14-025967,LIC SR,MAIL,DIXIE,JF,,SHELTER
A556101,DOG,WHITE,HOUND,BEAGLE,L16-027125,LIC ALTERED,MAIL,DR JOHNS,LB,G000104,SHELTER
A549668,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L15-015121,LIC ALTERED,HLP WEB,,3165294,G000078,SHELTER
A584164,DOG,,POODLE,POODLE STND,L16-042891,LIC ALTERED,HLP WEB,,4989418,G000078,LOCKBOX
A590971,DOG,BROWN,SHEPHERD,GERM SHEPHERD,L16-048279,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A593016,CAT,,SHORTHAIR,DOMESTIC SH,L16-008357,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A557043,CAT,,SHORTHAIR,DOMESTIC SH,L16-031092,LIC ALTERED,VET,GOOSE CREE,EMS,G000289,SHELTER
A553611,DOG,,TOY,SHIH TZU,L14-057682,LIC ALTERED,HLP SCAN,,3274907,G000060,LOCKBOX
A564994,DOG,,MASTIFF,PIT BULL,RAB104529,RAB VAC CERT.,VET,GOOSECREEK,ARL,G000289,SHELTER
A600989,DOG,,TOY,DACHSHUND LH,L16-008078,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A626679,CAT,,LONGHAIR,PERSIAN,L17-000650,LIC ALTERED,HLP SCAN,,6368739,G000250,LOCKBOX
A613059,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A589148,DOG,,MASTIFF,PIT BULL,,,,,,,
A624437,DOG,WHITE,TERRIER,RAT TERRIER,L17-047709,LIC ALTERED,ADOPT,MAS,KLM,G000469,SHELTER
A554585,DOG,BROWN,MASTIFF,PIT BULL,,,,,,,
A587132,CAT,WHITE,LONGHAIR,DOMESTIC MH,U16-007082,RABIES CERT,HLP IMPORT,,4433055,G000056,LOCKBOX
A587779,DOG,WHITE,MASTIFF,STAFFORDSHIRE,L16-038433,LIC 3Y,HLP WEB,,4449936,G000380,LOCKBOX
A545901,DOG,,HOUND,BEAGLE,L14-006083,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A552061,CAT,,LONGHAIR,DOMESTIC LH,L14-011957,LIC ALTERED,HLP SCAN,,3240494,G000060,SHELTER
A564850,DOG,WHITE,TOY,SHIH TZU,RAB3325,RAB VAC CERT.,VET,AUBURNDALE,ARL,G000052,SHELTER
A627701,DOG,,TERRIER,PARSON RUSS TER,,,,,,,
A523753,DOG,,TOY,CHIHUAHUA SH,L14-012463,LIC 3YSR,COUNTER,GRIMES,,G000070,SHELTER
A569670,DOG,BLACK,MASTIFF,AMER BULLDOG,985112006646051,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A599764,DOG,,MASTIFF,PIT BULL,,,,,,,
A615981,DOG,WHITE,HOUND,BEAGLE,L17-037104,LIC ALTERED,VET,JEFFERSON,LB,G000073,SHELTER
A575634,CAT,BLACK,SHORTHAIR,DOMESTIC SH,985112006509814,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A590041,DOG,,SHEPHERD,WELSH CORGI CAR,L16-056784,LIC 3Y,HLP SCAN,,4510027,G000068,LOCKBOX
A602250,CAT,,LONGHAIR,DOMESTIC LH,L16-019172,LIC ALTERED,HLP SCAN,,4994824,G000067,LOCKBOX
A555773,DOG,WHITE,MASTIFF,PIT BULL,985112004690687,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A552987,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A588577,DOG,,SPANIEL,COCKER SPAN,L16-040206,LIC ALTERED,HLP WEB,,4624496,G000339,LOCKBOX
A631990,DOG,BROWN,TERRIER,MIN PINSCHER,985113001467663,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A558293,DOG,BR BRINDLE,TOY,BOSTON TERRIER,L15-30597,LIC ALTERED,VET,AUBURNDALE,ARL,G000052,SHELTER
A597015,DOG,,MIX,MIX,L16-012293,LIC ALTERED,HLP SCAN,,4782543,G000060,LOCKBOX
A591929,DOG,,TOY,CHIHUAHUA SH,L16-016005,LIC ALTERED,COUNTER,BLUE CROSS,LB,G000362,SHELTER
A537565,DOG,BROWN,MASTIFF,PIT BULL,L15-031177,LIC ALTERED,VET,AUDUBON,ARL,G000055,SHELTER
A603678,CAT,BRN TIGER,SHORTHAIR,DOMESTIC SH,982999362206802,MICROCHIP,HLP WEB,,5064879,,LOCKBOX
A566343,DOG,BLACK,TOY,YORKSHIRE TERR,L17-001155,LIC ALTERED,COUNTER,,ARL,G000053,LICENSE
A520227,CAT,,SHORTHAIR,DOMESTIC SH,L14-039712,LIC ALTERED,COUNTER,SHIVELY,LB,G000338,SHELTER
A577791,DOG,WHITE,HOUND,BEAGLE,,,,,,,
A627491,DOG,,COLLIE,COLLIE ROUGH,L17-005937,LIC ALTERED,VET,,SIM,G000055,LICENSE
A562353,DOG,,TOY,LHASA APSO,L15-051652,LIC 3Y,COUNTER,,,G000056,SHELTER
A577446,DOG,TAN,COLLIE,AUST SHEPHERD,L15-022912,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A559223,DOG,,POODLE,POODLE MIN,L16-018275,LIC ALTERED,HLP SCAN,,5472843,G000069,LOCKBOX
A620614,CAT,,LONGHAIR,DOMESTIC MH,,,,,,,
A574691,DOG,,MASTIFF,PIT BULL,U15-004958,RABIES CERT,HLP IMPORT,,3925320,G000057,LOCKBOX
A303136,DOG,TAN,HOUND,BEAGLE,D11-040771,LIC SR,,PRESTON,JF,,SHELTER
A601325,DOG,WHITE,MASTIFF,PIT BULL,985112008099828,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A624108,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-028996,LIC ALTERED,COUNTER,ASHWAUBENO,,G000569,SHELTER
A592901,DOG,TAN,SHEPHERD,GERM SHEPHERD,L17-021675,LIC UNALTERED,HLP WEB,BLUECROSS,6365586,G000362,LOCKBOX
A560221,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A612058,DOG,,SHEPHERD,GERM SHEPHERD,,,,,,,
A619576,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L17-014815,LIC ALTERED,VET,,AMC,G000088,SHELTER
A554188,CAT,,SHORTHAIR,DOMESTIC SH,L15-023087,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A597347,CAT,BLACK,SHORTHAIR,DOMESTIC SH,,,,,,,
A580098,DOG,,TOY,SHIH TZU,RAB151037,RAB VAC CERT.,HLP SCAN,,4096677,G000061,SHELTER
A570652,DOG,WHITE,COLLIE,QUEENSLAND HEEL,RAB9128365,RABIES CERT,VET,BANFIELD,KS,G000056,SHELTER
A474448,DOG,WHITE,TOY,PAPILLON,L14-052744,LIC ALTERED,HLP SCAN,,2502465,G000074,SHELTER
A578819,DOG,,TOY,MALTESE,L16-031625,LIC SR,HLP SCAN,,5077936,G000250,LOCKBOX
A582575,DOG,WHITE,MASTIFF,BOXER,U16-006439,RABIES CERT,HLP IMPORT,,4200480,G000057,LOCKBOX
A550645,CAT,,SHORTHAIR,DOMESTIC SH,982000363961637,MICROCHIP,VET,KHS,RR,G000088,SHELTER
A602279,DOG,WHITE,MASTIFF,PIT BULL,R17-1312,RAB VAC CERT.,ADOPT,MAS,,,SHELTER
A616354,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L17-025901,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A552715,DOG,WHITE,TERRIER,RAT TERRIER,982000363955093,MICROCHIP,PET WATCH,,,G000088,SHELTER
A550730,DOG,BR BRINDLE,MASTIFF,PIT BULL,00074C0388,MICROCHIP,HLP WEB,,3202793,,LOCKBOX
A606442,DOG,,SETTER/RETRIEVE,LABRADOR RETR,FDA4830713228,MICROCHIP,HLP SCAN,,5183650,,LOCKBOX
A551851,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L15-056164,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A531314,CAT,WHITE,LONGHAIR,MAINE COON,985112005674037,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A589252,CAT,,SHORTHAIR,DOMESTIC SH,U16-007603,RABIES CERT,HLP IMPORT,DEF3,4497163,G000058,LOCKBOX
A574831,DOG,BLACK,TERRIER,RAT TERRIER,985112006515503,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A581558,DOG,,SHEPHERD,GERM SHEPHERD,L15-039872,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A584493,DOG,WHITE,TOY,CHIHUAHUA SH,,,,,,,
A580971,RABBIT,BLACK,RABBIT,POLISH,985112006924151,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A630756,DOG,WHITE,HOUND,BEAGLE,9110010001493248,MICROCHIP,HLP WEB,,6563859,,LOCKBOX
A572855,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L15-039533,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A578370,CAT,,,UNKNOWN,L15-020703,LIC ALTERED,HLP IMPORT,,4042130,G000372,LOCKBOX
A624405,DOG,WHITE,MASTIFF,PIT BULL,985113001193624,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A589593,DOG,WHITE,TERRIER,RAT TERRIER,RAB0376411,RABIES CERT,VET,BANFIELD,LB,G000058,SHELTER
A596793,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A584826,DOG,,SHEPHERD,GERM SHEPHERD,U16-006791,RABIES CERT,HLP IMPORT,,4320362,G000058,LOCKBOX
A573556,DOG,BUFF,TOY,SHIH TZU,982000364870759,MICROCHIP,PET WATCH,,,G000088,SHELTER
A587053,DOG,BROWN,HOUND,BEAGLE,L15-065248,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A561477,DOG,WHITE,MASTIFF,AMERICAN STAFF,985112005136964,MICROCHIP RTO,HOME AGAIN,,,G124495,SHELTER
A608641,CAT,,SHORTHAIR,DOMESTIC SH,L16-053292,LIC ALTERED,MAIL,BARBOUR,LB,G000059,SHELTER
A620536,DOG,BLUE,MASTIFF,PIT BULL,R17-0538,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A630554,DOG,,TOY,DACHSHUND,L17-014198,LIC ALTERED,VET,,AMC,G000088,LICENSE
A595077,DOG,GRAY,TERRIER,RAT TERRIER,L16-040960,LIC UNALTERED,HLP WEB,,4705120,G000372,LOCKBOX
A608234,DOG,,TERRIER,JACK RUSS TERR,,,,,,,
A564230,CAT,,SHORTHAIR,DOMESTIC SH,L15-033478,LIC ALTERED,HLP SCAN,,3633633,G000060,LOCKBOX
A545700,DOG,BLACK,SPITZ,SIBERIAN HUSKY,L15-056108,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A631838,DOG,,TERRIER,CAIRN TERRIER,L17-027344,LIC SR,VET,,ARL,G000088,LICENSE
A605624,DOG,,COLLIE,AUST SHEPHERD,L17-022447,LIC ALTERED,HLP WEB,,6486390,G000075,LOCKBOX
A462912,DOG,,SETTER/RETRIEVE,NEWFOUNDLAND,L16-002095,LIC ALTERED,HLP SCAN,,4790637,G000074,LOCKBOX
A428803,DOG,,TOY,CHIHUAHUA SH,D13-021538,LIC ALTERED,MAIL,LYNDON,JF,,SHELTER
A619955,CAT,MUTED,SHORTHAIR,DOMESTIC SH,L17-028904,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A623422,DOG,TAN,POINTER,DOBERMAN PINSCH,985113001062241,MICROCHIP ADO,ADOPT,,,,SHELTER
A498827,DOG,,TOY,BOSTON TERRIER,L17-019606,LIC 3Y,HLP WEB,,6035945,G000058,LOCKBOX
A591249,CAT,ORANGE,LONGHAIR,DOMESTIC LH,L16-048358,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A614657,CAT,WHITE,SHORTHAIR,DOMESTIC SH,RAB0363649,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A596630,DOG,,COLLIE,AUST SHEPHERD,L16-059607,LIC SR,VET,JEFFERSON,LB,G000072,SHELTER
A616025,DOG,GRAY,TERRIER,CAIRN TERRIER,985113001044210,MICROCHIPSPOT,HOME AGAIN,,,,SHELTER
A621027,DOG,WHITE,HOUND,BEAGLE,985113001061871,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A564251,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L16-011489,LIC ALTERED,COUNTER,DR JOHNS,ARL,G000104,SHELTER
A587807,DOG,,MASTIFF,PIT BULL,L17-042391,LIC ALTERED,HLP SCAN,,5912904,G000069,LOCKBOX
A559848,DOG,,TERRIER,AIREDALE TERR,L16-057366,LIC ALTERED,HLP SCAN,,4743333,G000291,LOCKBOX
A629339,CAT,GRAY TABBY,LONGHAIR,DOMESTIC LH,,,,,,,
A585926,DOG,,MASTIFF,BOXER,L15-035391,LIC 3YSR,HLP SCAN,,4376211,G000069,LOCKBOX
A581658,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L15-061029,LIC SR,HLP SCAN,,4167513,G000074,SHELTER
A567780,DOG,BROWN,MASTIFF,PIT BULL,L15-056975,LIC ALTERED,VET,KHS,ARL,G000088,SHELTER
A579813,DOG,WHITE,SPANIEL,BOYKIN SPAN,985112006320603,MICROCHIP,HLP WEB,,5163530,,LOCKBOX
A556186,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L14-051377,LIC ALTERED,HLP SCAN,,3404057,G000071,SHELTER
A575011,DOG,WHITE,MASTIFF,PIT BULL,985112006516187,MICROCHIPSPOT,HOME AGAIN,METRO,,G000251,SHELTER
A598957,CAT,,SHORTHAIR,DOMESTIC SH,L17-004012,LIC ALTERED,HLP SCAN,,6442205,G000291,LOCKBOX
A623356,DOG,BLACK,TERRIER,PARSON RUSS TER,L17-028844,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A579179,DOG,,TOY,SHIH TZU,,,,,,,
A547949,DOG,,MASTIFF,PIT BULL,985112004692829,MICROCHIP RTO,HOME AGAIN,,,,SHELTER
A622674,CAT,WHITE,SHORTHAIR,CORNISH REX,985112004149885,MICROCHIP,HLP WEB,,6128899,,LOCKBOX
A632055,DOG,,MASTIFF,GREAT DANE,,,,,,,
A579694,DOG,,TOY,CHIHUAHUA SH,L15-037553,LIC ALTERED,HLP SCAN,,4074579,G000291,LOCKBOX
A629496,DOG,,MASTIFF,ROTTWEILER,L17-013808,LIC ALTERED,HLP SCAN,,6491173,G000069,LOCKBOX
A603674,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A588951,DOG,,TOY,PEKINGESE,L16-045816,LIC ALTERED,VET,SNIP,LB,G000372,SHELTER
A601148,CAT,,LONGHAIR,DOMESTIC LH,,,,,,,
A576567,CAT,,LONGHAIR,DOMESTIC MH,L15-030970,LIC ALTERED,VET,AUBURNDALE,,G000052,SHELTER
A588058,DOG,,SHEPHERD,GERM SHEPHERD,L17-043762,LIC ALTERED,HLP SCAN,,6211257,G000075,LOCKBOX
A326923,DOG,TAN,SPANIEL,COCKER SPAN,D11-074576,LIC ALTERED,,DIXIE,JF,,SHELTER
A559106,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L16-056208,LIC ALTERED,HLP SCAN,,4510264,G000067,LOCKBOX
A613425,DOG,,TOY,CHIHUAHUA SH,L16-023196,LIC ALTERED,VET,,ARL,G000088,SHELTER
A590375,DOG,BLUE MERLE,COLLIE,AUST SHEPHERD,985113000122988,MICROCHIP,HOME AGAIN,,,G000441,SHELTER
A549076,DOG,,TOY,CHIHUAHUA SH,985112004690243,MICROCHIP RTO,HOME AGAIN,,DMC,,SHELTER
A630212,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A631517,DOG,,TOY,DACHSHUND,,,,,,,
A549799,CAT,,SHORTHAIR,DOMESTIC SH,L16-031232,LIC ALTERED,VET,GOOSE CREE,LB,G000289,SHELTER
A567762,CAT,,SHORTHAIR,DOMESTIC SH,L15-056567,LIC ALTERED,VET,KHS,ARL,G000088,SHELTER
A601218,CAT,,SHORTHAIR,DOMESTIC SH,98200364894576,MICROCHIP,PET WATCH,,,,SHELTER
A577788,CAT,,LONGHAIR,DOMESTIC MH,,,,,,,
A610781,DOG,,POODLE,POODLE TOY,RAB0145119,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A574775,DOG,,SETTER/RETRIEVE,LABRADOR RETR,RAB9573845,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A558114,CAT,,SHORTHAIR,DOMESTIC SH,L15-0059579,LIC ALTERED,VET,,AMC,G000088,SHELTER
A621149,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A615174,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L17-034687,LIC ALTERED,VET,,ARL,G000289,SHELTER
A537213,DOG,WHITE,HOUND,BEAGLE,985112005632339,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A617643,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A429015,DOG,BROWN,SETTER/RETRIEVE,LABRADOR RETR,L15-000178,LIC ALTERED,COUNTER,,DMC,G000053,SHELTER
A624780,DOG,,TERRIER,JACK RUSS TER,L17-047895,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A307542,DOG,,POODLE,POODLE TOY,D12-021588,LIC ALTERED,MAIL,BARDST RD,JF,,SHELTER
A628165,DOG,,HOUND,BLOODHOUND,,,,,,,
A628590,DOG,BL BRINDLE,MASTIFF,ENG BULLDOG,985113001276008,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A599585,DOG,,SETTER/RETRIEVE,LABRADOR RETR,RAB9353876,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A587733,DOG,,TOY,CHIHUAHUA SH,R16-3178,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A582112,DOG,WHITE,MASTIFF,PIT BULL,RAB--00000,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A558584,DOG,TAN,TOY,PUG,RAB-45648,RAB VAC CERT.,VET,SENECA,LB,G000360,SHELTER
A589836,CAT,,LONGHAIR,MAINE COON,,,,,,,
A557813,DOG,,COLLIE,AUST CATTLE DOG,L16-007388,LIC ALTERED,VET,KHS,KS,G000088,SHELTER
A582889,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L16-042513,LIC ALTERED,HLP WEB,,4936497,G000069,LOCKBOX
A563759,DOG,,TOY,SHIH TZU,,,,,,,
A567505,DOG,,POINTER,DOBERMAN PINSCH,L17-008569,REJECT,HLP SCAN,,6368421,G000291,LOCKBOX
A582451,DOG,WHITE,COLLIE,AUST SHEPHERD,,,,,,,
A629861,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A616441,DOG,BROWN,TERRIER,JACK RUSS TER,985113001005841,MICROCHIP ADO,HOME AGAIN,LMAS,MM,G124495,SHELTER
A596924,CAT,,LONGHAIR,MAINE COON,RAB8939773,RABIES CERT,VET,BANFIELD,KS,G000492,SHELTER
A553780,DOG,,TOY,POMERANIAN,R15-0529,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A373543,DOG,,POINTER,WEIMARANER,D11-012117,LIC ALTERED,,MAS,,,SHELTER
A342354,CAT,GRAY,SHORTHAIR,DOMESTIC SH,C10-010457,LIC ALTERED,,AUDUBON,HMH,G000055,SHELTER
A613308,DOG,BROWN,TOY,SHIH TZU,L16-021033,LIC 3Y,HLP SCAN,GAILOR,5633646,G000069,SHELTER
A616795,DOG,WHITE,TOY,POMERANIAN,,,,,,,
A604801,DOG,WHITE,SHEPHERD,WELSH CORGI CAR,L17-002054,LIC ALTERED,VET,,ARL,G000062,LICENSE
A611978,DOG,BLACK,POINTER,POINTER,,,,,,,
A619998,DOG,,COLLIE,BORDER COLLIE,RAB596766,RABIES CERT,VET,BANFIELD,LB,G000056,LICENSE
A550902,DOG,WHITE,HOUND,BASSET HOUND,L15-025499,LIC ALTERED,HLP SCAN,EAST LOUIS,3924321,G000067,SHELTER
A599201,CAT,,SHORTHAIR,DOMESTIC SH,L16-018677,LIC ALTERED,HLP SCAN,,4859474,G000069,LOCKBOX
A550662,DOG,,TERRIER,SCHNAUZER MIN,L15-072607,LIC SR,MAIL,,AMC,G000346,SHELTER
A605516,DOG,,MASTIFF,PIT BULL,L17-016708,LIC ALTERED,HLP WEB,,5604121,G000362,LOCKBOX
A589865,DOG,,POODLE,POODLE STND,956000009309648,MICROCHIP,HLP WEB,,4507898,,LOCKBOX
A582302,DOG,,TOY,CHIHUAHUA SH,L15-051147,LIC ALTERED,HLP SCAN,,4193886,G000071,LOCKBOX
A549993,CAT,,SHORTHAIR,DOMESTIC SH,U15-000188,RABIES CERT,HLP IMPORT,,3170305,G000058,LOCKBOX
A552916,DOG,TAN,SHEPHERD,GERM SHEPHERD,L17-043007,LIC ALTERED,MAIL,GOSHEN,EMS,G000359,SHELTER
A158750,CAT,,SHORTHAIR,DOMESTIC SH,C13-039336,LIC ALTERED,VET,GAILOR,KLC,G000069,SHELTER
A563509,DOG,TAN,SETTER/RETRIEVE,LABRADOR RETR,L15-007737,LIC ALTERED,HLP WEB,,3959554,G000104,LOCKBOX
A583177,CAT,,SHORTHAIR,DOMESTIC SH,L16-049813,LIC SR,MAIL,,AMC,G000362,SHELTER
A556783,DOG,,TOY,DACHSHUND WH,L17-015142,LIC ALTERED,HLP WEB,,5638589,G000402,SHELTER
A206171,CAT,,SHORTHAIR,DOMESTIC SH,D09-060123,LIC SR,,,KC,G000060,SHELTER
A506942,CAT,,SHORTHAIR,DOMESTIC SH,L14-052704,LIC ALTERED,HLP SCAN,,2502507,G000074,SHELTER
A549249,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A604582,DOG,BLACK,MASTIFF,PIT BULL,,,,,,,
A558900,DOG,,HOUND,BEAGLE,L15-002821,LIC UNALTERED,HLP WEB,,3498973,G000053,LOCKBOX
A550225,DOG,WHITE,SIGHTHOUND,BASENJI,L17-029534,LIC ALTERED,MAIL,,ARL,G000340,SHELTER
A606091,DOG,BROWN,TERRIER,TIBETAN TERR,982000407350407,MICROCHIP,HLP WEB,,6337032,,LOCKBOX
A570964,CAT,,SHORTHAIR,DOMESTIC SH,U16-46260,RAB VAC CERT.,VET,,ARL,G000360,SHELTER
A619164,DOG,,TOY,DACHSHUND,L17-011599,LIC ALTERED,HLP SCAN,,5913843,G000069,LOCKBOX
A546812,DOG,TAN,TERRIER,MIN PINSCHER,R15-1165,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A585796,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,982000363946267,MICROCHIP,PET WATCH,,,G000344,SHELTER
A575693,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A481323,DOG,,TOY,MALTESE,L14-005292,LIC 3YSR,HLP SCAN,,3137876,G000069,SHELTER
A620039,DOG,WHITE,SHEPHERD,GERM SHEPHERD,L17-006932,LIC UNALTERED,COUNTER,,AMC,G000350,LICENSE
A602805,DOG,WHITE,SPITZ,SIBERIAN HUSKY,985112008103322,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A565155,DOG,,SIGHTHOUND,IRISH WOLFHOUND,985112005909816,MICROCHIP,HLP WEB,,3661154,,LOCKBOX
A627488,DOG,,SETTER/RETRIEVE,LABRADOR RETR,982000409927022,MICROCHIP,HLP WEB,,6390920,,LOCKBOX
A616430,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L17-017943,LIC ALTERED,HLP WEB,,5781398,G000066,LOCKBOX
A626908,DOG,,SHEPHERD,GERM SHEPHERD,L17-001572,LIC ALTERED,HLP SCAN,,6369607,G000061,LOCKBOX
A581308,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L16-034264,LIC ALTERED,HLP SCAN,,5473935,G000064,LOCKBOX
A556112,DOG,BROWN,HOUND,BEAGLE,L15-059505,LIC ALTERED,VET,KHS,ARL,G000088,SHELTER
A595730,CAT,,SHORTHAIR,BENGAL,L16-005889,LIC SR,ADOPT,MAS,,G124495,SHELTER
A543852,DOG,WHITE,COLLIE,AUST CATTLE DOG,L14-059607,LIC ALTERED,COUNTER,,DJR,G124495,SHELTER
A599899,DOG,RED,SHEPHERD,GERM SHEPHERD,985112007516214,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A598431,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-027698,LIC ALTERED,HLP SCAN,,6578956,G000071,LOCKBOX
A554644,DOG,,MASTIFF,PIT BULL,L15-056232,LIC ALTERED,COUNTER,LAZAS,,G000391,SHELTER
A570433,DOG,,TOY,DACHSHUND LH,U15-003652,RABIES CERT,HLP IMPORT,,3824314,G000056,LOCKBOX
A603850,DOG,BROWN,TOY,CHIHUAHUA LH,L16-023541,LIC ALTERED,COUNTER,,AMC,G000053,SHELTER
A597413,DOG,,TOY,CHIHUAHUA SH,L16-032750,LIC ALTERED,COUNTER,,ARL,G000053,SHELTER
A163966,DOG,TAN,TOY,DACHSHUND,L16-049493,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A549504,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L14-005427,LIC ALTERED,HLP SCAN,,3154313,G000069,LOCKBOX
A596583,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A421672,DOG,,MASTIFF,BOXER,L14-020313,LIC ALTERED,HLP SCAN,,2635869,G000069,SHELTER
A623290,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L16-023334,LIC ALTERED,VET,,AMC,G000088,LICENSE
