animal_id,animal_type,color_group,primary_color,breed_group,primary_breed,status_date,location,animal_identity,tag_no,tag_type,tag_subtype
A564784,DOG,OO,TAN,TOY,SHIH TZU,2015-06-30 00:00:00,SHELTER,479713.0,985112005216534,MICROCHIP ADO,HOME AGAIN
A632188,DOG,BR,TAN,HOUND,BEAGLE,2017-12-12 00:00:00,SHELTER,546812.0,,,
A572114,DOG,B,BLACK,MASTIFF,ROTTWEILER,2015-09-23 00:00:00,LOCKBOX,487057.0,985112004098531,MICROCHIP,HLP IMPORT
A212789,DOG,OO,RED,SPITZ,EURASIER,2005-03-13 00:00:00,SHELTER,82241.0,D13-061032,LIC SR,MAIL
A596400,DOG,OO,UNKNOWN,SETTER/RETRIEVE,LABRADOR RETR,2016-08-05 00:00:00,WEB,511321.0,,,
A459676,CAT,OO,BROWN,SHORTHAIR,DOMESTIC SH,2012-04-05 00:00:00,LICENSE,373861.0,L14-058491,LIC ALTERED,HLP SCAN
A519306,CAT,BR,TAN,,,2014-02-21 00:00:00,LOCKBOX,434082.0,L15-057050,LIC ALTERED,HLP SCAN
A573496,CAT,B,BLACK,SHORTHAIR,DOMESTIC SH,2015-10-07 00:00:00,SHELTER,488439.0,L15-019427,LIC SR,VET
A322605,DOG,BR,TAN,TOY,SHIH TZU,2007-08-15 00:00:00,SHELTER,248648.0,D08-000238,LIC ALTERED,
A586845,DOG,BR,WHITE,TERRIER,JACK RUSS TER,2016-04-10 00:00:00,SHELTER,501799.0,L16-004043,LIC ALTERED,VET
A587879,DOG,OO,BROWN,TOY,CHIHUAHUA SH,2016-04-21 00:00:00,SHELTER,502831.0,L16-003953,LIC UNALTERED,COUNTER
A596290,DOG,OO,BLACK,TOY,DACHSHUND,2016-08-04 00:00:00,SHELTER,511206.0,L16-044888,LIC ALTERED,HLP WEB
A621935,CAT,OO,ORG TABBY,SHORTHAIR,DOMESTIC SH,2017-07-17 00:00:00,SHELTER,536659.0,,,
A561215,DOG,BR,RED,TOY,DACHSHUND,2015-05-21 00:00:00,LOCKBOX,476135.0,L17-039947,LIC ALTERED,HLP SCAN
A599560,DOG,BR,BROWN,HOUND,BEAGLE,2016-09-07 00:00:00,LOCKBOX,514464.0,981020017410460,MICROCHIP,HLP WEB
A331677,CAT,BR,BRN TABBY,SHORTHAIR,DOMESTIC SH,2007-10-25 00:00:00,SHELTER,246822.0,C11-029645,LIC ALTERED,COUNTER
A551238,DOG,B,BLACK,TOY,YORKSHIRE TERR,2015-01-26 00:00:00,SHELTER,466139.0,985112005904079,MICROCHIP ADO,HOME AGAIN
A626995,DOG,BR,BROWN,MASTIFF,BOXER,2017-09-28 00:00:00,LOCKBOX,541688.0,L17-043925,LIC ALTERED,HLP SCAN
A571140,DOG,OO,UNKNOWN,SPITZ,SIBERIAN HUSKY,2015-09-12 00:00:00,WEB,486083.0,,,
A548016,DOG,B,BLACK,TERRIER,MIN PINSCHER,2014-12-16 00:00:00,SHELTER,462910.0,L16-048648,LIC SR,COUNTER
A567041,CAT,OO,BRN TABBY,SHORTHAIR,DOMESTIC SH,2015-07-29 00:00:00,SHELTER,481977.0,L15-019238,LIC ALTERED,VET
A629601,DOG,W,WHITE,TOY,MALTESE,2017-11-01 00:00:00,LOCKBOX,544233.0,L17-010982,LIC ALTERED,HLP SCAN
A613531,CAT,OO,TORTIE,SHORTHAIR,DOMESTIC SH,2017-03-24 00:00:00,SHELTER,528293.0,4918037B50,MICROCHIP,HOME AGAIN
A608977,DOG,OO,RED,SPITZ,SIBERIAN HUSKY,2017-01-26 00:00:00,SHELTER,523812.0,RAB9722254,RABIES CERT,VET
A580111,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2016-01-03 00:00:00,LOCKBOX,495063.0,L15-026301,LIC ALTERED,HLP SCAN
A602341,DOG,W,WHITE,SETTER/RETRIEVE,GOLDEN RETR,2016-10-17 00:00:00,LOCKBOX,517242.0,L17-021814,LIC ALTERED,HLP WEB
A601789,DOG,BR,TAN,TOY,PUG,2016-10-06 00:00:00,LOCKBOX,516700.0,L16-030621,LIC ALTERED,HLP SCAN
A572607,DOG,BR,RED,SETTER/RETRIEVE,LABRADOR RETR,2015-09-28 00:00:00,LOCKBOX,487548.0,L16-042330,LIC 3Y,HLP WEB
A461930,CAT,OO,BLACK,LONGHAIR,DOMESTIC MH,2012-04-19 00:00:00,SHELTER,376150.0,L17-025347,LIC ALTERED,VET
A598344,DOG,B,BLACK,HOUND,AMER FOXHOUND,2016-08-30 00:00:00,LOCKBOX,513267.0,L16-042012,LIC ALTERED,HLP WEB
A366761,DOG,B,BLACK,POODLE,POODLE TOY,2008-11-13 00:00:00,SHELTER,279193.0,D09-062229,LIC SR,
A623435,DOG,W,WHITE,SPITZ,AMER ESKIMO,2017-08-13 00:00:00,SHELTER,538165.0,L17-052299,LIC UNALTERED,COUNTER
A466838,CAT,OO,BLACK,SHORTHAIR,DOMESTIC SH,2012-05-23 00:00:00,SHELTER,381117.0,C13-004453,LIC ALTERED,VET
A561013,CAT,BR,LYNX PT,SHORTHAIR,SIAMESE,2015-05-21 00:00:00,SHELTER,475933.0,985112005211925,MICROCHIP ADO,HOME AGAIN
A419332,CAT,OO,ORANGE,SHORTHAIR,DOMESTIC SH,2010-08-19 00:00:00,SHELTER,332694.0,C10-020594,LIC ALTERED,
A194152,DOG,B,SILVER,TERRIER,SCHNAUZER MIN,2005-03-13 00:00:00,SHELTER,174270.0,D05-037908,LIC ALTERED,
A516205,DOG,BR,BROWN,MASTIFF,ENG BULLDOG,2014-01-16 00:00:00,LOCKBOX,430971.0,L16-026595,LIC ALTERED,HLP IMPORT
A615798,CAT,OO,BLACK,SHORTHAIR,DOMESTIC SH,2017-04-21 00:00:00,SHELTER,530550.0,L16-023322,LIC ALTERED,VET
A588249,CAT,BR,BRN TABBY,SHORTHAIR,DOMESTIC SH,2016-04-25 00:00:00,SHELTER,503193.0,985112007307200,MICROCHIP ADO,HOME AGAIN
A585740,DOG,B,TAN,TERRIER,JACK RUSS TER,2016-03-22 00:00:00,SHELTER,500698.0,,,
A550509,CAT,OO,BRN TABBY,SHORTHAIR,DOMESTIC SH,2015-01-14 00:00:00,SHELTER,465404.0,L14-040200,LIC ALTERED,VET
A620943,DOG,OO,UNKNOWN,TOY,CHIHUAHUA LH,2017-06-30 00:00:00,WEB,535665.0,,,
A569764,DOG,OO,UNKNOWN,SETTER/RETRIEVE,LABRADOR RETR,2015-08-31 00:00:00,WEB,484707.0,,,
A484662,DOG,OO,TRICOLOR,SETTER/RETRIEVE,GR SWISS MTN,2013-01-23 00:00:00,SHELTER,399212.0,L16-011485,LIC ALTERED,MAIL
A620642,CAT,OO,UNKNOWN,SHORTHAIR,AMER SH,2017-06-27 00:00:00,WEB,535370.0,,,
A610063,DOG,BR,BROWN,SETTER/RETRIEVE,LABRADOR RETR,2017-02-10 00:00:00,LOCKBOX,524896.0,L16-160911,LIC ALTERED,HLP SCAN
A584161,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2016-02-29 00:00:00,LOCKBOX,499120.0,L16-036701,LIC 3Y,HLP WEB
A568438,DOG,OO,UNKNOWN,TERRIER,RAT TERRIER,2015-08-12 00:00:00,WEB,483379.0,,,
A616847,CAT,W,WHITE,SHORTHAIR,DOMESTIC SH,2017-05-09 00:00:00,SHELTER,531601.0,,,
A555316,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2015-03-16 00:00:00,LOCKBOX,470234.0,U16-008445,RABIES CERT,HLP SCAN
A598459,DOG,B,BLACK,,DACHSHUND SM,2016-08-29 00:00:00,LOCKBOX,513379.0,985113000241157,MICROCHIP,HLP SCAN
A539681,DOG,B,TRICOLOR,TOY,PEKINGESE,2014-10-02 00:00:00,SHELTER,454551.0,L14-047171,LIC 3Y,HLP IMPORT
A559431,DOG,W,WHITE,,SCHNAUZER MINI,2015-05-05 00:00:00,LOCKBOX,474349.0,L16-004635,LIC ALTERED,HLP SCAN
A625903,DOG,OO,WHITE,SETTER/RETRIEVE,GREAT PYRENEES,2017-09-26 00:00:00,LICENSE,540639.0,L17-014723,LIC ALTERED,VET
A623638,DOG,BR,BROWN,HOUND,BEAGLE,2017-08-17 00:00:00,SHELTER,538367.0,L17-028556,LIC UNALTERED,COUNTER
A564089,DOG,OO,CREAM,TOY,POMERANIAN,2015-06-22 00:00:00,LOCKBOX,479015.0,L17-010755,LIC ALTERED,HLP SCAN
A601518,DOG,W,BLACK,MASTIFF,PIT BULL,2016-10-01 00:00:00,SHELTER,516429.0,,,
A582677,DOG,W,WHITE,TOY,SHIH TZU,2016-02-04 00:00:00,LOCKBOX,497634.0,U16-006609,RABIES CERT,HLP IMPORT
A620338,DOG,OO,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2017-06-21 00:00:00,LICENSE,535067.0,L17-022855,LIC ALTERED,HLP WEB
A623052,DOG,B,WHITE,TOY,SHIH TZU,2017-08-07 00:00:00,SHELTER,537781.0,L17-006252,LIC ALTERED,COUNTER
A621650,CAT,OO,CREAM,SHORTHAIR,SIAMESE,2017-07-12 00:00:00,LICENSE,536373.0,L17-014502,LIC ALTERED,VET
A631164,DOG,BR,TAN,TOY,SHIH TZU,2017-11-27 00:00:00,LOCKBOX,545792.0,L17-045603,LIC 3Y,HLP SCAN
A597061,DOG,B,BLACK,MASTIFF,GREAT DANE,2016-08-11 00:00:00,LOCKBOX,511976.0,L16-056559,LIC 3Y,HLP SCAN
A562579,CAT,OO,SLVR TABBY,SHORTHAIR,DOMESTIC SH,2015-06-05 00:00:00,SHELTER,477504.0,,,
A535950,DOG,BR,TAN,MASTIFF,BOXER,2014-09-01 00:00:00,SHELTER,450795.0,L15-017899,LIC ALTERED,HLP SCAN
A584371,DOG,OO,UNKNOWN,MASTIFF,PIT BULL,2016-03-02 00:00:00,WEB,499330.0,,,
A380626,DOG,BR,BR BRINDLE,MASTIFF,PIT BULL,2014-02-21 00:00:00,SHELTER,293271.0,D10-021265,LIC ALTERED,
A579287,DOG,OO,UNKNOWN,HOUND,BEAGLE,2015-12-22 00:00:00,WEB,494239.0,,,
A588359,DOG,OO,GRAY,POODLE,POODLE MIN,2016-04-26 00:00:00,SHELTER,503280.0,L16-014313,LIC SR,COUNTER
A615438,DOG,BR,BR BRINDLE,MASTIFF,PIT BULL,2017-04-17 00:00:00,SHELTER,530183.0,L17-025694,LIC ALTERED,ADOPT
A591048,CAT,B,GRAY TIGER,SHORTHAIR,AMER SH,2016-05-28 00:00:00,SHELTER,505965.0,L16-008866,LIC ALTERED,ADOPT
A595839,DOG,W,WHITE,MIX,MIX,2016-08-01 00:00:00,LOCKBOX,510760.0,U17-009499,RABIES CERT,HLP SCAN
A606149,CAT,OO,GOLD,SHORTHAIR,DOMESTIC SH,2016-12-07 00:00:00,SHELTER,521000.0,L16-006267,LIC ALTERED,COUNTER
A268039,DOG,BR,BROWN,TERRIER,MIN PINSCHER,2006-04-10 00:00:00,SHELTER,256730.0,3Y15-013426,LIC 3YSR,MAIL
A623502,CAT,OO,CALICO,SHORTHAIR,DOMESTIC SH,2017-08-15 00:00:00,LICENSE,538232.0,L17-003490,LIC ALTERED,MAIL
A627920,DOG,OO,YELLOW,SETTER/RETRIEVE,GOLDEN RETR,2017-10-11 00:00:00,LICENSE,542593.0,L17-034888,LIC ALTERED,VET
A573657,DOG,OO,WHITE,TERRIER,SCHNAUZER MIN,2015-10-08 00:00:00,SHELTER,488600.0,L16-023430,LIC ALTERED,MAIL
A601422,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2016-09-29 00:00:00,SHELTER,516333.0,,,
A584604,CAT,OO,WHITE,LONGHAIR,MAINE COON,2016-03-08 00:00:00,SHELTER,499563.0,985113000366202,MICROCHIP,HOME AGAIN
A589545,DOG,BR,BROWN,,DACHSHUND MINI,2016-05-09 00:00:00,LOCKBOX,504464.0,L16-017667,LIC ALTERED,HLP SCAN
A592059,CAT,BR,GRAY TABBY,SHORTHAIR,DOMESTIC SH,2016-06-18 00:00:00,SHELTER,506975.0,,,
A272194,DOG,B,BLACK,TOY,HAVANESE,2006-05-30 00:00:00,SHELTER,164995.0,D08-058133,LIC SR,
A552776,DOG,B,BLACK,MASTIFF,ROTTWEILER,2015-02-07 00:00:00,LOCKBOX,467688.0,L15-000473,LIC UNALTERED,HLP WEB
A588789,DOG,B,BLACK,SHEEPDOG,BEARDED COLLIE,2016-05-02 00:00:00,LOCKBOX,503709.0,985112004856440,MICROCHIP,HLP WEB
A555926,DOG,BR,FAWN,MASTIFF,BOXER,2015-03-20 00:00:00,SHELTER,470838.0,L15-056116,LIC ALTERED,COUNTER
A466313,DOG,OO,BROWN,SHEPHERD,GERM SHEPHERD,2012-05-21 00:00:00,SHELTER,380585.0,D13-004414,LIC ALTERED,VET
A578420,DOG,OO,UNKNOWN,,UNKNOWN,2015-12-10 00:00:00,LOCKBOX,493372.0,982000365615450,MICROCHIP,HLP IMPORT
A624480,DOG,BR,TAN,MASTIFF,PIT BULL,2017-08-29 00:00:00,SHELTER,539203.0,985113001162190,MICROCHIP ADO,HOME AGAIN
A558583,DOG,OO,BROWN,TERRIER,RAT TERRIER,2015-04-28 00:00:00,SHELTER,473501.0,L16-059180,LIC 3Y,VET
A572529,DOG,B,BLACK,TOY,CHIHUAHUA SH,2015-09-25 00:00:00,LOCKBOX,487470.0,L16-022944,LIC ALTERED,HLP SCAN
A614289,DOG,BR,BROWN,TERRIER,CAIRN TERRIER,2017-03-31 00:00:00,SHELTER,529036.0,L17-012004,LIC ALTERED,ADOPT
A587655,CAT,OO,LYNX PT,SHORTHAIR,SIAMESE,2016-04-20 00:00:00,SHELTER,502612.0,L16-048179,LIC ALTERED,VET
A562202,DOG,OO,BLACK,SPITZ,CHOW CHOW,2015-06-04 00:00:00,SHELTER,477130.0,L14-018527,LIC ALTERED,VET
A604404,DOG,BR,GOLD,SETTER/RETRIEVE,GOLDEN RETR,2016-11-10 00:00:00,LOCKBOX,519254.0,L17-011996,LIC ALTERED,HLP SCAN
A548475,DOG,BR,BROWN,HOUND,REDBONE HOUND,2014-12-22 00:00:00,LOCKBOX,463369.0,U14-007177,RABIES CERT,HLP SCAN
A624820,CAT,OO,TORTIE,SHORTHAIR,DOMESTIC SH,2017-09-06 00:00:00,SHELTER,539554.0,L17-009360,LIC ALTERED,ADOPT
A607878,CAT,B,BLK TABBY,LONGHAIR,DOMESTIC MH,2017-01-11 00:00:00,SHELTER,522709.0,L16-059668,LIC ALTERED,VET
A591812,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2016-06-07 00:00:00,LOCKBOX,506728.0,L17-007025,LIC ALTERED,HLP SCAN
A604178,DOG,OO,UNKNOWN,MASTIFF,PIT BULL,2016-11-09 00:00:00,WEB,519038.0,,,
A614411,DOG,BR,RED,SHEPHERD,CAROLINA DOG,2017-04-04 00:00:00,SHELTER,529160.0,985113000874984,MICROCHIP ADO,HOME AGAIN
A573300,DOG,BR,BROWN,SHEPHERD,GERM SHEPHERD,2015-10-02 00:00:00,LOCKBOX,488243.0,L15-058040,LIC ALTERED,HLP SCAN
A592936,DOG,OO,UNKNOWN,SETTER/RETRIEVE,GREAT PYRENEES,2016-06-23 00:00:00,WEB,507858.0,,,
A560795,DOG,BR,BROWN,TOY,POMERANIAN,2015-05-17 00:00:00,LOCKBOX,475715.0,L16-028410,LIC ALTERED,HLP SCAN
A597658,CAT,W,ORG TABBY,SHORTHAIR,DOMESTIC SH,2016-08-22 00:00:00,SHELTER,512570.0,,,
A565185,DOG,BR,BROWN,TOY,CHIHUAHUA SH,2015-07-07 00:00:00,SHELTER,480116.0,,,
A617012,DOG,B,BLACK,TOY,DACHSHUND,2017-05-11 00:00:00,LOCKBOX,531768.0,L16-007529,LIC ALTERED,HLP WEB
A614262,DOG,B,TAN,MASTIFF,PIT BULL,2017-03-31 00:00:00,SHELTER,529009.0,L17-012393,LIC ALTERED,ADOPT
A554917,DOG,OO,UNKNOWN,SETTER/RETRIEVE,NEWFOUNDLAND,2015-03-13 00:00:00,WEB,469834.0,,,
A557572,DOG,B,BLACK,SETTER/RETRIEVE,GOLDEN RETR,2015-04-10 00:00:00,SHELTER,472487.0,L17-052104,LIC SR,MAIL
A582040,DOG,W,WHITE,SIGHTHOUND,WHIPPET,2016-01-28 00:00:00,SHELTER,496997.0,L16-003990,LIC UNALTERED,COUNTER
A559625,DOG,BR,BROWN,TOY,YORKSHIRE TERR,2015-05-06 00:00:00,LOCKBOX,474542.0,985112005285239,MICROCHIP,HLP IMPORT
A590539,DOG,OO,CREAM,SHEPHERD,GERM SHEPHERD,2016-05-18 00:00:00,LOCKBOX,505454.0,L16-046782,LIC ALTERED,HLP SCAN
A619569,DOG,OO,RED,SETTER/RETRIEVE,GOLDEN RETR,2017-06-08 00:00:00,SHELTER,534294.0,L17-006542,LIC ALTERED,MAIL
A551625,DOG,BR,CHOCOLATE,,,2015-01-28 00:00:00,LOCKBOX,466527.0,U15-000543,RABIES CERT,HLP SCAN
A601492,DOG,OO,UNKNOWN,POODLE,POODLE MIN,2016-09-30 00:00:00,WEB,516403.0,,,
A529256,CAT,OO,GRAY,SHORTHAIR,DOMESTIC SH,2014-06-19 00:00:00,SHELTER,444071.0,L15-027788,LIC SR,COUNTER
A602584,DOG,BR,RED MERLE,TOY,DACHSHUND,2016-10-20 00:00:00,LOCKBOX,517487.0,L16-043138,LIC ALTERED,HLP WEB
A561521,CAT,OO,GRAY,SHORTHAIR,DOMESTIC SH,2015-05-26 00:00:00,SHELTER,476442.0,,,
A553418,DOG,,,SHEPHERD,GERM SHEPHERD,2015-02-13 00:00:00,LOCKBOX,468332.0,L14-011986,LIC ALTERED,HLP SCAN
A584166,DOG,B,BLACK,POINTER,DOBERMAN PINSCH,2016-02-29 00:00:00,LOCKBOX,499125.0,L16-036715,LIC ALTERED,HLP WEB
A037795,DOG,OO,YELLOW,SETTER/RETRIEVE,GOLDEN RETR,2005-03-13 00:00:00,SHELTER,97754.0,D02-024870,LIC ALTERED,
A612087,DOG,OO,TRICOLOR,TERRIER,JACK RUSS TER,2017-03-07 00:00:00,SHELTER,526870.0,L17-026059,LIC ALTERED,MAIL
A570315,CAT,B,BRN TABBY,SHORTHAIR,DOMESTIC SH,2015-09-08 00:00:00,SHELTER,485259.0,L15-4608,RABIES CERT,ADOPT
A576543,DOG,B,TRICOLOR,HOUND,CATAHOULA,2015-11-17 00:00:00,SHELTER,491492.0,L15-24599,LIC ALTERED,VET
A583965,DOG,B,BLACK,SPANIEL,CAVALIER SPAN,2016-02-24 00:00:00,LOCKBOX,498924.0,L17-000369,LIC 3Y,HLP SCAN
A624984,CAT,BR,BRN TABBY,SHORTHAIR,DOMESTIC SH,2017-09-11 00:00:00,SHELTER,539718.0,L17-047749,LIC ALTERED,ADOPT
A581220,CAT,BR,ORANGE,LONGHAIR,DOMESTIC LH,2016-01-19 00:00:00,LOCKBOX,496176.0,L15-035500,LIC ALTERED,HLP WEB
A564619,CAT,W,WHITE,LONGHAIR,DOMESTIC MH,2015-06-27 00:00:00,SHELTER,479548.0,,,
A433993,DOG,W,WHITE,SETTER/RETRIEVE,GREAT PYRENEES,2011-03-25 00:00:00,SHELTER,347746.0,L16-023667,LIC ALTERED,COUNTER
A557248,DOG,BR,TRICOLOR,MASTIFF,BOXER,2015-04-07 00:00:00,SHELTER,472162.0,985112004610435,MICROCHIP,HLP WEB
A558044,DOG,B,BROWN,MASTIFF,AM PIT BULL TER,2015-04-26 00:00:00,SHELTER,472960.0,,,
A557379,CAT,OO,ORANGE,SHORTHAIR,DOMESTIC SH,2015-04-08 00:00:00,SHELTER,472293.0,L14-018750,LIC ALTERED,VET
A580966,DOG,BR,GOLD,SETTER/RETRIEVE,GOLDEN RETR,2016-01-14 00:00:00,LOCKBOX,495920.0,L15-009144,LIC ALTERED,HLP WEB
A626347,CAT,B,GRAY,LONGHAIR,DOMESTIC LH,2017-09-28 00:00:00,LOCKBOX,541079.0,U17-009554,RABIES CERT,HLP SCAN
A585522,DOG,BR,BR BRINDLE,MASTIFF,PIT BULL,2016-03-17 00:00:00,SHELTER,500467.0,L16-007680,LIC ALTERED,COUNTER
A587797,DOG,W,WHITE,SPANIEL,COCKER SPAN,2016-04-20 00:00:00,LOCKBOX,502752.0,L16-057933,LIC ALTERED,HLP SCAN
A452565,DOG,OO,TRICOLOR,HOUND,BEAGLE,2012-02-10 00:00:00,LOCKBOX,366654.0,D11-039782,LIC ALTERED,VET
A518029,DOG,BR,GOLD,SETTER/RETRIEVE,GOLDEN RETR,2014-02-07 00:00:00,LOCKBOX,432803.0,D14-010212,LIC ALTERED,VET
A621083,DOG,B,BLACK,SETTER/RETRIEVE,FLAT COAT RETR,2017-07-03 00:00:00,SHELTER,535805.0,,,
A633430,CAT,OO,ORG TABBY,SHORTHAIR,DOMESTIC SH,2018-01-05 00:00:00,SHELTER,548055.0,,,
A601356,DOG,OO,BLACK,MASTIFF,ROTTWEILER,2016-09-28 00:00:00,SHELTER,516264.0,U16-46208,RAB VAC CERT.,VET
A400049,CAT,B,TORTIE,SHORTHAIR,DOMESTIC SH,2009-12-08 00:00:00,SHELTER,313014.0,045808013,MICROCHIP ADO,HOME AGAIN
A628651,DOG,OO,BLACK,COLLIE,AUST SHEPHERD,2017-10-20 00:00:00,LICENSE,543290.0,L17-053941,LIC SR,MAIL
A278126,DOG,B,BLACK,TERRIER,SCHNAUZER MIN,2006-08-10 00:00:00,LOCKBOX,152224.0,D1157549,LIC SR,VET
A565918,CAT,OO,UNKNOWN,SHORTHAIR,AMER SH,2015-07-17 00:00:00,WEB,480850.0,,,
A554464,DOG,OO,CREAM,SETTER/RETRIEVE,GOLDEN RETR,2015-03-04 00:00:00,SHELTER,469381.0,L16-036226,LIC ALTERED,HLP WEB
A600985,CAT,B,BLACK,LONGHAIR,DOMESTIC MH,2016-09-23 00:00:00,SHELTER,515894.0,985112007516644,MICROCHIP ADO,ADOPT
A559601,DOG,BR,BROWN,HOUND,BASSET HOUND,2015-05-06 00:00:00,LOCKBOX,474519.0,RAB8939770,RABIES CERT,VET
A574599,DOG,B,BLACK,SHEPHERD,GERM SHEPHERD,2015-10-20 00:00:00,LOCKBOX,489545.0,U15-004824,RABIES CERT,HLP IMPORT
A579426,DOG,B,TRICOLOR,TOY,SHIH TZU,2015-12-20 00:00:00,SHELTER,494378.0,L15-042774,LIC SR,HLP SCAN
A604935,DOG,BR,BROWN,SIGHTHOUND,GREYHOUND,2016-11-18 00:00:00,SHELTER,519785.0,L16-023992,LIC SR,MAIL
A555498,CAT,B,GRAY TABBY,SHORTHAIR,AMER SH,2015-03-16 00:00:00,LOCKBOX,470416.0,L14-039686,LIC ALTERED,HLP WEB
A554660,CAT,OO,SEAL PT,SHORTHAIR,SIAMESE,2015-03-09 00:00:00,SHELTER,469577.0,L15-056268,LIC ALTERED,ADOPT
A592026,DOG,BR,BR BRINDLE,MASTIFF,BOXER,2016-06-10 00:00:00,SHELTER,506940.0,L16-005023,LIC ALTERED,ADOPT
A274427,DOG,BR,TRICOLOR,HOUND,BEAGLE,2006-06-26 00:00:00,SHELTER,97300.0,D10-0461294,LIC ALTERED,
A245205,DOG,OO,TRICOLOR,COLLIE,AUST SHEPHERD,2017-09-07 00:00:00,SHELTER,32678.0,985112003953097,MICROCHIP,HOME AGAIN
A579986,DOG,B,BLACK,SHEPHERD,GERM SHEPHERD,2016-01-04 00:00:00,SHELTER,494938.0,R16-0299,RAB VAC CERT.,RESQ
A553927,CAT,OO,BROWN,SHORTHAIR,DOMESTIC SH,2015-02-23 00:00:00,SHELTER,468842.0,982000357779045,MICROCHIP,PET WATCH
A573105,DOG,OO,GRAY,MASTIFF,PIT BULL,2015-10-03 00:00:00,SHELTER,488048.0,,,
A615847,DOG,W,WHITE,MASTIFF,PIT BULL,2017-04-21 00:00:00,SHELTER,530599.0,R17-5588,RAB VAC CERT.,ADOPT
A576720,CAT,OO,UNKNOWN,SHORTHAIR,DOMESTIC SH,2015-11-11 00:00:00,LOCKBOX,491669.0,U15-005144,RABIES CERT,HLP IMPORT
A605989,CAT,OO,GRAY,SHORTHAIR,DOMESTIC SH,2016-12-05 00:00:00,SHELTER,520840.0,985112008498861,MICROCHIP ADO,HOME AGAIN
A428653,DOG,BR,ORANGE,SPANIEL,BRITTANY,2010-12-20 00:00:00,SHELTER,342227.0,985121004686469,MICROCHIP,HLP WEB
A330842,DOG,BR,CREAM,SPITZ,SIBERIAN HUSKY,2016-06-20 00:00:00,SHELTER,181861.0,L14-043261,LIC ALTERED,COUNTER
A509732,CAT,B,BLACK,LONGHAIR,DOMESTIC MH,2013-11-02 00:00:00,SHELTER,424455.0,C14-037594,LIC ALTERED,ADOPT
A575284,CAT,OO,UNKNOWN,SHORTHAIR,BOMBAY,2015-10-27 00:00:00,WEB,490231.0,,,
A570826,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2015-09-11 00:00:00,SHELTER,485769.0,L15-050188,LIC ALTERED,ADOPT
A567355,DOG,BR,TAN,MASTIFF,PIT BULL,2015-07-31 00:00:00,SHELTER,482293.0,,,
A577154,DOG,OO,UNKNOWN,SETTER/RETRIEVE,LABRADOR RETR,2015-11-23 00:00:00,WEB,492103.0,,,
A588423,DOG,OO,GOLD,SETTER/RETRIEVE,GOLDEN RETR,2016-04-26 00:00:00,SHELTER,503344.0,L17-040190,LIC ALTERED,VET
A624662,DOG,BR,TAN,MASTIFF,PIT BULL,2017-09-02 00:00:00,SHELTER,539393.0,L17-052045,LIC UNALTERED,COUNTER
A613500,DOG,OO,BR BRINDLE,MASTIFF,CHINESE SHARPEI,2017-04-06 00:00:00,SHELTER,528262.0,,,
A593430,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2016-06-30 00:00:00,SHELTER,508353.0,L16-009569,LIC ALTERED,VET
A563732,DOG,B,TRICOLOR,SETTER/RETRIEVE,LABRADOR RETR,2015-06-22 00:00:00,SHELTER,478658.0,L17-015389,LIC ALTERED,HLP WEB
A633196,DOG,BR,BROWN,MASTIFF,AM PIT BULL TER,2017-12-29 00:00:00,SHELTER,547821.0,,,
A591024,CAT,BR,GRAY TABBY,SHORTHAIR,DOMESTIC SH,2016-05-27 00:00:00,SHELTER,505941.0,R16-3338,RAB VAC CERT.,RESQ
A578574,DOG,B,TRICOLOR,COLLIE,ENG SHEPHERD,2015-12-11 00:00:00,LOCKBOX,493526.0,U15-005576,RABIES CERT,HLP IMPORT
A501547,DOG,W,CREAM,TOY,CHIHUAHUA SH,2013-08-24 00:00:00,SHELTER,416203.0,L15-015755,LIC ALTERED,MAIL
A623472,DOG,W,WHITE,MASTIFF,PIT BULL,2017-08-14 00:00:00,SHELTER,538202.0,981020019771459,MICROCHIP,PET WATCH
A609545,DOG,OO,UNKNOWN,SPANIEL,ENG SPRNGR SPAN,2017-02-03 00:00:00,WEB,524379.0,,,
A595770,CAT,OO,BLUE,SHORTHAIR,DOMESTIC SH,2016-08-01 00:00:00,SHELTER,510686.0,,,
A596343,DOG,OO,TAN,SHEPHERD,GERM SHEPHERD,2016-08-04 00:00:00,SHELTER,511259.0,L16-048053,LIC ALTERED,VET
A626129,DOG,OO,TAN,TOY,HAVANESE,2017-09-27 00:00:00,LICENSE,540864.0,L17-030989,LIC ALTERED,VET
A578671,CAT,BR,TAN,SHORTHAIR,DOMESTIC SH,2015-12-11 00:00:00,LOCKBOX,493623.0,RAB0368628,RABIES CERT,VET
A608588,DOG,W,TRICOLOR,SETTER/RETRIEVE,LABRADOR RETR,2017-01-23 00:00:00,SHELTER,523423.0,L17-026918,LIC UNALTERED,COUNTER
