ï»¿Title,"All staff (excluding atypical) by age group, disability status, ethnicity, nationality, sex, academic contract marker and activity standard occupational classification",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
Location,UK,,,,
Academic years,2018/19,,,,
Data source,HESA,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-6,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-6.csv,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,
Code page,Unicode UTF-8,,,,
Disclaimer,Please note that this data includes rounded totals. Caution must be taken when importing into a pivot table so as not to double count.,,,,
2018/19 academic total,"217,065",,,,
2018/19 non-academic total,"222,885",,,,
Last updated,Jan-20,,,,
,,,,,
,,,,,
Category Marker,Category,Country of HE Provider,Academic contract marker,Activity standard occupational classification,Number
Age Group,25 and under,England,Academic contract,"Managers, directors and senior officials",5
Age Group,25 and under,England,Academic contract,Professional occupations,4900
Age Group,25 and under,England,Academic contract,Associate professional and technical occupations,85
Age Group,25 and under,England,Academic contract,Clerical and manual occupations,0
Age Group,25 and under,England,Academic contract,Total academic staff,4990
Age Group,25 and under,England,Non-academic contract,"Managers, directors and senior officials ",45
Age Group,25 and under,England,Non-academic contract,Professional occupations ,1615
Age Group,25 and under,England,Non-academic contract,Associate professional and technical occupations ,3865
Age Group,25 and under,England,Non-academic contract,Administrative and secretarial occupations,6250
Age Group,25 and under,England,Non-academic contract,Skilled trades occupations,395
Age Group,25 and under,England,Non-academic contract,"Caring, leisure and other service occupations",1045
Age Group,25 and under,England,Non-academic contract,Sales and customer service occupations,370
Age Group,25 and under,England,Non-academic contract,"Process, plant and machine operatives",70
Age Group,25 and under,England,Non-academic contract,Elementary occupations,2800
Age Group,25 and under,England,Non-academic contract,Total non-academic staff,16450
Age Group,25 and under,Northern Ireland,Academic contract,"Managers, directors and senior officials",0
Age Group,25 and under,Northern Ireland,Academic contract,Professional occupations,60
Age Group,25 and under,Northern Ireland,Academic contract,Associate professional and technical occupations,15
Age Group,25 and under,Northern Ireland,Academic contract,Clerical and manual occupations,0
Age Group,25 and under,Northern Ireland,Academic contract,Total academic staff,75
Age Group,25 and under,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",0
Age Group,25 and under,Northern Ireland,Non-academic contract,Professional occupations ,10
Age Group,25 and under,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,10
Age Group,25 and under,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,85
Age Group,25 and under,Northern Ireland,Non-academic contract,Skilled trades occupations,10
Age Group,25 and under,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",10
Age Group,25 and under,Northern Ireland,Non-academic contract,Sales and customer service occupations,0
Age Group,25 and under,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",0
Age Group,25 and under,Northern Ireland,Non-academic contract,Elementary occupations,20
Age Group,25 and under,Northern Ireland,Non-academic contract,Total non-academic staff,145
Age Group,25 and under,Scotland,Academic contract,"Managers, directors and senior officials",0
Age Group,25 and under,Scotland,Academic contract,Professional occupations,1425
Age Group,25 and under,Scotland,Academic contract,Associate professional and technical occupations,5
Age Group,25 and under,Scotland,Academic contract,Clerical and manual occupations,0
Age Group,25 and under,Scotland,Academic contract,Total academic staff,1435
Age Group,25 and under,Scotland,Non-academic contract,"Managers, directors and senior officials ",0
Age Group,25 and under,Scotland,Non-academic contract,Professional occupations ,105
Age Group,25 and under,Scotland,Non-academic contract,Associate professional and technical occupations ,485
Age Group,25 and under,Scotland,Non-academic contract,Administrative and secretarial occupations,1160
Age Group,25 and under,Scotland,Non-academic contract,Skilled trades occupations,105
Age Group,25 and under,Scotland,Non-academic contract,"Caring, leisure and other service occupations",160
Age Group,25 and under,Scotland,Non-academic contract,Sales and customer service occupations,40
Age Group,25 and under,Scotland,Non-academic contract,"Process, plant and machine operatives",5
Age Group,25 and under,Scotland,Non-academic contract,Elementary occupations,420
Age Group,25 and under,Scotland,Non-academic contract,Total non-academic staff,2485
Age Group,25 and under,Wales,Academic contract,"Managers, directors and senior officials",0
Age Group,25 and under,Wales,Academic contract,Professional occupations,210
Age Group,25 and under,Wales,Academic contract,Associate professional and technical occupations,5
Age Group,25 and under,Wales,Academic contract,Clerical and manual occupations,0
Age Group,25 and under,Wales,Academic contract,Total academic staff,215
Age Group,25 and under,Wales,Non-academic contract,"Managers, directors and senior officials ",5
Age Group,25 and under,Wales,Non-academic contract,Professional occupations ,120
Age Group,25 and under,Wales,Non-academic contract,Associate professional and technical occupations ,145
Age Group,25 and under,Wales,Non-academic contract,Administrative and secretarial occupations,295
Age Group,25 and under,Wales,Non-academic contract,Skilled trades occupations,25
Age Group,25 and under,Wales,Non-academic contract,"Caring, leisure and other service occupations",35
Age Group,25 and under,Wales,Non-academic contract,Sales and customer service occupations,10
Age Group,25 and under,Wales,Non-academic contract,"Process, plant and machine operatives",0
Age Group,25 and under,Wales,Non-academic contract,Elementary occupations,140
Age Group,25 and under,Wales,Non-academic contract,Total non-academic staff,780
Age Group,25 and under,All,Academic contract,"Managers, directors and senior officials",5
Age Group,25 and under,All,Academic contract,Professional occupations,6595
Age Group,25 and under,All,Academic contract,Associate professional and technical occupations,110
Age Group,25 and under,All,Academic contract,Clerical and manual occupations,0
Age Group,25 and under,All,Academic contract,Total academic staff,6710
Age Group,25 and under,All,Non-academic contract,"Managers, directors and senior officials ",50
Age Group,25 and under,All,Non-academic contract,Professional occupations ,1855
Age Group,25 and under,All,Non-academic contract,Associate professional and technical occupations ,4510
Age Group,25 and under,All,Non-academic contract,Administrative and secretarial occupations,7790
Age Group,25 and under,All,Non-academic contract,Skilled trades occupations,535
Age Group,25 and under,All,Non-academic contract,"Caring, leisure and other service occupations",1245
Age Group,25 and under,All,Non-academic contract,Sales and customer service occupations,425
Age Group,25 and under,All,Non-academic contract,"Process, plant and machine operatives",75
Age Group,25 and under,All,Non-academic contract,Elementary occupations,3380
Age Group,25 and under,All,Non-academic contract,Total non-academic staff,19860
Age Group,26-35,England,Academic contract,"Managers, directors and senior officials",20
Age Group,26-35,England,Academic contract,Professional occupations,46065
Age Group,26-35,England,Academic contract,Associate professional and technical occupations,285
Age Group,26-35,England,Academic contract,Clerical and manual occupations,0
Age Group,26-35,England,Academic contract,Total academic staff,46370
Age Group,26-35,England,Non-academic contract,"Managers, directors and senior officials ",1155
Age Group,26-35,England,Non-academic contract,Professional occupations ,9315
Age Group,26-35,England,Non-academic contract,Associate professional and technical occupations ,12415
Age Group,26-35,England,Non-academic contract,Administrative and secretarial occupations,16300
Age Group,26-35,England,Non-academic contract,Skilled trades occupations,920
Age Group,26-35,England,Non-academic contract,"Caring, leisure and other service occupations",1310
Age Group,26-35,England,Non-academic contract,Sales and customer service occupations,660
Age Group,26-35,England,Non-academic contract,"Process, plant and machine operatives",180
Age Group,26-35,England,Non-academic contract,Elementary occupations,2545
Age Group,26-35,England,Non-academic contract,Total non-academic staff,44800
Age Group,26-35,Northern Ireland,Academic contract,"Managers, directors and senior officials",0
Age Group,26-35,Northern Ireland,Academic contract,Professional occupations,775
Age Group,26-35,Northern Ireland,Academic contract,Associate professional and technical occupations,15
Age Group,26-35,Northern Ireland,Academic contract,Clerical and manual occupations,0
Age Group,26-35,Northern Ireland,Academic contract,Total academic staff,790
Age Group,26-35,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",10
Age Group,26-35,Northern Ireland,Non-academic contract,Professional occupations ,140
Age Group,26-35,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,125
Age Group,26-35,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,305
Age Group,26-35,Northern Ireland,Non-academic contract,Skilled trades occupations,15
Age Group,26-35,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",35
Age Group,26-35,Northern Ireland,Non-academic contract,Sales and customer service occupations,20
Age Group,26-35,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",0
Age Group,26-35,Northern Ireland,Non-academic contract,Elementary occupations,35
Age Group,26-35,Northern Ireland,Non-academic contract,Total non-academic staff,685
Age Group,26-35,Scotland,Academic contract,"Managers, directors and senior officials",5
Age Group,26-35,Scotland,Academic contract,Professional occupations,6810
Age Group,26-35,Scotland,Academic contract,Associate professional and technical occupations,45
Age Group,26-35,Scotland,Academic contract,Clerical and manual occupations,0
Age Group,26-35,Scotland,Academic contract,Total academic staff,6855
Age Group,26-35,Scotland,Non-academic contract,"Managers, directors and senior officials ",60
Age Group,26-35,Scotland,Non-academic contract,Professional occupations ,880
Age Group,26-35,Scotland,Non-academic contract,Associate professional and technical occupations ,1440
Age Group,26-35,Scotland,Non-academic contract,Administrative and secretarial occupations,1930
Age Group,26-35,Scotland,Non-academic contract,Skilled trades occupations,150
Age Group,26-35,Scotland,Non-academic contract,"Caring, leisure and other service occupations",250
Age Group,26-35,Scotland,Non-academic contract,Sales and customer service occupations,30
Age Group,26-35,Scotland,Non-academic contract,"Process, plant and machine operatives",10
Age Group,26-35,Scotland,Non-academic contract,Elementary occupations,475
Age Group,26-35,Scotland,Non-academic contract,Total non-academic staff,5225
Age Group,26-35,Wales,Academic contract,"Managers, directors and senior officials",5
Age Group,26-35,Wales,Academic contract,Professional occupations,2340
Age Group,26-35,Wales,Academic contract,Associate professional and technical occupations,25
Age Group,26-35,Wales,Academic contract,Clerical and manual occupations,0
Age Group,26-35,Wales,Academic contract,Total academic staff,2365
Age Group,26-35,Wales,Non-academic contract,"Managers, directors and senior officials ",115
Age Group,26-35,Wales,Non-academic contract,Professional occupations ,520
Age Group,26-35,Wales,Non-academic contract,Associate professional and technical occupations ,485
Age Group,26-35,Wales,Non-academic contract,Administrative and secretarial occupations,1030
Age Group,26-35,Wales,Non-academic contract,Skilled trades occupations,90
Age Group,26-35,Wales,Non-academic contract,"Caring, leisure and other service occupations",65
Age Group,26-35,Wales,Non-academic contract,Sales and customer service occupations,20
Age Group,26-35,Wales,Non-academic contract,"Process, plant and machine operatives",5
Age Group,26-35,Wales,Non-academic contract,Elementary occupations,120
Age Group,26-35,Wales,Non-academic contract,Total non-academic staff,2445
Age Group,26-35,All,Academic contract,"Managers, directors and senior officials",30
Age Group,26-35,All,Academic contract,Professional occupations,55985
Age Group,26-35,All,Academic contract,Associate professional and technical occupations,370
Age Group,26-35,All,Academic contract,Clerical and manual occupations,0
Age Group,26-35,All,Academic contract,Total academic staff,56385
Age Group,26-35,All,Non-academic contract,"Managers, directors and senior officials ",1340
Age Group,26-35,All,Non-academic contract,Professional occupations ,10855
Age Group,26-35,All,Non-academic contract,Associate professional and technical occupations ,14460
Age Group,26-35,All,Non-academic contract,Administrative and secretarial occupations,19560
Age Group,26-35,All,Non-academic contract,Skilled trades occupations,1175
Age Group,26-35,All,Non-academic contract,"Caring, leisure and other service occupations",1660
Age Group,26-35,All,Non-academic contract,Sales and customer service occupations,730
Age Group,26-35,All,Non-academic contract,"Process, plant and machine operatives",195
Age Group,26-35,All,Non-academic contract,Elementary occupations,3175
Age Group,26-35,All,Non-academic contract,Total non-academic staff,53160
Age Group,36-45,England,Academic contract,"Managers, directors and senior officials",60
Age Group,36-45,England,Academic contract,Professional occupations,49435
Age Group,36-45,England,Academic contract,Associate professional and technical occupations,230
Age Group,36-45,England,Academic contract,Clerical and manual occupations,0
Age Group,36-45,England,Academic contract,Total academic staff,49725
Age Group,36-45,England,Non-academic contract,"Managers, directors and senior officials ",3190
Age Group,36-45,England,Non-academic contract,Professional occupations ,12860
Age Group,36-45,England,Non-academic contract,Associate professional and technical occupations ,11610
Age Group,36-45,England,Non-academic contract,Administrative and secretarial occupations,13940
Age Group,36-45,England,Non-academic contract,Skilled trades occupations,1170
Age Group,36-45,England,Non-academic contract,"Caring, leisure and other service occupations",985
Age Group,36-45,England,Non-academic contract,Sales and customer service occupations,420
Age Group,36-45,England,Non-academic contract,"Process, plant and machine operatives",230
Age Group,36-45,England,Non-academic contract,Elementary occupations,3105
Age Group,36-45,England,Non-academic contract,Total non-academic staff,47510
Age Group,36-45,Northern Ireland,Academic contract,"Managers, directors and senior officials",5
Age Group,36-45,Northern Ireland,Academic contract,Professional occupations,1010
Age Group,36-45,Northern Ireland,Academic contract,Associate professional and technical occupations,5
Age Group,36-45,Northern Ireland,Academic contract,Clerical and manual occupations,0
Age Group,36-45,Northern Ireland,Academic contract,Total academic staff,1025
Age Group,36-45,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",75
Age Group,36-45,Northern Ireland,Non-academic contract,Professional occupations ,300
Age Group,36-45,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,230
Age Group,36-45,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,375
Age Group,36-45,Northern Ireland,Non-academic contract,Skilled trades occupations,10
Age Group,36-45,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",25
Age Group,36-45,Northern Ireland,Non-academic contract,Sales and customer service occupations,10
Age Group,36-45,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",0
Age Group,36-45,Northern Ireland,Non-academic contract,Elementary occupations,55
Age Group,36-45,Northern Ireland,Non-academic contract,Total non-academic staff,1080
Age Group,36-45,Scotland,Academic contract,"Managers, directors and senior officials",15
Age Group,36-45,Scotland,Academic contract,Professional occupations,6185
Age Group,36-45,Scotland,Academic contract,Associate professional and technical occupations,55
Age Group,36-45,Scotland,Academic contract,Clerical and manual occupations,0
Age Group,36-45,Scotland,Academic contract,Total academic staff,6255
Age Group,36-45,Scotland,Non-academic contract,"Managers, directors and senior officials ",240
Age Group,36-45,Scotland,Non-academic contract,Professional occupations ,1485
Age Group,36-45,Scotland,Non-academic contract,Associate professional and technical occupations ,1500
Age Group,36-45,Scotland,Non-academic contract,Administrative and secretarial occupations,1850
Age Group,36-45,Scotland,Non-academic contract,Skilled trades occupations,185
Age Group,36-45,Scotland,Non-academic contract,"Caring, leisure and other service occupations",200
Age Group,36-45,Scotland,Non-academic contract,Sales and customer service occupations,20
Age Group,36-45,Scotland,Non-academic contract,"Process, plant and machine operatives",20
Age Group,36-45,Scotland,Non-academic contract,Elementary occupations,575
Age Group,36-45,Scotland,Non-academic contract,Total non-academic staff,6075
Age Group,36-45,Wales,Academic contract,"Managers, directors and senior officials",15
Age Group,36-45,Wales,Academic contract,Professional occupations,2840
Age Group,36-45,Wales,Academic contract,Associate professional and technical occupations,20
Age Group,36-45,Wales,Academic contract,Clerical and manual occupations,0
Age Group,36-45,Wales,Academic contract,Total academic staff,2880
Age Group,36-45,Wales,Non-academic contract,"Managers, directors and senior officials ",330
Age Group,36-45,Wales,Non-academic contract,Professional occupations ,725
Age Group,36-45,Wales,Non-academic contract,Associate professional and technical occupations ,550
Age Group,36-45,Wales,Non-academic contract,Administrative and secretarial occupations,1030
Age Group,36-45,Wales,Non-academic contract,Skilled trades occupations,85
Age Group,36-45,Wales,Non-academic contract,"Caring, leisure and other service occupations",55
Age Group,36-45,Wales,Non-academic contract,Sales and customer service occupations,20
Age Group,36-45,Wales,Non-academic contract,"Process, plant and machine operatives",5
Age Group,36-45,Wales,Non-academic contract,Elementary occupations,140
Age Group,36-45,Wales,Non-academic contract,Total non-academic staff,2935
Age Group,36-45,All,Academic contract,"Managers, directors and senior officials",95
Age Group,36-45,All,Academic contract,Professional occupations,59470
Age Group,36-45,All,Academic contract,Associate professional and technical occupations,315
Age Group,36-45,All,Academic contract,Clerical and manual occupations,0
Age Group,36-45,All,Academic contract,Total academic staff,59885
Age Group,36-45,All,Non-academic contract,"Managers, directors and senior officials ",3830
Age Group,36-45,All,Non-academic contract,Professional occupations ,15365
Age Group,36-45,All,Non-academic contract,Associate professional and technical occupations ,13885
Age Group,36-45,All,Non-academic contract,Administrative and secretarial occupations,17195
Age Group,36-45,All,Non-academic contract,Skilled trades occupations,1450
Age Group,36-45,All,Non-academic contract,"Caring, leisure and other service occupations",1260
Age Group,36-45,All,Non-academic contract,Sales and customer service occupations,475
Age Group,36-45,All,Non-academic contract,"Process, plant and machine operatives",260
Age Group,36-45,All,Non-academic contract,Elementary occupations,3875
Age Group,36-45,All,Non-academic contract,Total non-academic staff,57595
Age Group,46-55,England,Academic contract,"Managers, directors and senior officials",150
Age Group,46-55,England,Academic contract,Professional occupations,43770
Age Group,46-55,England,Academic contract,Associate professional and technical occupations,260
Age Group,46-55,England,Academic contract,Clerical and manual occupations,0
Age Group,46-55,England,Academic contract,Total academic staff,44185
Age Group,46-55,England,Non-academic contract,"Managers, directors and senior officials ",3655
Age Group,46-55,England,Non-academic contract,Professional occupations ,10520
Age Group,46-55,England,Non-academic contract,Associate professional and technical occupations ,9100
Age Group,46-55,England,Non-academic contract,Administrative and secretarial occupations,12875
Age Group,46-55,England,Non-academic contract,Skilled trades occupations,1475
Age Group,46-55,England,Non-academic contract,"Caring, leisure and other service occupations",1245
Age Group,46-55,England,Non-academic contract,Sales and customer service occupations,435
Age Group,46-55,England,Non-academic contract,"Process, plant and machine operatives",405
Age Group,46-55,England,Non-academic contract,Elementary occupations,5205
Age Group,46-55,England,Non-academic contract,Total non-academic staff,44910
Age Group,46-55,Northern Ireland,Academic contract,"Managers, directors and senior officials",5
Age Group,46-55,Northern Ireland,Academic contract,Professional occupations,920
Age Group,46-55,Northern Ireland,Academic contract,Associate professional and technical occupations,0
Age Group,46-55,Northern Ireland,Academic contract,Clerical and manual occupations,0
Age Group,46-55,Northern Ireland,Academic contract,Total academic staff,925
Age Group,46-55,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",105
Age Group,46-55,Northern Ireland,Non-academic contract,Professional occupations ,275
Age Group,46-55,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,220
Age Group,46-55,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,385
Age Group,46-55,Northern Ireland,Non-academic contract,Skilled trades occupations,40
Age Group,46-55,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",15
Age Group,46-55,Northern Ireland,Non-academic contract,Sales and customer service occupations,10
Age Group,46-55,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",0
Age Group,46-55,Northern Ireland,Non-academic contract,Elementary occupations,90
Age Group,46-55,Northern Ireland,Non-academic contract,Total non-academic staff,1140
Age Group,46-55,Scotland,Academic contract,"Managers, directors and senior officials",15
Age Group,46-55,Scotland,Academic contract,Professional occupations,5145
Age Group,46-55,Scotland,Academic contract,Associate professional and technical occupations,95
Age Group,46-55,Scotland,Academic contract,Clerical and manual occupations,0
Age Group,46-55,Scotland,Academic contract,Total academic staff,5250
Age Group,46-55,Scotland,Non-academic contract,"Managers, directors and senior officials ",405
Age Group,46-55,Scotland,Non-academic contract,Professional occupations ,1470
Age Group,46-55,Scotland,Non-academic contract,Associate professional and technical occupations ,1380
Age Group,46-55,Scotland,Non-academic contract,Administrative and secretarial occupations,2070
Age Group,46-55,Scotland,Non-academic contract,Skilled trades occupations,255
Age Group,46-55,Scotland,Non-academic contract,"Caring, leisure and other service occupations",255
Age Group,46-55,Scotland,Non-academic contract,Sales and customer service occupations,20
Age Group,46-55,Scotland,Non-academic contract,"Process, plant and machine operatives",40
Age Group,46-55,Scotland,Non-academic contract,Elementary occupations,1020
Age Group,46-55,Scotland,Non-academic contract,Total non-academic staff,6915
Age Group,46-55,Wales,Academic contract,"Managers, directors and senior officials",45
Age Group,46-55,Wales,Academic contract,Professional occupations,2710
Age Group,46-55,Wales,Academic contract,Associate professional and technical occupations,15
Age Group,46-55,Wales,Academic contract,Clerical and manual occupations,0
Age Group,46-55,Wales,Academic contract,Total academic staff,2775
Age Group,46-55,Wales,Non-academic contract,"Managers, directors and senior officials ",340
Age Group,46-55,Wales,Non-academic contract,Professional occupations ,575
Age Group,46-55,Wales,Non-academic contract,Associate professional and technical occupations ,395
Age Group,46-55,Wales,Non-academic contract,Administrative and secretarial occupations,885
Age Group,46-55,Wales,Non-academic contract,Skilled trades occupations,170
Age Group,46-55,Wales,Non-academic contract,"Caring, leisure and other service occupations",60
Age Group,46-55,Wales,Non-academic contract,Sales and customer service occupations,20
Age Group,46-55,Wales,Non-academic contract,"Process, plant and machine operatives",10
Age Group,46-55,Wales,Non-academic contract,Elementary occupations,265
Age Group,46-55,Wales,Non-academic contract,Total non-academic staff,2725
Age Group,46-55,All,Academic contract,"Managers, directors and senior officials",215
Age Group,46-55,All,Academic contract,Professional occupations,52545
Age Group,46-55,All,Academic contract,Associate professional and technical occupations,375
Age Group,46-55,All,Academic contract,Clerical and manual occupations,0
Age Group,46-55,All,Academic contract,Total academic staff,53135
Age Group,46-55,All,Non-academic contract,"Managers, directors and senior officials ",4505
Age Group,46-55,All,Non-academic contract,Professional occupations ,12840
Age Group,46-55,All,Non-academic contract,Associate professional and technical occupations ,11090
Age Group,46-55,All,Non-academic contract,Administrative and secretarial occupations,16220
Age Group,46-55,All,Non-academic contract,Skilled trades occupations,1945
Age Group,46-55,All,Non-academic contract,"Caring, leisure and other service occupations",1575
Age Group,46-55,All,Non-academic contract,Sales and customer service occupations,485
Age Group,46-55,All,Non-academic contract,"Process, plant and machine operatives",460
Age Group,46-55,All,Non-academic contract,Elementary occupations,6575
Age Group,46-55,All,Non-academic contract,Total non-academic staff,55690
Age Group,56-65,England,Academic contract,"Managers, directors and senior officials",115
Age Group,56-65,England,Academic contract,Professional occupations,27510
Age Group,56-65,England,Academic contract,Associate professional and technical occupations,195
Age Group,56-65,England,Academic contract,Clerical and manual occupations,0
Age Group,56-65,England,Academic contract,Total academic staff,27820
Age Group,56-65,England,Non-academic contract,"Managers, directors and senior officials ",1655
Age Group,56-65,England,Non-academic contract,Professional occupations ,4675
Age Group,56-65,England,Non-academic contract,Associate professional and technical occupations ,4730
Age Group,56-65,England,Non-academic contract,Administrative and secretarial occupations,7570
Age Group,56-65,England,Non-academic contract,Skilled trades occupations,1185
Age Group,56-65,England,Non-academic contract,"Caring, leisure and other service occupations",1025
Age Group,56-65,England,Non-academic contract,Sales and customer service occupations,300
Age Group,56-65,England,Non-academic contract,"Process, plant and machine operatives",335
Age Group,56-65,England,Non-academic contract,Elementary occupations,4925
Age Group,56-65,England,Non-academic contract,Total non-academic staff,26400
Age Group,56-65,Northern Ireland,Academic contract,"Managers, directors and senior officials",5
Age Group,56-65,Northern Ireland,Academic contract,Professional occupations,440
Age Group,56-65,Northern Ireland,Academic contract,Associate professional and technical occupations,0
Age Group,56-65,Northern Ireland,Academic contract,Clerical and manual occupations,0
Age Group,56-65,Northern Ireland,Academic contract,Total academic staff,445
Age Group,56-65,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",50
Age Group,56-65,Northern Ireland,Non-academic contract,Professional occupations ,105
Age Group,56-65,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,135
Age Group,56-65,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,260
Age Group,56-65,Northern Ireland,Non-academic contract,Skilled trades occupations,30
Age Group,56-65,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",20
Age Group,56-65,Northern Ireland,Non-academic contract,Sales and customer service occupations,5
Age Group,56-65,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",0
Age Group,56-65,Northern Ireland,Non-academic contract,Elementary occupations,75
Age Group,56-65,Northern Ireland,Non-academic contract,Total non-academic staff,675
Age Group,56-65,Scotland,Academic contract,"Managers, directors and senior officials",20
Age Group,56-65,Scotland,Academic contract,Professional occupations,3145
Age Group,56-65,Scotland,Academic contract,Associate professional and technical occupations,55
Age Group,56-65,Scotland,Academic contract,Clerical and manual occupations,0
Age Group,56-65,Scotland,Academic contract,Total academic staff,3215
Age Group,56-65,Scotland,Non-academic contract,"Managers, directors and senior officials ",175
Age Group,56-65,Scotland,Non-academic contract,Professional occupations ,725
Age Group,56-65,Scotland,Non-academic contract,Associate professional and technical occupations ,840
Age Group,56-65,Scotland,Non-academic contract,Administrative and secretarial occupations,1370
Age Group,56-65,Scotland,Non-academic contract,Skilled trades occupations,230
Age Group,56-65,Scotland,Non-academic contract,"Caring, leisure and other service occupations",195
Age Group,56-65,Scotland,Non-academic contract,Sales and customer service occupations,20
Age Group,56-65,Scotland,Non-academic contract,"Process, plant and machine operatives",45
Age Group,56-65,Scotland,Non-academic contract,Elementary occupations,1155
Age Group,56-65,Scotland,Non-academic contract,Total non-academic staff,4755
Age Group,56-65,Wales,Academic contract,"Managers, directors and senior officials",30
Age Group,56-65,Wales,Academic contract,Professional occupations,1625
Age Group,56-65,Wales,Academic contract,Associate professional and technical occupations,10
Age Group,56-65,Wales,Academic contract,Clerical and manual occupations,0
Age Group,56-65,Wales,Academic contract,Total academic staff,1670
Age Group,56-65,Wales,Non-academic contract,"Managers, directors and senior officials ",155
Age Group,56-65,Wales,Non-academic contract,Professional occupations ,295
Age Group,56-65,Wales,Non-academic contract,Associate professional and technical occupations ,220
Age Group,56-65,Wales,Non-academic contract,Administrative and secretarial occupations,525
Age Group,56-65,Wales,Non-academic contract,Skilled trades occupations,85
Age Group,56-65,Wales,Non-academic contract,"Caring, leisure and other service occupations",45
Age Group,56-65,Wales,Non-academic contract,Sales and customer service occupations,15
Age Group,56-65,Wales,Non-academic contract,"Process, plant and machine operatives",15
Age Group,56-65,Wales,Non-academic contract,Elementary occupations,230
Age Group,56-65,Wales,Non-academic contract,Total non-academic staff,1590
Age Group,56-65,All,Academic contract,"Managers, directors and senior officials",170
Age Group,56-65,All,Academic contract,Professional occupations,32715
Age Group,56-65,All,Academic contract,Associate professional and technical occupations,260
Age Group,56-65,All,Academic contract,Clerical and manual occupations,0
Age Group,56-65,All,Academic contract,Total academic staff,33150
Age Group,56-65,All,Non-academic contract,"Managers, directors and senior officials ",2030
Age Group,56-65,All,Non-academic contract,Professional occupations ,5800
Age Group,56-65,All,Non-academic contract,Associate professional and technical occupations ,5925
Age Group,56-65,All,Non-academic contract,Administrative and secretarial occupations,9725
Age Group,56-65,All,Non-academic contract,Skilled trades occupations,1530
Age Group,56-65,All,Non-academic contract,"Caring, leisure and other service occupations",1285
Age Group,56-65,All,Non-academic contract,Sales and customer service occupations,340
Age Group,56-65,All,Non-academic contract,"Process, plant and machine operatives",395
Age Group,56-65,All,Non-academic contract,Elementary occupations,6380
Age Group,56-65,All,Non-academic contract,Total non-academic staff,33420
Age Group,66 and over,England,Academic contract,"Managers, directors and senior officials",20
Age Group,66 and over,England,Academic contract,Professional occupations,6765
Age Group,66 and over,England,Academic contract,Associate professional and technical occupations,25
Age Group,66 and over,England,Academic contract,Clerical and manual occupations,0
Age Group,66 and over,England,Academic contract,Total academic staff,6810
Age Group,66 and over,England,Non-academic contract,"Managers, directors and senior officials ",75
Age Group,66 and over,England,Non-academic contract,Professional occupations ,345
Age Group,66 and over,England,Non-academic contract,Associate professional and technical occupations ,365
Age Group,66 and over,England,Non-academic contract,Administrative and secretarial occupations,680
Age Group,66 and over,England,Non-academic contract,Skilled trades occupations,90
Age Group,66 and over,England,Non-academic contract,"Caring, leisure and other service occupations",125
Age Group,66 and over,England,Non-academic contract,Sales and customer service occupations,30
Age Group,66 and over,England,Non-academic contract,"Process, plant and machine operatives",45
Age Group,66 and over,England,Non-academic contract,Elementary occupations,760
Age Group,66 and over,England,Non-academic contract,Total non-academic staff,2510
Age Group,66 and over,Northern Ireland,Academic contract,"Managers, directors and senior officials",0
Age Group,66 and over,Northern Ireland,Academic contract,Professional occupations,65
Age Group,66 and over,Northern Ireland,Academic contract,Associate professional and technical occupations,0
Age Group,66 and over,Northern Ireland,Academic contract,Clerical and manual occupations,0
Age Group,66 and over,Northern Ireland,Academic contract,Total academic staff,65
Age Group,66 and over,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",0
Age Group,66 and over,Northern Ireland,Non-academic contract,Professional occupations ,0
Age Group,66 and over,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,10
