Key-Clé,CoAppNm,CoAppRoleCD,CoAppRoleEN,CoAppRoleFR,CoAppOrgID,CoAppOrgNm,ProvinceEN,ProvinceFR,CountryEN,PaysFR,FiscalYear-AnnéeFinancière
441990,"Finegood, Diane T",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CACA,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Colombie-Britannique,Canada,Canada,200405
344913,"Ruth, Thomas J",CO,Co-Investigator,Co-chercheur,ABBI,"TRIUMF (Vancouver, BC)",British Columbia,Colombie-Britannique,Canada,Canada,200405
344913,"Stoessl, A. Jonathan",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
344913,"Holden, James (Jim) E",CO,Co-Investigator,Co-chercheur,SXAA,University of Wisconsin,Wisconsin,Wisconsin,United States,États-Unis,200405
344913,"Doudet, Doris J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
438974,"Stoessl, A. Jonathan",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
314747,"Branton, Philip E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
747227,"Goodale, Melvyn A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
451248,"Singh, Bhagirath",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
750536,"Vilis, Tutis",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
792384,"McManus, Bruce M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
792384,"Yang, Decheng",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
900730,"Calne, Donald B",CO,Co-Investigator,Co-chercheur,AATM,University Hospital (U.B.C.),British Columbia,Colombie-Britannique,Canada,Canada,200405
900730,"Ruth, Thomas J",CO,Co-Investigator,Co-chercheur,ABBI,"TRIUMF (Vancouver, BC)",British Columbia,Colombie-Britannique,Canada,Canada,200405
900730,"Stoessl, A. Jonathan",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
900730,"Schulzer, Michael",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
900730,"Tsui, Joseph K",CO,Co-Investigator,Co-chercheur,ISAS,Vancouver Hospital & Health Sciences Centre,British Columbia,Colombie-Britannique,Canada,Canada,200405
900730,"Lee, Chong S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
31568,"Clarke, David M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
987526,"Lemire, Bernard D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
655962,"Weiner, Joel H",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
993660,"Hart, David A",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200405
993660,"Frank, Cyril B",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,200405
993660,"Shrive, Nigel G",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200405
993660,"Ronsky, Janet L",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200405
648968,"O'Brodovich, Hugh M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADVF,"Stanford Medical Center (Stanford, California)",California,Californie,United States,États-Unis,200405
944378,"Tanswell, A. K",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200405
604981,"Post, Martin",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200405
732889,"Post, Martin",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200405
271354,"McQueen, Matthew J",CO,Co-Investigator,Co-chercheur,INYK,Hamilton Health Sciences (Ontario),Ontario,Ontario,Canada,Canada,200405
271354,"Liu, Peter P",CO,Co-Investigator,Co-chercheur,CECA,University of Ottawa/Université d'Ottawa,Ontario,Ontario,Canada,Canada,200405
271354,"Genest, Jacques Jr.",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
271354,"Arnold, J. Malcolm O",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
271354,"Yusuf, Salim",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
271354,"Lonn, Eva",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
271354,"Pogue, Janice M",CO,Co-Investigator,Co-chercheur,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,200405
271354,"Title, Lawrence M",CO,Co-Investigator,Co-chercheur,AEIC,Queen Elizabeth II Health Sciences Centre (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
271354,"Eikelboom, John W",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
861368,"Casey, Joseph (Joe) R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
927788,"Reithmeier, Reinhart A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
146183,"Challis, John R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,AANU,University of Western Australia (Nedlands),Unknown/Inconnu,Unknown/Inconnu,Australia,l'Australie,200405
146183,"Hill, David J",CO,Co-Investigator,Co-chercheur,LHSI,London Health Sciences Centre Res. Inc. (Ont.),Ontario,Ontario,Canada,Canada,200405
146183,"Hammond, Geoffrey L",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
117865,"Possmayer, Fred",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
117865,"Richardson, Bryan S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
117865,"Han, Victor Khin M",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
303586,"Quirion, Rémi",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAD,CIUSSS de l'Ouest-de-l'Ile-de-Montréal-Douglas Hospital/CIUSSS de l'Ouest-de-l'Ile-de-Montréal-Hôpital Douglas,Québec,Québec,Canada,Canada,200405
698629,"Cass, Carol E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAX,Alberta Cancer Board (Calgary),Alberta,Alberta,Canada,Canada,200405
233778,"Silverman, Melvin",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
196849,"Whiteside, Catharine I",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
239574,"Michalak, Marek S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
524035,"Rotin, Daniela",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200405
722810,"Cook, Harold W",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
541072,"McMaster, Christopher R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
803727,"Ridgway, Neale D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
112522,"Byers, David M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
900206,"Dhalla, Naranjan S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,SBRC,St. Boniface General Hospital Research Centre (Winnipeg),Manitoba,Manitoba,Canada,Canada,200405
118428,"Hryshko, Larry V",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200405
105094,"Kardami, Elissavet",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200405
88273,"Kirshenbaum, Lorrie A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,SBRC,St. Boniface General Hospital Research Centre (Winnipeg),Manitoba,Manitoba,Canada,Canada,200405
444178,"Singal, Pawan K",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200405
951133,"Ruth, Thomas J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ABBI,"TRIUMF (Vancouver, BC)",British Columbia,Colombie-Britannique,Canada,Canada,200405
468175,"Watts, Tania H",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
545583,"Denburg, Judah A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
607351,"Ludwig, Mara S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
620738,"Cohen, Eric A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200405
380472,"Dixon, S. Jeffrey",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
387427,"Duncan, Roy",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
975011,"Ellen, Richard P",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
975011,"Sodek, Jaroslav",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
975011,"McCulloch, Christopher A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
975011,"Mckee, Marc D",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
620007,"Frost, Laura S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
833975,"Cutz, Ernest",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
833975,"Yeger, Herman",CO,Co-Investigator,Co-chercheur,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200405
546810,"Sodek, Jaroslav",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
546810,"McCulloch, Christopher A",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
546810,"Mckee, Marc D",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
364040,"Martin, James G",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAC,Research Institute of the McGill University Health Centre/Institut de recherche du Centre universitaire de santé McGill,Québec,Québec,Canada,Canada,200405
897055,"Wright, Gerard D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
440923,"Post, Martin",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200405
440923,"Hui, Chi-Chung",CO,Co-Investigator,Co-chercheur,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200405
592204,"Halloran, Philip F",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
731492,"Hoang, Trang K",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200405
647958,"Paige, Christopher J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADHD,University Health Network (Toronto),Ontario,Ontario,Canada,Canada,200405
724848,"Penninger, Josef",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
553756,"Amir, Shimon",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFGA,"Concordia University (Montreal, Quebec)/Université Concordia",Québec,Québec,Canada,Canada,200405
768507,"Anisman, Hymie",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEGA,Carleton University (Ottawa),Ontario,Ontario,Canada,Canada,200405
768507,"Merali, Zulfiquar",CO,Co-Investigator,Co-chercheur,IMHR,University of Ottawa Institute of Mental Health Research/Institut de recherche en santé mentale de l'Université d'Ottawa,Ontario,Ontario,Canada,Canada,200405
429432,"Baum, Shari R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
234715,"Brandl, Christopher J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
621768,"Ikura, Mitsuhiko",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADHD,University Health Network (Toronto),Ontario,Ontario,Canada,Canada,200405
757875,"Fletcher, Paul J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAH,Centre for Addiction and Mental Health (Toronto)/Centre de toxicomanie et de santé mentale,Ontario,Ontario,Canada,Canada,200405
423414,"Mcintosh, Anthony",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ABPI,Baycrest Centre for Geriatric Care (Toronto),Ontario,Ontario,Canada,Canada,200405
445300,"Phillips, Anthony G",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
472118,"Ptito, Maurice",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200405
472118,"Casanova, Christian F",CO,Co-Investigator,Co-chercheur,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200405
995804,"Fedida, David",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
628612,"Nemer, Mona",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CECA,University of Ottawa/Université d'Ottawa,Ontario,Ontario,Canada,Canada,200405
221904,"Sauvé, Rémy",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200405
871762,"Tremblay, Johanne",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200405
16681,"Jacobs-Kaufman, Susan E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
425011,"Kvietys, Peter R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,LHSI,London Health Sciences Centre Res. Inc. (Ont.),Ontario,Ontario,Canada,Canada,200405
773242,"Lautt, W. Wayne",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200405
598715,"Chang, Thomas Ming Swi",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
162016,"Martin, Renée H",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBD,Alberta Children's Hospital (Calgary),Alberta,Alberta,Canada,Canada,200405
749870,"Ward, Michael E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
116812,"Baenziger, John E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CECA,University of Ottawa/Université d'Ottawa,Ontario,Ontario,Canada,Canada,200405
331297,"Fliegel, Larry",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
22551,"Mager, Dixie L",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,BCAV,"BC Cancer, part of PHSA (Vancouver)",British Columbia,Colombie-Britannique,Canada,Canada,200405
977108,"Ikura, Mitsuhiko",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADHD,University Health Network (Toronto),Ontario,Ontario,Canada,Canada,200405
327400,"Jia, Zongchao",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEDA,"Queen's University (Kingston, Ontario)",Ontario,Ontario,Canada,Canada,200405
360548,"Rose, David R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CENA,University of Waterloo (Ontario),Ontario,Ontario,Canada,Canada,200405
21158,"Sarkar, Bibudhendra",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200405
767867,"Shulman, Marc J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
738508,"Tyers, Michael D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200405
192284,"Baltz, Jay M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADYP,Ottawa Hospital Research Institute/Institut de recherche de l'Hôpital d'Ottawa,Ontario,Ontario,Canada,Canada,200405
290923,"Challis, John R",CO,Co-Investigator,Co-chercheur,AANU,University of Western Australia (Nedlands),Unknown/Inconnu,Unknown/Inconnu,Australia,l'Australie,200405
290923,"Richardson, Bryan S",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
290923,"Bocking, Alan D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
287886,"Barnes, Steven A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
182536,"Carlen, Peter L",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
863433,"Germain, Lucie",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFBA,Université Laval,Québec,Québec,Canada,Canada,200405
435021,"Ferguson, Alastair V",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEDA,"Queen's University (Kingston, Ontario)",Ontario,Ontario,Canada,Canada,200405
723414,"Sossin, Wayne S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
507516,"Tse, Frederick W",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
572138,"Anderson, Alan",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFBA,Université Laval,Québec,Québec,Canada,Canada,200405
809051,"De Bold, Adolfo J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CECA,University of Ottawa/Université d'Ottawa,Ontario,Ontario,Canada,Canada,200405
504055,"Butterworth, Roger F",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADWY,Centre hospitalier de l'Université de Montréal (CHUM),Québec,Québec,Canada,Canada,200405
894084,"Haché, Robert J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEKA,Laurentian University of Sudbury/Université Laurentienne,Ontario,Ontario,Canada,Canada,200405
923330,"Jeejeebhoy, Khursheed N",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAJ,Unity Health Toronto,Ontario,Ontario,Canada,Canada,200405
596362,"Prochazka, Arthur",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
942487,"Rasmusson, Douglas D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
348768,"Howlett, Susan E",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
296815,"Ginsberg, Jeffrey S",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
296815,"Yusuf, Salim",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
296815,"Pogue, Janice M",CO,Co-Investigator,Co-chercheur,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,Unspecified/Non Spécifié,200405
296815,"Anand, Sonia S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
11339,"Sawynok, Jana",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CHAA,Dalhousie University (Nova Scotia),Nova Scotia,Nouvelle-Écosse,Canada,Canada,200405
214088,"Kay, Robert J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,BCAV,"BC Cancer, part of PHSA (Vancouver)",British Columbia,Colombie-Britannique,Canada,Canada,200405
214088,"Humphries, R. K",CO,Co-Investigator,Co-chercheur,BCAV,"BC Cancer, part of PHSA (Vancouver)",British Columbia,Colombie-Britannique,Canada,Canada,200405
765301,"Galiana, Henrietta L",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
479005,"Yoon, Ji-Won",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200405
733831,"Brodt, Pnina",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
733831,"Metrakos, Peter P",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
733831,"Alpert, Lesley",CO,Co-Investigator,Co-chercheur,CFAF,CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General/CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Hôpital juif,Québec,Québec,Canada,Canada,200405
820110,"Possmayer, Fred",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200405
980305,"Schultz, Michael C",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200405
149140,"Woodgett, James (Jim) R",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADHN,Lunenfeld-Tanenbaum Research Institute  (Toronto),Ontario,Ontario,Canada,Canada,200405
372171,"Cornell, Rosemary B",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CACA,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Colombie-Britannique,Canada,Canada,200405
868566,"Jasmin, Bernard J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CECA,University of Ottawa/Université d'Ottawa,Ontario,Ontario,Canada,Canada,200405
88571,"Nurse, Colin A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
217618,"Schlichter, Lyanne C",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADHD,University Health Network (Toronto),Ontario,Ontario,Canada,Canada,200405
736169,"Mbikay, Majambu",CO,Co-Investigator,Co-chercheur,ADYP,Ottawa Hospital Research Institute/Institut de recherche de l'Hôpital d'Ottawa,Ontario,Ontario,Canada,Canada,200405
736169,"Seidah, Nabil G",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCN,Institut de recherches cliniques de Montréal,Québec,Québec,Canada,Canada,200405
406398,"Eizenman, Moshe",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
406398,"Kraft, Stephen P",CO,Co-Investigator,Co-chercheur,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200405
406398,"Westall, Carol A",CO,Co-Investigator,Co-chercheur,CEPA,"York University (Toronto, Ontario)",Ontario,Ontario,Canada,Canada,200405
92210,"Jothy, Serge",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAJ,Unity Health Toronto,Ontario,Ontario,Canada,Canada,200405
429512,"Molday, Robert S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200405
617139,"Rosenberg, Lawrence",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAF,CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General/CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Hôpital juif,Québec,Québec,Canada,Canada,200405
617139,"Maysinger, Dusica",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/Université McGill,Québec,Québec,Canada,Canada,200405
169117,"Drouin, Jacques",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,Université de Montréal,Québec,Québec,Canada,Canada,200405
147078,"Riabowol, Karl T",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200405
551187,"Rudnicki, Michael A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ADYP,Ottawa Hospital Research Institute/Institut de recherche de l'Hôpital d'Ottawa,Ontario,Ontario,Canada,Canada,200405
380493,"Henry, James L",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200405
346137,"Cole, William G",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200405
