Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant,Unnamed: 12
Yorkshire Dales National Park Authority,28/02/2017,PI128105,1447.5,GJ PLASTICS LTD,S4771,Communications,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128058,1000.0,JONES KINGSWELL PARTNERSHIP LTD,S2666,DCM Redevelopment,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128216,350.0,REDACTED PERSONAL DATA,S0762,Historic Landscapes,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128142,8.5,JM PRIME TECHNOLOGIES LIMITED,S4776,IT Development,Delivery Charges,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128144,11.99,MISCO UK LTD,S4462,IT Development,Delivery Charges,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128131,3.5,PROBRAND LTD,S0222,IT Development,Delivery Charges,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128211,45.0,THORPE TREES LTD,S1405,Parish Wildlife Project,Delivery Charges,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128139,15.0,THORPE TREES LTD,S1405,Trees & Woodlands,Delivery Charges,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128134,90.73,NPOWER LTD,S0225,Contracts - Access Rangers,Electricity,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128136,315.58,NPOWER LTD,S0225,Contracts - Access Rangers,Electricity,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128135,1123.67,NPOWER LTD,S0225,Office Accomodation,Electricity,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128112,24.0,SKIPTON HIRE CENTRE LTD,S0055,Contracts - Land Holdings,Equipment Hire,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128112,60.0,SKIPTON HIRE CENTRE LTD,S0055,Contracts - Land Holdings,Equipment Hire,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128112,161.0,SKIPTON HIRE CENTRE LTD,S0055,Contracts - Land Holdings,Equipment Hire,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128176,200.0,REDACTED PERSONAL DATA,S4745,Tourism,Event Leaders,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128179,1730.05,N G BAILEY LTD,S3098,Office Accomodation,Gas/ Wood Chip,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128143,20000.0,FRIENDS OF THE LAKE DISTRICT,S3858,Landscape Partnership,Grants Paid,,1100759.0,2016-2017,Westmoreland Dales Hidden Landscapes Project,
Yorkshire Dales National Park Authority,28/02/2017,PI128211,553.98,THORPE TREES LTD,S1405,Parish Wildlife Project,Materials,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128188,9882.0,KILNSEY PARK,S2160,Sustainable Development,Grants Paid,,,2016-2017,Interpretation & Sculpture Trail,
Yorkshire Dales National Park Authority,28/02/2017,PI128139,22.5,THORPE TREES LTD,S1405,Trees & Woodlands,Grounds & Estates Maintenance,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128113,106.25,THE STATION INN,S0504,Three Peaks,Hospitality (External),,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128155,10.0,UNIVERSITY OF CAMBRIDGE,S4760,Historic Environment,Information Manual,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128121,47.18,TONERGIANT,S4460,IT Development,IT- Consumables,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128121,88.62,TONERGIANT,S4460,IT Development,IT- Consumables,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128121,177.64,TONERGIANT,S4460,IT Development,IT- Consumables,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128194,934.5,INSIGHT DIRECT (UK) LTD,S0245,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128142,385.0,JM PRIME TECHNOLOGIES LIMITED,S4776,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128144,627.8,MISCO UK LTD,S4462,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128131,33.0,PROBRAND LTD,S0222,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128131,65.28,PROBRAND LTD,S0222,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128151,1046.2,PROBRAND LTD,S0222,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128172,8.0,PROBRAND LTD,S0222,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128181,309.06,CARVAL COMPUTING LTD,S3593,IT Development,IT- Software/Licence Purchases,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128181,1800.0,CARVAL COMPUTING LTD,S3593,IT Development,IT- Software/Licence Purchases,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128174,283.03,NETCENTRIX LTD,S3260,IT Development,IT-Hardware Maintenance,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128174,643.67,NETCENTRIX LTD,S3260,IT Development,IT-Hardware Maintenance,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128220,154.0,HM COURTS & TRIBUNALS SERVICE,S4784,Legal Services,Legal Expenses,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128129,16.5,NRM LTD,S3721,Farmed Land,Materials,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128129,16.5,NRM LTD,S3721,Farmed Land,Materials,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128129,16.5,NRM LTD,S3721,Farmed Land,Materials,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128140,515.12,MATHEWSON ROSEMOND LTD,S0362,Toilets- Planned Maintenance,Materials,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128178,24.99,STAGE 1 CYCLES LTD,S4544,Tourism,Materials,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128141,100.0,FAIRHURST STONE MERCHANTS LTD,S3038,Workshops,Materials,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128165,52.5,HARTLINGTON FENCING SUPPLIES,S0058,Workshops,Materials,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128191,217.4,REDACTED PERSONAL DATA,S4123,Volunteers,Mileage Volunteers,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128210,292.25,VODAFONE LTD (CORPORATE),S2586,Support Services,Mobile Phones,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128169,8.25,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128169,13.91,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128169,233.92,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128169,401.33,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128138,145.0,EVAC & CHAIR INTERNATIONAL LTD,S2123,Dales Countryside Museum,Premises Maintenance,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128164,1365.98,EXPRESS ELEVATORS,S2498,Dales Countryside Museum,Premises Maintenance,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128166,537.01,EXPRESS ELEVATORS,S2498,Dales Countryside Museum,Premises Maintenance,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128116,143.47,H CLARKE & SONS LTD,S1549,Office Accomodation,Premises Maintenance,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128213,295.0,BILLINGHAM PRESS LTD,S4778,Biodiversity,Printing,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI127950,120.0,ANDREW LATHWELL DESIGN LTD,S2556,Recreational Activities,Printing,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI127950,590.0,ANDREW LATHWELL DESIGN LTD,S2556,Recreational Activities,Printing,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128128,53.0,CHARTERED INSTITUTE FOR ARCHAEOLOGISTS,S4775,Corporate Other Staff Costs,Professional Fees,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128156,145.0,ROYAL TOWN PLANNING INSTITUTE (SUBSCRIPTIONS),S1191,Corporate Other Staff Costs,Professional Fees,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128170,1250.0,KINGS CHAMBERS,S4578,Legal Services,Professional Fees,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128173,333.33,BARBARA RUMSBY T/A SILVER YARD,S4640,Contracts - Access Rangers,Property Rental,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128171,562.5,CARTER TOWLER LTD,S2905,Contracts - Access Rangers,Property Rental,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128199,1000.0,MISS R L HANDY,S1564,Contracts - Land Holdings,Property Rental,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128122,145.0,THE ARCHIPELAGO,S3925,Partnership Centres,Signage and Displays,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128168,22.1,BRITISH TELECOM PLC,S0023,NPC General,Telephone,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PCARD-2017/11,147.95,NBB,,Grassington NPC,Tools & Office Equipment,Y,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128132,100.0,EDEN DISTRICT COUNCIL,S0803,Development Management,Training,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128015,520.0,CORNMILL TEAROOM,S0652,Tourism,Training,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128015,110.25,CORNMILL TEAROOM,S0652,Training,Training,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128117,250.0,LOWE MAINTENANCE,S4357,Training,Training,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128115,225.0,SALFORD PROFESSIONAL DEVELOPMENT,S4774,Training,Training,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128182,2960.0,SMART STYLE TECHNOLOGY TRAINING,S0191,Training,Training,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128214,62.92,YORKSHIRE DALES MILLENNIUM TRUST,S0353,Training,Training,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128106,78.75,SKIPTON SELF DRIVE LTD,S2388,Outreach,Vehicle Hire,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128187,54.85,MIDGLEY MOTOR CARS,S3989,Contracts - Access Rangers,Vehicle Repairs and Maint,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128148,592.67,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128149,65.19,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128153,22.5,SEDBERGH PEOPLES HALL,S0786,Farmed Land,Venue Hire,,,,,
Yorkshire Dales National Park Authority,28/02/2017,PI128204,205.0,EWR SKIPS LTD,S1782,Contracts - Access Rangers,Waste Collection,,,,,
