County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Franklin,Animal,Birds,Finches and Crossbills,Loxia curvirostra,Red Crossbill,S2S3,G5
Clinton,Animal,Fish,Darters and Sunfishes,Etheostoma exile,Iowa Darter,S2,G5
Erie,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Dwarf shrub bog,Dwarf Shrub Bog,S3,G4
Wyoming,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Black spruce-tamarack bog,Black Spruce-Tamarack Bog,S3,G4G5
Nassau,Animal,Fish,Silversides,Menidia menidia,Atlantic Silverside,S2S3,G5
Richmond,Plant,Flowering Plants,Sedges,Carex bullata,Button Sedge,S1,G5
Rensselaer,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,S4,G5
Jefferson,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,"S2S3B,S2N",G5
Tioga,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Kings,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta thula,Snowy Egret,S2S3,G5
Schenectady,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Rockland,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,S2S3,G5?
Essex,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Oclemena nemoralis,Bog Aster,S3,G5
Westchester,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,S5B,G5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Salix cordata,Sand Dune Willow,S2,G4
Madison,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel,S3,G3G4
Lake Erie Open Waters,Animal,Fish,Mooneyes,Hiodon tergisus,Mooneye,S2,G5
Albany,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,S3,G4?
Putnam,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,S3,G4?
Monroe,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,S5,G5
Onondaga,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,S5,G5
Suffolk,Plant,Flowering Plants,Rushes,Juncus ranarius,Seaside Toad Rush,S1,G5
Chenango,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Spruce-fir swamp,Spruce-Fir Swamp,S3,G3G4
Madison,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,S5,G5
Schenectady,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,S2?B,G5
Orange,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler,S5B,G5
Broome,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,S5,G5
Orange,Animal,Reptiles,Turtles,Trachemys scripta,Slider,SNA,G5
Ulster,Animal,Amphibians,Salamanders,Eurycea longicauda,Longtail Salamander,S2S3,G5
Cattaraugus,Plant,Flowering Plants,Other Flowering Plants,Hypericum prolificum,Shrubby St. John's Wort,S2,G5
Genesee,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,S4,G4
Livingston,Plant,Flowering Plants,Other Flowering Plants,Jeffersonia diphylla,Twinleaf,S2,G5
Columbia,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Broome,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,S5B,G5
Ontario,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,S5B,G5
Montgomery,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Niagara,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,S5B,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Rotala ramosior,Tooth Cup,S2,G5
Albany,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,S5,G5
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Haematopus palliatus,American Oystercatcher,S3,G5
Montgomery,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Montgomery,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Chautauqua,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,S2S3B,G5
Oswego,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail,S2,G5
Fulton,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,S3B,G5
Cattaraugus,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,S5,G5
Tioga,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Broome,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,S1,G4
Lewis,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,S3B,G5
Erie,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,S5B,G5
Schenectady,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Jefferson,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Shrub swamp,Shrub Swamp,S5,G5
Yates,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,S5,G5
Onondaga,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Saratoga,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,S2S3,G5
Delaware,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
New York,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,S5,G5
Hamilton,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,S5B,G5
Putnam,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,S1,G3
Suffolk,Plant,Flowering Plants,Sedges,Eleocharis engelmannii,Engelmann's Spike Rush,S1,G4G5
Otsego,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,S3,G4
Monroe,Animal,Birds,Shrikes,Lanius ludovicianus,Loggerhead Shrike,S1B,G4
Rockland,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,S5B,G5
Chautauqua,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedgegrass,S1,G5
Seneca,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,S5,G5
Ulster,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,S1,G1G2
Steuben,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
Ontario,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,S5,G5
Erie,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Erie,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,S5,G5
Warren,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,S2S3,G5
Tompkins,Animal,"Bees, Wasps, and Ants",Bees,Bombus (Bombus) terricola,Yellowbanded Bumble Bee,S1,G5
Putnam,Natural Community,Uplands,Open Uplands,Cliff community,Cliff Community,S4,G5
Jefferson,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,S5,G5
Steuben,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,S3,G4T4
Columbia,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,S5B,G5
Ulster,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,S5,G5
Hamilton,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Rensselaer,Natural Community,Tidal Wetlands,Subtidal Wetlands,Tidal river,Tidal River,S3,G4
Niagara,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,S4,G4
Erie,Plant,Flowering Plants,Other Flowering Plants,Euonymus americanus,American Strawberry Bush,S1,G5
Rensselaer,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Madison,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,S5,G5
Monroe,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,S5B,G5
Rockland,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Schoharie,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,S5B,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Ludwigia sphaerocarpa,Globe-fruited Ludwigia,S2,G5
Steuben,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,S5B,G5
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort,S3,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Crocanthemum propinquum,Early Frostweed,S2,G4
Columbia,Plant,Flowering Plants,Sedges,Carex willdenowii,Willdenow's Sedge,S2S3,G5
Essex,Plant,Ferns and Fern Allies,Clubmosses,Spinulum canadense,Northern Bristly Club Moss,S2,G5T4T5
Nassau,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,S5,G5
Broome,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,S2,G4
Lewis,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake,S4,G5
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,S1S2,G4
Orleans,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet,S5B,G5
Chenango,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,S5B,G5
Onondaga,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Black spruce-tamarack bog,Black Spruce-Tamarack Bog,S3,G4G5
Bronx,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,S2S3,G5
Chautauqua,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,S3,G5T4?
Schoharie,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Nassau,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,S5,G5
Wyoming,Plant,Flowering Plants,Other Flowering Plants,Anticlea elegans var. glauca,Mountain Death Camas,S2,G5T4T5
Otsego,Animal,Fish,"Minnows, Shiners, Suckers",Notropis procne,Swallowtail Shiner,S2,G5
Steuben,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,S5B,G5
Rensselaer,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,S5B,G5
Queens,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Washington,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,S5,G5
Otsego,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,S5,G5
Chenango,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,S3S4B,G5
Chenango,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,S5B,G5
Madison,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,S5B,G5
Chautauqua,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Hemlock-hardwood swamp,Hemlock-Hardwood Swamp,S4,G4G5
Westchester,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,S2S3B,G5
Westchester,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,S4,G5
Lewis,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,S1S2,G5
Ulster,Animal,Butterflies and Moths,Moths,Sympistis dentata,Toothed Apharetra,S2S4,G4
Onondaga,Animal,Birds,"Ducks, Geese, Waterfowl",Anas acuta,Northern Pintail,"S1B,S3N",G5
Greene,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,S5B,G5
Onondaga,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Orange,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will,S3B,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Viburnum nudum var. nudum,Southern Wild Raisin,S1,G5T5
Atlantic Ocean and Long Island Sound,Natural Community,Marine,Marine Subtidal,Marine eelgrass meadow,Marine Eelgrass Meadow,S3,G5
Tompkins,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner,S1,G5
Orange,Animal,Amphibians,Frogs and Toads,Lithobates kauffeldi,Atlantic Coast Leopard Frog,S1S2,G3G4
Essex,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,S2,G4
Columbia,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,S5,G5
Orange,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,S5,G5
Monroe,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,S1,G4
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,S1,G5
Rensselaer,Natural Community,Uplands,Barrens and Woodlands,Calcareous talus slope woodland,Calcareous Talus Slope Woodland,S3,G3G4
Putnam,Animal,Birds,Creepers,Certhia americana,Brown Creeper,S5,G5
Cattaraugus,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,S5B,G5
St. Lawrence,Plant,Flowering Plants,Grasses,Piptatheropsis canadensis,Canada Rice Grass,S2,G5
Oswego,Plant,Flowering Plants,Sedges,Eleocharis quadrangulata,Angled Spike Rush,S1,G5
Oswego,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,S2?,G3
Cortland,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,S5B,G5
Delaware,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,S2S3,G5
Delaware,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,S3,G5
Kings,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta tricolor,Tricolored Heron,S2,G5
Herkimer,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,S5,G5
Kings,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,S3S4,G4G5
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,S3,G5T5
Columbia,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,S2,G3G4
Herkimer,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,S2S3,G5
Ulster,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,S5,G5
Schoharie,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle,S3,G3
Delaware,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,"S2S3B,S2N",G5
Rensselaer,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,S5B,G5
Jefferson,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Putnam,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Steuben,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Madison,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,S3S4B,G5
Genesee,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,S3B,G4
Cayuga,Animal,Reptiles,Turtles,Graptemys geographica,Common Map Turtle,S3,G5
Wayne,Plant,Flowering Plants,Other Flowering Plants,Jeffersonia diphylla,Twinleaf,S2,G5
Clinton,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,S5B,G5
Tioga,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Chenango,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,S2S3,G5
Chenango,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,S5,G5
Lewis,Plant,Flowering Plants,Other Flowering Plants,Potamogeton alpinus,Red Pondweed,S1S2,G5
Westchester,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Wayne,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,S5,G5
Niagara,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Ulster,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot,S3,G5
Tompkins,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster obliqua,Arrowhead Spiketail,S3,G4
Bronx,Plant,Flowering Plants,Other Flowering Plants,Smilax lasioneura,Midwestern Carrion Flower,SH,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Lilaeopsis chinensis,Eastern Grasswort,S2,G5
Steuben,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Schoharie,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,S5,G5
Cortland,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,S5B,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Oxybasis rubra var. rubra,Red Pigweed,S2,G5
Rensselaer,Plant,Flowering Plants,Sedges,Carex mesochorea,Midland Sedge,S2,G4G5
Herkimer,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,S5,G5
Rensselaer,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake,S4,G5
Erie,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,S3,G5
Chemung,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,S3,G5T4?
Richmond,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nyctanassa violacea,Yellow-crowned Night-Heron,S2,G5
Livingston,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,S4,G5
Putnam,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Schuyler,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,S3,G4
Oneida,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Hamilton,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Orleans,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Warren,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,S5B,G5
Madison,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,S5B,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Wintergreen,S2,G5T5
Fulton,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,S5,G5
Genesee,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Wyoming,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler,S5B,G5
Sullivan,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,S2S3,G3G4
Oneida,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,S5,G5
Erie,Animal,Reptiles,Turtles,Emydoidea blandingii,Blanding's Turtle,S2S3,G4
Richmond,Plant,Flowering Plants,Other Flowering Plants,Quercus phellos,Willow Oak,S1,G5
Cortland,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,S5B,G5
Suffolk,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta tricolor,Tricolored Heron,S2,G5
Clinton,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,S5B,G5
Orleans,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,S5,G5
Montgomery,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,S5B,G5
Tompkins,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Triosteum angustifolium,Narrow-leaf Feverwort,SX,G5
Genesee,Animal,Butterflies and Moths,Butterflies and Skippers,Plebejus melissa samuelis,Karner Blue,S1,G5T2
Westchester,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,S3,G5
Ulster,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Nassau,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Plegadis falcinellus,Glossy Ibis,S2,G5
Putnam,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Oswego,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Oswego,Animal,Fish,"Minnows, Shiners, Suckers",Hybognathus hankinsoni,Brassy Minnow,S2,G5
Schuyler,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,S2S3,G3G4
Seneca,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,S5,G5
Saratoga,Plant,Mosses,Other Mosses,Coscinodon cribrosus,Sieve-toothed dry rock moss,S1,G3G4
Herkimer,Animal,Birds,Chickadees and Titmice,Poecile hudsonicus,Boreal Chickadee,S3,G5
Yates,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,S5,G5
Columbia,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,S1,G3
Sullivan,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Chenango,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,S5,G5
Greene,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,S2?B,G5
Oswego,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,S5B,G5
St. Lawrence,Animal,Fish,Mooneyes,Hiodon tergisus,Mooneye,S2,G5
Greene,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,S1,G3
Albany,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,S5B,G5
Greene,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,S2S3,G4?
Columbia,Animal,Animal Assemblages,Animal Assemblages,Anadromous Fish Concentration Area,Anadromous Fish Concentration Area,S3,GNR
Oswego,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,S5B,G5
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush,S1,G5
Schuyler,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,S4B,G5
Albany,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Pine barrens vernal pond,Pine Barrens Vernal Pond,S2,G3G4
Cortland,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Steuben,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Ulster,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,S5B,G5
Orange,Animal,Birds,Owls,Strix varia,Barred Owl,S5,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Lespedeza stuevei,Velvety Bush Clover,S2,G4?
Sullivan,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Washington,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,S2S3B,G5
Otsego,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,S5B,G5
Onondaga,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,S3,G4
Cortland,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Yates,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,S5B,G5
Oswego,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Chautauqua,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,S5B,G5
