COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE,SURFACE LONGITUDE,SURFACE LATITUDE
Unknown,Cattaraugus,Allegany,31009700000000,KC 422,UN,NL,-78.52113,42.006766999999996
Pennzoil Products Co.,Allegany,Bolivar,31003700000000,Ballard 68,UL,IW,-78.18642,42.08594
New York Natural Gas Co.,Livingston,Geneseo,31051000000000,Austin 1,UL,DW,-77.75549000000001,42.76522
Newfield Gas & Oil,Livingston,West Sparta,31051000000000,Bradner 5,UM,GD,-77.74573000000001,42.57874
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-212,UL,IW,-78.57996999999999,42.01713
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 156,UL,OD,-78.05666,42.0766
Unknown,Ontario,East Bloomfield,31069000000000,Davison F J 3,UM,GD,-77.42571,42.86248
Unknown,Cattaraugus,Allegany,31009700000000,KC 290,UM,NL,-78.51417,42.00906
"Republic Light, Heat & Power",Genesee,Pavilion,31037000000000,Cook 2,UM,GD,-78.03643000000001,42.88669
Unknown,Cattaraugus,Allegany,31009700000000,KC 400,UM,NL,-78.52017,42.012619
"Republic Light, Heat & Power",Chautauqua,Arkwright,31013000000000,Vellone D,UN,GD,-79.26794,42.42883
Unknown,Allegany,Bolivar,31003700000000,OR 52,UL,NL,-78.09366,42.06657
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 4A,UL,OD,-78.17988000000001,42.0745
Unknown,Cattaraugus,Allegany,31009700000000,KC 906,UN,NL,-78.54146999999999,42.003956
Ontario Gas,Ontario,Canandaigua,31069000000000,Munson 1,UL,DW,-77.32928000000001,42.82484
Parker,Cattaraugus,Perrysburg,31009000000000,Fee 1,UN,GD,-78.99088,42.51959
Unknown,Allegany,Genesee,31003600000000,Oconnor 18,UL,OD,-78.23809,42.050983
Unknown,Steuben,Greenwood,31101600000000,DOT RT417 #2,UM,NL,,
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 0-18,UL,OD,-77.71795999999999,42.09271
Unknown,Cattaraugus,Allegany,31009700000000,KC 826,UL,NL,-78.53616,42.001759
Unknown,Erie,Brant,31029000000000,Jackson,UN,NL,-79.09201,42.582570000000004
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 353,UL,NL,-77.69599000000001,42.092040000000004
Akron Natural Gas,Erie,Alden,31029000000000,Henskin Emil 3,UN,GD,-78.56663,42.87396
Unknown,Cattaraugus,Allegany,31009700000000,KC 832,UN,NL,-78.53631999999999,42.010109
Unknown,Allegany,Bolivar,31003700000000,Dunn J 94,UN,NL,-78.16013000000001,42.058487
Unknown,Genesee,Batavia,31037000000000,Schulz,UM,DW,-78.22691999999999,42.96535
Unknown,Allegany,Alma,31003700000000,Balcerak G 33,UM,NL,-78.06376,42.063297
Weaver Oil and Gas Cor.,Genesee,Byron,31037000000000,Tyler 1,UM,DW,-78.07706999999999,43.04293
"Haught, Ralph",Allegany,Independence,31003600000000,Haught/Ford 1112,UL,IW,-77.83626,42.095473
Finance Oil & Gas,Erie,Collins,31029100000000,Albert Snow R-87,UN,GD,-78.96791,42.538848
Stanton et al,Yates,Starkey,31123000000000,Andrus 1,UM,DW,-76.98228,42.53224
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 32,UN,NL,-78.14899,42.073818
Ontario Gas,Ontario,Bristol,31069000000000,Olmstead H,UM,DW,,
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 108,UL,OD,-77.97202,42.034031
