Month,Hours
2018-03,132887.25
2018-04,158465.5
2018-05,126512.0
2018-06,126188.0
2018-07,160039.75
2018-08,131111.5
2018-09,161181.5
2018-10,131976.25
2018-11,133289.25
2018-12,163362.75
2019-01,122760.0
2019-02,127408.25
