Site,Location,BRCYear,BRCMonthName,BRCWeek,DayOfWeek,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,Unnamed: 14,Unnamed: 15,Unnamed: 16
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,0.0,23.0,0.0,23.0,23.0,0.0,23.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,1.0,13.0,0.0,13.0,13.0,0.0,13.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,4.0,18.0,0.0,18.0,18.0,0.0,18.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,5.0,48.0,0.0,48.0,48.0,0.0,48.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,6.0,99.0,0.0,99.0,99.0,0.0,99.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,7.0,316.0,0.0,316.0,316.0,0.0,316.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,8.0,1252.0,0.0,1252.0,1252.0,0.0,1252.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,9.0,1616.0,0.0,1616.0,1616.0,0.0,1616.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,10.0,2346.0,0.0,2346.0,2346.0,0.0,2346.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,11.0,2644.0,0.0,2644.0,2644.0,0.0,2644.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,12.0,2474.0,0.0,2474.0,2474.0,0.0,2474.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,13.0,1857.0,0.0,1857.0,1857.0,0.0,1857.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,14.0,1268.0,0.0,1268.0,1268.0,0.0,1268.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,15.0,1330.0,0.0,1330.0,1330.0,0.0,1330.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,16.0,1262.0,0.0,1262.0,1262.0,0.0,1262.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,17.0,1254.0,0.0,1254.0,1254.0,0.0,1254.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,18.0,724.0,0.0,724.0,724.0,0.0,724.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,19.0,328.0,0.0,328.0,328.0,0.0,328.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,20.0,151.0,0.0,151.0,151.0,0.0,151.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,21.0,84.0,0.0,84.0,84.0,0.0,84.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,22.0,123.0,0.0,123.0,123.0,0.0,123.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Tuesday,01-Nov-16,23.0,138.0,0.0,138.0,138.0,0.0,138.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,0.0,26.0,0.0,26.0,26.0,0.0,26.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,1.0,24.0,0.0,24.0,24.0,0.0,24.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,2.0,150.0,0.0,150.0,150.0,0.0,150.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,3.0,127.0,0.0,127.0,127.0,0.0,127.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,4.0,138.0,0.0,138.0,138.0,0.0,138.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,5.0,109.0,0.0,109.0,109.0,0.0,109.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,6.0,35.0,0.0,35.0,35.0,0.0,35.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,7.0,173.0,0.0,173.0,173.0,0.0,173.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,8.0,697.0,0.0,697.0,697.0,0.0,697.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,9.0,534.0,0.0,534.0,534.0,0.0,534.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,10.0,783.0,0.0,783.0,783.0,0.0,783.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,11.0,1393.0,0.0,1393.0,1393.0,0.0,1393.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,12.0,2394.0,0.0,2394.0,2394.0,0.0,2394.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,13.0,2757.0,0.0,2757.0,2757.0,0.0,2757.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,14.0,2187.0,0.0,2187.0,2187.0,0.0,2187.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,15.0,1718.0,0.0,1718.0,1718.0,0.0,1718.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,16.0,1201.0,0.0,1201.0,1201.0,0.0,1201.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,17.0,1188.0,0.0,1188.0,1188.0,0.0,1188.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,18.0,739.0,0.0,739.0,739.0,0.0,739.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,19.0,507.0,0.0,507.0,507.0,0.0,507.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,20.0,243.0,0.0,243.0,243.0,0.0,243.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,21.0,217.0,0.0,217.0,217.0,0.0,217.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,22.0,171.0,0.0,171.0,171.0,0.0,171.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Wednesday,02-Nov-16,23.0,112.0,0.0,112.0,112.0,0.0,112.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,0.0,191.0,0.0,191.0,191.0,0.0,191.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,1.0,203.0,0.0,203.0,203.0,0.0,203.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,2.0,284.0,0.0,284.0,284.0,0.0,284.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,3.0,277.0,0.0,277.0,277.0,0.0,277.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,4.0,272.0,0.0,272.0,272.0,0.0,272.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,5.0,180.0,0.0,180.0,180.0,0.0,180.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,6.0,54.0,0.0,54.0,54.0,0.0,54.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,7.0,64.0,0.0,64.0,64.0,0.0,64.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,8.0,410.0,0.0,410.0,410.0,0.0,410.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,9.0,498.0,0.0,498.0,498.0,0.0,498.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,10.0,765.0,0.0,765.0,765.0,0.0,765.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,11.0,1128.0,0.0,1128.0,1128.0,0.0,1128.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,12.0,2034.0,0.0,2034.0,2034.0,0.0,2034.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,13.0,2600.0,0.0,2600.0,2600.0,0.0,2600.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,14.0,1996.0,0.0,1996.0,1996.0,0.0,1996.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,15.0,1528.0,0.0,1528.0,1528.0,0.0,1528.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,16.0,1061.0,0.0,1061.0,1061.0,0.0,1061.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,17.0,1206.0,0.0,1206.0,1206.0,0.0,1206.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,18.0,952.0,0.0,952.0,952.0,0.0,952.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,19.0,695.0,0.0,695.0,695.0,0.0,695.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,20.0,488.0,0.0,488.0,488.0,0.0,488.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,21.0,415.0,0.0,415.0,415.0,0.0,415.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,22.0,440.0,0.0,440.0,440.0,0.0,440.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Thursday,03-Nov-16,23.0,422.0,0.0,422.0,422.0,0.0,422.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,0.0,7.0,0.0,7.0,7.0,0.0,7.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,5.0,13.0,0.0,13.0,13.0,0.0,13.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,6.0,12.0,0.0,12.0,12.0,0.0,12.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,7.0,104.0,0.0,104.0,104.0,0.0,104.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,8.0,622.0,0.0,622.0,622.0,0.0,622.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,9.0,716.0,0.0,716.0,716.0,0.0,716.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,10.0,1150.0,0.0,1150.0,1150.0,0.0,1150.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,11.0,1832.0,0.0,1832.0,1832.0,0.0,1832.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,12.0,2695.0,0.0,2695.0,2695.0,0.0,2695.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,13.0,2987.0,0.0,2987.0,2987.0,0.0,2987.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,14.0,2403.0,0.0,2403.0,2403.0,0.0,2403.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,15.0,1804.0,0.0,1804.0,1804.0,0.0,1804.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,16.0,1279.0,0.0,1279.0,1279.0,0.0,1279.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,17.0,1086.0,0.0,1086.0,1086.0,0.0,1086.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,18.0,821.0,0.0,821.0,821.0,0.0,821.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,19.0,678.0,0.0,678.0,678.0,0.0,678.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,20.0,380.0,0.0,380.0,380.0,0.0,380.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,21.0,272.0,0.0,272.0,272.0,0.0,272.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,22.0,394.0,0.0,394.0,394.0,0.0,394.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Friday,04-Nov-16,23.0,186.0,0.0,186.0,186.0,0.0,186.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,0.0,272.0,0.0,272.0,272.0,0.0,272.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,1.0,270.0,0.0,270.0,270.0,0.0,270.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,2.0,380.0,0.0,380.0,380.0,0.0,380.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,3.0,318.0,0.0,318.0,318.0,0.0,318.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,4.0,293.0,0.0,293.0,293.0,0.0,293.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,5.0,132.0,0.0,132.0,132.0,0.0,132.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,6.0,122.0,0.0,122.0,122.0,0.0,122.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,7.0,73.0,0.0,73.0,73.0,0.0,73.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,8.0,190.0,0.0,190.0,190.0,0.0,190.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,9.0,809.0,0.0,809.0,809.0,0.0,809.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,10.0,1626.0,0.0,1626.0,1626.0,0.0,1626.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,11.0,2512.0,0.0,2512.0,2512.0,0.0,2512.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,12.0,3384.0,0.0,3384.0,3384.0,0.0,3384.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,13.0,3506.0,0.0,3506.0,3506.0,0.0,3506.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,14.0,3710.0,0.0,3710.0,3710.0,0.0,3710.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,15.0,3001.0,0.0,3001.0,3001.0,0.0,3001.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,16.0,2281.0,0.0,2281.0,2281.0,0.0,2281.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,17.0,1577.0,0.0,1577.0,1577.0,0.0,1577.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,18.0,978.0,0.0,978.0,978.0,0.0,978.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,19.0,632.0,0.0,632.0,632.0,0.0,632.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,20.0,545.0,0.0,545.0,545.0,0.0,545.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,21.0,410.0,0.0,410.0,410.0,0.0,410.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,22.0,492.0,0.0,492.0,492.0,0.0,492.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Saturday,05-Nov-16,23.0,576.0,0.0,576.0,576.0,0.0,576.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,0.0,33.0,0.0,33.0,33.0,0.0,33.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,1.0,232.0,0.0,232.0,232.0,0.0,232.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,2.0,186.0,0.0,186.0,186.0,0.0,186.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,3.0,181.0,0.0,181.0,181.0,0.0,181.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,4.0,137.0,0.0,137.0,137.0,0.0,137.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,5.0,79.0,0.0,79.0,79.0,0.0,79.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,6.0,63.0,0.0,63.0,63.0,0.0,63.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,7.0,2.0,0.0,2.0,2.0,0.0,2.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,8.0,43.0,0.0,43.0,43.0,0.0,43.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,9.0,162.0,0.0,162.0,162.0,0.0,162.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,10.0,400.0,0.0,400.0,400.0,0.0,400.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,11.0,1237.0,0.0,1237.0,1237.0,0.0,1237.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,12.0,1096.0,0.0,1096.0,1096.0,0.0,1096.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,13.0,1264.0,0.0,1264.0,1264.0,0.0,1264.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,14.0,1324.0,0.0,1324.0,1324.0,0.0,1324.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,15.0,1067.0,0.0,1067.0,1067.0,0.0,1067.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,16.0,727.0,0.0,727.0,727.0,0.0,727.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,17.0,365.0,0.0,365.0,365.0,0.0,365.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,18.0,321.0,0.0,321.0,321.0,0.0,321.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,19.0,255.0,0.0,255.0,255.0,0.0,255.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,20.0,236.0,0.0,236.0,236.0,0.0,236.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,21.0,134.0,0.0,134.0,134.0,0.0,134.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,22.0,165.0,0.0,165.0,165.0,0.0,165.0,,,
Leeds,Albion Street North,2016.0,November,44.0,Sunday,06-Nov-16,23.0,86.0,0.0,86.0,86.0,0.0,86.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,0.0,4.0,0.0,4.0,4.0,0.0,4.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,6.0,6.0,0.0,6.0,6.0,0.0,6.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,7.0,96.0,0.0,96.0,96.0,0.0,96.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,8.0,466.0,0.0,466.0,466.0,0.0,466.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,9.0,501.0,0.0,501.0,501.0,0.0,501.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,10.0,921.0,0.0,921.0,921.0,0.0,921.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,11.0,1571.0,0.0,1571.0,1571.0,0.0,1571.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,12.0,2138.0,0.0,2138.0,2138.0,0.0,2138.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,13.0,1983.0,0.0,1983.0,1983.0,0.0,1983.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,14.0,1326.0,0.0,1326.0,1326.0,0.0,1326.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,15.0,1435.0,0.0,1435.0,1435.0,0.0,1435.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,16.0,950.0,0.0,950.0,950.0,0.0,950.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,17.0,895.0,0.0,895.0,895.0,0.0,895.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,18.0,544.0,0.0,544.0,544.0,0.0,544.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,19.0,319.0,0.0,319.0,319.0,0.0,319.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,20.0,152.0,0.0,152.0,152.0,0.0,152.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,21.0,93.0,0.0,93.0,93.0,0.0,93.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,22.0,76.0,0.0,76.0,76.0,0.0,76.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Monday,07-Nov-16,23.0,42.0,0.0,42.0,42.0,0.0,42.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,0.0,15.0,0.0,15.0,15.0,0.0,15.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,1.0,9.0,0.0,9.0,9.0,0.0,9.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,4.0,12.0,0.0,12.0,12.0,0.0,12.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,5.0,33.0,0.0,33.0,33.0,0.0,33.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,6.0,68.0,0.0,68.0,68.0,0.0,68.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,7.0,219.0,0.0,219.0,219.0,0.0,219.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,8.0,872.0,0.0,872.0,872.0,0.0,872.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,9.0,1126.0,0.0,1126.0,1126.0,0.0,1126.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,10.0,1635.0,0.0,1635.0,1635.0,0.0,1635.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,11.0,1843.0,0.0,1843.0,1843.0,0.0,1843.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,12.0,1725.0,0.0,1725.0,1725.0,0.0,1725.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,13.0,1294.0,0.0,1294.0,1294.0,0.0,1294.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,14.0,884.0,0.0,884.0,884.0,0.0,884.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,15.0,927.0,0.0,927.0,927.0,0.0,927.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,16.0,880.0,0.0,880.0,880.0,0.0,880.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,17.0,874.0,0.0,874.0,874.0,0.0,874.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,18.0,505.0,0.0,505.0,505.0,0.0,505.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,19.0,229.0,0.0,229.0,229.0,0.0,229.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,20.0,105.0,0.0,105.0,105.0,0.0,105.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,21.0,59.0,0.0,59.0,59.0,0.0,59.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,22.0,86.0,0.0,86.0,86.0,0.0,86.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Tuesday,08-Nov-16,23.0,96.0,0.0,96.0,96.0,0.0,96.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,0.0,22.0,0.0,22.0,22.0,0.0,22.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,1.0,19.0,0.0,19.0,19.0,0.0,19.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,2.0,122.0,0.0,122.0,122.0,0.0,122.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,3.0,102.0,0.0,102.0,102.0,0.0,102.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,4.0,111.0,0.0,111.0,111.0,0.0,111.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,5.0,89.0,0.0,89.0,89.0,0.0,89.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,6.0,28.0,0.0,28.0,28.0,0.0,28.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,7.0,141.0,0.0,141.0,141.0,0.0,141.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,8.0,566.0,0.0,566.0,566.0,0.0,566.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,9.0,434.0,0.0,434.0,434.0,0.0,434.0,,,
Leeds,Albion Street North,2016.0,November,45.0,Wednesday,09-Nov-16,10.0,637.0,0.0,637.0,637.0,0.0,637.0,,,
