Ecoregion,Park,Point transect name,Point transect identification,Elevation (m),Year,Month,Day,Temperature (Celcius),Sky condition,Wind speed (km/h),Common_Name,Scientific_Name,Number of Birds Detected from 0-3:20 (minutes),Number of Birds Detected from 3:20-6:40 (minutes),Number of Birds Detected from 6:40-10:00 (minutes),Behaviour,Easting coordinate,Northing coordinate
Alpine,GNP,Bald Hills,2,2155,2014,6,23,7,clear,5.9,SAVANNAH SPARROW,Passerculus sandwichensis,0,0,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2014,6,23,7,clear,5.9,VARIED THRUSH,Ixoreus naevius,1,2,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2016,6,29,13.8,Clear,5,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2016,6,29,13.8,Clear,5,VARIED THRUSH,Ixoreus naevius,1,0,0,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2016,6,29,13.8,Clear,5,SAVANNAH SPARROW,Passerculus sandwichensis,1,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2016,6,29,13.8,Clear,5,PINE SISKIN,Carduelis pinus,1,0,0,Calling,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2016,6,29,13.8,Clear,5,unidentified hummingbird,,0,0,1,Other,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2016,6,29,13.8,Clear,5,HORNED LARK,Eremophila alpestris,1,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2016,6,29,13.8,Clear,5,GOLDEN-CROWNED SPARROW,Zonotrichia atricapilla,1,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2016,6,29,13.8,Clear,5,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2016,6,29,13.8,Clear,5,GROUND SQUIRREL,,1,1,1,Calling,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2018,7,13,16.1,clear,6.9,AMERICAN PIPIT,Anthus spinoletta,1,2,2,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2018,7,13,16.1,clear,6.9,HORNED LARK,Eremophila alpestris,1,0,0,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2018,7,13,16.1,clear,6.9,SAVANNAH SPARROW,Passerculus sandwichensis,1,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2018,7,13,16.1,clear,6.9,WHITE-CROWNED SPARROW,Zonotrichia leucophrys,1,1,0,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2018,7,13,16.1,clear,6.9,DARK-EYED JUNCO,Junco hyemalis,1,0,0,Calling,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2018,7,13,16.1,clear,6.9,FOX SPARROW,Passerella iliaca,1,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2018,7,13,16.1,clear,6.9,HERMIT THRUSH,Catharus guttatus,2,2,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2019,7,9,9.1,Scattered,1.6,AMERICAN PIPIT,Anthus spinoletta,1,2,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2019,7,9,9.1,Scattered,1.6,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2019,7,9,9.1,Scattered,1.6,FOX SPARROW,Passerella iliaca,1,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2019,7,9,9.1,Scattered,1.6,HERMIT THRUSH,Catharus guttatus,0,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2019,7,9,9.1,Scattered,1.6,PINE SISKIN,Carduelis pinus,3,2,2,Calling,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2019,7,9,9.1,Scattered,1.6,SAVANNAH SPARROW,Passerculus sandwichensis,1,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2019,7,9,9.1,Scattered,1.6,WHITE-CROWNED SPARROW,Zonotrichia leucophrys,2,2,2,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2019,7,9,9.1,Scattered,1.6,YELLOW-RUMPED WARBLER,Dendroica coronata,1,0,0,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2020,7,21,10.6,Overcast,3.7,WHITE-CROWNED SPARROW,Zonotrichia leucophrys,0,0,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2020,7,21,10.6,Overcast,3.7,HERMIT THRUSH,Catharus guttatus,0,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2020,7,21,10.6,Overcast,3.7,GROUND SQUIRREL,,1,0,0,Calling,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2020,7,21,10.6,Overcast,3.7,GOLDEN-CROWNED SPARROW,Zonotrichia atricapilla,1,1,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2020,7,21,10.6,Overcast,3.7,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Calling,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2020,7,21,10.6,Overcast,3.7,FOX SPARROW,Passerella iliaca,1,0,0,Singing,478009,5681551
Alpine,GNP,Bald Hills,2,2155,2020,7,21,10.6,Overcast,3.7,SAVANNAH SPARROW,Passerculus sandwichensis,0,0,1,Singing,478009,5681551
Alpine,GNP,Bald Hills,3,2187,2013,7,4,10.3,broken,4,AMERICAN ROBIN,Turdus migratorius,1,1,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2013,7,4,10.3,broken,4,VARIED THRUSH,Ixoreus naevius,1,0,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2013,7,4,10.3,broken,4,DARK-EYED JUNCO,Junco hyemalis,1,0,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2013,7,4,10.3,broken,4,FOX SPARROW,Passerella iliaca,1,0,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2014,6,23,11.2,clear,1.8,AMERICAN ROBIN,Turdus migratorius,1,1,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2014,6,23,11.2,clear,1.8,CHIPPING SPARROW,Spizella passerina,0,1,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2014,6,23,11.2,clear,1.8,FOX SPARROW,Passerella iliaca,0,0,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2014,6,23,11.2,clear,1.8,SAVANNAH SPARROW,Passerculus sandwichensis,0,0,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2014,6,23,11.2,clear,1.8,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2016,6,29,15.3,Clear,5,AMERICAN ROBIN,Turdus migratorius,0,0,1,Calling,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2016,6,29,15.3,Clear,5,VARIED THRUSH,Ixoreus naevius,1,0,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2016,6,29,15.3,Clear,5,HORNED LARK,Eremophila alpestris,1,0,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2016,6,29,15.3,Clear,5,HERMIT THRUSH,Catharus guttatus,1,1,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2016,6,29,15.3,Clear,5,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2016,6,29,15.3,Clear,5,FOX SPARROW,Passerella iliaca,1,1,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2016,6,29,15.3,Clear,5,DARK-EYED JUNCO,Junco hyemalis,1,0,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,HORNED LARK,Eremophila alpestris,0,0,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,SECOND UNKNOWN,,0,1,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,TOWNSEND'S SOLITAIRE,Myadestes townsendi,0,1,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,PINE SISKIN,Carduelis pinus,1,0,0,Calling,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,GROUND SQUIRREL,,1,2,1,Calling,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,FOX SPARROW,Passerella iliaca,1,1,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,CHIPPING SPARROW,Spizella passerina,0,1,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,AMERICAN ROBIN,Turdus migratorius,0,1,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,AMERICAN PIPIT,Anthus spinoletta,2,1,2,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2018,7,13,16.3,clear,1.1,SAVANNAH SPARROW,Passerculus sandwichensis,2,2,2,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,HERMIT THRUSH,Catharus guttatus,1,2,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,WHITE-CROWNED SPARROW,Zonotrichia leucophrys,0,1,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,SAVANNAH SPARROW,Passerculus sandwichensis,1,0,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,YELLOW-RUMPED WARBLER,Dendroica coronata,0,1,0,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,PINE SISKIN,Carduelis pinus,0,1,0,Calling,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,FOX SPARROW,Passerella iliaca,2,1,2,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,CHIPPING SPARROW,Spizella passerina,0,1,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,AMERICAN PIPIT,Anthus spinoletta,2,2,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,RED CROSSBILL,Loxia curvirostra,0,0,2,Calling,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2019,7,9,9,Scattered,1,GROUND SQUIRREL,,1,1,1,Calling,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2020,7,21,11.1,Overcast,5.4,GROUND SQUIRREL,,3,3,1,Calling,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2020,7,21,11.1,Overcast,5.4,HERMIT THRUSH,Catharus guttatus,1,0,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2020,7,21,11.1,Overcast,5.4,AMERICAN PIPIT,Anthus spinoletta,1,0,1,Singing,477763,5681723
Alpine,GNP,Bald Hills,3,2187,2020,7,21,11.1,Overcast,5.4,PINE SISKIN,Carduelis pinus,0,1,0,Calling,477763,5681723
Alpine,GNP,Bald Hills,4,2223,2013,7,4,12,clear,2.5,FOX SPARROW,Passerella iliaca,1,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2013,7,4,12,clear,2.5,GROUND SQUIRREL,,1,1,1,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2013,7,4,12,clear,2.5,PINE SISKIN,Carduelis pinus,0,1,0,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,CLARK'S NUTCRACKER,Nucifraga columbiana,1,0,0,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,RED CROSSBILL,Loxia curvirostra,0,0,1,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,PINE GROSBEAK,Pinicola enucleator,0,0,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,HERMIT THRUSH,Catharus guttatus,1,0,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,0,1,0,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,DARK-EYED JUNCO,Junco hyemalis,1,1,0,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,CHIPPING SPARROW,Spizella passerina,0,0,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,AMERICAN ROBIN,Turdus migratorius,1,0,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2014,6,23,8.5,clear,0,FOX SPARROW,Passerella iliaca,1,1,2,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2016,6,29,15,Clear,0,FOX SPARROW,Passerella iliaca,1,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2016,6,29,15,Clear,0,RUBY-CROWNED KINGLET,Regulus calendula,1,1,0,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2016,6,29,15,Clear,0,MOUNTAIN BLUEBIRD,Sialia currucoides,0,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2016,6,29,15,Clear,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,0,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2016,6,29,15,Clear,0,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2016,6,29,15,Clear,0,AMERICAN ROBIN,Turdus migratorius,0,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2016,6,29,15,Clear,0,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2016,6,29,15,Clear,0,HERMIT THRUSH,Catharus guttatus,0,0,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2016,6,29,15,Clear,0,GROUND SQUIRREL,,1,2,1,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,PINE SISKIN,Carduelis pinus,0,0,1,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,WHITE-WINGED CROSSBILL,Loxia leucoptera,1,1,1,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,WHITE-CROWNED SPARROW,Zonotrichia leucophrys,1,1,0,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,SAVANNAH SPARROW,Passerculus sandwichensis,0,1,0,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,FOX SPARROW,Passerella iliaca,2,2,2,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,CHIPPING SPARROW,Spizella passerina,1,0,0,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,CASSIN'S FINCH,Carpodacus cassinii,0,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,AMERICAN PIPIT,Anthus spinoletta,2,2,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2018,7,13,13.2,clear,2.6,TOWNSEND'S SOLITAIRE,Myadestes townsendi,1,0,0,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,HERMIT THRUSH,Catharus guttatus,1,1,2,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,CLARK'S NUTCRACKER,Nucifraga columbiana,0,0,1,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,YELLOW-RUMPED WARBLER,Dendroica coronata,2,2,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,WHITE-CROWNED SPARROW,Zonotrichia leucophrys,0,1,2,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,RED CROSSBILL,Loxia curvirostra,1,0,0,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,RUBY-CROWNED KINGLET,Regulus calendula,1,0,0,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,PINE SISKIN,Carduelis pinus,3,2,2,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,FOX SPARROW,Passerella iliaca,2,1,2,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,AMERICAN PIPIT,Anthus spinoletta,2,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,COMMON RAVEN,Corvus corax,1,0,0,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,GOLDEN-CROWNED SPARROW,Zonotrichia atricapilla,1,0,0,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,CHIPPING SPARROW,Spizella passerina,1,1,0,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2019,7,9,6.6,Scattered,0,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2020,7,21,12.8,Overcast,0,HERMIT THRUSH,Catharus guttatus,1,0,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2020,7,21,12.8,Overcast,0,PINE SISKIN,Carduelis pinus,0,0,1,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2020,7,21,12.8,Overcast,0,CLARK'S NUTCRACKER,Nucifraga columbiana,0,1,0,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2020,7,21,12.8,Overcast,0,GROUND SQUIRREL,,4,4,2,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2020,7,21,12.8,Overcast,0,AMERICAN PIPIT,Anthus spinoletta,1,0,1,Calling,477481,5681611
Alpine,GNP,Bald Hills,4,2223,2020,7,21,12.8,Overcast,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,477481,5681611
Alpine,GNP,Bald Hills,5,2269,2013,7,4,15,clear,1.5,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2013,7,4,15,clear,1.5,AMERICAN ROBIN,Turdus migratorius,0,0,1,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2013,7,4,15,clear,1.5,FOX SPARROW,Passerella iliaca,0,0,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2013,7,4,15,clear,1.5,GROUND SQUIRREL,,0,1,1,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2013,7,4,15,clear,1.5,HORNED LARK,Eremophila alpestris,0,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2013,7,4,15,clear,1.5,PINE SISKIN,Carduelis pinus,2,1,0,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2014,6,23,5.4,clear,2.5,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2014,6,23,5.4,clear,2.5,AMERICAN ROBIN,Turdus migratorius,2,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2014,6,23,5.4,clear,2.5,PINE SISKIN,Carduelis pinus,1,0,0,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2016,6,29,11.3,Clear,0,AMERICAN PIPIT,Anthus spinoletta,1,0,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2016,6,29,11.3,Clear,0,AMERICAN ROBIN,Turdus migratorius,1,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2016,6,29,11.3,Clear,0,DARK-EYED JUNCO,Junco hyemalis,1,0,0,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2016,6,29,11.3,Clear,0,FOX SPARROW,Passerella iliaca,1,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2016,6,29,11.3,Clear,0,GROUND SQUIRREL,,1,1,1,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2016,6,29,11.3,Clear,0,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2016,6,29,11.3,Clear,0,HORNED LARK,Eremophila alpestris,1,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2016,6,29,11.3,Clear,0,RUBY-CROWNED KINGLET,Regulus calendula,0,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2018,7,13,12.1,clear,3.1,PINE SISKIN,Carduelis pinus,1,0,0,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2018,7,13,12.1,clear,3.1,YELLOW-RUMPED WARBLER,Dendroica coronata,1,0,0,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2018,7,13,12.1,clear,3.1,RUBY-CROWNED KINGLET,Regulus calendula,1,0,0,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2018,7,13,12.1,clear,3.1,CHIPPING SPARROW,Spizella passerina,1,0,0,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2018,7,13,12.1,clear,3.1,AMERICAN PIPIT,Anthus spinoletta,2,2,2,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2018,7,13,12.1,clear,3.1,AMERICAN ROBIN,Turdus migratorius,1,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2018,7,13,12.1,clear,3.1,FOX SPARROW,Passerella iliaca,1,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2019,7,9,7,Scattered,3.1,HERMIT THRUSH,Catharus guttatus,1,0,0,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2019,7,9,7,Scattered,3.1,PINE SISKIN,Carduelis pinus,0,1,1,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2019,7,9,7,Scattered,3.1,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,1,2,0,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2019,7,9,7,Scattered,3.1,FOX SPARROW,Passerella iliaca,2,1,2,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2019,7,9,7,Scattered,3.1,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2019,7,9,7,Scattered,3.1,AMERICAN ROBIN,Turdus migratorius,1,0,1,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2019,7,9,7,Scattered,3.1,AMERICAN PIPIT,Anthus spinoletta,1,2,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2020,7,21,14.1,Broken,5.5,SAVANNAH SPARROW,Passerculus sandwichensis,0,1,1,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2020,7,21,14.1,Broken,5.5,FOX SPARROW,Passerella iliaca,0,1,1,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2020,7,21,14.1,Broken,5.5,GROUND SQUIRREL,,1,0,1,Calling,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2020,7,21,14.1,Broken,5.5,AMERICAN PIPIT,Anthus spinoletta,1,0,0,Singing,477185,5681655
Alpine,GNP,Bald Hills,5,2269,2020,7,21,14.1,Broken,5.5,HERMIT THRUSH,Catharus guttatus,1,0,0,Singing,477185,5681655
Alpine,GNP,Bald Hills,8,2060,2014,6,23,6.7,scattered,2.2,YELLOW-RUMPED WARBLER,Dendroica coronata,0,1,1,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2014,6,23,6.7,scattered,2.2,DARK-EYED JUNCO,Junco hyemalis,0,1,1,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2014,6,23,6.7,scattered,2.2,FOX SPARROW,Passerella iliaca,1,1,1,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2014,6,23,6.7,scattered,2.2,HORNED LARK,Eremophila alpestris,1,1,1,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2014,6,23,6.7,scattered,2.2,WHITE-TAILED PTARMIGAN,Lagopus leucurus,1,0,0,Calling,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2016,6,29,15,Clear,2,SAVANNAH SPARROW,Passerculus sandwichensis,0,1,0,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2016,6,29,15,Clear,2,RUBY-CROWNED KINGLET,Regulus calendula,0,0,1,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2016,6,29,15,Clear,2,PINE SISKIN,Carduelis pinus,1,0,0,Calling,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2016,6,29,15,Clear,2,HORNED LARK,Eremophila alpestris,1,1,1,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2016,6,29,15,Clear,2,GROUND SQUIRREL,,1,0,0,Calling,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2016,6,29,15,Clear,2,FOX SPARROW,Passerella iliaca,1,1,1,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2016,6,29,15,Clear,2,AMERICAN PIPIT,Anthus spinoletta,1,0,1,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2016,6,29,15,Clear,2,DARK-EYED JUNCO,Junco hyemalis,1,0,1,Singing,478577,5681599
Alpine,GNP,Bald Hills,8,2060,2018,7,13,14.5,clear,7,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2018,7,13,14.5,clear,7,PINE SISKIN,Carduelis pinus,2,1,1,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2018,7,13,14.5,clear,7,FOX SPARROW,Passerella iliaca,0,1,1,Singing,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2018,7,13,14.5,clear,7,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,476955,5681271
