Production Year,Operator,County,Town,Producing Formation,Injection Wells,Disposal Wells,"Oil Produced, bbl",Purchaser Codes
1992,United States Gypsum Co.,Wyoming,BENNINGTON,MEDINA,0,0,0,GR
1992,"Fancher, Mark",Cattaraugus,DAYTON,MEDINA,0,0,0,
1995,"Ransom Rail Farm, Inc.",Wyoming,PERRY,MEDINA,0,0,0,
1981,White & Jackson,Allegany,WILLING,FULMER VALLEY,0,0,0,
1998,"Ardent Resources, Inc.",Madison,EATON,NONE SPECIFIED,0,0,0,
1982,Byron-Bergen Central School,Genesee,BERGEN,MEDINA,0,0,0,
1995,Arlington Exploration Co.,Steuben,JASPER,ONONDAGA,0,0,0,
1985,Columbia Gas Transmission Corp.,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GH
1987,Perkins & Gondree,Erie,BRANT,MEDINA,0,0,0,GK
1987,"Stedman Energy, Inc.",Chautauqua,HARMONY,MEDINA,0,0,0,GX
1991,"SCG Gas Quest, Inc.",Erie,EDEN,MEDINA,0,0,0,GK
1972,"Cato Development, Inc.",Cayuga,,,0,0,0,
1995,Greene Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,60,OC
1987,BBI Curacao N.V.,Cattaraugus,ALLEGANY,BRADFORD,178,0,1750,GT
1991,Cox Family Farm,Onondaga,LYSANDER,TRENTON,0,0,0,
1992,"Oil, Gas & Land Services, Inc.",Chautauqua,GERRY,MEDINA,0,0,0,GX
1997,"Loree, Ann E.",Yates,BENTON,QUEENSTON,0,0,0,
1976,"Hanover Gas & Oil, Inc.",Chautauqua,POMFRET,MEDINA,0,0,0,GK
1980,Roma Gas Progra,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GK
1972,Goodman Pipe Co.,Cattaraugus,DAYTON,MEDINA,0,0,0,
1990,Permclip Products Corporation,Erie,TONAWANDA,MEDINA,0,0,0,
1978,National Fuel Gas Supply Corp.,Erie,EDEN,MEDINA,0,0,0,
1980,"Flint Oil & Gas, Inc.",Erie,HAMBURG,MEDINA,0,0,0,GK
1990,J & L Oil & Gas Corp.,Chautauqua,DUNKIRK,MEDINA,0,0,0,GK
1979,"Torrey, Richard",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,0,
1989,"Alden Aurora Gas Co.,  Inc.",Genesee,DARIEN,MEDINA,0,0,0,GN
1996,Lomak Operating Company,Chautauqua,KIANTONE,MEDINA,0,0,0,GK
1993,"Tony's, Inc.",Chautauqua,DUNKIRK,MEDINA,0,0,0,
1996,"Robnett, Esabelle",Erie,NEWSTEAD,MEDINA,0,0,0,
1976,"Paragon Resources, Inc.",Chautauqua,POMFRET,MEDINA,0,0,0,GK
1987,"Arrowhead Gas Producers, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,27759,OB
1978,"Karim, Raja Abdul",Cayuga,CATO,TRENTON,0,0,0,
1991,"Plants and Goodwin, Inc.",Allegany,SCIO,RICHBURG,0,0,53,OB
1995,Saint Barnabas R.C. Church,Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1994,"Dunbar, Helen A.",Seneca,VARICK,QUEENSTON,0,0,0,
1976,"Gaylor, Josephine M.",Cattaraugus,,BRADFORD,0,0,0,
1979,"Clarence Research Park, Inc.",Erie,CLARENCE,MEDINA,0,0,0,GS
1996,Altimus & Associates,Chautauqua,POMFRET,MEDINA,0,0,0,GK
1992,"Energy Control Unlimited, Inc.",Cattaraugus,LEON,MEDINA,0,0,0,GX
1986,"Hugoton Petroleum,  Inc.",Chautauqua,NORTH HARMONY,ONONDAGA,0,0,21218,"GH,OC"
1977,National Fuel Gas Supply Corp.,Erie,WEST SENECA,MEDINA,0,0,0,
1998,Miller Gas Corp.,Wyoming,MIDDLEBURY,MEDINA,0,0,0,
1980,"P & S Drilling, Inc.",Erie,ELMA,MEDINA,0,0,0,GK
1994,"Subsea Oil & Gas, Inc.",Erie,EVANS,MEDINA,0,0,0,GK
1999,"Four C's Drilling, Inc.",Cattaraugus,CONEWANGO,MEDINA,0,0,0,
1991,CNG Transmission Corp.,Madison,LEBANON,HERKIMER-ONEIDA,0,0,0,GX
1988,"Frey Well Drilling, Inc.",Genesee,,,0,0,0,
1985,"Lenape Resources Corp., The",Chautauqua,CHERRY CREEK,MEDINA,0,0,0,
1999,Schreiner Oil and Gas Inc.,Erie,NEWSTEAD,MEDINA,0,0,0,
1992,Meridian Exploration Corp.,Seneca,FAYETTE,QUEENSTON,0,0,0,GX
1973,Iroquois Gas Corp.,Cattaraugus,OTTO,MEDINA,0,0,0,
1988,"Trahan Petroleum, Inc.",Chautauqua,ELLINGTON,MEDINA,0,0,0,GH
1990,"Vandermark Exploration, Inc.",Allegany,SCIO,ORISKANY,0,0,232,"GH,OB"
1978,"Flint Oil & Gas, Inc.",Chautauqua,HANOVER,MEDINA,0,0,0,GK
1993,"Charrington Creek, Inc,",Chautauqua,CHERRY CREEK,MEDINA,0,0,0,
1989,"Freeman, Terrence R.",Allegany,WARD,SCIO,0,0,0,
1987,"Remington, Donald",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,465,OC
1990,"Engx, Inc.",Chautauqua,NORTH HARMONY,ONONDAGA-BASS ISLAND,0,0,3828,OB
1988,Mitchell Exploration Corp.,Cattaraugus,MACHIAS,MEDINA,0,0,0,
1995,U S Energy Development Corp.,Erie,CONCORD,ONONDAGA,0,0,0,GK
1993,Cabot Oil & Gas Corp.,Chautauqua,CLYMER,ONONDAGA-BASS ISLAND,0,0,0,GH
1987,"Renard Resources Co., Inc.",Allegany,BOLIVAR,RICHBURG,0,0,1956,"OA,GI"
1993,Eye Petroleum Association,Erie,EDEN,MEDINA,0,0,0,"GD,GK"
1980,"Bunnell, Herbert F.",Allegany,ALMA,RICHBURG,39,0,249,OB
1992,"J M Resources, Inc.",Chautauqua,POMFRET,MEDINA,0,0,0,GK
1987,"Teepee Petroleum,  Inc.",Chautauqua,WESTFIELD,MEDINA,0,0,0,"GH,GX"
1992,"Esterline, Norma K.",Chautauqua,CLYMER,MEDINA,0,0,0,
1971,"Gorton, Leonette",Allegany,ALMA,,0,0,39,OB
1969,Iroquois Gas Corp.,Allegany,ALMA,CHEMUNG,0,0,0,GX
1990,Texas Meridian Operating Co.,Chautauqua,HANOVER,MEDINA,0,0,0,GX
1999,"Desert Gas Exploration, Inc.",Chautauqua,POMFRET,ONONDAGA,0,0,1,OD
1985,Sobrietto & Co.,Chautauqua,POMFRET,MEDINA,0,0,0,GK
1991,U S Energy Development Corp.,Chautauqua,BUSTI,MEDINA,0,0,0,GK
1989,Fault Line Oil Corporation,Cattaraugus,FREEDOM,MEDINA,0,0,0,GX
1982,"Local Energy, Inc.",Chautauqua,HANOVER,MEDINA,0,0,0,GK
1999,Great Lakes Energy Partners,Erie,EDEN,MEDINA,0,0,0,GK
1993,"McCool, John E.",Cattaraugus,SOUTH VALLEY,MEDINA,0,0,0,GH
1976,National Fuel Gas Supply Corp.,Erie,COLDEN,MEDINA,0,0,0,
1968,"Pennsylvania Gas Co.,  Inc.",Chautauqua,GERRY,MEDINA,0,0,0,GX
1973,"Stevenson, Scott R Jr",Cattaraugus,CARROLLTON,UPPER DEVONIAN,0,0,567,OA
1990,"Reserve Gas Company, Inc.",Genesee,DARIEN,MEDINA,0,0,0,GN
1986,"Doran & Associates, Inc.",Chautauqua,CARROLL,GLADE,0,0,202,OB
1984,"Local Energy, Inc.",Erie,ELMA,MEDINA,0,0,0,GK
1986,"P S C Resources, Inc.",Erie,EVANS,MEDINA,0,0,0,GX
1999,Belden & Blake Corporation,Erie,EVANS,MEDINA,0,0,0,GK
1992,Alden Central School District,Erie,ALDEN,MEDINA,0,0,0,
1983,Joyce Management Corp.,Allegany,ANDOVER,PENNY,0,0,222,
1985,"Leon, Earl W",Allegany,ALFRED,CHEMUNG,0,0,0,
1993,Mitchell Exploration Corp.,Cattaraugus,FARMERSVILLE,MEDINA,0,0,0,
1992,Donovan & Bess,Allegany,BOLIVAR,WAUGH & PORTER,0,0,112,
1984,National Fuel Gas Supply Corp.,Chautauqua,PORTLAND,MEDINA,0,0,0,
1977,"Catania,  Joseph T.",Chautauqua,WESTFIELD,MEDINA,0,0,0,GK
1997,"North American Petroleum, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GK
1987,"Universal Resources Holdings, Incorporated",Chautauqua,ELLICOTT,MEDINA,0,0,0,GK
1981,D. A. Griffin Corp.,Erie,WEST SENECA,MEDINA,0,0,0,
1979,Richardson Petroleum Corp.,Allegany,INDEPENDENCE,FULMER VALLEY,64,0,20781,"GK,OB"
1997,Seneca Resources Corporation,Chautauqua,STOCKTON,DEVONIAN SHALE,0,0,0,GK
1986,Miller Brewing Co.,Cayuga,SPRINGPORT,QUEENSTON,0,0,0,
1976,"Mesler, Norman C",Allegany,BOLIVAR,RICHBURG,0,0,167,OB
1983,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,3,0,4901,
1992,"Fairbank, A. Joseph",Chautauqua,HARMONY,MEDINA,0,0,0,GX
1987,Bucher Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,0,
1997,"Green, Laura",Chautauqua,PORTLAND,MEDINA,0,0,0,
1991,"J M Resources, Inc.",Chautauqua,VILLENOVA,MEDINA,0,0,0,GK
1993,CNG Transmission Corp.,Cayuga,SPRINGPORT,QUEENSTON,0,0,0,GI
1994,Eden Central School District,Erie,EDEN,MEDINA,0,0,0,
1990,Edisto Resources Corp.,Cattaraugus,RANDOLPH,MEDINA,0,0,491,"GH,OB"
1993,Perry Energy II,Wyoming,PERRY,MEDINA,0,0,0,GP
1984,"Templeton Energy,  Inc.",Chautauqua,SHERIDAN,MEDINA,0,0,0,GK
1986,"Templeton Energy,  Inc.",Chautauqua,HANOVER,MEDINA,0,0,0,GK
1986,"Cargill, Incorporated",Schuyler,DIX,,0,0,0,
1974,"Reserve Gas Company, Inc.",Erie,,MEDINA,0,0,0,GX
1998,"Steimle, Shirley L.",Cayuga,OWASCO,QUEENSTON,0,0,0,
1987,Benson Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,28,0,3475,"OA,OB"
1998,Lomak Operating Company,Erie,ALDEN,MEDINA,0,0,0,GK
1989,"Smith, Wayne P.",Allegany,RUSHFORD,UPPER DEVONIAN,0,0,0,
1983,"Bucher, William C",Cattaraugus,ALLEGANY,BRADFORD,0,0,223,
1981,"Fords Brook, Inc.",Allegany,ALMA,RICHBURG,0,0,147,GX
1993,"Bannon Energy, Inc.",Allegany,SCIO,ORISKANY,0,0,0,GM
1992,Oil & Gas Developers of NY & PA,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,130,
1994,"Stiegler, Richard M",Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1982,National Fuel Gas Supply Corp.,Ontario,BRISTOL,MEDINA,0,0,0,
1998,"Pan Energy Company, Inc.",Genesee,PEMBROKE,MEDINA,0,0,0,GX
1988,"Arapaho Ventures of NY, Inc.",Wyoming,COVINGTON,MEDINA,0,0,0,GH
1970,Hunt Oil Co.,Allegany,ANDOVER,RICHBURG,0,0,0,OB
1986,Vandermark Associates,Allegany,WARD,ORISKANY,0,0,0,GH
1988,"Envirogas, Inc.",Cattaraugus,RANDOLPH,MEDINA,0,0,0,GH
1997,"Dudar, John",Allegany,ALMA,RICHBURG,0,0,0,
1985,"Lenape Resources Corp., The",Chautauqua,ELLERY,BASS ISLAND,0,0,0,GQ
1988,"Midwest Exploration, Inc.",Erie,EDEN,MEDINA,0,0,0,"GK,GX"
1998,"Uhl, Donna M.",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,179,OA
1996,"Universal Resources Holdings, Incorporated",Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1987,"Abarta Oil & Gas, Inc.",Erie,EVANS,MEDINA,0,0,0,"GK,GX"
1993,Equitable Resources Exploraration,Chautauqua,POLAND,MEDINA,0,0,0,GX
1967,Iroquois Gas Corp.,Allegany,INDEPENDENCE,ORISKANY,0,0,0,GX
1998,"Weil Resources, Inc.",Cattaraugus,EAST OTTO,MEDINA,0,0,0,
1982,Ellis Hill Oil Co.,Cattaraugus,OTTO,MEDINA,0,0,0,GK
1998,"Hemlock Oil & Gas Co., Inc.",Chautauqua,CARROLL,UPPER DEVONIAN,0,0,0,
1997,J. J. Bucher Producing Corporation,Allegany,BOLIVAR,RICHBURG,16,0,1771,OD
1995,Carol Holly Oil Corp.,Chautauqua,CARROLL,MEDINA,0,0,0,GK
1993,"Nornew, Inc.",Chautauqua,CARROLL,MEDINA,0,0,0,GK
1982,Berea Oil & Gas Corp.,Chautauqua,WESTFIELD,MEDINA,0,0,0,GX
1996,"Stiegler, Richard M",Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1979,Sprague Oil Co.,Allegany,,,0,0,0,
1996,"Masterson, Michael",Erie,AURORA,MEDINA,0,0,0,
1994,"Desert Gas Exploration, Inc.",Chautauqua,GERRY,MEDINA,0,0,0,
1999,Cunningham Natural Gas Corp.,Allegany,WILLING,MEDINA,0,0,0,
1998,"Pefley Oil & Gas, Inc.",Cattaraugus,DAYTON,NONE SPECIFIED,0,0,0,
1999,"Chautauqua Energy, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GK
1987,"J M Resources, Inc.",Chautauqua,POMFRET,MEDINA,0,0,0,GK
1986,"P & S Drilling, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,0,OB
1973,"Bunnell, Herbert F.",Allegany,BOLIVAR,RICHBURG,0,0,3572,OB
1988,"Doran & Associates, Inc.",Chautauqua,WESTFIELD,MEDINA,0,0,0,GK
1994,"Rotunda Estate, Sandy",Chautauqua,POMFRET,MEDINA,0,0,0,
1996,"Yahn & Yahn, Inc.",Steuben,WEST UNION,FULMER VALLEY,0,0,812,OC
1991,Flanigan Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,0,
1995,Newman & Shannon Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,70,OC
1986,Walker Exploration & Production Corp.,Chautauqua,FRENCH CREEK,MEDINA,0,0,0,GH
1997,"GFS Energy, Inc.",Erie,EDEN,MEDINA,0,0,0,GK
1985,Maynard Oil Co.,Erie,CONCORD,MEDINA,0,0,0,"GK,GX"
1986,"F. L. Stead & Associates,  Inc.",Erie,EVANS,MEDINA,0,0,0,GU
1998,"Williams, Dennis J.",Cattaraugus,CARROLLTON,BRADFORD,0,0,0,OD
1984,"Trapper Resources, Inc.",Chautauqua,ARKWRIGHT,MEDINA,0,0,0,"GK,GX"
1986,"Plants and Goodwin, Inc.",Allegany,GENESEE,RICHBURG,0,0,0,
1998,"REI-NY, LLC",Chautauqua,CHERRY CREEK,MEDINA,0,0,0,GH
1991,Carterr Oil Company,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,6729,OA
1998,"Newman, Edgar F",Cattaraugus,CARROLLTON,CHIPMUNK,5,0,1143,OD
1997,"Matrix Energy Development, Inc.",Erie,EDEN,MEDINA,0,0,0,
1994,Sisters of St. Joseph,Erie,CLARENCE,MEDINA,0,0,0,
1994,Whiting Well Partnership,Erie,NEWSTEAD,MEDINA,0,0,0,GX
1994,"Loch Exploration, Inc.",Wyoming,JAVA,MEDINA,0,0,0,GR
1983,Seis-Ex Geophysical Ltd,Chautauqua,KIANTONE,MEDINA,0,0,0,
1986,"Iantorno, Rubens",Allegany,BOLIVAR,RICHBURG,0,0,0,OB
1986,U S Energy Development Corp.,Chautauqua,CHERRY CREEK,MEDINA,0,0,0,GX
1997,"Stedman Energy, Inc.",Chautauqua,NORTH HARMONY,MEDINA,0,0,0,GH
1990,Carterr Oil Company,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,3394,OA
1984,"Evinczik, Mitchell B",Chautauqua,JAMESTOWN,GLADE,0,0,55,OB
1992,"O'Connor, James M.",Allegany,GENESEE,RICHBURG,0,0,62,OC
1994,"Tony's, Inc.",Chautauqua,DUNKIRK,MEDINA,0,0,0,
1986,"Doran & Associates, Inc.",Chautauqua,MINA,MEDINA,0,0,0,GH
1989,Oak Hill Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,394,OA
1982,"Clarence Research Park, Inc.",Erie,CLARENCE,MEDINA,0,0,0,GS
1989,"Cordova Resources, Inc.",Chautauqua,DUNKIRK,MEDINA,0,0,0,
1985,21 West Green Street Associates,Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1995,"Heintz Gas & Oil Co., Inc.",Chautauqua,SHERIDAN,MEDINA,0,0,0,GD
1983,Maynard Oil Co.,Erie,ORCHARD PARK,MEDINA,0,0,0,
1982,National Fuel Gas Supply Corp.,Steuben,CANISTEO,MEDINA,0,0,0,
1986,Walker Exploration & Production Corp.,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,"GH,GK"
1986,Arkwright Brine & Gas Co.,Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1985,Berea Oil & Gas Corp.,Chautauqua,CHERRY CREEK,MEDINA,0,0,0,GH
1981,"Local Energy, Inc.",Chautauqua,HANOVER,MEDINA,0,0,0,GK
1998,"McGill, Dennis M.",Chautauqua,MINA,MEDINA,0,0,0,
1993,"Chautauqua Energy, Inc.",Chautauqua,PORTLAND,MEDINA,0,0,0,GK
1971,Far Away Estates Associates,Erie,EVANS,MEDINA,0,0,0,GX
1993,Douglas Oil & Gas Limited Partnership,Chautauqua,HARMONY,MEDINA,0,0,0,
1996,"Resource America, Inc.",Chautauqua,NORTH HARMONY,MEDINA,0,0,0,GH
1998,"Hemlock Oil & Gas Co., Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,1579,OA
1985,We Got Da Gas Ltd. Partnership,Chautauqua,PORTLAND,MEDINA,0,0,0,GK
1996,Altimus & Associates,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,1,OA
1997,"Pan Energy Company, Inc.",Erie,HAMBURG,MEDINA,0,0,0,GX
1984,Templeton & Woods,Cattaraugus,CARROLLTON,BRADFORD,0,0,110,OC
1990,"Weil Resources, Inc.",Erie,ORCHARD PARK,MEDINA,0,0,0,GK
1974,James V. Joyce/DBA Pipeline Co.,Steuben,,ORISKANY,0,0,0,GH
1976,Reese Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,44,OX
1989,"Alden Aurora Gas Co.,  Inc.",Erie,LANCASTER,MEDINA,0,0,0,GK
1994,"Yahn & Yahn, Inc.",Steuben,WEST UNION,FULMER VALLEY,0,0,1489,OC
1997,United States Gypsum Co.,Genesee,PEMBROKE,MEDINA,0,0,0,GR
1986,Gypsum Energy Management Co.,Genesee,OAKFIELD,MEDINA,0,0,0,"GR,GX"
1983,4-R Investment Co.,Chautauqua,GERRY,MEDINA,0,0,0,
1983,"Shultz, Martin K",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,6642,
1972,"D.W. Franchot & Co., Inc.",Allegany,ALMA,RICHBURG,0,0,631,OB
1986,"Angell,George B",Allegany,ALMOND,MARCELLUS,0,0,0,GK
1987,"Subsea Oil & Gas, Inc.",Erie,EDEN,MEDINA,0,0,0,"GK,GX"
1983,National Fuel Gas Supply Corp.,Allegany,ALMA,CHEMUNG,0,0,0,
1975,Consolidated Gas Supply Corp.,Seneca,FAYETTE,QUEENSTON,0,0,0,GX
1997,"Geo Ventures, Inc.",Erie,BOSTON,MEDINA,0,0,0,GX
1986,Meridian Exploration Corp.,Chautauqua,POMFRET,MEDINA,0,0,0,GK
1990,Alden Central School District,Erie,ALDEN,MEDINA,0,0,0,
1998,"REI-NY, LLC",Chautauqua,CHARLOTTE,PERRYSBURG,0,0,0,
1998,"Pan Energy Company, Inc.",Erie,BRANT,MEDINA,0,0,0,GX
1996,Fault Line Oil Corporation,Cattaraugus,MACHIAS,MEDINA,0,0,0,GX
1999,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,0,0,0,GN
1998,"Excel Industries, Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,
1984,"Warner Bros Well Drilling, Inc",Chautauqua,SHERIDAN,MEDINA,0,0,0,GK
1984,"Reserve Gas Company, Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,GN
1992,"Atwood Energy, Inc.",Steuben,TUSCARORA,ORISKANY,0,0,0,
1967,"Evinczik, Joseph A",Chautauqua,,GLADE,0,0,741,OB
1983,"Miller, Connie S.",Erie,HAMBURG,MEDINA,0,0,0,
1990,Regal Energy Limited,Erie,NORTH COLLINS,MEDINA,0,0,0,GK
1975,"Edgecliff Resources, Inc.",Chautauqua,FRENCH CREEK,MEDINA,0,0,0,
1991,"Weeks, Richard E.",Allegany,WARD,SCIO,0,0,40,OC
1994,"Meter, Erin L. & William J.",Livingston,WEST SPARTA,MARCELLUS,0,0,0,
1998,"Olson, Gilbert L.",Chautauqua,ELLERY,MEDINA,0,0,0,
1994,"Parker, D.M.",Onondaga,LYSANDER,QUEENSTON,0,0,0,
1987,"Alden Aurora Gas Co.,  Inc.",Erie,CLARENCE,MEDINA,0,0,0,GK
1987,Estate of James D. Greene,Allegany,ALMA,RICHBURG,15,0,902,OB
1991,United States Gypsum Co.,Genesee,ALEXANDER,MEDINA,0,0,0,GR
1992,U S Energy Development Corp.,Chautauqua,BUSTI,MEDINA,0,0,0,GK
1984,K-Arcy Corp.,Allegany,BOLIVAR,RICHBURG,0,0,1152,OB
1999,"Rotunda Estate, Sandy",Chautauqua,POMFRET,MEDINA,0,0,0,
1976,"Haywood, Henry G",Chemung,VAN ETTEN,ORISKANY,0,0,0,
1997,"Gerry Homes, Inc., The",Chautauqua,GERRY,MEDINA,0,0,0,
1996,"Reynolds, James W",Allegany,ANDOVER,RICHBURG,0,0,0,
1986,Akron Gas Corp.,Erie,NEWSTEAD,MEDINA,0,0,0,GX
1987,"Amos Zittel & Sons, Inc.",Erie,EDEN,MEDINA,0,0,0,
1977,"Wanamaker, Raymond & Aletha",Erie,HOLLAND,MEDINA,0,0,0,GK
1985,"Nerreter, Eleanor G",Erie,HAMBURG,MEDINA,0,0,0,GK
1980,"Basic Energy Producers, Inc.",Chautauqua,CHARLOTTE,MEDINA,0,0,0,GK
1991,Shawnee Operating Co.,Erie,EVANS,MEDINA,0,0,0,
1976,"Operating Engineers Local 17 Training Fund, Inc.",Erie,HAMBURG,MEDINA,0,0,0,GK
1993,Miller Brewing Co.,Cayuga,SENNETT,QUEENSTON,0,0,0,GB
1979,National Fuel Gas Supply Corp.,Chautauqua,SHERIDAN,MEDINA,0,0,0,
1975,"Flint Oil & Gas, Inc.",Cattaraugus,OTTO,MEDINA,0,0,0,GK
1984,"Winter's Railroad Service, Inc",Erie,NORTH COLLINS,MEDINA,0,0,0,
1967,Consolidated Gas Supply Corp.,Wyoming,COVINGTON,MEDINA,0,0,0,
1995,Dunning & Barnes Oil Co.,Allegany,GENESEE,RICHBURG,0,0,43,OC
1993,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,ORISKANY,0,0,0,
1981,L. W. Resources,Cattaraugus,ALLEGANY,BRADFORD,0,0,65,OB
1985,Columbia Gas Transmission Corp.,Cattaraugus,CONEWANGO,MEDINA,0,0,0,GH
1993,"GFS Energy, Inc.",Erie,ELMA,MEDINA,0,0,0,
1998,"GFS Energy, Inc.",Chautauqua,GERRY,MEDINA,0,0,0,"GH,GK"
1974,"Flint Oil & Gas, Inc.",Erie,HAMBURG,MEDINA,0,0,0,GK
1991,"Haught, Ralph",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,177,OB
1998,National Fuel Gas Supply Corp.,Cattaraugus,FREEDOM,NONE SPECIFIED,0,0,0,
1985,Joyce Management Corp.,Allegany,WIRT,RICHBURG,0,0,301,OB
1997,Har-Go Farms,Genesee,PAVILION,MEDINA,0,0,0,
1998,"Major, Kenneth H",Erie,AURORA,MEDINA,0,0,0,GK
1998,National Fuel Gas Supply Corp.,Allegany,WILLING,ORISKANY,0,0,0,
1989,"P & S Drilling, Inc.",Erie,MARILLA,MEDINA,0,0,0,"GK,GX"
1988,Seis-Ex Geophysical Ltd,Chautauqua,CHERRY CREEK,MEDINA,0,0,0,GH
1980,"McKee, Robert S",Allegany,WELLSVILLE,RICHBURG,0,0,0,
1996,"Tenpas, Harold R.",Chautauqua,SHERMAN,MEDINA,0,0,0,
1992,"Carls, Thomas A",Cattaraugus,ALLEGANY,BRADFORD,0,0,226,OA
1985,Estate of Edith Reisdorf,Wyoming,SHELDON,MEDINA,0,0,0,
1980,"Taylor, Mrs. C. Nell",Allegany,BOLIVAR,RICHBURG,0,0,386,OB
1991,Southwestern Central School District,Chautauqua,ELLICOTT,MEDINA,0,0,0,
1998,"Frey Well Drilling, Inc.",Erie,MARILLA,MEDINA,0,0,0,
1976,"Hanes,  Merlin",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,2011,OA
1999,"Nagel, Arthur F. & Elaine L.",Chautauqua,VILLENOVA,MEDINA,0,0,0,
1972,"Bellows, Herbert & Nellie",Allegany,WELLSVILLE,FULMER VALLEY,0,0,64,OB
1986,"Turtle Oil Co., Inc.",Allegany,BOLIVAR,RICHBURG,0,0,83,OB
1980,"Envirogas, Inc.",Chautauqua,CLYMER,MEDINA,0,0,0,GK
1985,"Union Drilling,  Inc.",Cattaraugus,RANDOLPH,MEDINA,0,0,0,GH
1983,"Loring, Robert  H.",Allegany,WILLING,,0,0,0,
1993,Shawnee Operating Co.,Erie,EDEN,MEDINA,0,0,0,GK
1989,Cheektowaga-Maryvale Union Free School District,Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1996,"Shelex Drilling, Inc.",Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1972,"Enchanted Mountain Oil Co.,Inc",Cattaraugus,ELLICOTTVILLE,UPPER DEVONIAN,0,0,0,
1991,"Solar Sportsystems, Inc.",Erie,ELMA,MEDINA,0,0,0,
1989,"Dudar, John",Allegany,SCIO,RICHBURG,0,0,48,OB
1993,"Oil, Gas & Land Services, Inc.",Chautauqua,GERRY,ONONDAGA-BASS ISLAND,0,0,19647,"GX,OA"
1984,"Niagara Frontier Meth Home,Inc",Erie,AMHERST,MEDINA,0,0,0,
1996,"Oil, Gas & Land Services, Inc.",Chautauqua,GERRY,WHIRLPOOL,0,0,0,GH
1992,"Geo Ventures, Inc.",Chautauqua,WESTFIELD,MEDINA,0,0,0,GK
1997,"Matrix Energy Development, Inc.",Erie,WALES,MEDINA,0,0,0,GK
1995,"Desert Gas Exploration, Inc.",Chautauqua,CHARLOTTE,MEDINA,0,0,0,GK
1994,United States Gypsum Co.,Genesee,PEMBROKE,MEDINA,0,0,0,GR
1998,New York Gas & Oil Drilling Co,Chautauqua,ELLERY,,0,0,0,
1978,United States Gypsum Co.,Genesee,OAKFIELD,MEDINA,0,0,0,
1975,Indy Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,3471,OB
1998,Seneca Resources Corporation,Cattaraugus,LEON,MEDINA,0,0,0,GH
1990,Arkwright Brine & Gas Co.,Chautauqua,ARKWRIGHT,MEDINA,0,0,0,
1979,"Dudar, John",Allegany,SCIO,RICHBURG,0,0,368,GX
1992,Heitman Gas,Chautauqua,RIPLEY,MEDINA,0,0,0,GK
1993,Iroquois Natural Gas Co.,Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1974,"C.E. Bailey,Et al",Chautauqua,BUSTI,GLADE,0,0,146,OB
1995,Meridian Exploration Corp.,Seneca,VARICK,ROCHESTER SHALE,0,0,0,GC
1994,"GFS Energy, Inc.",Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1993,"GH Graf Realty Corp., Inc.",Chautauqua,DUNKIRK,MEDINA,0,0,0,
1971,Valley Gas Corp.,Genesee,PAVILION,MEDINA,0,0,0,GX
