Sdate,Cosit,Study,Period,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,Setup,#Bins,Bins
23/07/2004 00:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 00:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 01:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 01:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 02:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 02:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 03:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 03:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 04:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 04:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 05:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 05:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 06:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 06:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 07:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 07:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 08:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 08:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 09:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 09:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 10:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
23/07/2004 10:00,70301,1,60,2,Southbound,2,SouthWest,-1,2048,Bad data,1,0,
23/07/2004 11:00,70301,1,60,1,Northbound,1,NorthEast,-1,2048,Bad data,1,0,
